star,comment
10,긴 러닝타임 동안 숨쉬는 것도 까먹을 정도로 몰입된다  
4,이게 코믹인지 스릴러인지 모를 정도고 결말도 딱히 없고 내돈주고 볼 영화는 아닌듯  
5,이해하기 어렵고 보고 난 뒤 찝찝함이 오래가는 영화.  
3,그냥 구신얘기 결론도안난  
4,무섭다고 할것들은 다 갔다놨는데 안무서운? ㄴㅈ..  
10,영화가 긴편인가요 ㅎㅎ 재밌게잘봤습니다 자극적이네요  
1,역대급 노잼 영화....  
1,"너무무섭고 배우들 연기가 아까운영화,,,,  "
3,소소한 재미와 끝까지 놓지 못하는 긴장감 그러나 도무지 알 수 없는 내용 나홍진 감독이 나서서 내용 설명을 하지 않는 이상 모르겠다  
1,제 기억에 남는것은 효진아~ 밖에 없습니다.  
1,존2나 노잼이다진짜ㅋㅋㅋㅋ  
1,완전불편한영화 보는 내내 함든영화스토리구성도 떨어지고 내용도없고 의미도 상상력도없고 호로물로보기애도 민망하다  
10,나홍진... 근 5년 간 추락을 거듭하던 한국영화를 홀로 멱살잡고 캐리하다.  
10,진짜 뭐라써야할지모르겠네 캐스팅 왤케 잘하셨어요 영화분위기 살벌하게  
5,보다가 곡소리 나는 영화  
10,진심 나홍진 약빨고 만든 영화추적자 황해 생각하고 보지마세요  
10,여러가지 의미로 엄청난 영화 진짜 대단한영화다  
10,한순간도 긴장을 놓칠 수 없었다  
8,끝없이 의심하게 만드는... 마지막까지도 결론을 의심하게 됌  
9,시간가는줄 모르고봤어요~ 미리해석글 보고 관람해서 그런지 어려운거없이 재미지게 봤습니다 강추!!  
10,미친듯이 소름돋은 영화  
10,생각하면서 봐야되고 잔인하지만 연기력은 일품!!  
10,꿀잼 진짜 꼭보셈 열자!  
7,조금 난해하다. 누가 범인인지 모르겠다  
9,무엇을 보고 무엇을 믿어야할지  
8,기괴하고 징그러운영화였으느 리뷰읽는 맛이 쏠쏠하군요!  
8,보긴봤는데 영화끝나고도 이해가안되네...나만그런건가ㅜㅜ  
8,너무무서워요 ㅜㅜ중간에  약간 막장인데 무섭..  
3,기대해서 그런가 생각보다 너무 실망해서 ㅠㅠ  
3,아정말 별로가....뭔지를 모르겠다이건 뭐 ㅡ ㅡ이해하고싶짇ㅎ않다 엑소시스트인가??...미안해요 감독님  이해를 못해서..  
9,시나리오를 이렇게 써도되는구나 느낄수 있는 영화  
7,생각을많이하게만드는영화였습니다  
3,아재들끼리 똘똘뭉쳐 시골문제거리 해결하러 나서는 의리영화? 담에 정육점에 모인 아재들끼리 영화하나냈으면..  
7,연기는 잘하는데 무슨내용인지 몰겠다난해함  
3,실망입니다정사장면은  
6,"너무 기대를 한듯..암튼 잘봤네요,  "
7,호불호가 갈리는 이유를 알듯.. 이성을 가지고 냉정하게 작품만 본다면 굿!  
7,"음 호불호가 갈린다고 하더니 그런거 같긴해요.. 남자친구는 기대한거보다 별로래요, 내용이 이해가 안가서 영화보고 나와서 결국 누구인거냐고 뭐냐고 물어봤어요ㅋㅋㅋㅋ 영화보고 나와서 좀 찝찝한 느낌 너무 잔인해요.... 18세로 해야되는거 아닌가요ㅋㅋㅋㅋ  "
9,넘 숨죽이고 본영화입니다  스릴만점  황정민연기 넘 잘하네요 별반절은 끝부분이 넘 아쉽더군요  언제 시간이 금새 2시간반이 갔는지  몰겠네요 잼나요  정말 아역 연기 대박 넘 실감나네요  
10,"처음부터 끝날깨까지 흥미진진했습니다. 감독이 관객들한테 미끼를 던졌고 관객들은 미끼를 물었네여, ㅋㅋ 보지도 않은것을 본것처럼 의심하고 확신한 결과가 이렇게 되었네요, 관객들도 마찬가지네요. 영화를보면서 절대 현혹되지 마시길...  "
5,한국판 엑소시스트 같은  영화. 보면 기분이 나빠지는 영화.  
10,간만에 보는 최고의 한국 공포영화!!!  
6,후반으로 갈수록 몰입도가 높아지나 영화를 보고난 후 후련하지않은 느낌이 크다  
10,감독의 의도에 제대로 넘어간 영화  
10,감독 미쳤네요 너무잼났습니다...  
10,재밌었네요 추천합니다  
10,오싹하고 저매잇네요 다ㅏㅁㄴ 결말이 찜찜할뿐 ㅠㅠㅠ 2기 나왓으면 하는 영화  
10,호불호가 갈리는 영화인듯요ㅋㅋ 전 호^^  
7,뭔가 좀 개운하진 않지만 새로운 장르의 영화를 본것 같은 니낌이다  
10,몰입도 최고!직접 보고 판단하시길.근래 본 한국영화 중 최고입니다.  
6,역시호불호가갈리는영화네요 뭐내용이야기는할수없으니평소우리나라공포영화재밋게보시는분들은보러가셔도좋을거같아요저는개인적으로별루;;  
10,별로라는사람들이많아서볼지말지망설였는데보길잘한것같아요~^^곽도원씨연기는일품이었습니다~배우분들고생많으셨어요 곡성화이팅입니다^^  
10,미친영화다!!!짱짱짱  
9,사람 마음을 복잡하게 만드는 영화 그래도 잘만든 영화인듯 다시 한번 생각하게 되는 영화 같아요  
9,간만에 힘과 에너지가 있는 영화  
10,어머 이건 꼭 봐야해ㅋㅋ  
10,영화속 잔혹함이 현재 우리의 모습같았다많은 의미를 담고있는 영화를 많은사람들과 공유하고싶다  
9,해석을 하면할수록 소름돋네요재밋음  
10,진짜시간가는줄모르고봤어요  
10,졸잼 디짐 꼭봐 나랑함더보자 ㅋ  
10,너무 무서워욤  처음 부터 바이킹 타는 느낌 이였어요  
10,재미있었다 흥미진진했다  
8,무섭진 않은데 이영화를 어찌 해석해야 하나..  
7,결론이 없네..무섭지도 않고 ..  
5,정신건강에 해로워요 ㅠㅠ악미가 제정신에 난장판 치고간듯한 느낌  
6,별로... 보고나니 짜증나  
8,역시 나홍진감독님이시네요기대를 져버리지 않았습니다  
8,무서워요... 곽배우님 역시 연기 잘하심..  
8,관객들에게 모든 해석을 넘기는 불친절한영화배우들의 연기는 완벽했어요  
8,스릴넘치고 재밌게 봤어요  
8,중간에 좀비혈투씬만 아니먄 괜찮을영화같다  
6,몰입도는 있는데 너무 무서움 15세 안같음  
6,헐~ 내 시간 추천은 안해요  
5,너무무서워서 중간에나왔다 무서운거싫어하는사람은 비추  
9,으우ㅡ응 베드로너마저 너터피ㅏ우튜  
9,디테일한 공포감과 후반으로 갈수록 엄청 쪼이는 긴장감때문에 시간가는줄 모르고 봤어요영화보는 날 엄청 피곤한날이었는데도 졸지도 않고 끝까지 잘보았어요.배우들 연기력은 말도 못하고 엔딩은 조금 찝찝한감이있지만 자꾸 생각하게 만들어요.또 보고싶은건 왜때문  
8,초반에는 흥미진지한고 심장이 쫄깃해졌는데 끝나고나서 약간 허무한 결말에 어리둥저ㄹ~~@@  
9,쫀쫀하고 쫀득하고 저는 만족! 물론 다 보고 나서 너무 성급한 마무리 아닌가 했어요  하지만 돌아오는 내내 돌아와서 한참 믿음과 의심에 대해 생각해보면 참 잘 만든 영화라는 생각이 듭니다. 배우들 연기도 좋았어요   그 떡밥 전 물었습니다 ㅋㅋ  
10,그냥 안보는게 낫겟지만 전개구성이 스릴이 잇으므로 궁금하면 고고싱  
5,"음 뭔가 찝찝해,,,, 그러나 시간가는줄 몰랐다고한다  "
7,만듦새가 좋은 영화임엔 틀림없으나...내 취향은 전혀 아니었다. 장르에 대한 사전정보가 너무 부족했음.  
2,연기자들의 열연에는 박수를 보내겠지만..이런 내용의 영화 만들지마오..  
7,어려운 영화...어두운 영화...  
4,이런--::!!휴~~!!  
3,감독이 뭘 말하려고 하는지 몰겠네여.아역 배우 연기는 잘하네요  
8,기분이 더러워지는 영화..  
5,너무 무섭고 정신건강에 안좋아여19세로 바꾸면 좋겟어요 이걸 볼 청소년들이 불쌍해요  
9,간만에 제대로 놀랐네요 제대로 만들었네요  
10,"정말 오랜만에 재미있는 영화였습니다.몰입도, 반전, 웃음, 공포 최고였습니다.다시한번  보고싶은 영화입니다.  "
8,순간순간 마다 긴장을 하면서 봤습니다  
5,보고난후 찝찝함..  이런걸바란게아니였어요ㅜㅜ  
9,스포 = 악마는 나홍진이다  
4,보고난 뒤에도 스트레스가 이어지는 영화.  
10,긴장감에 손에 땀을쥐는 영화  
10,소오름완전대박소오름  
10,백점 만점에 천점드립니다.  
9,깊이 생각할수 있는 메세지가 담긴 영화였습니다~  
10,"호불호가  갈릴 영화지만, 보는내내 긴장하게 하는  영화  "
10,반전인것 같지만 아닌것 같음  
8,심야영화로 보고 불키고 잤습니다.  
9,처음엔 뭐지 하다가 생각하면 샹각할수록 감탄나오는 영화  
10,천우희의 캐스팅은 정말 적절했다  
10,누가 널 보내주겠데? 쿄쿄쿄~마지막까지 긴장감을 늦출 수 없었다  
8,엄청무섭거나 엄청잔인하지는않았습니다  
10,관객을 숨 쉴 틈 없게 계속 낚고 낚는 영화  
4,내용이 쪼끔 아쉽네요.  
5,...뭥미 급끝나네 흠  
9,관객에게  숙제를 내주는 영화.15세를 가장한 19세 영화.  
4,괜히 봤어요 ㅠㅠ 후유증 심할듯~~  
7,결말이 예매한대 줄거리는 무서우면서 잼있네요이제 곡성 놀러못가겠네요...ㄷ  
5,반전이 놀랍지만 찝찝하고 아쉬웠던 영화. 사람의 의심 이 얼마나 큰 결과를 가져오는지 알수 있었던 영화.  
8,기대이상이네요  몰입도 최고입니다  
10,한국영화중 갑오브갑이다 정말 보는내내 심장 잡고 봤다 호불호가 갈린다는건 인정하지만 놓칠수 없는 긴장감은 정말 어마어마 했다 한번더 보고 싶은 영화다  
10,고전 명작인 엑소시스트를 한국적으로 잘 녹여낸 영화성서의 해석이 놀라웠다.  
10,"가해자가 없는 참사를 마주한 피해자들의 허공을 향한 절규, 나홍진은 초월적인 존재의 힘을 빌려 이들에게 차가운 위로를 안긴다.  "
10,너무재밌어요 시간가는줄모르고봤습니당  
8,내용은 지루하지않았는데 결말이뭔가 아쉽다..해석을 봐야지 이해가된다  
7,....???!!!  
5,뭔가 미친? 영화 인듯..  
5,흠... 뭔가 ?응?? 흠.. 응?? 하..  
10,솔직히 결말은 먼가 찝찝하고 10점 안주기에도 먼가 찝찝하다  
5,그저그럼 재미잇는것도아니고 없는것도아님  
10,시나리오가 창의적이네요 ㅎㅎ 영화 잘 만들었습니다 배우들도 고생했구요 감독님도 수고 많았겠네요 ㅎㅎ  
8,오~~소름돋네요!! 연기력을 말할것고 없고 소재가 신선합니다!!강추합니다!!!  
9,관객들의 해석에 따라 중간 중간 던져진 힌트들을 다르게 해석할 수 있는 영화 절대 현혹되지마라는 포스터 문구는 이미 감독의 해설이나 스포를 보고 온 관객들에게도 해당됨 선과 악 나약한 인간 선에서 악으로 변질되는 무당까지 복선이 너무많아 곡성이 나옴  
4,기대하고봤는데 정말 재미없었당 마무리가 정말 너무했당  
1,정말핵노잼이에요ㅘ하핳ㅎ  
9,몰입도가 좋고 예상치못한 전개가 좋았습니다.  
7,2시간 반이라는 러닝타임이 전혀 길게 느껴지지 않았다. 그리고 영화가 끝난 뒤 많은 걸 생각하게 했다.  
8,무섭고많이잔인한데 스릴있고 몰입감은인정  
9,아역배우가 걱정 될 정도로 잘 하더라  
5,황정민이 좀 더 나왔으면 좋았을껄 ...  
7,스토리가 너무 복잡하고  헷갈린다. 좀비는 좀 아니자나여  
10,진짜 후덜덜하면서 봤네요 나홍진 감독 전작은 잔인+징글이 너무 심해서 힘들었는데..곡성은 그정도는 아니라 전 훨씬 좋았어요~ 결말이 참 많은 생각을 하세 하네용 재밌었어요  
9,너무 재밋구 스릴넘치는 영화지만약간 줄거리가 헷갈리는영화  
9,재밌게 봤어요~ 영화가 끝나고 좀 찜찜한 기분이 들긴 하지만 ...  
7,오늘 잠은 다잤구나. 의심하지 말지어다.  
10,절대 현혹되지 마소이~  
5,"영화가 끝난후, 개운하지않고 찝찝한영화. 믿고보는 황정민 때문에 봤는데..실패  "
5,처음에는 재밋엇는데 끝에갈수록 별로네요  
6,멱살을 잡고 세차게 뒤흔든다. 정말 세게 뒤흔다.그래서 주위에 누가 있었는지 잘 보지 못했다.그래서.. 한번 더 봐야겠다. 과연 잘 볼수있을까.?  
8,재밌지만 마지막에 잘 이해가지가 않는 ...  
8,결맣이 좀 ㅋ오지는 것때문에 슬픕니다 현실적인건줄 ㅜ  
9,분명 웃기다 코미디 성공 그리고 보는 내내 홀리지 말 것  
5,유머도 있고 잘 만들었다 싶었는데 끝나고보니 아무 내용도없고  마무리도없고  기냥 사람 만 정신없이 죽여대다 삼천포로 빠진영화  
9,무셔ㅠㅠㅠ 조조로 혼자 보고 왔는데 ㅣ~보고 나와서 해가 떠있는데도 안심이 안되고 무서웠음~운전도 심장이 뛰어서 불안해지고~절대 현혹되지 마라는 포스터 문구는 관객한테도 해당되는듯~암튼 무셔~~  
10,엄마랑 손잡고 봄 ㅠ 잘만들었고 무엇을 얘기하고싶었는지는 알것같지만 역시 무서워  ㅠ  
8,한국판 엑소시스트 곡성 로케 좀비의 버무림으로 보이지만 그 속의 함의는 진지하다. 나감독.. 피칠갑은 빠질 수 없군요.  
10,구굿 정말 재미있게 봤어요  
10,의심을 안할래야 안할수 없게 만들어 놓곤 의심하지 말자는게 교훈인 영화. 처음 봤을 때 2시간 반이 그냥 갔다는게  스스로 의심되어 한번 더 본 영화  
10,또보러간다 진짜 최고임 ㅠㅠ  
9,굿! 이해하는 자 웃고 나올 것이고 낚인 자 짜증 가득할 것ㅋㅋ  
5,이도저도 아닌 영화. 기대가 너무 컷나보다  
5,진짜 무슨 의미를 전달하려고 하는 영화인지 모르겠음. 영화 엄청 재밌다고 하는 사람들은 다 알바인듯... 이 영화의 범인이 왜 그 사람인지 과정도 없고 재미없음..  
5,중간중간 졸리다가 마지막은 허무 황정민 때문에 보긴 했지만 ....  
10,하나같이 연기가 신들렸다  
10,천우희는 착한 사람이었다  
1,그냥저냥... 연기자들이 살린영화  
5,"멋진 화면, 연기. 하지만 트릭을 통해 간장감을 끌고간 비약한 내용. 전작 황해에서 퇴보한 나홍진 감독의 작품  "
1,별로입니다 3시간 런타임에 마지막 허무함 ㅠ  
2,아 진심..실망했습니다초반에만 흥미진진 중반부터 모지 이건?끝나고 난뒤 영화관 전체가 뭐야?라는 반응  
6,전반적으로 흥미진진했지만 명쾌하지못한 부분들이 많았습니다  
9,이제껏볼수없었던신선한영화.많은의미가함축되어있는것같다  
9,중간중간 재미요소도 좋고 몰입도역시 좋아요 내용이 난해하지만 각자 해석하기 나름이에요 귀신은 안나와도 충분히 무서운 스릴러 ㅠㅠㅠㅠ 하지만 끝은 미약....;  
9,"문턱을 넘는 순간 마주하는 잔인한 현실, 믿음과 의심을 함께 강요받는 나약한 인간의 흔들림을 따라 시선이 춤을 추고 의식은 혼미해져 간다. 믿느냐 마느냐의 편협한 종교와 말도 안되는 구원을 강요받는 시대에 인간이란 존재에 대한 괜찮은 질문을 받았다.  "
5,닭들의 후까시를 너무 믿고 봤네요.생각보다 조잡한 느낌입니다.  
10,이해안가는부분이 있지만 역시 대단한배우들  
10,졸잼이당 꼭보셈 스포보지말고  
4,머가먼지 겁나게어렵네요 영화가  
6,이해가....어렵쨔나여...  
5,먼지 이해가 잘안됨 나만 그르나 ㅋㅋㅋ  
4,영화가 끝나고 나의 감정 :뭐여 이게  
10,물제대로 된 물건이 나왔다  
7,재밌는데 뭔가 유치하면서도 너무 질질끌고가는듯  
10,영화는 정말잘만들어졌다 근데 너무 무서워..잠어떻게자냐 아  
5,재미있게봤습니다~~  
5,음...개연성 부족대단한 라인업이었는데 다소 아쉽  
8,재미있었다 해석하기나름의재미도있고 연기들이탄탄해서 시간가는줄모름  
8,흠 8.5주고싶음 끝을 알송달송 하게 만드는영화  
4,흠...좀비물인가 골룸  
5,이런영화다신안봄...  
2,엔딩크레딧 뜨자 이게뭐야 하는 생각. 그뒤로 생각하는 재미가 있기보다는 시간이 아깝단 후회가 물밀듯 올라옴. 뭔가 오염물을 씻어내고 싶은 기억. 배역에 충실한 아역배우가 좀 걱정된다.  
10,호불호 갈리네 난 재밌게 봤다근데 잔인하고 매스껍다고 1점 준놈들은 뭐냐스릴러인거 모르고 봣나  애니보러가그럼  
10,생각할수있게해주는영화만들어주셔서감사합니다  
10,미끼에 걸려들었다. 반전.. 오랜만에 즐거운 시간이었습니다.156분이 지루하지 않을만큼  
5,초반에는 웃겼고 중반에는 잔인했고 후반에는 밑도끝도 없더라  
9,중간중간  코믹하기도하고 두시간반이 지루하지 않은 영화  
6,"좀비,악마,귀신,신부,무당 등장은 모두 했는데 스토리적 이해력이 부족하다. 2편이 기대되는 영화가 아니고 반토막 영화를 본 기분이다.  "
1,보지마라 공백제외 10자 채우래서 채운다  
1,아.... 보지마세요  술먹고 다음날 입 텁텁한 느낌  
1,황정민나와서일점이라도...  
3,호러?좀비?영화가 끝났는데. 이해가안간다....감독의 해설이필요한것같다.  
10,소름돋는 영화네요 참 빠져들게 하는 재미있는 영화네요  
4,음...정말 호불호갈리겠네요ㅎㅎ전체적으로는 그냥볼만한데 중간에 좀 난해한 설정들이..^^중간중간 빵터지는 부분이 있어요여러의미로ㅎㅎㅎ무서운거못보시고 비위약하신분들은 생각해보셔야할듯  
3,심리적으로 긴장감 주는데는 만점이였는데열린결말을 안좋아하는 저인지라ㅜㅜ...  
6,감독님께 묻고 싶습니다 이게 뭐예요?  
7,추격자 영ㅇ화같은 스릴러 일줄 알았는데 기대했던거 만큼은 아니였어요  
6,그냥그저그런 b급 영화...  
7,아진짜....무슨영화에요....오늘잠은다잤네ㅠㅠ  
8,처음에는 이해가 안됫어요..오ㅐ시작과 동시에 성경책의 문구가 나오는지...이해가 안됫지만 후반에 닭 울음소리에서 알게됫죠인간의 본상과 심리.. 그리고 막상 우리가 닥치게되면 누구나 똑같이 할 일들 영화를 보고저의종교의신념에대해서다시생각하게되엇습니다  
10,아 진짜 무섭네 진짜 다같이보는데 혼자 보는것같노ㅋ시간 가는줄 모르고봤네 ... 전부 조용히 집중해서 더 무섭네  
10,어찌해야할까 이 긴장과 잔상  
8,배우들 전체적인 연기력이 엄청나다다만 러닝 타임이 좀 길다는것은 흠인것같다  
3,별로임...기대마니햇눈데  
1,응~보지마응~보지마응~보지마  
10,올해 최고의 영화 한국영화중 이런 영화가  
10,완전 대대대박 2시간 반동안 지루할틈이 없네여 ㅋㅋㅋ꼭보시고 검색해서 맞춰보세여 ㅋㅋ  
1,진심 재미없습니다. 비추합니다.  
1,여러분꼭보세요 ㅎ진심 핵입니다  
3,영화 전반적인 내용은 괜찮은데..이해가 안가고 짜증이 밀려오는 느낌 좀비도나오고 악마에 귀신에.종교적인것을 짬뽕시킨거..  
5,마무리가  참...마무리만 잘했으면..  
9,2016 악마를보았다...뭐든지 압도한다  
1,그래서 뭐 어떻게 됫다고?  
1,좋게말할때 다운받아서...봐라....제발  
5,이제부터 좋은 것만 볼거에요  
10,관객들이 뭘 두려워 하는지 확실히 아는듯  
10,다보고 나와서 생각하니 더소름이네요  
10,10점밖에 못준다는게 슬픔  
10,영화보기 몇시간전에 중요한 내용 스포당하고 보러갔는데도 중후반부까지 전개 예상이 안됐음... 그 예측 불가능한 연출때문에 더 맘에 든 영화.  
10,재밌엇어요 황정민 대박..일본인너무무섭다  
10,박찬욱. 봉준호의.시대는 끝났다  
7,앞부분은 분명히 별10개로 좋았으나 후반부가 뜬금없고 지루하고 이상하게 끝납니다.  
9,9.1정도의 평점을 주고싶음. 고어물이라기보다는 좀비물이 오히려 잘 어울릴 듯. 연기를 다들 진짜 잘함. 하지만 무당이 황정민이 아니었다면.. 하는 생각이 듦. 갠적으로 부제 캐스팅이 진짜 잘됐다고 생각함ㅋ  
9,별 다섯^^무시무시한 감독입니다ㅡ수많은 영화가 떠오르고많은 것을 생각케 해주는 명작  
10,끝이 다소 함축적이였지만...156분이란 긴 상영시간이 절대 지루하지 않았다. 한 장면을 놓칠 수 없도록 완벽히 설계된 영화..  
1,두서없고.. 억지스러운 스토리. . 도원이형.. 캐스팅 미스인거같고. . 여튼 간만에 실망작이네요. .  
1,정말 무슨 이런영화를 만들었나싶을정도로 최악입니다 배우들이 아깝네요!  
10,라닝타임 2시간30분 정도되는 굉장히 긴 시간이었지만 전혀 지루하지않았고 처음부터 끝까지 이렇게 몰입해서 본 영화는 정말 처음이었다 . 관람객들도 모두 영화가 끝나고 나서도 완전 얼이빠진 상태로 숨죽이고 있었다  
1,재미없는 영화입니다뒤에 뭔가 메세지?를 던져 주려는 의도가 있는 것 같던데요보는 내내 지루 했었고요 중간에 박차고 나오지 않은 것이후회 됩니다 시간 아깝습니다  
3,사실 잘 모르겠다...재밌는지...  
10,올해 최고의 영화 !  스토리 연기 어느것하나 빠지지않고 훌륭함  
10,올드 보이 이후 명작의 탄생  
10,두번 보세요 한번은 아닌것같아요  
8,"보는 내내 쫄깃, 개연성에 아쉬운 부분 있음  "
9,"믿음없는 세상의 허무함과 그틈을 노리는 사단의 역사,그래도 구원이 있으리라는 오픈결말이  좋았습니다  "
8,결말이 쫌 난해하긴했는대  그래도 재밌어요..오늘밤 잠 못잘듯ㅠㅠ  
10,오걸트와 반전 좋아하시는분 꼭 보세요  
8,무섭지만 다시한번 보고싶네요~내용이 이해가 안되는부분도 있어요.효진이 연기 정말 잘해요^^  
7,아리까리ㄲ까리 하지만 황정민 멋있다  
5,마지막이 너무 아쉽네요결말두 없이 너무 허전한게 참 아쉽습니다  
6,재미있지만 난해한 이영화....  
6,연기자의 연기는 좋았지만왠지 끝이~~ㅋ이게뭐야라는말이 나오는데요~^^  
8,절대 현혹되지 말라고 포스터에도 써있다. 영화 내용 미리 조금이라도 보지 않는것을 추천한다.  
10,진짜보는내내 소름돋아머요 꿀잼  
8,지루하지않고 긴장감 줬던 영화네요 ~~ !!  
8,좋아요 그런더 쫌 아쉬운건 잇네요  
10,2시간30분 처럼 느껴지지않고 진짜 재밌게봄  
9,마지막이 너무 아쉬워서..  
8,연기력은진짜ㅠ짱 무섭기두하구..요새들어 한국영화소름끼치게만듬 ㅠㅠ  
8,내것을 지키고자하는 인간의 이기심이 가장 공포스럽다.  
9,볼만했음. 다만 해석은 분분할든  
9,역시 믿고보는 감독과 배우들 재밌었요  
7,영화 보고 나오는데 무슨 내용인지 이해못한 사람들이 많음 ㅋㅋ  
9,누가 범인이냐가 중요한 영화가 아니다  
8,결국 평범한 닝겐이 할 수 있는건 아무것도 없었따  
7,다른평들에 끝이허무하다는글이 많았는데요  정말그렇네요 끝난건지안끝난건지 허무하네요 영화는 참재미있슴^^  
9,영화를 보다가 의문을 결코 방관하지 마시길. 당신의 혼돈은 그 순간부터 시작될지이니.  
6,사람들이 왜 보고나서 찝찝하다는지 알듯하다. .내내 긴장되서. .긴장감은 최고ㅋ  
7,무서웟어요 19세인줄알앗어요...  
7,보고나서 뭐지 헐.... 이런... 보고나면 공포보다는 의아심이 더 드는...  
7,골룸이 나타났다~!!!  
5,볼만하다~~첨부터끝까지긴장감과궁굼증??근데 끝이 영~~찜찜...  
7,재미있었음..결말이이해가 잘안가서 스포일러 확인해봄.  
5,저한테는 조금 어려운 영화였네요..  
7,조금 불편한 영화네요ㅠㅠ  
9,첨엔 웃기다가 후반부 몰입도 최강 후 반전에 반전 쵝오  
9,한국형 육감(식스센스)을 본 듯한 기분...소름끼침~  
10,"굿,,재밋음ㅎㅎ한번으로는해하기어려울수도  "
10,재밌게밧어요  잘만든영화  
9,OO아쉽네요 그래도 구점  
10,영화관을 나와서 더 소름이 오는 영화!  
8,징그러운 장면이 많아서 15세인게 의문..ㅋㅋㅋㅋ그래도 영화몰입도랑 내용은 최고인듯...  
9,잘만들어진 영화! 연기를 너무잘했다..  
10,반전에  반전  대박추천합니다  
9,중3 딸아이가 보자고 해서 봤는데  난 그냥 그냥 그랬다  
8,간만에 짜릿한 영화를 보앗다  
8,결말이 조금 애매하긴 했지만 재밋었어요!  
6,시간만큼 지루하진 않았은데 그렇다고 소문처럼 긴장감이라던지 보고나서 꿈에나올까 무섭다느니 그런건 없네요 . 아 물론 저랑 여자친구 둘다요볼만은합니다 ㅎ  
5,동서양 빰뽕 엑소시즘. 악의 존재를 우리정서에 크게 와닿지 않는..어딘가 '서양악마'적으로 표현한 것. 반면에 그 배경과 인물들은 굉장히 향토적이였는다는 점에서 매우 발란스가 안맞는다고 생각함.  
6,처음부터 끝까지 이상해 이상해 이상해  
10,절대로현혹되지마소잉  
9,굳!!이해가안되긴안되내요ㅜㅜ제가이해를못하는건지...?ㅜ  
4,음. 뭐라 설명할수가 없다 ㅜ ㅜ 결말도 ..  
3,무섭고 별로엿어요 ㅠㅠ  
9,무당과의 싸움인 줄 알았더니... 현실에서 사람처럼 자연히 느끼지 못하는 존재들끼리의 관계가 있어서 재밌었습니다  
6,"마지막으로 갈수록 영화가 담은 주제가 어떤 것인지 알 수 있다. 그러나 그 이해가 사고의 확장으로 이어지는, 인간을 돌아보게 하는 내용인지는... 아쉬움이 남는 영화  "
8,그냥 재미는 있었지만 결론이 애매하게 끝나서 좀 그랬습니다  
8,결말이좀 그렇지만 재밋음  
7,월광이 오히려 악당인건 굿하는순간부터 이해했는데 일본인이 악마의 모습까지 갖추고 차에치어 낭떠러지에 버려지기까지했어도 살아날 정도인데 산절벽씬에서 마치 사람인것마냥 묘사된게 이해가안된다. 요즘 본 영화중 퀄리티는 뛰어났는데 겁나 뒤가 찜찜한영화임.  
7,감독이 무슨말을 하는지 잘 모르겠다.... 하지만 몰입도만큼은 대단한 영화!  
8,뭔가결말이 찝찝함악마가누군지 알아내라이건데ㅋ  
7,끝까지 농락당한 느낌 끝까지 농락당한 느낌끝까지 농락당한 느낌  
8,백만 관객 저마다 백만개의 이야기를 만드는 영화  
7,재밌게 봤고 한가지 꼬마애가 넘  힘들어보였어요.연기도  잘하고..  
10,아주 야무집니다 꼭보로가세요  
9,정신없이 무섭다....  
10,진짜 개대박 아직 머리에 맴돔 ㅠ  
10,지릴뻔.. 너무너무 너어무 무서운데 영화가 안끝남ㅠㅠㅠ  
8,깜짝깜짝 놀라게 하는 장면들이 없는건 아니지만 그걸 제외하고도 음산한 분위기자체를 잘 조성하여서 공포감이 충분히 드는 영화였습니다  
6,빗길운전조심해야함...  
8,영화는 잘 만들었으나 장르물이라 호불호가 갈립니다  
8,마지막  일본인과  부제와의 대화가 기억에 가장 남는다 .끝나고 나서 더 생각나는 영화  
9,잔인한 장면도 많았지만 보는내내 스릴감있게 봤습니다  명배우들과 아역배우의 연기도 좋았고 반전에 반전이였습니다  
10,허..개잼 꿀잼 최근 3달간 본 영화 중 최고의 영화인듯 ㄷㄷㄷ  
6,무섭지도않고 결말도 이상하고..괜히 봤다는 생각뿐  
7,함부로의심하면안됩니다  
8,이게 왜 15입니까 ㅜㅠ 28로 해야합니당..  
7,역시 연기는 굿이다 소름끼치긴하지만 반전있고 또한 사람을 너무 의심하면 안댄다는점...  
7,퍼즐을 맞추는 느낌이랄까?영화가 끝나고 허무한 느낌...뭐야~?  
9,기대치 보다 재미있고 흥미진진하게 보았어요.  
10,완전대박.영화보는내내.긴장  
10,영화 곡성 재밌고 무섭게 잘 봤습니다  
10,ㅎㅎ....쩌네여...  
10,재밌어요 완전 추천!!!  
10,재밌다.. 시간가는줄 몰랐다.. 연기력이 대단했다  
7,영화가 어려움.  앞선 추격자. 황해에 비하면 기승전결이 흐리고 해석의 폭도 넓고... 이런 영적 주제에 관심없으면 지루할수 있음.대중성보다는 작가주의적 문제성 있는 영화!  
9,기대랬던 만큼의  영화. 긴 시간임에도 적어도 지루하지 않았던  영화. 곽도원  배우의  연기는 리얼.숨가쁘게  펼쳐진  후반부의  상황에  대해  곱씹어봐야겠다. 근데  15세  관람가  맞음???  
7,왜 15세인지 노이해 지만 나는 잼깨 봄 ^^*  
10,개연성없다고 1점준사람들은 다시한번 꼼꼼히 인물말고 다른것들을 꼼꼼히 보시길.  
9,완젼지렸음...분위기 최고  
8,보고나니 진이 빠지는 느낌  
10,걍 최고 걍 최고 걍 최고 걍 최고 걍 최고  
