,"?""키값""",약국이름,행정시,행정구,행정동,전화번호,latitude,longtitude
214,BE_LiST22-0204,Optima e-Pyeonhan Pharmacy,Seoul,Seongbuk-gu,Gireum1-dong,029093525,37.6107187,127.0197047
215,BE_LiST22-0205,Songwon Onnuri Pharmacy,Seoul,Seongbuk-gu,Jongam-dong,029153500,37.601996,127.033271
216,BE_LiST22-0206,Wolgok Uri Pharmacy,Seoul,Seongbuk-gu,Wolgok1-dong,029177400,37.6115321,127.0356
217,BE_LiST22-0207,W Store Achimeulyeoneun Haessal Pharmacy,Seoul,Seongbuk-gu,Samseon-dong,027620234,37.5889655,127.0078647
218,BE_LiST22-0209,Herb Pharmacy,Seoul,Seongbuk-gu,Jeongneung4-dong,029136786,37.6168717,127.00363
219,BE_LiST22-0210,Joa Pharmacy,Seoul,Seongbuk-gu,Wolgok2-dong,029198575,37.602679,127.04181
220,BE_LiST22-0211,Paranhaneul Pharmacy,Seoul,Seongbuk-gu,Samseon-dong,029298723,37.5948792,127.0101903
221,BE_LiST22-0212,Seongbuk Noksipja Pharmacy,Seoul,Seongbuk-gu,Samseon-dong,029264166,37.5897493,127.0096177
222,BE_LiST22-0213,Prime Onnuri Pharmacy,Seoul,Seongbuk-gu,Jangwi3-dong,029169472,37.622952,127.048283
223,BE_LiST22-0214,Samcheung Pharmacy,Seoul,Seongbuk-gu,Gireum1-dong,029150022,37.6026621,127.023681
224,BE_LiST22-0215,Myeongso Pharmacy,Seoul,Seongbuk-gu,Seokgwan-dong,029650237,37.60703,127.06114
225,BE_LiST22-0216,Minseong Pharmacy,Seoul,Seongbuk-gu,Jongam-dong,029276959,37.60263,127.031515
226,BE_LiST22-0217,Ewha Plaza Pharmacy,Seoul,Seongbuk-gu,Jeongneung4-dong,029142053,37.608799,127.009984
227,BE_LiST22-0218,Duri Onnuri Pharmacy,Seoul,Seongbuk-gu,Jongam-dong,029230450,37.5978573,127.03469
228,BE_LiST22-0219,Seongbuk Worldpham Pharmacy,Seoul,Seongbuk-gu,Jangwi2-dong,029187972,37.6092399,127.0525005
229,BE_LiST22-0220,Wolgok Bogeon Pharmacy,Seoul,Seongbuk-gu,Wolgok2-dong,029098144,37.602627,127.039233
230,BE_LiST22-0222,Wellpham Pharmacy,Seoul,Seongbuk-gu,Gireum1-dong,029147773,37.60959,127.019631
231,BE_LiST22-0223,Seoul Pharmacy,Seoul,Seongbuk-gu,Donam1-dong,029245191,37.598532,127.0214288
232,BE_LiST22-0224,Medipham Baek Pharmacy,Seoul,Seongbuk-gu,Wolgok1-dong,029126200,37.60733,127.036303
233,BE_LiST22-0225,Sinjungang Pharmacy,Seoul,Seongbuk-gu,Jongam-dong,029438331,37.5964492,127.0357727
234,BE_LiST22-0227,Pureun Pharmacy,Seoul,Seongbuk-gu,Seokgwan-dong,029690566,37.606699,127.061064
235,BE_LiST22-0229,Ewha Pharmacy,Seoul,Seongbuk-gu,Gireum1-dong,029114326,37.6047371,127.0230027
236,BE_LiST22-0232,Misodam Pharmacy,Seoul,Seongbuk-gu,Jeongneung4-dong,0263492589,37.608854,127.009662
237,BE_LiST22-0233,Seongsin Pharmacy,Seoul,Seongbuk-gu,Dongseon-dong,029219971,37.594049,127.018163
238,BE_LiST22-0234,Gil Pharmacy,Seoul,Seongbuk-gu,Samseon-dong,029239994,37.5949161,127.0102405
239,BE_LiST22-0235,Sinjeongneung Uri Pharmacy,Seoul,Seongbuk-gu,Jeongneung2-dong,029428831,37.6082548,127.0098378
240,BE_LiST22-0236,Yeongjun Pharmacy,Seoul,Seongbuk-gu,Wolgok1-dong,029124813,37.6094979,127.0329899
241,BE_LiST22-0237,Geumgang Pharmacy,Seoul,Seongbuk-gu,Anam-dong,029247575,37.5850062,127.0313151
242,BE_LiST22-0239,Hosu Onnuri Pharmacy,Seoul,Seongbuk-gu,Gireum2-dong,029888979,37.6089472,127.0290207
243,BE_LiST22-0242,Deokseong Onnuri Pharmacy,Seoul,Seongbuk-gu,Donam2-dong,029220555,37.6006632,127.0135103
244,BE_LiST22-0243,Sinheung Pharmacy,Seoul,Seongbuk-gu,Jeongneung4-dong,029144103,37.6112071,127.0089
245,BE_LiST22-0244,365 Pharmacy,Seoul,Seongbuk-gu,Gireum2-dong,029851365,37.608592,127.029453
246,BE_LiST22-0245,Sarangbanneun Pharmacy,Seoul,Seongbuk-gu,Jeongneung1-dong,029432385,37.6024195,127.0170848
247,BE_LiST22-0247,Yumin Pharmacy,Seoul,Seongbuk-gu,Dongseon-dong,029298937,37.5959904,127.0154375
248,BE_LiST22-0248,Uju Onnuri Pharmacy,Seoul,Seongbuk-gu,Dongseon-dong,029220544,37.59432,127.015954
249,BE_LiST22-0250,Saegungmin Pharmacy,Seoul,Seongbuk-gu,Wolgok2-dong,029093463,37.603073,127.042264
250,BE_LiST22-0252,Areumdaun Pharmacy,Seoul,Seongbuk-gu,Gireum1-dong,029125148,37.608307,127.0228625
251,BE_LiST22-0253,Dongmin Pharmacy,Seoul,Seongbuk-gu,Wolgok1-dong,0269250008,37.6113467,127.035435
252,BE_LiST22-0254,Jeongmun Pharmacy,Seoul,Seongbuk-gu,Anam-dong,029242121,37.586141,127.028369
253,BE_LiST22-0255,Dolgoji Onnuri Pharmacy,Seoul,Seongbuk-gu,Seokgwan-dong,029675555,37.6103093,127.0569224
254,BE_LiST22-0256,Saebogeon Pharmacy,Seoul,Seongbuk-gu,Wolgok2-dong,029117111,37.602571,127.039799
255,BE_LiST22-0276,Medipham Geongang ,Seoul,Dobong-gu,Ssangmun3-dong,029061800,37.6490904,127.03465
256,BE_LiST22-0278,Daehan ,Seoul,Dobong-gu,Ssangmun1-dong,029997896,37.6554433,127.013403
257,BE_LiST22-0282,Sangnoksu Onnuri ,Seoul,Dobong-gu,Banghak2-dong,029542950,37.6653993,127.0357431
258,BE_LiST22-0283,Gwangjang,Seoul,Dobong-gu,Chang4-dong,029906527,37.652692,127.051459
259,BE_LiST22-0284,Hyemin,Seoul,Dobong-gu,Dobong1-dong,029541653,37.6745084,127.0435271
260,BE_LiST22-0011,Donga Pharmacy,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,0222855702,37.570607,126.999023
261,BE_LiST22-0012,Dongin Pharmacy,Seoul,Jongno-gu,Changsin2-dong,027437371,37.5721016,127.0104431
262,BE_LiST22-0013,Medical Seoul Pharmacy,Seoul,Jongno-gu,Hyehwa-dong,027669000,37.5817908,127.0015062
263,BE_LiST22-0014,Mideum Pharmacy,Seoul,Jongno-gu,Changsin1-dong,027456678,37.572965,127.014712
264,BE_LiST22-0015,Bogwang Pharmacy,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,027622515,37.579501,127.001855
265,BE_LiST22-0016,Boram Pharmacy,Seoul,Jongno-gu,Changsin1-dong,027437915,37.572329,127.013944
266,BE_LiST22-0017,Boryeong Pharmacy,Seoul,Jongno-gu,Jongno5.6ga-dong,027638181,37.5712044,127.0003021
267,BE_LiST22-0018,Samjeong Baro Pharmacy,Seoul,Jongno-gu,Gyonam-dong,027363385,37.5687598,126.9683636
268,BE_LiST22-0022,Seongsim Pharmacy,Seoul,Jongno-gu,Changsin1-dong,027432062,37.5755367,127.015474
269,BE_LiST22-0023,Seongjin Pharmacy,Seoul,Jongno-gu,Hyehwa-dong,027622211,37.5855483,127.000556
270,BE_LiST22-0024,Sungin Pharmacy,Seoul,Jongno-gu,Sungin2-dong,029290754,37.5754763,127.0223169
271,BE_LiST22-0025,Sungin Damoa Pharmacy,Seoul,Jongno-gu,Sungin1-dong,027655885,37.5767083,127.0156875
272,BE_LiST22-0026,Simin Pharmacy,Seoul,Jongno-gu,Sajik-dong,027366512,37.576364,126.972718
273,BE_LiST22-0027,Yeollin Pharmacy,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,0222648211,37.5707262,127.0004004
274,BE_LiST22-0028,Inje Pharmacy,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,0222664312,37.5706167,126.99915
275,BE_LiST22-0029,Jeongmun Pharmacy,Seoul,Jongno-gu,Jongno1.2.3.4ga-dong,027657200,37.576884,126.9976692
276,BE_LiST22-0030,Jesin Pharmacy,Seoul,Jongno-gu,Jongno5.6ga-dong,0222797388,37.570876,127.007371
277,BE_LiST22-0031,Jonggeundang Pharmacy,Seoul,Jongno-gu,Jongno5.6ga-dong,0222741311,37.5708099,127.0032689
278,BE_LiST22-0032,Jongno Baekje Pharmacy,Seoul,Jongno-gu,Jongno5.6ga-dong,027458492,37.57125,127.003975
279,BE_LiST22-0033,Jongno Plaza Pharmacy,Seoul,Jongno-gu,Cheongunhyoja-dong,027360806,37.581538,126.970638
280,BE_LiST22-0034,Chungsin Pharmacy,Seoul,Jongno-gu,Jongno5.6ga-dong,027629909,37.5740835,127.0067575
281,BE_LiST22-0035,Handok Pharmacy,Seoul,Jongno-gu,Ihwa-dong,027624636,37.5805832,127.004434
282,BE_LiST22-0036,Hamchun Pharmacy,Seoul,Jongno-gu,Ihwa-dong,027410370,37.579588,127.001882
283,BE_LiST22-0037,Saegye Pharmacy,Seoul,Jung-gu,Sogong-dong,027768000,37.5640644,126.9821256
284,BE_LiST22-0038,Seoul Pharmacy,Seoul,Jung-gu,Myeong-dong,027372636,37.5691347,126.9758216
285,BE_LiST22-0039,Baekjo Pharmacy,Seoul,Jung-gu,Myeong-dong,027388808,37.569093,126.9758591
286,BE_LiST22-0040,Inu Pharmacy,Seoul,Jung-gu,Jungnim-dong,023927291,37.5589812,126.9660588
287,BE_LiST22-0042,Huigu Pharmacy,Seoul,Jung-gu,Hoehyeon-dong,027520229,37.5585833,126.9773125
288,BE_LiST22-0043,Saesamseong Pharmacy,Seoul,Jung-gu,Sogong-dong,027563301,37.5607446,126.9775893
289,BE_LiST22-0044,Seoul Wang Pharmacy,Seoul,Jung-gu,Sogong-dong,0237897048,37.5608833,126.978125
290,BE_LiST22-0045,Namsan Uri Pharmacy,Seoul,Jung-gu,Hoehyeon-dong,0237897582,37.5587612,126.9813339
291,BE_LiST22-0046,Daeusa Pharmacy,Seoul,Jung-gu,Hoehyeon-dong,027532703,37.5585094,126.9743444
292,BE_LiST22-0048,Centural Pham Pharmacy,Seoul,Yongsan-gu,Namyeong-dong,023935505,37.5563144,126.9693957
293,BE_LiST22-0049,Saewon Pharmacy,Seoul,Jung-gu,Myeong-dong,027764476,37.5637491,126.9852717
294,BE_LiST22-0052,Pureun Pharmacy,Seoul,Jung-gu,Myeong-dong,027757428,37.5616692,126.9850709
295,BE_LiST22-0053,Unesco Pharmacy,Seoul,Jung-gu,Myeong-dong,027787880,37.5634255,126.9837151
296,BE_LiST22-0054,Myeongdong Jungang Pharmacy,Seoul,Jung-gu,Myeong-dong,027770505,37.5611,126.98235
297,BE_LiST22-0055,Myeongdong Sarang Pharmacy,Seoul,Jung-gu,Myeong-dong,027789975,37.5609702,126.9838592
298,BE_LiST22-0057,Seonggyun Jeil Pharmacy,Seoul,Jung-gu,Pil-dong,0222696872,37.5612029,127.0001195
299,BE_LiST22-0058,Sinseong Pharmacy,Seoul,Jung-gu,Donghwa-dong,0222731390,37.562259,127.015198
300,BE_LiST22-0060,Eulji Su Pharmacy,Seoul,Jung-gu,Euljiro-dong,0222752113,37.5645862,126.9890883
301,BE_LiST22-0061,Pil Pharmacy,Seoul,Jung-gu,Pil-dong,0222687552,37.5603583,126.9959625
302,BE_LiST22-0062,Jiha Geunhwasa Pharmacy,Seoul,Jung-gu,Euljiro-dong,0222724986,37.5666492,126.9937185
303,BE_LiST22-0063,Jangsu Pharmacy,Seoul,Jung-gu,Sindang5-dong,0222522929,37.5652083,127.0195875
304,BE_LiST22-0065,Bosaengdang Pharmacy,Seoul,Jung-gu,Pil-dong,0222678830,37.560752,126.993151
305,BE_LiST22-0066,Wangran Pharmacy,Seoul,Jung-gu,Gwanghui-dong,0222671492,37.5652441,127.0063437
306,BE_LiST22-0067,Medipham Choi Pharmacy,Seoul,Yongsan-gu,Cheongpa-dong,027156009,37.548556,126.970183
307,BE_LiST22-0068,Myeongjindang Pharmacy,Seoul,Yongsan-gu,Cheongpa-dong,027175603,37.554425,126.9688375
308,BE_LiST22-0069,Somyeong Pharmacy,Seoul,Yongsan-gu,Itaewon1-dong,027959954,37.534069,126.995437
309,BE_LiST22-0071,Jongno Plaza Pharmacy,Seoul,Yongsan-gu,Hangangno-dong,0220121276,37.5295757,126.963928
310,BE_LiST22-0072,Jeil Pharmacy,Seoul,Yongsan-gu,Hannam-dong,027928422,37.5332667,127.0047375
311,BE_LiST22-0073,Hyundae Onnuri Pharmacy,Seoul,Yongsan-gu,Ichon1-dong,027959842,37.5184167,126.9778228
312,BE_LiST22-0074,Uri Pharmacy,Seoul,Yongsan-gu,Hangangno-dong,0220121507,37.5295757,126.963928
313,BE_LiST22-0075,Gajangkeun Taepyeongyang Pharmacy,Seoul,Yongsan-gu,Hannam-dong,027903376,37.5332875,127.0037814
314,BE_LiST22-0076,Gonghang Pharmacy,Seoul,Yongsan-gu,Namyeong-dong,023132780,37.5523932,126.9710726
315,BE_LiST22-0077,Su Pharmacy,Seoul,Yongsan-gu,Hyochang-dong,027018224,37.539675,126.96085
316,BE_LiST22-0081,Geumbo Pharmacy,Seoul,Yongsan-gu,Wonhyoro2-dong,027183673,37.5336906,126.9501515
317,BE_LiST22-0082,Balgeunnuri Pharmacy,Seoul,Yongsan-gu,Itaewon1-dong,027922621,37.532718,126.990813
318,BE_LiST22-0083,Dongbu Pharmacy,Seoul,Yongsan-gu,Ichon1-dong,027956242,37.5199684,126.9744457
319,BE_LiST22-0084,Singeumho Pharmacy,Seoul,Seongdong-gu,Guemho1ga-dong,0222825230,37.554778,127.020351
320,BE_LiST22-0085,Pyeongan Pharmacy,Seoul,Seongdong-gu,Haengdang1-dong,0222948111,37.5581098,127.0362882
321,BE_LiST22-0086,Daehak Pharmacy,Seoul,Seongdong-gu,Sageun-dong,0222930554,37.560012,127.041611
322,BE_LiST22-0087,Iljin Pharmacy,Seoul,Seongdong-gu,Yongdap-dong,0222453665,37.5626786,127.0541267
323,BE_LiST22-0088,Yeongmin Pharmacy,Seoul,Seongdong-gu,Seongsu2ga3-dong,024661377,37.5461708,127.0535087
324,BE_LiST22-0089,Danaeul Pharmacy,Seoul,Seongdong-gu,Guemho2.3ga-dong,0222311703,37.5486404,127.0169239
325,BE_LiST22-0090,Girin Pharmacy,Seoul,Seongdong-gu,Oksu-dong,0222998850,37.541544,127.010961
326,BE_LiST22-0092,Daejung Pharmacy,Seoul,Seongdong-gu,Wangsimni2-dong,0222924418,37.564434,127.0284856
327,BE_LiST22-0093,Medipham Hansol Pharmacy,Seoul,Seongdong-gu,Haengdang2-dong,0222827948,37.5582338,127.0310201
328,BE_LiST22-0094,Myeongdong Onnuri Pharmacy,Seoul,Seongdong-gu,Haengdang1-dong,0222817292,37.5549515,127.0365163
329,BE_LiST22-0096,Jeongmin Pharmacy,Seoul,Seongdong-gu,Yongdap-dong,0222128762,37.5678195,127.0507018
330,BE_LiST22-0097,Jeil Pharmacy,Seoul,Seongdong-gu,Eungbong-dong,0222936946,37.549699,127.030576
331,BE_LiST22-0461,Hanti Pharmacy,Seoul,Gangnam-gu,Dogok2-dong,025742575,37.4953203,127.0526153
332,BE_LiST22-0462,Sarang Plus Pharmacy,Seoul,Gangnam-gu,Dogok2-dong,0220582745,37.4953203,127.0526153
333,BE_LiST22-0463,Yeonu Pharmacy,Seoul,Gangnam-gu,Dogok1-dong,025578672,37.4937596,127.0465625
334,BE_LiST22-0464,Gangnam Joeun Pharmacy,Seoul,Gangnam-gu,Dogok1-dong,025719515,37.4855383,127.0377921
335,BE_LiST22-0465,Chamjoeun Pharmacy,Seoul,Gangnam-gu,Samseong1-dong,025081363,37.508823,127.05857
336,BE_LiST22-0466,Samseong Geongang Pharmacy,Seoul,Gangnam-gu,Gaepo2-dong,025173520,37.516689,127.042039
337,BE_LiST22-0467,Phammate Seonneung Sujeong Pharmacy,Seoul,Gangnam-gu,Samseong2-dong,025588025,37.505117,127.048939
338,BE_LiST22-0468,Gangnam Onnuri Pharmacy,Seoul,Gangnam-gu,Samseong2-dong,025721452,37.4825515,127.0431606
339,BE_LiST22-0469,Samseong Ilsin Pharmacy,Seoul,Gangnam-gu,Samseong2-dong,025381018,37.5059168,127.0525432
340,BE_LiST22-0471,Optima Daeyeong Pharmacy,Seoul,Gangnam-gu,Samseong1-dong,025147850,37.5173348,127.0513532
341,BE_LiST22-0472,Suseo Pharmacy,Seoul,Gangnam-gu,Suseo-dong,024592293,37.4874482,127.1046489
342,BE_LiST22-0473,Cosmos Pharmacy,Seoul,Gangnam-gu,Sinsa-dong,025153555,37.5177099,127.0195908
343,BE_LiST22-0474,Ganaan Pharmacy,Seoul,Gangnam-gu,Sinsa-dong,025498774,37.5169926,127.0208687
344,BE_LiST22-0475,Taepyeongyang Pharmacy,Seoul,Gangnam-gu,Sinsa-dong,0234424492,37.525425,127.025491
345,BE_LiST22-0477,Apgujeong Onnuri Pharmacy,Seoul,Gangnam-gu,Sinsa-dong,025140777,37.526525,127.0275625
346,BE_LiST22-0479,Biwon Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025416939,37.5219886,127.0290947
347,BE_LiST22-0480,Medipham Apgujeong Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025477585,37.5227667,127.0291125
348,BE_LiST22-0481,Hana Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025436650,37.5285154,127.0321183
349,BE_LiST22-0482,Yes Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,0234458214,37.527762,127.0331806
350,BE_LiST22-0483,Apgujeong Neulpureun Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025168753,37.5288221,127.0346225
351,BE_LiST22-0484,Apgujeong Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025430701,37.527644,127.040357
352,BE_LiST22-0485,Rodeo Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025404091,37.525714,127.039601
353,BE_LiST22-0486,Bom Pharmacy,Seoul,Gangnam-gu,Apgujeong-dong,025432251,37.5323523,127.0286524
354,BE_LiST22-0487,Ilbeonji Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025672501,37.4971169,127.0303457
355,BE_LiST22-0488,Chamjoeun Seon Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,0234533501,37.5016976,127.0359878
356,BE_LiST22-0489,Atom Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025626575,37.4986096,127.0283125
357,BE_LiST22-0491,Yeoksam Dain Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,0234533589,37.502796,127.0354815
358,BE_LiST22-0492,Onnuri Gibbeun Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025660027,37.506436,127.0355051
359,BE_LiST22-0493,Darae Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025679361,37.5020964,127.0368101
360,BE_LiST22-0494,Onnuri Hyaerim Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,0221122911,37.499804,127.0365868
361,BE_LiST22-0496,Areumdaun Uri Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025647582,37.4945531,127.0396373
362,BE_LiST22-0497,Well Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,0264405656,37.501073,127.026524
363,BE_LiST22-0498,W Store Gangnam City Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025531608,37.4997999,127.0271502
364,BE_LiST22-0499,Keungil Pharmacy,Seoul,Gangnam-gu,Yeoksam1-dong,025531517,37.495872,127.029107
365,BE_LiST22-0500,Mokhwa Pharmacy,Seoul,Gangnam-gu,Irwon1-dong,0222262268,37.4915429,127.0876375
366,BE_LiST22-0503,Saesaengmyeong Pharmacy,Seoul,Gangnam-gu,Cheongdam-dong,025123389,37.5242833,127.05
367,BE_LiST22-0504,Yeongji Pharmacy,Seoul,Gangnam-gu,Cheongdam-dong,025473443,37.524065,127.050389
368,BE_LiST22-0505,Geonyeong Pharmacy,Seoul,Gangnam-gu,Cheongdam-dong,025417378,37.523981,127.039714
369,BE_LiST22-0506,Gaggaun Ewha Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024894383,37.526518,127.1146468
370,BE_LiST22-0507,Gangnam Daehak Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024730111,37.5273512,127.1138844
371,BE_LiST22-0508,Nammae Pharmacy,Seoul,Songpa-gu,Geoyeo2-dong,024078774,37.4925483,127.1473321
372,BE_LiST22-0509,Dasarang Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024772590,37.525047,127.1149229
373,BE_LiST22-0511,Ehwa Yaksan Onnuri Pharmacy,Seoul,Songpa-gu,Songpa1-dong,024192755,37.5074957,127.1162722
374,BE_LiST22-0512,Jiaenmi Pharmacy,Seoul,Songpa-gu,Garak2-dong,024020612,37.4965475,127.1315335
375,BE_LiST22-0513,Jiyong Pharmacy,Seoul,Songpa-gu,Bangi2-dong,024152336,37.5108952,127.1160971
376,BE_LiST22-0514,Handok Pharmacy,Seoul,Songpa-gu,Munjeong2-dong,024093559,37.4917346,127.1173375
377,BE_LiST22-0515,Gajangkeun Hyundae Asan Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024884214,37.5269846,127.1150592
378,BE_LiST22-0516,Family Pharmacy,Seoul,Songpa-gu,Munjeong2-dong,024002112,37.491541,127.116606
379,BE_LiST22-0517,Grand Pharmacy,Seoul,Songpa-gu,Bangi1-dong,024185662,37.5093207,127.124838
380,BE_LiST22-0518,Medicine Pharmacy,Seoul,Songpa-gu,Garakbon-dong,024437789,37.4966235,127.1223642
381,BE_LiST22-0519,Cheomsomang Pharmacy,Seoul,Songpa-gu,Oryun-dong,024083393,37.515719,127.1321871
382,BE_LiST22-0520,Wang Pharmacy,Seoul,Songpa-gu,Samjeon-dong,0222025941,37.5027541,127.0954392
383,BE_LiST22-0521,Daedong Pharmacy,Seoul,Songpa-gu,Songpa1-dong,024186551,37.5044544,127.1143475
384,BE_LiST22-0522,Sangil Pharmacy,Seoul,Songpa-gu,Jamsil6-dong,024140185,37.5164442,127.1039606
385,BE_LiST22-0523,Optimario Pharmacy,Seoul,Songpa-gu,Jamsil4-dong,024138205,37.5205496,127.1061762
386,BE_LiST22-0524,Citi Pharmacy,Seoul,Songpa-gu,Jamsilbon-dong,0234314115,37.51144,127.083461
387,BE_LiST22-0525,Bom Pharmacy,Seoul,Songpa-gu,Pungnap1-dong,024743118,37.533956,127.118707
388,BE_LiST22-0526,Uri Onnuri Pharmacy,Seoul,Songpa-gu,Jamsil3-dong,024125632,37.510907,127.086191
389,BE_LiST22-0529,Balgeun Jungang Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024822621,37.5267513,127.1156092
390,BE_LiST22-0531,Olive Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024770969,37.5271197,127.1153625
391,BE_LiST22-0532,Asan Medical Pharmacy,Seoul,Songpa-gu,Pungnap2-dong,024888575,37.527275,127.1143
392,BE_LiST22-0533,Teunteun Onnuri Pharmacy,Seoul,Gangdong-gu,Cheonho2-dong,024861380,37.5477189,127.1269102
393,BE_LiST22-0534,Gildong Jungang Pharmacy,Seoul,Gangdong-gu,Gil-dong,024847747,37.53672,127.142757
394,BE_LiST22-0535,Donga Pharmacy,Seoul,Gangdong-gu,Cheonho2-dong,024854195,37.5385095,127.1251279
395,BE_LiST22-0536,Deokin Pharmacy,Seoul,Gangdong-gu,Cheonho2-dong,024712772,37.545602,127.133377
396,BE_LiST22-0537,Joy Pharmacy,Seoul,Gangdong-gu,Seongnae2-dong,024857373,37.5379263,127.1237145
397,BE_LiST22-0538,Optima Yeondang Pharmacy,Seoul,Gangdong-gu,Myeongil1-dong,0234262323,37.5533531,127.1438708
398,BE_LiST22-0539,Best Pharmacy,Seoul,Gangdong-gu,Seongnae3-dong,024742447,37.524824,127.134788
399,BE_LiST22-0541,Gangnam Pharmacy,Seoul,Gangdong-gu,Seongnae3-dong,024867823,37.5276438,127.1357367
400,BE_LiST22-0542,Myeongil Mart Jongno Pharmacy,Seoul,Gangdong-gu,Myeongil2-dong,024287845,37.5546564,127.1558099
401,BE_LiST22-0543,Paran Pharmacy,Seoul,Gangdong-gu,Seongnae3-dong,024842479,37.5248787,127.1343908
402,BE_LiST22-0544,Daehan Pharmacy,Seoul,Gangdong-gu,Cheonho2-dong,024839165,37.538013,127.126499
403,BE_LiST22-0545,Boun Pharmacy,Seoul,Gangdong-gu,Dunchon2-dong,024778088,37.52853,127.145445
404,BE_LiST22-0549,Dure Pharmacy,Seoul,Gangdong-gu,Godeok2-dong,024291662,37.5573564,127.1689032
405,BE_LiST22-0550,Seungmin Pharmacy,Seoul,Gangdong-gu,Dunchon2-dong,024871201,37.5334425,127.1399566
