custId,sex,age,city
C1056,F,59,Seoul
C1057,M,58,Seoul
C1058,F,22,
C1059,M,41,Kyeongki
C1060,F,46,Gwangju
C1061,F,41,Seoul
C1062,F,49,Daegu
C1063,M,28,Seoul
C1064,F,72,Seoul
C1065,F,40,Seoul
C1066,M,53,Chungnam
C1067,F,52,Seoul
C1068,F,47,Seoul
C1069,F,54,Seoul
C1070,F,46,Seoul
C1071,F,54,Seoul
C1072,F,50,Seoul
C1073,M,45,Seoul
C1074,F,52,Seoul
C1075,F,25,Seoul
C1076,F,43,Kyeongki
C1077,F,52,Kyeongki
C1078,F,34,Seoul
C1079,F,36,Seoul
C1080,F,36,Seoul
C1081,F,50,Seoul
C1082,F,28,Seoul
C1083,F,49,Seoul
C1084,F,26,Seoul
C1085,F,43,Seoul
C1086,F,48,Seoul
C1087,F,34,Seoul
C1088,F,30,Kyeongki
C1089,F,54,Kyeongki
C1090,M,67,Seoul
C1091,F,77,Seoul
C1092,M,39,Seoul
C1093,F,33,Chungnam
C1094,F,29,Gangwon
C1095,F,34,Kyeongki
C1096,F,20,Seoul
C1097,M,47,Seoul
C1098,M,39,Kyeongki
C1099,F,54,Seoul
C1100,F,46,Seoul
C1101,F,32,
C1102,F,46,Seoul
C1103,F,51,Kyeongki
C1104,F,27,Seoul
C1105,F,59,Seoul
C1106,M,48,Seoul
C1107,F,53,Kyeongki
C1108,M,56,Seoul
C1109,M,40,Seoul
C1110,F,28,Daegu
C1111,F,42,Seoul
C1112,F,44,Seoul
C1113,F,46,Pusan
C1114,F,32,Seoul
C1115,F,40,Seoul
C1116,M,39,Seoul
C1117,F,52,Seoul
C1118,F,34,Chungnam
C1119,F,29,Seoul
C1120,F,24,Seoul
C1121,F,29,Seoul
C1122,F,49,Seoul
C1123,F,65,Seoul
C1124,F,64,Seoul
C1125,F,52,Seoul
C1126,M,71,Seoul
C1127,F,58,Seoul
C1128,F,32,Seoul
C1129,M,36,Seoul
C1130,M,29,Seoul
C1131,M,61,Inchon
C1132,F,56,Seoul
C1133,M,56,Kyeongki
C1134,M,51,Seoul
C1135,F,64,Seoul
C1136,F,38,Seoul
C1137,F,53,Seoul
C1138,F,21,Seoul
C1139,M,31,Seoul
C1140,F,54,Daejeon
C1141,F,44,Seoul
C1142,F,48,Seoul
C1143,F,60,Seoul
C1144,F,49,Seoul
C1145,F,21,Kyeongki
C1146,F,53,Seoul
C1147,F,43,Kyeongki
C1148,F,49,Seoul
C1149,M,35,Seoul
C1150,F,41,Seoul
C1151,F,58,Seoul
C1152,F,60,Seoul
C1153,F,61,Seoul
C1154,F,39,Seoul
C1155,F,26,Seoul
C1156,M,40,Seoul
C1157,F,33,Seoul
C1158,F,61,Seoul
C1159,F,55,Seoul
C1160,F,46,Seoul
C1161,F,32,Seoul
C1162,F,38,Seoul
C1163,M,25,Seoul
C1164,F,24,Gangwon
C1165,F,27,Seoul
C1166,F,41,Seoul
C1167,F,47,Kyeongki
C1168,M,38,Seoul
C1169,F,47,Seoul
C1170,F,39,Seoul
C1171,F,71,Seoul
C1172,F,40,Seoul
C1173,F,57,Seoul
C1174,F,36,Seoul
C1175,F,44,Seoul
C1176,F,48,Kyeongki
C1177,M,63,Seoul
C1178,F,38,Seoul
C1179,F,54,Seoul
C1180,M,37,Seoul
C1181,M,51,Seoul
C1182,M,70,Seoul
C1183,F,36,Seoul
C1184,M,38,Seoul
C1185,M,44,Seoul
C1186,F,44,Seoul
C1187,F,57,Seoul
C1188,F,66,Seoul
C1189,F,44,Seoul
C1190,F,35,Seoul
C1191,F,58,Seoul
C1192,F,29,Seoul
C1193,F,24,Seoul
C1194,M,40,Seoul
C1195,F,39,Kyeongki
C1196,F,50,Seoul
C1197,F,62,Seoul
C1198,F,46,Seoul
C1199,F,47,Seoul
C1200,F,76,Seoul
C1201,F,30,Gwangju
C1202,F,29,Seoul
C1203,F,39,Seoul
C1204,F,45,Gwangju
C1205,F,59,Seoul
C1206,M,34,Seoul
C1207,F,49,Seoul
C1208,F,29,Seoul
C1209,F,45,Seoul
C1210,M,62,Kyeongki
C1211,M,41,Seoul
C1212,M,37,Seoul
C1213,F,42,Seoul
C1214,F,32,Seoul
C1215,M,30,Seoul
C1216,F,21,Seoul
C1217,F,55,Seoul
C1218,F,53,Seoul
C1219,F,56,Seoul
C1220,F,47,Seoul
C1221,F,23,Seoul
C1222,F,40,Inchon
C1223,F,54,Seoul
C1224,F,69,Seoul
C1225,M,58,Seoul
C1226,M,50,Seoul
C1227,F,46,Seoul
C1228,F,54,Kyeongki
C1229,F,56,Seoul
C1230,M,30,Kyeongki
C1231,M,33,Seoul
C1232,F,31,Kyeongki
C1233,F,44,Seoul
C1234,F,68,Seoul
C1235,F,54,Seoul
C1236,F,31,Seoul
C1237,F,56,Seoul
C1238,F,51,Kyeongki
C1239,F,48,Seoul
C1240,M,42,Seoul
C1241,F,60,Seoul
C1242,M,24,Seoul
C1243,F,35,Seoul
C1244,F,47,Seoul
C1245,F,47,Seoul
C1246,F,42,Kyeongki
C1247,F,39,Kyeongki
C1248,M,42,Seoul
C1249,M,54,Seoul
C1250,F,70,Seoul
C1251,F,28,Seoul
C1252,F,27,Seoul
C1253,M,53,Seoul
C1254,M,46,Seoul
C1255,F,46,Seoul
C1256,F,65,Seoul
C1257,F,36,Seoul
C1258,F,36,Seoul
C1259,F,41,Seoul
C1260,F,59,Seoul
C1261,F,46,Seoul
C1262,F,30,Kyeongki
C1263,F,24,Seoul
C1264,F,29,Seoul
C1265,M,43,Seoul
C1266,F,50,Seoul
C1267,F,68,Seoul
C1268,F,35,Seoul
C1269,F,31,Seoul
C1270,F,38,Seoul
C1271,F,51,Seoul
C1272,F,26,Seoul
C1273,F,26,Seoul
C1274,M,45,Kyeongki
C1275,F,47,
C1276,M,30,Seoul
C1277,F,55,Seoul
C1278,M,54,Kyeongki
C1279,M,33,Seoul
C1280,M,66,Seoul
C1281,M,63,Seoul
C1282,M,41,Kyeongki
C1283,M,42,Seoul
C1284,F,44,Kyeongki
C1285,F,24,Kyeongki
C1286,M,47,Seoul
C1287,F,40,Seoul
C1288,F,53,Seoul
C1289,F,31,Seoul
C1290,F,52,Seoul
C1291,F,55,Seoul
C1292,M,68,Seoul
C1293,F,28,Seoul
C1294,F,57,Seoul
C1295,F,29,Seoul
C1296,F,30,Seoul
C1297,F,58,Seoul
C1298,F,47,Seoul
C1299,M,45,Seoul
C1300,M,44,Seoul
C1301,F,40,Kyeongki
C1302,F,45,Seoul
C1303,M,32,Kyeongki
C1304,F,42,Seoul
C1305,F,32,Seoul
C1306,M,48,Seoul
C1307,M,30,Seoul
C1308,F,45,Seoul
C1309,F,43,Seoul
C1310,F,35,Seoul
C1311,F,58,Seoul
C1312,F,40,Seoul
C1313,F,51,Seoul
C1314,F,68,Seoul
C1315,M,27,Seoul
C1316,F,72,Seoul
C1317,F,43,Seoul
C1318,M,28,Seoul
C1319,F,54,Seoul
C1320,F,38,Seoul
C1321,F,48,Seoul
C1322,M,57,Seoul
C1323,F,46,Kyeongki
C1324,M,35,Seoul
C1325,F,23,Cheju
C1326,F,49,Seoul
C1327,F,32,Seoul
C1328,F,37,Inchon
C1329,F,45,Seoul
C1330,F,44,Seoul
C1331,F,39,Seoul
C1332,F,52,Seoul
C1333,F,52,Seoul
C1334,M,40,Seoul
C1335,F,33,Seoul
C1336,F,59,Seoul
C1337,M,29,Seoul
C1338,F,44,Seoul
C1339,F,67,Seoul
C1340,F,26,Kyeongki
C1341,F,36,Seoul
C1342,M,72,Seoul
C1343,F,38,Seoul
C1344,F,44,Seoul
C1345,F,31,Seoul
C1346,F,51,Seoul
C1347,F,40,Seoul
C1348,M,57,Kyeongki
C1349,F,49,Seoul
C1350,F,64,Seoul
C1351,F,25,Seoul
C1352,M,34,Seoul
C1353,M,62,Seoul
C1354,F,37,Seoul
C1355,M,42,Seoul
C1356,F,32,Seoul
C1357,F,23,Pusan
C1358,F,52,Seoul
C1359,F,36,Seoul
C1360,F,59,Seoul
C1361,M,28,Seoul
C1362,F,40,Seoul
C1363,M,30,Seoul
C1364,M,35,Daegu
C1365,F,31,Seoul
C1366,F,67,Seoul
C1367,F,48,Seoul
C1368,F,67,Kyeongki
C1369,F,72,Seoul
C1370,F,33,Seoul
C1371,F,59,Seoul
C1372,F,43,Kyeongki
C1373,F,38,Seoul
C1374,M,41,Seoul
C1375,F,36,Seoul
C1376,F,51,Seoul
C1377,F,54,Kyeongki
C1378,M,52,Seoul
C1379,M,40,Pusan
C1380,F,34,Seoul
C1381,F,65,Seoul
C1382,M,50,Seoul
C1383,F,34,Seoul
C1384,M,36,Seoul
C1385,F,41,Seoul
C1386,F,56,Seoul
C1387,F,26,Chungbuk
C1388,F,39,Seoul
C1389,F,27,Kyeongki
C1390,F,42,Seoul
C1391,F,45,Seoul
C1392,F,41,Seoul
C1393,F,26,Seoul
C1394,F,55,Seoul
C1395,F,42,Seoul
C1396,F,32,Kyeongki
C1397,F,63,Seoul
C1398,F,49,Seoul
C1399,F,27,Seoul
C1400,F,55,Seoul
C1401,F,35,Seoul
C1402,M,55,Seoul
C1403,F,66,Seoul
C1404,F,26,Seoul
C1405,F,41,Seoul
C1406,F,54,Seoul
C1407,F,42,Seoul
C1408,F,68,Seoul
C1409,F,53,Seoul
C1410,M,54,Seoul
C1411,F,45,Seoul
C1412,M,35,Seoul
C1413,M,30,Seoul
C1414,M,44,Seoul
C1415,F,28,Seoul
C1416,F,46,Seoul
C1417,F,60,Seoul
C1418,M,74,Seoul
C1419,F,36,Seoul
C1420,F,66,Seoul
C1421,M,61,Seoul
C1422,M,56,Kyeongki
C1423,F,51,Seoul
C1424,F,59,Kyeongnam
C1425,F,67,Seoul
C1426,F,59,Kyeongki
C1427,F,31,Seoul
C1428,F,52,Seoul
C1429,M,76,Seoul
C1430,F,32,Seoul
C1431,F,42,Seoul
C1432,M,50,Seoul
C1433,F,58,Seoul
C1434,F,54,Seoul
C1435,F,30,Kyeongki
C1436,M,44,Seoul
C1437,M,27,Kyeongki
C1438,F,32,Seoul
C1439,M,43,Seoul
C1440,M,70,Seoul
C1441,F,70,Kyeongki
C1442,F,33,Seoul
C1443,F,42,Seoul
C1444,F,54,Seoul
C1445,M,37,Seoul
C1446,M,46,Seoul
C1447,F,62,Chungbuk
C1448,M,44,Seoul
C1449,F,45,Seoul
C1450,F,28,kyeongbuk
C1451,M,55,Seoul
C1452,M,50,Seoul
C1453,F,56,Seoul
C1454,M,37,Seoul
C1455,M,63,Seoul
C1456,F,35,Seoul
C1457,F,41,Seoul
C1458,F,58,Seoul
C1459,F,64,Seoul
C1460,F,28,Seoul
C1461,F,47,Seoul
C1462,F,30,Seoul
C1463,M,70,Seoul
C1464,F,52,Seoul
C1465,F,47,Seoul
C1466,F,39,Seoul
C1467,F,50,Seoul
C1468,M,47,Seoul
C1469,F,23,Seoul
C1470,F,28,Seoul
C1471,F,70,Seoul
C1472,F,33,Seoul
C1473,F,28,Seoul
C1474,F,43,Seoul
C1475,M,41,Seoul
C1476,F,68,Seoul
C1477,M,73,Seoul
C1478,F,29,Seoul
C1479,F,30,Seoul
C1480,F,55,Inchon
C1481,F,49,Seoul
C1482,F,23,Seoul
C1483,F,33,Seoul
C1484,F,66,Kyeongki
C1485,M,45,Seoul
C1486,M,54,Seoul
C1487,F,51,Seoul
C1488,M,78,Seoul
C1489,F,42,Seoul
C1490,F,49,Seoul
C1491,F,44,Seoul
C1492,F,33,Kyeongki
C1493,F,37,Chungnam
C1494,F,49,Seoul
C1495,F,29,Seoul
C1496,F,51,Seoul
C1497,F,40,Seoul
C1498,F,38,Seoul
C1499,F,56,Seoul
C1500,F,47,Seoul
C1501,F,34,Seoul
C1502,F,38,Seoul
C1503,F,43,Seoul
C1504,F,39,Seoul
C1505,M,28,Kyeongki
C1506,F,52,Seoul
C1507,F,72,Seoul
C1508,M,45,Seoul
C1509,F,56,Kyeongki
C1510,F,79,Seoul
C1511,F,53,Seoul
C1512,F,26,Seoul
C1513,F,61,Seoul
C1514,F,31,Seoul
C1515,F,45,Seoul
C1516,F,36,Seoul
C1517,M,38,Seoul
C1518,M,35,Kyeongki
C1519,F,28,Seoul
C1520,F,50,Seoul
C1521,F,62,Seoul
C1522,F,48,Seoul
C1523,M,29,Seoul
C1524,F,28,Seoul
C1525,F,30,Seoul
C1526,F,66,Seoul
C1527,M,77,Seoul
C1528,F,32,Seoul
C1529,F,32,Seoul
C1530,F,44,Seoul
C1531,F,48,Seoul
C1532,F,57,Cheonnam
C1533,M,24,Ulsan
C1534,F,51,Seoul
C1535,M,34,Kyeongki
C1536,M,45,Seoul
C1537,M,39,Kyeongki
C1538,F,27,Seoul
C1539,F,52,Seoul
C1540,F,42,Seoul
C1541,M,45,Seoul
C1542,F,39,Seoul
C1543,F,64,Seoul
C1544,F,53,Seoul
C1545,F,59,Seoul
C1546,M,53,Seoul
C1547,F,49,Seoul
C1548,F,46,Seoul
C1549,F,39,Seoul
C1550,F,41,Seoul
C1551,F,34,Seoul
C1552,M,50,Seoul
C1553,M,41,Seoul
C1554,M,51,Seoul
C1555,F,39,Seoul
C1556,F,49,Seoul
C1557,M,32,Seoul
C1558,F,60,Seoul
C1559,F,25,Seoul
C1560,F,47,Kyeongki
C1561,F,24,Seoul
C1562,F,59,Seoul
C1563,F,37,Seoul
C1564,F,55,Seoul
C1565,F,35,Seoul
C1566,F,41,Seoul
C1567,F,45,Seoul
C1568,F,58,Seoul
C1569,F,64,Seoul
C1570,F,24,Pusan
C1571,F,41,Seoul
C1572,F,46,Seoul
C1573,F,72,Seoul
C1574,F,28,Seoul
C1575,F,44,Kyeongki
C1576,F,38,Seoul
C1577,F,35,Daejeon
C1578,M,42,Inchon
C1579,F,26,Cheju
C1580,F,75,Seoul
C1581,F,46,Seoul
C1582,F,49,Seoul
C1583,F,41,Seoul
C1584,F,49,Seoul
C1585,M,33,Seoul
C1586,F,38,Seoul
C1587,F,52,Seoul
C1588,F,32,Seoul
C1589,F,58,Seoul
C1590,F,35,Seoul
C1591,F,28,Seoul
C1592,F,49,Seoul
C1593,F,31,Seoul
C1594,M,27,Daejeon
C1595,F,40,Seoul
C1596,F,31,Seoul
C1597,M,41,Seoul
C1598,F,46,Seoul
C1599,F,23,Gwangju
C1600,M,31,Seoul
C1601,F,27,Seoul
C1602,F,58,Daegu
C1603,M,51,Seoul
C1604,F,54,Seoul
C1605,M,41,Seoul
C1606,F,61,Seoul
C1607,F,32,Seoul
C1608,F,43,Seoul
C1609,F,52,Seoul
C1610,M,34,Seoul
C1611,F,32,Seoul
C1612,F,44,Seoul
C1613,M,39,Seoul
C1614,F,38,Seoul
C1615,F,59,Seoul
C1616,M,42,Seoul
C1617,M,70,Seoul
C1618,F,59,Seoul
C1619,F,55,Seoul
C1620,F,44,Seoul
C1621,F,47,Seoul
C1622,F,62,Seoul
C1623,M,48,Seoul
C1624,F,31,Seoul
C1625,F,24,Kyeongnam
C1626,F,66,Seoul
C1627,M,59,Seoul
C1628,M,41,Seoul
C1629,F,47,Seoul
C1630,F,44,Seoul
C1631,M,55,Seoul
C1632,M,44,Seoul
C1633,F,39,Seoul
C1634,F,53,Seoul
C1635,M,34,Kyeongki
C1636,F,24,Seoul
C1637,F,38,Seoul
C1638,M,56,Seoul
C1639,F,20,Seoul
C1640,M,70,Seoul
C1641,M,61,Kyeongki
C1642,F,46,Seoul
C1643,F,25,Seoul
C1644,M,75,Seoul
C1645,M,25,Seoul
C1646,F,69,Seoul
C1647,F,66,Seoul
C1648,F,54,Kyeongki
C1649,F,37,Seoul
C1650,F,33,Kyeongki
C1651,M,30,Seoul
C1652,F,56,Seoul
C1653,F,31,Daejeon
C1654,F,64,Seoul
C1655,F,68,Inchon
C1656,F,31,Seoul
C1657,F,55,Seoul
C1658,M,49,Seoul
C1659,F,26,Seoul
C1660,F,58,Kyeongki
C1661,F,45,Seoul
C1662,F,76,Seoul
C1663,F,20,Seoul
C1664,M,29,Seoul
C1665,F,35,Seoul
C1666,F,35,Kyeongki
C1667,F,69,Seoul
C1668,F,48,Seoul
C1669,F,43,Seoul
C1670,F,64,Seoul
C1671,M,51,Seoul
C1672,F,26,Pusan
C1673,F,26,Seoul
C1674,F,35,Kyeongki
C1675,F,43,Seoul
C1676,F,61,Seoul
C1677,F,56,Seoul
C1678,M,65,Seoul
C1679,F,54,Seoul
C1680,F,76,Seoul
C1681,F,38,Seoul
C1682,M,54,Inchon
C1683,F,34,Seoul
C1684,F,40,Seoul
C1685,F,44,Seoul
C1686,F,38,Seoul
C1687,F,46,Seoul
C1688,F,47,Seoul
C1689,M,32,Seoul
C1690,M,43,Seoul
C1691,F,35,Seoul
C1692,F,35,Seoul
C1693,F,26,Seoul
C1694,M,61,Seoul
C1695,F,46,Seoul
C1696,M,34,Seoul
C1697,F,31,Seoul
C1698,F,41,Seoul
C1699,F,28,Pusan
C1700,F,26,Seoul
C1701,F,57,Kyeongki
C1702,F,27,Seoul
C1703,F,63,Seoul
C1704,M,32,Pusan
C1705,F,50,Seoul
C1706,F,39,Seoul
C1707,F,56,Seoul
C1708,F,29,Seoul
C1709,F,48,
C1710,M,32,Seoul
C1711,M,77,Seoul
C1712,F,28,Seoul
C1713,F,54,Seoul
C1714,F,31,Cheonnam
C1715,F,49,Seoul
C1716,M,48,Seoul
C1717,F,42,Seoul
C1718,F,55,Seoul
C1719,M,60,Seoul
C1720,M,66,Cheonbuk
C1721,F,36,Seoul
C1722,F,46,Seoul
C1723,F,38,Seoul
C1724,F,52,Inchon
C1725,F,48,Seoul
C1726,M,22,Seoul
C1727,F,44,Seoul
C1728,F,48,Seoul
C1729,F,52,Seoul
C1730,M,43,Seoul
C1731,F,44,Seoul
C1732,M,42,Seoul
C1733,M,52,Seoul
C1734,F,46,Seoul
C1735,F,67,Seoul
C1736,F,33,Seoul
C1737,F,70,Seoul
C1738,F,41,Seoul
C1739,F,23,kyeongbuk
C1740,F,53,Seoul
C1741,M,36,Seoul
C1742,F,27,Seoul
C1743,F,33,Seoul
C1744,M,47,Seoul
C1745,F,40,Seoul
C1746,F,68,Seoul
C1747,F,36,Seoul
C1748,F,55,Seoul
C1749,F,43,Seoul
C1750,F,37,Seoul
C1751,F,45,Seoul
C1752,F,43,Seoul
C1753,F,43,Seoul
C1754,F,78,Seoul
C1755,F,35,Seoul
C1756,F,57,Seoul
C1757,F,36,Seoul
C1758,M,34,Seoul
C1759,F,21,Seoul
C1760,F,68,Seoul
C1761,F,54,Seoul
C1762,F,31,Inchon
C1763,M,26,Seoul
C1764,F,32,Seoul
C1765,F,49,Inchon
C1766,F,45,Seoul
C1767,F,72,Seoul
C1768,F,38,Seoul
C1769,M,76,Seoul
C1770,F,34,Seoul
C1771,F,42,Seoul
C1772,M,61,Seoul
C1773,F,57,Seoul
C1774,F,33,Seoul
C1775,M,37,Kyeongki
C1776,F,27,Kyeongki
C1777,F,28,Daegu
C1778,F,43,Kyeongki
C1779,F,36,Seoul
C1780,F,55,Kyeongki
C1781,M,35,Seoul
C1782,F,32,Seoul
C1783,F,58,Seoul
C1784,F,55,Seoul
C1785,F,50,Seoul
C1786,M,45,Seoul
C1787,F,46,Kyeongki
C1788,F,44,Seoul
C1789,F,44,Seoul
C1790,F,56,Seoul
C1791,F,49,Seoul
C1792,F,46,Seoul
C1793,F,41,Seoul
C1794,F,35,Seoul
C1795,F,38,Kyeongki
C1796,F,51,Seoul
C1797,F,32,Seoul
C1798,F,30,Seoul
C1799,F,23,Seoul
C1800,F,35,Seoul
C1801,F,63,Seoul
C1802,M,34,Seoul
C1803,F,44,Seoul
C1804,M,54,Seoul
C1805,F,21,Seoul
C1806,F,62,Kyeongki
C1807,F,24,Kyeongki
C1808,F,39,Seoul
C1809,F,52,Seoul
C1810,F,69,Seoul
C1811,F,56,Seoul
C1812,F,56,Seoul
C1813,M,33,Seoul
C1814,F,26,Ulsan
C1815,F,44,Seoul
C1816,F,28,Seoul
C1817,F,54,Seoul
C1818,F,68,Seoul
C1819,F,39,Kyeongki
C1820,F,52,Chungnam
C1821,F,38,Seoul
C1822,F,73,Kyeongki
C1823,F,60,Seoul
C1824,M,26,Seoul
C1825,F,48,Seoul
C1826,F,70,Seoul
C1827,M,30,Seoul
C1828,F,37,Seoul
C1829,F,70,Seoul
C1830,F,36,Seoul
C1831,F,64,Seoul
C1832,F,54,Seoul
C1833,F,68,Kyeongnam
C1834,M,31,Seoul
C1835,F,57,Kyeongki
C1836,M,55,Seoul
C1837,F,46,Kyeongki
C1838,F,41,Seoul
C1839,M,42,Seoul
C1840,F,51,Seoul
C1841,F,43,Seoul
C1842,F,43,Seoul
C1843,F,42,Seoul
C1844,M,37,Seoul
C1845,F,43,Seoul
C1846,F,70,Seoul
C1847,M,66,Seoul
C1848,F,54,Seoul
C1849,M,32,Kyeongki
C1850,F,25,Kyeongki
C1851,F,58,Seoul
C1852,F,53,Seoul
C1853,F,72,Seoul
C1854,F,59,Seoul
C1855,F,34,Gangwon
C1856,F,40,Seoul
C1857,F,52,Seoul
C1858,F,35,Seoul
C1859,F,39,Seoul
C1860,M,54,Seoul
C1861,F,38,Seoul
C1862,M,41,Seoul
C1863,F,60,Seoul
C1864,F,27,Seoul
C1865,F,62,Seoul
C1866,F,32,Seoul
C1867,F,57,Seoul
C1868,F,65,Seoul
C1869,M,42,Seoul
C1870,F,59,Kyeongki
C1871,F,44,Seoul
C1872,F,35,
C1873,F,49,Gwangju
C1874,M,75,Kyeongki
C1875,F,54,Seoul
C1876,F,36,Seoul
C1877,F,50,Seoul
C1878,F,34,Seoul
C1879,F,41,Seoul
C1880,F,25,Seoul
C1881,F,26,Seoul
C1882,F,52,Seoul
C1883,F,59,Seoul
C1884,M,52,Seoul
C1885,M,56,Seoul
C1886,F,56,Seoul
C1887,F,36,Kyeongki
C1888,F,52,Seoul
C1889,F,44,Seoul
C1890,F,48,Seoul
C1891,F,42,Seoul
C1892,F,57,Seoul
C1893,F,67,Seoul
C1894,F,41,Seoul
C1895,F,44,Seoul
C1896,F,31,Seoul
C1897,F,43,Seoul
C1898,F,68,Seoul
C1899,F,29,Seoul
C1900,M,50,Seoul
C1901,F,34,Seoul
C1902,F,30,Kyeongki
C1903,F,57,Seoul
C1904,F,39,Seoul
C1905,F,22,Kyeongki
C1906,F,45,Seoul
C1907,F,71,Seoul
C1908,F,25,Kyeongki
C1909,F,56,Chungnam
C1910,F,25,Kyeongki
C1911,F,45,Seoul
C1912,M,50,Seoul
C1913,M,31,Kyeongki
C1914,F,57,Seoul
C1915,M,23,Seoul
C1916,F,36,Seoul
C1917,F,36,Kyeongki
C1918,F,43,Seoul
C1919,F,28,Seoul
C1920,F,32,Seoul
C1921,F,52,Seoul
C1922,M,71,Seoul
C1923,F,66,Seoul
C1924,F,45,Seoul
C1925,F,49,Kyeongki
C1926,F,56,Seoul
C1927,F,55,Seoul
C1928,F,41,Seoul
C1929,M,22,Seoul
C1930,F,40,Seoul
C1931,F,38,Kyeongki
C1932,F,58,Seoul
C1933,F,49,Kyeongki
C1934,M,45,Cheonnam
C1935,F,25,Seoul
C1936,M,57,Seoul
C1937,F,30,Seoul
C1938,F,76,Seoul
C1939,F,44,Kyeongki
C1940,F,47,Kyeongki
C1941,F,32,Seoul
C1942,F,57,Kyeongki
C1943,F,38,Seoul
C1944,F,37,Seoul
C1945,F,58,Seoul
C1946,F,33,Seoul
C1947,F,41,Seoul
C1948,F,42,Seoul
C1949,M,62,Seoul
C1950,F,22,Seoul
C1951,F,41,Seoul
C1952,F,54,Seoul
C1953,F,35,Kyeongki
C1954,F,48,Kyeongki
C1955,M,58,Seoul
C1956,F,44,Seoul
C1957,F,57,Kyeongki
C1958,F,24,Chungbuk
C1959,F,45,Seoul
C1960,F,46,Seoul
C1961,F,30,Seoul
C1962,M,35,Seoul
C1963,F,55,Seoul
C1964,F,53,Seoul
C1965,F,42,Seoul
C1966,F,32,Seoul
C1967,M,41,Seoul
C1968,F,46,Seoul
C1969,F,40,Seoul
C1970,F,21,Kyeongki
C1971,F,38,Seoul
C1972,F,42,Seoul
C1973,F,25,Seoul
C1974,F,35,Seoul
C1975,F,75,Seoul
C1976,F,44,Seoul
C1977,F,28,Cheonbuk
C1978,F,39,Seoul
C1979,F,73,Seoul
C1980,F,49,Seoul
C1981,M,39,Seoul
C1982,M,31,Seoul
C1983,F,48,Seoul
C1984,F,39,Seoul
C1985,F,47,Seoul
C1986,F,27,Seoul
C1987,F,50,Chungnam
C1988,M,25,Seoul
C1989,F,36,Seoul
C1990,F,55,Seoul
C1991,F,65,Seoul
C1992,F,29,Seoul
C1993,F,20,Seoul
C1994,F,32,Seoul
C1995,M,37,Seoul
C1996,F,41,Seoul
C1997,M,52,Seoul
C1998,F,66,Seoul
C1999,F,42,Seoul
C2000,F,46,Seoul
C2001,F,54,Seoul
C2002,F,47,Seoul
C2003,F,69,Seoul
C2004,M,69,Kyeongki
C2005,F,30,Seoul
C2006,F,33,Kyeongki
C2007,M,79,Seoul
C2008,M,46,Seoul
C2009,F,52,Seoul
C2010,F,45,Seoul
C2011,F,31,Seoul
C2012,F,46,Seoul
C2013,F,75,Kyeongki
C2014,F,52,Seoul
C2015,F,31,Gangwon
C2016,F,31,Seoul
C2017,F,61,Chungbuk
C2018,F,58,Seoul
C2019,F,48,Seoul
C2020,F,70,Seoul
C2021,F,68,Seoul
C2022,F,40,Seoul
C2023,F,51,Seoul
C2024,F,76,Seoul
C2025,M,58,Seoul
C2026,F,32,Kyeongki
C2027,M,26,Seoul
C2028,F,59,Seoul
C2029,F,53,Seoul
C2030,F,35,Kyeongki
C2031,F,35,Kyeongki
C2032,F,59,Seoul
C2033,F,27,Seoul
C2034,M,20,Seoul
C2035,F,24,Cheju
C2036,M,44,Seoul
C2037,F,73,Seoul
C2038,F,33,Seoul
C2039,M,50,Seoul
C2040,F,63,Seoul
C2041,F,36,Kyeongki
C2042,F,33,Seoul
C2043,F,52,Kyeongki
C2044,F,59,Seoul
C2045,M,34,Seoul
C2046,M,57,kyeongbuk
C2047,F,44,Kyeongki
C2048,M,21,Seoul
C2049,F,23,Kyeongki
C2050,M,66,Seoul
C2051,M,59,Seoul
C2052,F,32,Seoul
C2053,F,33,Seoul
C2054,F,51,Seoul
C2055,F,54,Seoul
C2056,F,20,Kyeongki
C2057,M,37,Seoul
C2058,F,68,Seoul
C2059,F,29,Seoul
C2060,M,59,Seoul
C2061,F,45,Seoul
C2062,M,29,Seoul
C2063,M,32,Kyeongki
C2064,F,29,Seoul
C2065,F,71,Seoul
C2066,M,52,Inchon
C2067,M,36,Inchon
C2068,F,35,Seoul
C2069,F,34,Seoul
C2070,F,50,Seoul
C2071,F,63,Seoul
C2072,F,34,Seoul
C2073,M,30,Seoul
C2074,F,60,Seoul
C2075,M,23,Seoul
C2076,M,31,Seoul
C2077,F,23,Seoul
C2078,M,57,Seoul
C2079,F,38,Seoul
C2080,F,24,Kyeongki
C2081,F,50,Seoul
C2082,F,22,Seoul
C2083,F,38,Seoul
C2084,F,49,Seoul
C2085,F,49,Seoul
C2086,M,42,Seoul
C2087,F,34,Seoul
C2088,M,52,Seoul
C2089,F,31,Seoul
C2090,M,27,Seoul
C2091,F,46,Kyeongki
C2092,F,39,Seoul
C2093,F,28,Seoul
C2094,F,43,Seoul
C2095,F,37,Seoul
C2096,F,34,Seoul
C2097,M,59,Seoul
C2098,F,23,Seoul
C2099,F,72,Seoul
C2100,F,43,Seoul
C2101,F,63,Seoul
C2102,F,40,Seoul
C2103,F,32,Seoul
C2104,M,45,Seoul
C2105,M,32,Kyeongki
C2106,F,42,Seoul
C2107,F,28,Seoul
C2108,F,28,Seoul
C2109,F,49,Seoul
C2110,M,52,Seoul
C2111,F,54,Kyeongki
