star,comment
6,역시호불호가갈리는영화네요 뭐내용이야기는할수없으니평소우리나라공포영화재밋게보시는분들은보러가셔도좋을거같아요저는개인적으로별루;;  
10,별로라는사람들이많아서볼지말지망설였는데보길잘한것같아요~^^곽도원씨연기는일품이었습니다~배우분들고생많으셨어요 곡성화이팅입니다^^  
10,미친영화다!!!짱짱짱  
9,사람 마음을 복잡하게 만드는 영화 그래도 잘만든 영화인듯 다시 한번 생각하게 되는 영화 같아요  
9,간만에 힘과 에너지가 있는 영화  
10,어머 이건 꼭 봐야해ㅋㅋ  
9,해석을 하면할수록 소름돋네요재밋음  
10,진짜시간가는줄모르고봤어요  
10,졸잼 디짐 꼭봐 나랑함더보자 ㅋ  
10,너무 무서워욤  처음 부터 바이킹 타는 느낌 이였어요  
10,재미있었다 흥미진진했다  
8,무섭진 않은데 이영화를 어찌 해석해야 하나..  
7,결론이 없네..무섭지도 않고 ..  
5,정신건강에 해로워요 ㅠㅠ악미가 제정신에 난장판 치고간듯한 느낌  
6,별로... 보고나니 짜증나  
8,역시 나홍진감독님이시네요기대를 져버리지 않았습니다  
8,무서워요... 곽배우님 역시 연기 잘하심..  
8,관객들에게 모든 해석을 넘기는 불친절한영화배우들의 연기는 완벽했어요  
8,스릴넘치고 재밌게 봤어요  
8,중간에 좀비혈투씬만 아니먄 괜찮을영화같다  
6,몰입도는 있는데 너무 무서움 15세 안같음  
6,헐~ 내 시간 추천은 안해요  
5,너무무서워서 중간에나왔다 무서운거싫어하는사람은 비추  
9,으우ㅡ응 베드로너마저 너터피ㅏ우튜  
9,디테일한 공포감과 후반으로 갈수록 엄청 쪼이는 긴장감때문에 시간가는줄 모르고 봤어요영화보는 날 엄청 피곤한날이었는데도 졸지도 않고 끝까지 잘보았어요.배우들 연기력은 말도 못하고 엔딩은 조금 찝찝한감이있지만 자꾸 생각하게 만들어요.또 보고싶은건 왜때문  
8,초반에는 흥미진지한고 심장이 쫄깃해졌는데 끝나고나서 약간 허무한 결말에 어리둥저ㄹ~~@@  
9,쫀쫀하고 쫀득하고 저는 만족! 물론 다 보고 나서 너무 성급한 마무리 아닌가 했어요  하지만 돌아오는 내내 돌아와서 한참 믿음과 의심에 대해 생각해보면 참 잘 만든 영화라는 생각이 듭니다. 배우들 연기도 좋았어요   그 떡밥 전 물었습니다 ㅋㅋ  
10,그냥 안보는게 낫겟지만 전개구성이 스릴이 잇으므로 궁금하면 고고싱  
5,"음 뭔가 찝찝해,,,, 그러나 시간가는줄 몰랐다고한다  "
7,만듦새가 좋은 영화임엔 틀림없으나...내 취향은 전혀 아니었다. 장르에 대한 사전정보가 너무 부족했음.  
10,미끼를 물어버려쓰...  
4,그냥그래여~중간에  좀비가 머리에 도끼찍고 나오는장면 웃겼음  
10,한국영화에서의 스릴러 느낌을 정말 잘 살린듯 합니다 멘트 하나하나를 주의깊게 들어야하고 나름 추리하면서 봐야하는 재미가 있었어요  
4,이게 도대체 머라고 진짜 내용 진부하고 몰입감없고  
5,예고에 현혹되지마소..  
2,이거안남기는데 원통해남기네요 진짜 이돈으로 옥션에서 티셔츠를 사것어ㅋㅋ1점안준이유는 경쟁사영화 알바처럼보일까봐  
4,잘모르겟네요ㅜㅜ기대만큼은아닌것같아용ㅎㅎ  
5,배우들의 연기가 아까웠습니다...  
9,한국영화 중에 3번째로 재미있습니다  
4,황정민이 주인공인줄 알고봤는데...끝마무리도 이상하고 황정민이 어째서 악마랑 같은편이된건지ㅡㅡ...  
5,무섭고.. 애해하기가 힘듬 ㅠㅠ ㅠ  
10,소름돋는다...다들 연기도 잘해서 더 소름돋는다  
5,기대만큼 안무섭내용 ㅜㅜ  
3,노잼노잼노잼노잼노잼  
6,반전을 너무 억지로 만든것 같다  
8,좀 복잡하고 좀 재미 있는 오락 영화일 뿐.  
8,간만에 볼만한 한국영화  
2,평점 좋아서 봤는데 농락당한기분 ... ㅋ반전이 이랗게 어이없긴 처음임..놀래기만하고 재미도없고 감흥도없고 감동도없고답답하고 지루함.. 황정민봐서 별하나줌...ㅋ  
3,"대체 무슨내용이에요?별다른 이유도 없이 마을,한가정 파탄나는 영화  "
1,진짜재미없어..돈아까워  
7,어렵네요 알듯 모를듯 찜찜함..  
2,연기자들의 열연에는 박수를 보내겠지만..이런 내용의 영화 만들지마오..  
7,어려운 영화...어두운 영화...  
4,이런--::!!휴~~!!  
3,감독이 뭘 말하려고 하는지 몰겠네여.아역 배우 연기는 잘하네요  
8,기분이 더러워지는 영화..  
5,너무 무섭고 정신건강에 안좋아여19세로 바꾸면 좋겟어요 이걸 볼 청소년들이 불쌍해요  
9,간만에 제대로 놀랐네요 제대로 만들었네요  
10,우리는 미끼이며 현혹되고 의심할수밖에 없다  
10,"정말 오랜만에 재미있는 영화였습니다.몰입도, 반전, 웃음, 공포 최고였습니다.다시한번  보고싶은 영화입니다.  "
8,순간순간 마다 긴장을 하면서 봤습니다  
10,끝까지예상못했네 이런  
5,보고난후 찝찝함..  이런걸바란게아니였어요ㅜㅜ  
9,스포 = 악마는 나홍진이다  
4,보고난 뒤에도 스트레스가 이어지는 영화.  
5,재미는잇엇으나 이찝찝함...뭐지..ㅠㅠ  
10,긴장감에 손에 땀을쥐는 영화  
10,소오름완전대박소오름  
10,백점 만점에 천점드립니다.  
9,깊이 생각할수 있는 메세지가 담긴 영화였습니다~  
10,"호불호가  갈릴 영화지만, 보는내내 긴장하게 하는  영화  "
10,반전인것 같지만 아닌것 같음  
8,심야영화로 보고 불키고 잤습니다.  
9,처음엔 뭐지 하다가 생각하면 샹각할수록 감탄나오는 영화  
10,천우희의 캐스팅은 정말 적절했다  
10,누가 널 보내주겠데? 쿄쿄쿄~마지막까지 긴장감을 늦출 수 없었다  
8,엄청무섭거나 엄청잔인하지는않았습니다  
10,관객을 숨 쉴 틈 없게 계속 낚고 낚는 영화  
4,내용이 쪼끔 아쉽네요.  
5,...뭥미 급끝나네 흠  
9,관객에게  숙제를 내주는 영화.15세를 가장한 19세 영화.  
4,괜히 봤어요 ㅠㅠ 후유증 심할듯~~  
7,결말이 예매한대 줄거리는 무서우면서 잼있네요이제 곡성 놀러못가겠네요...ㄷ  
5,반전이 놀랍지만 찝찝하고 아쉬웠던 영화. 사람의 의심 이 얼마나 큰 결과를 가져오는지 알수 있었던 영화.  
8,기대이상이네요  몰입도 최고입니다  
10,한국영화중 갑오브갑이다 정말 보는내내 심장 잡고 봤다 호불호가 갈린다는건 인정하지만 놓칠수 없는 긴장감은 정말 어마어마 했다 한번더 보고 싶은 영화다  
10,고전 명작인 엑소시스트를 한국적으로 잘 녹여낸 영화성서의 해석이 놀라웠다.  
10,"가해자가 없는 참사를 마주한 피해자들의 허공을 향한 절규, 나홍진은 초월적인 존재의 힘을 빌려 이들에게 차가운 위로를 안긴다.  "
10,너무재밌어요 시간가는줄모르고봤습니당  
8,내용은 지루하지않았는데 결말이뭔가 아쉽다..해석을 봐야지 이해가된다  
7,....???!!!  
5,뭔가 미친? 영화 인듯..  
5,흠... 뭔가 ?응?? 흠.. 응?? 하..  
10,솔직히 결말은 먼가 찝찝하고 10점 안주기에도 먼가 찝찝하다  
5,그저그럼 재미잇는것도아니고 없는것도아님  
10,시나리오가 창의적이네요 ㅎㅎ 영화 잘 만들었습니다 배우들도 고생했구요 감독님도 수고 많았겠네요 ㅎㅎ  
8,오~~소름돋네요!! 연기력을 말할것고 없고 소재가 신선합니다!!강추합니다!!!  
9,관객들의 해석에 따라 중간 중간 던져진 힌트들을 다르게 해석할 수 있는 영화 절대 현혹되지마라는 포스터 문구는 이미 감독의 해설이나 스포를 보고 온 관객들에게도 해당됨 선과 악 나약한 인간 선에서 악으로 변질되는 무당까지 복선이 너무많아 곡성이 나옴  
10,감히 입으로 말하기 힘들정도의 에너지가  
10,한국 영화 사상 5위 안에 듬  
4,기대하고봤는데 정말 재미없었당 마무리가 정말 너무했당  
1,정말핵노잼이에요ㅘ하핳ㅎ  
9,몰입도가 좋고 예상치못한 전개가 좋았습니다.  
7,2시간 반이라는 러닝타임이 전혀 길게 느껴지지 않았다. 그리고 영화가 끝난 뒤 많은 걸 생각하게 했다.  
8,무섭고많이잔인한데 스릴있고 몰입감은인정  
9,아역배우가 걱정 될 정도로 잘 하더라  
5,황정민이 좀 더 나왔으면 좋았을껄 ...  
7,스토리가 너무 복잡하고  헷갈린다. 좀비는 좀 아니자나여  
9,재밌어요.. 아기가 연기 너무 잘 하구요  
10,진짜 후덜덜하면서 봤네요 나홍진 감독 전작은 잔인+징글이 너무 심해서 힘들었는데..곡성은 그정도는 아니라 전 훨씬 좋았어요~ 결말이 참 많은 생각을 하세 하네용 재밌었어요  
9,너무 재밋구 스릴넘치는 영화지만약간 줄거리가 헷갈리는영화  
9,재밌게 봤어요~ 영화가 끝나고 좀 찜찜한 기분이 들긴 하지만 ...  
7,오늘 잠은 다잤구나. 의심하지 말지어다.  
10,절대 현혹되지 마소이~  
5,"영화가 끝난후, 개운하지않고 찝찝한영화. 믿고보는 황정민 때문에 봤는데..실패  "
5,처음에는 재밋엇는데 끝에갈수록 별로네요  
6,멱살을 잡고 세차게 뒤흔든다. 정말 세게 뒤흔다.그래서 주위에 누가 있었는지 잘 보지 못했다.그래서.. 한번 더 봐야겠다. 과연 잘 볼수있을까.?  
8,재밌지만 마지막에 잘 이해가지가 않는 ...  
8,결맣이 좀 ㅋ오지는 것때문에 슬픕니다 현실적인건줄 ㅜ  
9,분명 웃기다 코미디 성공 그리고 보는 내내 홀리지 말 것  
1,지루함 10자10자10자  
1,그럭저럭 재밌었던 것 같다  
10,곡성' 대단한 영화다. 이 영화를 단순 미스터리 장르로만 봤다면 당신은 이 영화에 10%만 본것.  
9,무셔ㅠㅠㅠ 조조로 혼자 보고 왔는데 ㅣ~보고 나와서 해가 떠있는데도 안심이 안되고 무서웠음~운전도 심장이 뛰어서 불안해지고~절대 현혹되지 마라는 포스터 문구는 관객한테도 해당되는듯~암튼 무셔~~  
10,엄마랑 손잡고 봄 ㅠ 잘만들었고 무엇을 얘기하고싶었는지는 알것같지만 역시 무서워  ㅠ  
10,정말 재미있게 봤다. 어쩜.  
9,"전혀 기대안했는데 상당히 웰메이드입니다. 물론 장르가 오컬트/엑소시즘이라 취향타지만 웬만한 국내 호러, 공포, 스릴러와는 비교도 안되네요. 다만 스토리는 크게 신경쓰지 않고 보는게 좋음. 같이본 친구는 스토리짜맞추느라 욕했음ㅋ  "
8,한국판 엑소시스트 곡성 로케 좀비의 버무림으로 보이지만 그 속의 함의는 진지하다. 나감독.. 피칠갑은 빠질 수 없군요.  
10,구굿 정말 재미있게 봤어요  
10,의심을 안할래야 안할수 없게 만들어 놓곤 의심하지 말자는게 교훈인 영화. 처음 봤을 때 2시간 반이 그냥 갔다는게  스스로 의심되어 한번 더 본 영화  
10,도대체 이런 영화를 어떻게 만들 수 있을까... 몇번이고 다시 보고 싶다.  
10,또보러간다 진짜 최고임 ㅠㅠ  
9,굿! 이해하는 자 웃고 나올 것이고 낚인 자 짜증 가득할 것ㅋㅋ  
7,인간은 보이는대로 믿는게 아니라 믿는대로 보인다.  
5,이도저도 아닌 영화. 기대가 너무 컷나보다  
5,진짜 무슨 의미를 전달하려고 하는 영화인지 모르겠음. 영화 엄청 재밌다고 하는 사람들은 다 알바인듯... 이 영화의 범인이 왜 그 사람인지 과정도 없고 재미없음..  
5,중간중간 졸리다가 마지막은 허무 황정민 때문에 보긴 했지만 ....  
10,근래본 최고의 영화. . .  곱씹으면 곱씹을수록 섬칫한 맛이 최고  
10,하나같이 연기가 신들렸다  
10,천우희는 착한 사람이었다  
1,그냥저냥... 연기자들이 살린영화  
5,"멋진 화면, 연기. 하지만 트릭을 통해 간장감을 끌고간 비약한 내용. 전작 황해에서 퇴보한 나홍진 감독의 작품  "
1,별로입니다 3시간 런타임에 마지막 허무함 ㅠ  
2,아 진심..실망했습니다초반에만 흥미진진 중반부터 모지 이건?끝나고 난뒤 영화관 전체가 뭐야?라는 반응  
10,이영화는미쳤다ㅎ 한시도 눈알을 안굴릴수없다ㅇㅅ  
6,전반적으로 흥미진진했지만 명쾌하지못한 부분들이 많았습니다  
9,이제껏볼수없었던신선한영화.많은의미가함축되어있는것같다  
9,중간중간 재미요소도 좋고 몰입도역시 좋아요 내용이 난해하지만 각자 해석하기 나름이에요 귀신은 안나와도 충분히 무서운 스릴러 ㅠㅠㅠㅠ 하지만 끝은 미약....;  
9,"문턱을 넘는 순간 마주하는 잔인한 현실, 믿음과 의심을 함께 강요받는 나약한 인간의 흔들림을 따라 시선이 춤을 추고 의식은 혼미해져 간다. 믿느냐 마느냐의 편협한 종교와 말도 안되는 구원을 강요받는 시대에 인간이란 존재에 대한 괜찮은 질문을 받았다.  "
5,닭들의 후까시를 너무 믿고 봤네요.생각보다 조잡한 느낌입니다.  
10,반전에 반전을 거듭하는.. 진짜 스릴넘치고 마지막까지 뒷통수 맞은 이 느낌 !! 소름돋았어요  
10,이해안가는부분이 있지만 역시 대단한배우들  
9,ㅇ븡미진진 무섭고뭐그래  
10,졸잼이당 꼭보셈 스포보지말고  
4,머가먼지 겁나게어렵네요 영화가  
6,이해가....어렵쨔나여...  
5,먼지 이해가 잘안됨 나만 그르나 ㅋㅋㅋ  
4,영화가 끝나고 나의 감정 :뭐여 이게  
10,물제대로 된 물건이 나왔다  
7,재밌는데 뭔가 유치하면서도 너무 질질끌고가는듯  
10,영화는 정말잘만들어졌다 근데 너무 무서워..잠어떻게자냐 아  
5,재미있게봤습니다~~  
5,음...개연성 부족대단한 라인업이었는데 다소 아쉽  
8,재미있었다 해석하기나름의재미도있고 연기들이탄탄해서 시간가는줄모름  
8,흠 8.5주고싶음 끝을 알송달송 하게 만드는영화  
1,넘 잼없었어요~~~ㅠ 보는내내 넘 지겨웠음 ㅠ  
4,흠...좀비물인가 골룸  
5,이런영화다신안봄...  
10,최고. 정말 잘만들었습니다  
2,엔딩크레딧 뜨자 이게뭐야 하는 생각. 그뒤로 생각하는 재미가 있기보다는 시간이 아깝단 후회가 물밀듯 올라옴. 뭔가 오염물을 씻어내고 싶은 기억. 배역에 충실한 아역배우가 좀 걱정된다.  
10,반전오지구요 애기연기 핵잘함 진심 대상주셈  
10,호불호 갈리네 난 재밌게 봤다근데 잔인하고 매스껍다고 1점 준놈들은 뭐냐스릴러인거 모르고 봣나  애니보러가그럼  
10,생각할수있게해주는영화만들어주셔서감사합니다  
10,미끼에 걸려들었다. 반전.. 오랜만에 즐거운 시간이었습니다.156분이 지루하지 않을만큼  
5,초반에는 웃겼고 중반에는 잔인했고 후반에는 밑도끝도 없더라  
9,중간중간  코믹하기도하고 두시간반이 지루하지 않은 영화  
6,"좀비,악마,귀신,신부,무당 등장은 모두 했는데 스토리적 이해력이 부족하다. 2편이 기대되는 영화가 아니고 반토막 영화를 본 기분이다.  "
1,보지마라 공백제외 10자 채우래서 채운다  
1,아.... 보지마세요  술먹고 다음날 입 텁텁한 느낌  
1,황정민나와서일점이라도...  
10,배우도 감독도 다 미쳤음! 나홍진은 또 한번 자기 자신을 넘었네  
6,기대를 너무 많이해서 그런지 약간 부족했지만 그래도 좋은 영화라고 생각해요  
9,존나무서움진짜 개짜증나게무서워 소오름  
3,호러?좀비?영화가 끝났는데. 이해가안간다....감독의 해설이필요한것같다.  
10,소름돋는 영화네요 참 빠져들게 하는 재미있는 영화네요  
4,음...정말 호불호갈리겠네요ㅎㅎ전체적으로는 그냥볼만한데 중간에 좀 난해한 설정들이..^^중간중간 빵터지는 부분이 있어요여러의미로ㅎㅎㅎ무서운거못보시고 비위약하신분들은 생각해보셔야할듯  
3,심리적으로 긴장감 주는데는 만점이였는데열린결말을 안좋아하는 저인지라ㅜㅜ...  
6,감독님께 묻고 싶습니다 이게 뭐예요?  
7,추격자 영ㅇ화같은 스릴러 일줄 알았는데 기대했던거 만큼은 아니였어요  
6,그냥그저그런 b급 영화...  
7,아진짜....무슨영화에요....오늘잠은다잤네ㅠㅠ  
8,처음에는 이해가 안됫어요..오ㅐ시작과 동시에 성경책의 문구가 나오는지...이해가 안됫지만 후반에 닭 울음소리에서 알게됫죠인간의 본상과 심리.. 그리고 막상 우리가 닥치게되면 누구나 똑같이 할 일들 영화를 보고저의종교의신념에대해서다시생각하게되엇습니다  
10,아 진짜 무섭네 진짜 다같이보는데 혼자 보는것같노ㅋ시간 가는줄 모르고봤네 ... 전부 조용히 집중해서 더 무섭네  
10,어찌해야할까 이 긴장과 잔상  
8,배우들 전체적인 연기력이 엄청나다다만 러닝 타임이 좀 길다는것은 흠인것같다  
1,"영화관에서 영화시작할때부터 왜이렇게 소리지르는게 많냐..경찰이 지딸찾으려면  과학수사를해야지 무기들고 쫓아다니냐..그러다가 좀비나오고,  아무뜻없는 장면 끝나고서 찾아봐도 아무뜻없는 장면이라더만 판타지물로 처음부터 올리지 이게 머꼬?  "
1,예매 미스로 표를 날렸네요 ㅠㅠ  
1,진짜재미도읍고 짜증낫어요  
1,"영화는 아무리 상업적이라 하더라도' 왜?'는것을 의문나게하게 마무리하는것은 역사적사실이 아니고는 하면안되 허접함  """"정말 주인공과 출연진들의 연기가 아깝다""""  "
3,별로임...기대마니햇눈데  
10,올해 최고의 영화 한국영화중 이런 영화가  
10,완전 대대대박 2시간 반동안 지루할틈이 없네여 ㅋㅋㅋ꼭보시고 검색해서 맞춰보세여 ㅋㅋ  
1,진심 재미없습니다. 비추합니다.  
1,여러분꼭보세요 ㅎ진심 핵입니다  
3,영화 전반적인 내용은 괜찮은데..이해가 안가고 짜증이 밀려오는 느낌 좀비도나오고 악마에 귀신에.종교적인것을 짬뽕시킨거..  
5,마무리가  참...마무리만 잘했으면..  
10,나홍진만이 만들어낼수 있는 월드유니크무비  
10,무섭다라는말밖에...소름돋앗네  
10,이건 엄청난 영화임! 심오한 의심 믿음 에 관한....머리가 얼얼하다 진짜 미친영화!  
10,모든 배우들의 열연에 지렸습니다....다들 연기하느라 고생많으셨겠어요 강력추천!!!  
9,2016 악마를보았다...뭐든지 압도한다  
1,좋게말할때 다운받아서...봐라....제발  
8,아역배우 정말 고생많이했겠다는 생각이 들었어요..! 러닝타임이 길긴했지만 두번보고싶은 영화예요 ㅎㅎ 이해가 인간다는 분들많아서 고민하고봤는데 자세히 보면 그렇게 어려운영화는 아닌듯해여ㅋ  
5,이제부터 좋은 것만 볼거에요  
10,관객들이 뭘 두려워 하는지 확실히 아는듯  
10,다보고 나와서 생각하니 더소름이네요  
10,10점밖에 못준다는게 슬픔  
8,연기력갑. 결말찜찜 10자  
9,평점 뭐지 ?? 두시간반동안 숨을못쉼ㅋ근데 엑소시스트 좀비물 싫어하는 사람은 안봣으면함  
10,최고아냐?핫혼ㅅ힛ㅅ  
10,영화보기 몇시간전에 중요한 내용 스포당하고 보러갔는데도 중후반부까지 전개 예상이 안됐음... 그 예측 불가능한 연출때문에 더 맘에 든 영화.  
10,재밌엇어요 황정민 대박..일본인너무무섭다  
1,기분 더러운 영화 보다 토 나올 뻔.돈주고 기분만 더러움.  빨리 기억에서 지워야지.  
10,전 진짜 좋았어요 해석도 다양하게 할수 있고 무엇보다도 진짜 샤머니즘을 다룬거니까요  
10,박찬욱. 봉준호의.시대는 끝났다  
10,영화가 긴편인가요 ㅎㅎ 재밌게잘봤습니다 자극적이네요  
9,9.1정도의 평점을 주고싶음. 고어물이라기보다는 좀비물이 오히려 잘 어울릴 듯. 연기를 다들 진짜 잘함. 하지만 무당이 황정민이 아니었다면.. 하는 생각이 듦. 갠적으로 부제 캐스팅이 진짜 잘됐다고 생각함ㅋ  
9,별 다섯^^무시무시한 감독입니다ㅡ수많은 영화가 떠오르고많은 것을 생각케 해주는 명작  
10,끝이 다소 함축적이였지만...156분이란 긴 상영시간이 절대 지루하지 않았다. 한 장면을 놓칠 수 없도록 완벽히 설계된 영화..  
10,라닝타임 2시간30분 정도되는 굉장히 긴 시간이었지만 전혀 지루하지않았고 처음부터 끝까지 이렇게 몰입해서 본 영화는 정말 처음이었다 . 관람객들도 모두 영화가 끝나고 나서도 완전 얼이빠진 상태로 숨죽이고 있었다  
10,나홍진... 근 5년 간 추락을 거듭하던 한국영화를 홀로 멱살잡고 캐리하다.  
10,곽도원은 더이상 조연이 아니네요 연기짱  
10,또보고 또봐도 재밌는 영화  
10,영화 너무 재미있었어요  
10,왕재미.빅재미.굿굿  
9,최근 본 영화중 가장 재밌었다.  
10,재밌었어요 내용 추측하며너 보기좋은영화마지막은 멘붕  
10,내인생 최고의영화 웅느오 굿이에요  
10,진짜 재밌게 봄 짱짱 본 후에도 결말 해석 다 찾아본 영화는 이 영화가 처음 그정도로 여운이 남는 영화  
10,확실히재밌음.생각해볼거리가많다.  
10,비오는날 봐서 더 재밌게본 영화.  
9,재미있어요재미있어요  
10,한국영화중의 최고의 걸작 완전 강추 감독이 의미하는 여러가지 복선이 숨어있다  
10,곽도원 황정민 연기 진짜 잘함 ㅋㅋㅋㅋ  
9,영화가 끝나고 이렇게 의견이 분분한 영화도 오래간만이라는...감독의 말을 애써서 찾아보는 수고로움도 감내하게 하는 영화^^  
10,소름끼쳤다...감독의 복선에  
10,소름끼치도록 놀랍고 재밋습니다~  
10,무수한 물음표를 남겨둔 채 끝난 영화이지만 그만큼 생각할 거리를 남겨두었다는 점에서 의미있어 좋았습니다.  
10,재밌어!정말재밌어 또봐또봐  
10,전혀 예상할 수 없는 반전에 내내 쫄깃하게 보았습니다!  
10,반전에 반전을 하는영화굿  
10,정말 몰입해서 봤어요 시간이 금방 갑니다  
8,"반전, 반전. 영화끝나고나서 궁금해지는...  "
8,배우분들이 워낙 연기력이 좋아서 보는 내내 긴장감있게 보았네요  
10,보기가 힘든 영화였다. 결국 난 미끼를 물었다  
2,뭐밍  영화가 무슨내용인지를모름ㅋ  
6,ㅇㄷㄱ디읻ㄱ니읻ㅅ읻ㄱㄴ이  
6,헉 우와 이럴정도는아니고 나름 괜찮았습니다  
2,재미없어요내용도없고 이상한영화  
5,어지려운 세상...  줄거리가 이해불가  앱툰 만화인듯ㅠ딱히 생각나는건   무시중한디ㅡㅋㅋㅋ  
10,스포를왜봤을까 후회중  
10,곡성잼잇다 꼭봐라 잼잇다  
10,재밋습니다....ㅎㅎㅎ  
8,복잡하고...음~ 진정 뭣이중한거였는지 모르겠는 뭐 그런 아이러니한?  
8,음..으시시~끝까지  내용을  잘 이해못한 일인 ㅋㅋㅋㅋ사람들평가보고  이해햇지용 ㅎㅎ  
10,진짜 어마어마한 영화 최고입니다  
5,그럭저럭 볼만해요..  
7,보는 내내 힘들었다..  
4,그냥~그냥~여름겨냥해서~공포영화하나 급하게 오버해서만든거같음...~  
4,거하게 낚였습니다..  
10,나홍진 감독님과 배우 모두에게 박수를 보냅니다  
8,몰입도가 엄청 나고 여운있는 영화  
9,황정민이 바지벗는 순간 나도 모르게 그가 귀신이거나 한편이라는걸 알게되서 소리를 내고 말았네요...잼있게 봤습니다  
9,긴장감이끊이지않앗던영화  
8,어렵네요. 몰입도 최고!  
8,반전에반전... 관람내내 긴장하느라 기빠졌던영화  
10,관람 후 토론을 하게 만들어준 고마운 영화  
9,재밌습니다. 뭐시중헌디. 곽도원의 우는 연기 과잉만 아니면 다 좋았음  
10,사진기 무서워맨 일본할배요  
9,비오는날 봤는데 무서워 죽는줄 알았습니다..  
9,황저민연기력!!최고에요  
6,"악마의 편집,  관객에게 들키지 않으려고 짜집기에 너무 몰두한 영화  "
6,소문난잔치  먹을게없다 기대이하 영화네요 무당황정민도 어울리지않코!!  
8,결말을봐도 모르겠다 해석을봐도 모르겠다  
7,15세 관람가라기에는 좀 무리가 있는 듯하다.  
10,다보고나서 한번더 보고싶다 라는생각밖에 안함  
10,재밌다재밌다재밌다재밌다  
5,내용이  너무 어려워요^^;;무서워요~~~  
10,재밌네요 여자애가 연기를 너무잘해요  
8,무섭지만 한국엉화 잘 만들었다  
8,앞선 사례가 없던 새로운 장르의 개척이라고 생각한다. 한국형 서스펜스 스릴러 / 결말의 급마무리 전개와 천우희 캐릭터의 활용이 조금 아쉬웠다  
7,배우들 연기력은 인정. 스토리의 설득력과 결말은....음..  
9,뭔가 숙제가 남는 영화 ㅋ  
7,무서워서 힘들다. 영화에 기빨린느낌  
8,최근에본영화중가장좋았다  
10,기대이상인영화...  
10,진짜 최고다 굿이여 아좋다  
7,엔딩이 끝나고도 관객이 영화가 말하고자 하는 바를 읽을  수 없다면 그 영화는 실패입니다  
5,내용을 이해하기가 어렵습니다...좀비 부분은 쫌 황당하기도 했고...  
7,"무슨 이야기를 하려는지 이해하기 힘들다. 한번 더 봐야 이해할 것 같은데,  별로 보고싶지는 않다...  "
5,온갖 잡신이 다 동원된 느낌이랄까 갈피를 못잡게하는 그런 찝찝한면이 있다  
4,기대만큼 아니라 아쉽다.기대가 큰것인지 남는게 없다..  
9,"뭣이중헌디, 대체 뭣이 중헌디!  "
10,절대현혹되지마라아라러라라  
9,제목을  미끼로 해야될 듯~  
10,최고다. 정말..다시볼까 ㅎ  
9,영화보는내내 뭐지?!?!하면서 끝나는순간에도 뭐지?!?!이랫는데 나중에 결말찾아보니 그때서야 소오름 ㅋㅋㅋ감독이 위도적으로 관객들에게 혼란을 주기위한것이엿단걸....최곱니다!!  
5,전작들에비해 재미없음 메시지 전달력낮음 안무섭고 지저분한 코미디극 느낌.감독수준이 낮아졌나~지나치게 은유 상징화해서 딱 와닿는느낌없고 깨달음 감동 공포도 미약. 다음 영화는 잘좀부탁합니다 ^^  
5,솔직히 이렇게 까지 평점이 높은 이유를 모르겠네요.기대를 많이 한것도 아닌데 스토리전개 아쉬움~배우들 연기는 돋보임~ 연기가 아까움~  
6,시각적으로 너무 잔인합니다..도대체 영화가 얘기하고 싶은게 무엇인지 알수없어요..끔찍하고 잔인해서 영화보고 나온뒤에도 뭔가 이 찜찜함은 어쩔수가없어요  
7,긴장감은엄청넘치는데~너무허무하게끝남  
6,기대보다는 별로.. 호불호가 확실히 나뉘는 영화  
5,결말도안갈쳐주고ㅡㅡ검색하게하네ㅡ  
7,끝까지 풀릴 듯 안풀릴 듯... 감독의 미끼질에 오락가락. 하지만 결말은 물음표  
7,이해가잘안되는영화 ㅎ  
8,아무리 연기여도 그렇지 그 어린 애한테 이런 역할을 시키다니.. 보는 내내 미안하고 짠했다.  
2,잔인하기만하고 마지막이 허무...ㅠㅠㅠ  
8,내용에 뜻은 잘모름!허나 배우에 연기는 넘 잘고 괜찬다  
10,썩 명쾌하진 않은데 재밌다.  
2,스토리가 이해하기애매하고결말도흐지부지...무슨얘기를하려는건지...  
4,언데드의 등장에서 GG이런저런 영화 참고는 많이 했는데 깊이가 너무 없다  
5,귀에 걸면 귀걸이 코에 걸면 코걸이  
6,생각보다 지루하고 복잡한 내용이어서 아쉬웠네요  
9,재미있는데 특히 반전 꿀꿀  
10,너무 재밌게 잘봤습니다 감독판이 나와주길  
10,정말 재미남 짱짱!!!  
9,"던져주신 떡밥 중에 아직 이해 안 되는것들이 있긴한데 그래도 간만에 재밌게 본, 잘 만든 영화였어요^^  "
8,쓰르라미 울적에의 전율 그것을 다시 느끼게 해주는 영화였습니다.  
9,매우 불친절한 영화지만 높은 평점을 줄 수 밖에는..  ㅠ  
10,혼자 조조로 보는 내내 입을 막고.. 혼자 중얼거리며 ㅋㅋㅋ 너무 재미있게 보고왔어요^^  
10,우악... 감독은 미끼를 던진것이여 근디 그걸 내가물줄 몰랐겄지~ 이 영화말고 뭣이 중헌디! 뭣이 중허냐고!!!!  
10,불친절하지만 재미있다  
10,3번봄. 취향타지만 호인 사람은 개호.  
10,긴장감 놓친적 없고 스토리도 연결 잘됨한가지 사투리 가끔 잘 안들리고어둡고 더러워서 잘 안보이는것도 있음  
6,재미있게 잘 봤습니다.. 별로 무섭지는 않았어요;;  
