age,workclass,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income
28,Self-emp-not-inc,10,Never-married,Transport-moving,Not-in-family,White,Male,0,1762,40,under50k
29,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,under50k
38,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,under50k
57,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,over50k
43,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
37,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,under50k
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
53,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,over50k
73,Private,9,Widowed,Other-service,Not-in-family,White,Female,0,0,37,under50k
22,Self-emp-inc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,under50k
31,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,under50k
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,over50k
50,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,under50k
37,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,under50k
44,Local-gov,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,under50k
47,Private,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,45,under50k
27,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,under50k
28,Private,12,Never-married,Other-service,Not-in-family,White,Female,0,0,80,under50k
25,Private,9,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,under50k
20,Private,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,under50k
51,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,over50k
67,Private,13,Married-civ-spouse,Protective-serv,Husband,White,Male,6514,0,7,over50k
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,under50k
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,under50k
52,Private,9,Never-married,Sales,Not-in-family,White,Male,0,1876,50,under50k
42,Federal-gov,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,over50k
21,Private,10,Never-married,Farming-fishing,Own-child,Black,Male,0,0,10,under50k
50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,over50k
46,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
47,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,over50k
57,Private,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,under50k
37,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,under50k
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
63,Self-emp-not-inc,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,under50k
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,under50k
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,under50k
36,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,under50k
26,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,50,under50k
21,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,57,under50k
41,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,under50k
44,Local-gov,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,under50k
22,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
29,Federal-gov,10,Never-married,Armed-Forces,Not-in-family,Black,Male,0,0,60,under50k
29,Private,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,under50k
58,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,over50k
36,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,under50k
30,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,under50k
37,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,over50k
29,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,under50k
26,Private,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
43,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,under50k
49,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,over50k
45,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
28,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,under50k
51,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,under50k
32,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,over50k
24,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,under50k
35,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,over50k
41,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
48,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,over50k
61,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,1471,0,35,under50k
20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,under50k
27,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,over50k
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,over50k
39,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
52,Private,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,over50k
24,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,20,under50k
29,Private,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,under50k
25,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,under50k
20,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,under50k
23,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,under50k
57,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,under50k
51,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
33,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,3674,0,16,under50k
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,under50k
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
71,Private,13,Divorced,Tech-support,Own-child,White,Female,2329,0,16,under50k
38,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
28,State-gov,15,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,under50k
57,Private,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,under50k
47,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,under50k
59,State-gov,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,under50k
26,Private,9,Never-married,Sales,Not-in-family,Other,Male,0,0,40,under50k
35,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
61,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
34,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,over50k
32,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,over50k
42,Private,9,Separated,Sales,Own-child,White,Female,0,0,40,under50k
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
58,Private,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,under50k
61,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1848,60,over50k
40,Private,6,Never-married,Craft-repair,Other-relative,Black,Male,0,0,55,under50k
31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,under50k
36,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,under50k
23,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,under50k
33,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,under50k
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,24,under50k
51,Private,10,Divorced,Sales,Unmarried,White,Female,0,0,40,under50k
31,Federal-gov,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,under50k
49,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
49,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,under50k
53,Federal-gov,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,under50k
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,40,over50k
20,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,under50k
26,Private,12,Never-married,Other-service,Own-child,Black,Male,0,0,40,under50k
43,Private,14,Never-married,Other-service,Not-in-family,White,Female,0,0,30,under50k
46,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,under50k
43,Local-gov,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,under50k
41,Private,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,under50k
44,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,under50k
54,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,under50k
65,Private,14,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,over50k
32,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
25,Private,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,under50k
23,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,under50k
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,under50k
19,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,under50k
37,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,under50k
45,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,under50k
37,Private,9,Never-married,Sales,Not-in-family,Black,Male,0,0,44,under50k
40,Self-emp-not-inc,10,Divorced,Exec-managerial,Other-relative,White,Male,0,1564,70,over50k
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,5,under50k
27,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,under50k
59,Private,9,Divorced,Sales,Unmarried,White,Female,0,1762,30,under50k
19,Federal-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,under50k
43,Private,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,under50k
42,Private,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,over50k
54,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,under50k
54,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
51,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,45,under50k
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,over50k
40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
55,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,under50k
50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,under50k
24,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,over50k
30,Private,7,Divorced,Sales,Own-child,White,Male,0,0,40,under50k
39,Local-gov,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,over50k
37,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,under50k
33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,under50k
48,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,under50k
43,Self-emp-inc,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,78,under50k
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,over50k
53,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,over50k
52,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,under50k
28,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,under50k
32,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,52,under50k
31,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,over50k
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,over50k
47,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
40,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,under50k
40,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,under50k
41,Private,7,Divorced,Other-service,Not-in-family,White,Male,0,0,40,under50k
53,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,under50k
46,Private,7,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,43,under50k
45,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,35,over50k
39,Private,5,Married-civ-spouse,Other-service,Wife,Black,Female,3411,0,34,under50k
19,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,under50k
57,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,over50k
49,Private,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,under50k
59,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,under50k
32,Private,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,over50k
35,State-gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,under50k
58,Self-emp-inc,6,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,under50k
28,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,43,under50k
36,Federal-gov,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,over50k
41,Self-emp-not-inc,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,under50k
47,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,over50k
50,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,60,under50k
36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
38,Private,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
56,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,60,over50k
50,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,under50k
45,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,40,under50k
44,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,under50k
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,over50k
44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
25,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,under50k
60,Private,7,Widowed,Transport-moving,Unmarried,Black,Male,0,0,40,under50k
49,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,over50k
46,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,over50k
56,Private,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,under50k
25,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,45,under50k
22,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,under50k
41,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,over50k
48,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,over50k
46,Private,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,under50k
30,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,over50k
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,over50k
40,Private,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,under50k
70,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,under50k
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,45,under50k
49,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,under50k
24,Private,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,under50k
40,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,36,over50k
61,Private,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,5,over50k
25,Private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,under50k
28,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,under50k
69,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,under50k
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,36,under50k
47,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,under50k
38,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,48,under50k
26,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
17,Private,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,24,under50k
33,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,under50k
43,Self-emp-not-inc,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,under50k
58,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,over50k
53,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,over50k
26,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,under50k
43,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,over50k
31,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,40,under50k
30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,42,under50k
25,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,25,under50k
57,Federal-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,under50k
37,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,over50k
32,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,under50k
26,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,41,under50k
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,over50k
53,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,35,over50k
27,Private,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,under50k
28,Self-emp-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,over50k
32,Private,7,Divorced,Sales,Not-in-family,White,Male,0,0,43,over50k
35,Private,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,under50k
36,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,over50k
19,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,under50k
37,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,over50k
49,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,45,under50k
20,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,under50k
64,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,over50k
32,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,under50k
58,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
20,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,14,under50k
42,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,under50k
25,Private,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,under50k
30,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,over50k
37,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,over50k
66,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,under50k
59,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,over50k
44,Private,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,under50k
46,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,over50k
59,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2885,0,30,under50k
25,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,1340,40,under50k
17,Local-gov,5,Never-married,Other-service,Own-child,Black,Male,0,0,9,under50k
47,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,under50k
47,State-gov,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,under50k
30,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,under50k
20,Private,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,under50k
26,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,55,under50k
20,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,15,under50k
33,Private,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,under50k
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
52,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,over50k
37,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,12,under50k
47,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,under50k
40,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,over50k
48,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,over50k
49,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,over50k
50,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,under50k
30,Private,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,under50k
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,under50k
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,under50k
22,Private,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,under50k
35,Private,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,under50k
26,State-gov,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,30,under50k
62,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1628,70,under50k
39,Local-gov,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,under50k
59,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
27,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
17,Private,6,Never-married,Sales,Own-child,White,Male,0,0,30,under50k
38,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,under50k
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,over50k
27,Private,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,under50k
23,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,under50k
17,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,under50k
56,Private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,under50k
24,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
44,Private,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,under50k
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,under50k
25,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,under50k
21,Private,10,Never-married,Other-service,Other-relative,Black,Female,0,0,8,under50k
18,Private,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,under50k
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
51,Private,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,under50k
42,Federal-gov,9,Separated,Other-service,Other-relative,Black,Female,0,0,40,under50k
47,Private,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,under50k
29,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,under50k
33,Private,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,under50k
43,Local-gov,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,under50k
44,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,over50k
24,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,under50k
19,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,under50k
52,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,under50k
38,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,52,under50k
24,State-gov,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,under50k
32,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,under50k
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,over50k
29,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,under50k
39,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,10520,0,40,over50k
48,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,under50k
40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,over50k
51,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,under50k
28,Self-emp-not-inc,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,under50k
22,Private,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,under50k
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,under50k
65,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,under50k
26,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,under50k
38,Self-emp-not-inc,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,under50k
33,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,over50k
33,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,under50k
37,Private,13,Never-married,Sales,Not-in-family,Black,Female,0,0,40,under50k
19,Private,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,under50k
24,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,under50k
30,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,under50k
57,State-gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,under50k
22,State-gov,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,under50k
