ORDER_NBR,ORDER_LINE_NBR,CUSTOMER_NBR,PRODUCT_ID,ORDER_DATE,ORDER_TIME
26161,1,6856,11470,2012-10-01 0:00,20:01:52
26162,1,545962,6909,2012-10-01 0:00,20:01:54
26162,2,545962,6909,2012-10-01 0:00,20:01:54
26176,1,356541,57928,2012-10-01 0:00,20:02:45
26177,1,356541,58769,2012-10-01 0:00,20:02:45
26197,1,355912,3681,2012-10-01 0:00,20:03:27
26197,3,355912,11470,2012-10-01 0:00,20:03:27
26197,5,355912,10477,2012-10-01 0:00,20:03:27
26197,2,355912,44443,2012-10-01 0:00,20:03:27
26197,4,355912,11470,2012-10-01 0:00,20:03:27
26207,1,288648,11470,2012-10-01 0:00,20:03:51
26223,1,393571,11470,2012-10-01 0:00,20:05:04
26224,1,38555,20305,2012-10-01 0:00,20:05:10
26225,1,36333,11470,2012-10-01 0:00,20:05:25
26230,1,635734,10615,2012-10-01 0:00,20:05:51
26237,1,38555,6903,2012-10-01 0:00,20:06:39
26258,1,530778,2235,2012-10-01 0:00,20:08:42
26259,3,238752,47144,2012-10-01 0:00,20:08:46
26259,1,238752,47144,2012-10-01 0:00,20:08:46
26259,2,238752,47144,2012-10-01 0:00,20:08:46
26259,4,238752,6685,2012-10-01 0:00,20:08:46
26261,1,16765,6751,2012-10-01 0:00,20:08:59
26262,2,488666,11220,2012-10-01 0:00,20:09:04
26262,1,488666,11220,2012-10-01 0:00,20:09:04
26273,2,507764,2235,2012-10-01 0:00,20:09:41
26273,3,507764,20475,2012-10-01 0:00,20:09:41
26273,1,507764,44443,2012-10-01 0:00,20:09:41
26294,1,581425,32510,2012-10-01 0:00,20:11:53
26296,1,336473,3699,2012-10-01 0:00,20:12:04
26299,2,345775,32048,2012-10-01 0:00,20:12:27
26299,1,345775,3127,2012-10-01 0:00,20:12:27
26311,1,36152,2995,2012-10-01 0:00,20:14:31
26314,2,144185,20305,2012-10-01 0:00,20:14:43
26314,1,144185,20305,2012-10-01 0:00,20:14:43
26320,4,4147,33460,2012-10-01 0:00,20:15:07
26320,3,4147,33460,2012-10-01 0:00,20:15:07
26320,1,4147,33460,2012-10-01 0:00,20:15:07
26320,2,4147,33460,2012-10-01 0:00,20:15:07
26323,2,621546,55764,2012-10-01 0:00,20:15:15
26323,1,621546,56171,2012-10-01 0:00,20:15:15
26329,1,247729,10126,2012-10-01 0:00,20:16:00
26339,1,678151,3265,2012-10-01 0:00,20:16:50
26358,1,720690,11470,2012-10-01 0:00,20:18:19
26360,1,565184,2235,2012-10-01 0:00,20:18:26
26371,1,372578,11470,2012-10-01 0:00,20:19:24
26374,9,115954,9497,2012-10-01 0:00,20:19:45
26374,3,115954,5921,2012-10-01 0:00,20:19:45
26374,1,115954,5485,2012-10-01 0:00,20:19:45
26374,4,115954,1435,2012-10-01 0:00,20:19:45
26374,6,115954,9484,2012-10-01 0:00,20:19:45
26374,7,115954,5906,2012-10-01 0:00,20:19:45
26374,8,115954,4669,2012-10-01 0:00,20:19:45
26374,2,115954,5485,2012-10-01 0:00,20:19:45
26374,5,115954,1435,2012-10-01 0:00,20:19:45
26388,1,540479,2464,2012-10-01 0:00,20:20:56
26388,5,540479,10521,2012-10-01 0:00,20:20:56
26388,4,540479,2464,2012-10-01 0:00,20:20:56
26388,2,540479,2464,2012-10-01 0:00,20:20:56
26388,3,540479,2464,2012-10-01 0:00,20:20:56
26388,7,540479,3537,2012-10-01 0:00,20:20:56
26388,6,540479,10521,2012-10-01 0:00,20:20:56
26393,1,476753,19088,2012-10-01 0:00,20:21:37
26416,1,450609,11346,2012-10-01 0:00,20:24:17
26417,1,450609,10715,2012-10-01 0:00,20:24:16
26421,2,449394,7664,2012-10-01 0:00,20:24:34
26429,1,366043,10495,2012-10-01 0:00,20:25:21
26430,1,282481,6226,2012-10-01 0:00,20:25:21
26432,1,202523,7664,2012-10-01 0:00,20:25:26
26446,1,16564,11470,2012-10-01 0:00,20:26:35
26446,2,16564,2923,2012-10-01 0:00,20:26:35
26447,1,712057,46157,2012-10-01 0:00,20:26:37
26448,1,488881,2235,2012-10-01 0:00,20:26:41
26457,1,644563,11220,2012-10-01 0:00,20:27:52
26460,1,637288,58734,2012-10-01 0:00,20:28:02
26462,1,712057,43417,2012-10-01 0:00,20:28:07
26463,2,36333,7664,2012-10-01 0:00,20:28:22
26463,1,36333,7664,2012-10-01 0:00,20:28:22
26473,1,249104,5556,2012-10-01 0:00,20:29:03
26476,1,512138,58654,2012-10-01 0:00,20:29:16
26489,5,355151,7664,2012-10-01 0:00,20:30:10
26489,1,355151,10590,2012-10-01 0:00,20:30:10
26489,4,355151,11876,2012-10-01 0:00,20:30:10
26489,2,355151,18997,2012-10-01 0:00,20:30:10
26489,3,355151,3960,2012-10-01 0:00,20:30:10
26494,1,510977,10126,2012-10-01 0:00,20:30:42
26495,1,291841,3016,2012-10-01 0:00,20:30:45
26495,2,291841,5975,2012-10-01 0:00,20:30:45
26495,3,291841,6889,2012-10-01 0:00,20:30:45
26499,2,225752,7664,2012-10-01 0:00,20:30:56
26499,1,225752,7664,2012-10-01 0:00,20:30:56
26499,3,225752,10495,2012-10-01 0:00,20:30:56
26509,1,391634,31962,2012-10-01 0:00,20:31:34
26510,1,391634,3842,2012-10-01 0:00,20:31:34
26513,1,560258,10056,2012-10-01 0:00,20:31:41
26514,1,228017,10495,2012-10-01 0:00,20:31:43
26521,2,474246,6246,2012-10-01 0:00,20:32:16
26521,3,474246,6246,2012-10-01 0:00,20:32:16
26521,1,474246,10425,2012-10-01 0:00,20:32:16
26531,1,5165,10126,2012-10-01 0:00,20:32:50
26547,1,472072,57993,2012-10-01 0:00,20:34:23
26550,1,88481,5969,2012-10-01 0:00,20:35:01
26553,1,635734,2235,2012-10-01 0:00,20:35:20
26561,1,261230,11470,2012-10-01 0:00,20:36:03
26561,2,261230,7125,2012-10-01 0:00,20:36:03
26561,3,261230,10916,2012-10-01 0:00,20:36:03
26569,1,238486,10761,2012-10-01 0:00,20:36:42
26579,1,367449,7664,2012-10-01 0:00,20:37:25
26580,1,672128,10126,2012-10-01 0:00,20:37:28
26582,1,262173,11014,2012-10-01 0:00,20:37:38
26587,1,432061,8866,2012-10-01 0:00,20:37:59
26588,1,36333,10495,2012-10-01 0:00,20:38:08
26592,1,250028,18880,2012-10-01 0:00,20:38:21
26602,2,4147,2384,2012-10-01 0:00,20:39:17
26602,1,4147,2384,2012-10-01 0:00,20:39:17
26610,1,512819,7664,2012-10-01 0:00,20:39:47
26611,1,512819,7664,2012-10-01 0:00,20:39:47
26612,1,357676,27875,2012-10-01 0:00,20:39:56
26615,1,202523,10495,2012-10-01 0:00,20:40:14
26628,1,379153,4934,2012-10-01 0:00,20:40:49
26628,2,379153,4935,2012-10-01 0:00,20:40:49
26646,1,113999,3160,2012-10-01 0:00,20:42:20
26660,1,621738,41084,2012-10-01 0:00,20:43:30
26663,1,76175,3160,2012-10-01 0:00,20:43:35
26678,1,440972,7616,2012-10-01 0:00,20:45:14
26679,2,440972,10396,2012-10-01 0:00,20:45:14
26679,1,440972,7664,2012-10-01 0:00,20:45:14
26683,2,506189,10126,2012-10-01 0:00,20:49:00
26683,1,506189,10126,2012-10-01 0:00,20:49:00
26697,1,723777,10629,2012-10-01 0:00,20:47:16
26701,1,371735,30815,2012-10-01 0:00,20:47:43
26703,1,509763,3160,2012-10-01 0:00,20:47:49
26711,1,552948,10126,2012-10-01 0:00,20:48:24
26715,2,340439,6817,2012-10-01 0:00,20:48:54
26715,1,340439,6817,2012-10-01 0:00,20:48:54
26723,1,228017,6817,2012-10-01 0:00,20:49:08
26726,1,488881,6817,2012-10-01 0:00,20:49:30
26740,1,384391,6817,2012-10-01 0:00,20:50:02
26740,2,384391,6817,2012-10-01 0:00,20:50:02
26740,4,384391,6817,2012-10-01 0:00,20:50:02
26740,3,384391,6817,2012-10-01 0:00,20:50:02
26741,1,574786,11470,2012-10-01 0:00,20:50:05
26753,1,202523,10098,2012-10-01 0:00,20:50:39
26756,2,225752,6817,2012-10-01 0:00,20:50:52
26756,1,225752,6817,2012-10-01 0:00,20:50:52
26763,2,466946,6817,2012-10-01 0:00,20:51:10
26763,1,466946,6817,2012-10-01 0:00,20:51:10
26771,1,58090,6817,2012-10-01 0:00,20:51:22
26772,1,250560,6817,2012-10-01 0:00,20:51:22
26784,1,58090,6817,2012-10-01 0:00,20:52:11
26787,1,625778,6817,2012-10-01 0:00,20:52:26
26788,1,698107,6817,2012-10-01 0:00,20:52:32
26799,1,616056,6226,2012-10-01 0:00,20:53:04
26803,1,58090,6817,2012-10-01 0:00,20:53:17
26815,1,115226,6817,2012-10-01 0:00,20:53:57
26823,1,88677,10477,2012-10-01 0:00,20:54:20
26825,1,711984,6817,2012-10-01 0:00,20:54:33
26831,1,730808,57946,2012-10-01 0:00,20:55:01
26836,1,356541,18684,2012-10-01 0:00,20:55:45
26880,1,134729,28311,2012-10-01 0:00,20:59:37
26900,1,232291,42499,2012-10-01 0:00,21:01:29
26903,1,11471,10629,2012-10-01 0:00,21:01:53
26935,1,728152,6817,2012-10-01 0:00,21:05:10
26940,2,613287,10282,2012-10-01 0:00,21:05:22
26940,1,613287,10282,2012-10-01 0:00,21:05:22
26942,1,728152,6817,2012-10-01 0:00,21:05:41
26943,1,249638,12153,2012-10-01 0:00,21:05:57
26952,2,125692,6817,2012-10-01 0:00,21:06:56
26952,1,125692,6817,2012-10-01 0:00,21:06:56
26960,1,332376,44443,2012-10-01 0:00,21:07:15
26961,1,143643,10629,2012-10-01 0:00,21:07:18
26969,1,552083,11881,2012-10-01 0:00,21:07:44
26979,1,14041,11881,2012-10-01 0:00,21:08:30
26990,1,525839,2575,2012-10-01 0:00,21:09:14
26990,7,525839,40108,2012-10-01 0:00,21:09:14
26990,6,525839,11315,2012-10-01 0:00,21:09:14
26990,5,525839,12401,2012-10-01 0:00,21:09:14
26990,3,525839,6130,2012-10-01 0:00,21:09:14
26990,2,525839,8942,2012-10-01 0:00,21:09:14
26990,4,525839,6130,2012-10-01 0:00,21:09:14
26992,1,489764,10649,2012-10-01 0:00,21:09:24
26995,1,341730,3160,2012-10-01 0:00,21:09:30
27011,1,527124,11416,2012-10-01 0:00,21:10:40
27013,2,225752,9864,2012-10-01 0:00,21:10:47
27024,1,436330,11014,2012-10-01 0:00,21:11:13
27033,3,522470,11881,2012-10-01 0:00,21:11:53
27033,1,522470,11881,2012-10-01 0:00,21:11:53
27033,2,522470,11881,2012-10-01 0:00,21:11:53
27034,1,322734,11881,2012-10-01 0:00,21:12:07
27050,1,724688,10126,2012-10-01 0:00,21:13:22
27059,1,423640,31229,2012-10-01 0:00,21:14:14
27059,2,423640,31229,2012-10-01 0:00,21:14:14
27066,1,720690,11881,2012-10-01 0:00,21:14:42
27080,1,427975,10495,2012-10-01 0:00,21:16:19
27081,1,235138,9848,2012-10-01 0:00,21:16:24
27081,2,235138,51687,2012-10-01 0:00,21:16:24
27087,1,617317,6528,2012-10-01 0:00,21:16:48
27089,1,343370,11470,2012-10-01 0:00,21:16:51
27089,2,343370,5645,2012-10-01 0:00,21:16:51
27093,1,535805,10126,2012-10-01 0:00,21:16:58
27102,1,131263,29039,2012-10-01 0:00,21:17:45
27102,2,131263,29039,2012-10-01 0:00,21:17:45
27102,3,131263,29039,2012-10-01 0:00,21:17:45
27107,2,125692,10126,2012-10-01 0:00,21:18:19
27107,1,125692,10126,2012-10-01 0:00,21:18:19
27110,1,16171,43136,2012-10-01 0:00,21:18:23
27114,1,717716,2384,2012-10-01 0:00,21:18:24
27124,1,340439,6528,2012-10-01 0:00,21:19:18
27135,1,635734,3160,2012-10-01 0:00,21:20:03
27152,1,185034,5453,2012-10-01 0:00,21:21:11
27169,1,43845,41224,2012-10-01 0:00,21:22:58
27171,1,405239,10146,2012-10-01 0:00,21:22:57
27172,1,6749,16271,2012-10-01 0:00,21:23:04
27173,1,6749,12252,2012-10-01 0:00,21:23:04
27175,1,434981,61603,2012-10-01 0:00,21:23:22
27195,1,263150,3160,2012-10-01 0:00,21:25:30
27196,1,454806,5440,2012-10-01 0:00,21:25:51
27205,3,187397,18631,2012-10-01 0:00,21:26:19
27205,2,187397,7664,2012-10-01 0:00,21:26:19
27205,1,187397,18751,2012-10-01 0:00,21:26:19
27215,1,368169,41224,2012-10-01 0:00,21:27:00
27221,2,332376,3265,2012-10-01 0:00,21:27:23
27221,1,332376,3265,2012-10-01 0:00,21:27:23
27221,3,332376,41224,2012-10-01 0:00,21:27:23
27225,1,462551,6226,2012-10-01 0:00,21:27:57
27227,1,31935,6226,2012-10-01 0:00,21:28:07
27239,1,655404,61591,2012-10-01 0:00,21:29:10
27241,1,354161,41224,2012-10-01 0:00,21:29:12
27244,1,184265,6528,2012-10-01 0:00,21:29:21
27249,2,728152,6528,2012-10-01 0:00,21:29:38
27249,1,728152,6528,2012-10-01 0:00,21:29:38
27253,1,625912,52186,2012-10-01 0:00,21:29:59
27262,1,131985,10629,2012-10-01 0:00,21:30:52
27280,1,292815,8698,2012-10-01 0:00,21:33:55
27284,1,13756,10859,2012-10-01 0:00,21:32:00
27297,1,324677,6226,2012-10-01 0:00,21:33:09
27299,1,203406,37947,2012-10-01 0:00,21:33:27
27299,2,203406,38703,2012-10-01 0:00,21:33:27
27324,1,560258,45992,2012-10-01 0:00,21:35:13
27329,1,655404,58051,2012-10-01 0:00,21:35:46
27330,1,201677,10629,2012-10-01 0:00,21:35:48
27331,1,203406,56154,2012-10-01 0:00,21:35:51
27342,1,165388,56870,2012-10-01 0:00,21:36:37
27343,2,53296,2464,2012-10-01 0:00,21:36:43
27343,1,53296,44443,2012-10-01 0:00,21:36:43
27356,1,414056,6226,2012-10-01 0:00,21:38:06
27367,1,1533,3209,2012-10-01 0:00,21:39:39
27369,1,202523,6226,2012-10-01 0:00,21:39:52
27374,1,655404,61591,2012-10-01 0:00,21:40:25
27377,1,26018,2431,2012-10-01 0:00,21:40:52
27377,2,26018,2431,2012-10-01 0:00,21:40:52
27388,1,443124,6226,2012-10-01 0:00,21:41:56
27400,1,202523,47144,2012-10-01 0:00,21:43:51
27403,1,436671,36858,2012-10-01 0:00,21:44:15
27403,2,436671,37199,2012-10-01 0:00,21:44:15
27413,1,13767,47144,2012-10-01 0:00,21:45:36
27427,1,21757,47144,2012-10-01 0:00,21:47:03
27429,1,322734,47144,2012-10-01 0:00,21:47:19
27458,1,511045,11881,2012-10-01 0:00,21:50:15
27461,1,633854,10514,2012-10-01 0:00,21:50:34
27463,1,135248,10629,2012-10-01 0:00,21:50:47
27472,1,14396,10126,2012-10-01 0:00,21:51:41
27484,1,434701,47144,2012-10-01 0:00,21:53:20
27484,2,434701,47144,2012-10-01 0:00,21:53:20
27488,1,517927,44443,2012-10-01 0:00,21:55:23
27491,1,555497,5440,2012-10-01 0:00,21:53:50
27493,1,472035,5440,2012-10-01 0:00,21:54:02
27494,1,192036,18753,2012-10-01 0:00,21:54:04
27495,1,198382,18631,2012-10-01 0:00,21:54:11
27495,3,198382,18631,2012-10-01 0:00,21:54:11
27495,2,198382,18631,2012-10-01 0:00,21:54:11
27503,1,192036,20475,2012-10-01 0:00,21:55:28
27520,1,188221,6226,2012-10-01 0:00,21:56:50
27528,1,320449,10126,2012-10-01 0:00,21:57:57
27531,1,535788,5440,2012-10-01 0:00,21:58:06
27533,1,183895,11014,2012-10-01 0:00,21:58:35
27535,1,655404,14056,2012-10-01 0:00,21:58:49
27549,1,182143,47144,2012-10-01 0:00,22:00:05
27549,2,182143,57627,2012-10-01 0:00,22:00:05
27550,1,57844,11881,2012-10-01 0:00,22:00:16
27569,1,196550,5440,2012-10-01 0:00,22:02:10
27579,1,739541,11066,2012-10-01 0:00,22:03:09
27582,1,123978,5556,2012-10-01 0:00,22:03:30
27587,1,385585,20537,2012-10-01 0:00,22:03:47
27606,1,18795,11099,2012-10-01 0:00,22:05:07
27608,1,671070,10514,2012-10-01 0:00,22:05:20
27610,1,506616,47144,2012-10-01 0:00,22:05:47
27615,1,466946,47144,2012-10-01 0:00,22:06:21
27620,2,103629,11099,2012-10-01 0:00,22:06:44
27620,1,103629,11099,2012-10-01 0:00,22:06:44
27635,1,12049,32257,2012-10-01 0:00,22:07:57
27636,1,713574,9984,2012-10-01 0:00,22:07:59
27638,2,69852,10495,2012-10-01 0:00,22:08:06
27639,1,549378,10495,2012-10-01 0:00,22:08:12
27653,1,36548,10514,2012-10-01 0:00,22:09:07
27682,1,633454,31961,2012-10-01 0:00,22:11:38
27682,2,633454,31962,2012-10-01 0:00,22:11:38
27682,3,633454,32258,2012-10-01 0:00,22:11:38
27685,1,248468,7664,2012-10-01 0:00,22:11:48
27686,1,248468,7664,2012-10-01 0:00,22:11:48
27686,4,248468,11413,2012-10-01 0:00,22:11:48
27686,2,248468,20475,2012-10-01 0:00,22:11:48
27686,3,248468,10398,2012-10-01 0:00,22:11:48
27694,1,187598,18753,2012-10-01 0:00,22:12:16
27703,1,239542,39191,2012-10-01 0:00,22:12:50
27704,2,721195,9984,2012-10-01 0:00,22:12:51
27704,1,721195,9984,2012-10-01 0:00,22:12:51
27706,7,365256,11099,2012-10-01 0:00,22:13:01
27708,1,317211,47015,2012-10-01 0:00,22:13:11
27710,1,2840,28750,2012-10-01 0:00,22:13:16
27714,2,202523,6009,2012-10-01 0:00,22:13:43
27714,1,202523,6010,2012-10-01 0:00,22:13:43
27722,1,391834,10126,2012-10-01 0:00,22:14:19
27727,1,560752,9984,2012-10-01 0:00,22:14:33
27728,1,188147,10495,2012-10-01 0:00,22:14:36
27728,2,188147,3537,2012-10-01 0:00,22:14:36
27728,3,188147,3537,2012-10-01 0:00,22:14:36
27734,1,464150,6226,2012-10-01 0:00,22:15:05
27735,1,623994,3537,2012-10-01 0:00,22:15:13
27751,1,113999,3537,2012-10-01 0:00,22:16:46
27755,1,91962,3537,2012-10-01 0:00,22:16:54
27770,2,721195,3537,2012-10-01 0:00,22:17:52
27770,1,721195,3537,2012-10-01 0:00,22:17:52
27776,2,18254,11099,2012-10-01 0:00,22:18:05
27776,1,18254,11099,2012-10-01 0:00,22:18:05
27783,1,714362,11014,2012-10-01 0:00,22:18:45
27783,2,714362,11014,2012-10-01 0:00,22:18:45
27786,1,710058,40118,2012-10-01 0:00,22:18:56
27788,3,525475,3537,2012-10-01 0:00,22:19:07
27788,1,525475,3537,2012-10-01 0:00,22:19:07
27788,2,525475,3537,2012-10-01 0:00,22:19:07
27805,1,118412,22258,2012-10-01 0:00,22:20:15
27805,2,118412,22493,2012-10-01 0:00,22:20:15
27807,1,225776,1030,2012-10-01 0:00,22:20:20
27809,1,450742,3417,2012-10-01 0:00,22:20:21
27812,1,434701,3537,2012-10-01 0:00,22:20:45
27812,4,434701,11099,2012-10-01 0:00,22:20:45
27812,3,434701,3537,2012-10-01 0:00,22:20:45
27812,2,434701,3537,2012-10-01 0:00,22:20:45
27815,2,961,3537,2012-10-01 0:00,22:20:51
27815,1,961,3537,2012-10-01 0:00,22:20:51
27832,1,526559,3537,2012-10-01 0:00,22:22:32
27835,1,286689,32867,2012-10-01 0:00,22:22:46
27840,1,21757,3537,2012-10-01 0:00,22:22:58
27844,1,119266,15625,2012-10-01 0:00,22:23:31
27844,2,119266,15625,2012-10-01 0:00,22:23:31
27845,1,440808,11099,2012-10-01 0:00,22:23:36
27846,2,135798,22387,2012-10-01 0:00,22:23:37
27846,1,135798,22486,2012-10-01 0:00,22:23:37
27847,1,526559,3537,2012-10-01 0:00,22:23:48
27861,1,348619,10921,2012-10-01 0:00,22:24:59
27863,1,431652,3537,2012-10-01 0:00,22:25:09
27863,3,431652,3537,2012-10-01 0:00,22:25:09
27863,2,431652,3537,2012-10-01 0:00,22:25:09
27864,1,26335,18753,2012-10-01 0:00,22:25:09
27867,1,242676,60395,2012-10-01 0:00,22:25:33
27877,2,536642,10477,2012-10-01 0:00,22:26:14
27877,1,536642,10738,2012-10-01 0:00,22:26:14
27877,5,536642,3537,2012-10-01 0:00,22:26:14
27877,4,536642,10921,2012-10-01 0:00,22:26:14
27877,3,536642,3537,2012-10-01 0:00,22:26:14
27883,1,526559,10477,2012-10-01 0:00,22:26:51
27889,2,676369,3537,2012-10-01 0:00,22:27:18
27889,1,676369,3537,2012-10-01 0:00,22:27:18
27911,2,36649,6696,2012-10-01 0:00,22:29:14
27911,1,36649,6226,2012-10-01 0:00,22:29:14
27911,3,36649,6696,2012-10-01 0:00,22:29:14
27919,1,143527,38071,2012-10-01 0:00,22:29:39
27929,1,545262,11099,2012-10-01 0:00,22:30:12
27933,1,448660,11099,2012-10-01 0:00,22:30:49
27939,1,95484,11099,2012-10-01 0:00,22:31:12
27942,1,324304,11470,2012-10-01 0:00,22:31:25
27955,2,250659,3537,2012-10-01 0:00,22:32:08
27955,1,250659,3537,2012-10-01 0:00,22:32:08
27955,3,250659,11099,2012-10-01 0:00,22:32:08
27956,1,631200,11099,2012-10-01 0:00,22:32:09
27957,1,575185,3537,2012-10-01 0:00,22:32:08
27957,2,575185,3537,2012-10-01 0:00,22:32:08
27960,2,275454,3537,2012-10-01 0:00,22:32:18
27960,1,275454,3537,2012-10-01 0:00,22:32:18
27974,1,613287,11099,2012-10-01 0:00,22:33:01
27975,1,603627,6452,2012-10-01 0:00,22:33:01
27977,2,113999,11099,2012-10-01 0:00,22:33:07
27979,1,520004,11099,2012-10-01 0:00,22:33:10
27983,1,448660,10629,2012-10-01 0:00,22:33:11
27986,2,631462,11099,2012-10-01 0:00,22:33:19
27986,1,631462,11099,2012-10-01 0:00,22:33:19
27993,1,571400,2252,2012-10-01 0:00,22:33:41
27994,2,563544,19012,2012-10-01 0:00,22:33:43
27994,1,563544,19012,2012-10-01 0:00,22:33:43
27995,1,243589,11099,2012-10-01 0:00,22:33:46
28002,9,543664,11099,2012-10-01 0:00,22:34:07
28002,5,543664,6817,2012-10-01 0:00,22:34:07
28002,2,543664,44443,2012-10-01 0:00,22:34:07
28002,4,543664,6817,2012-10-01 0:00,22:34:07
28002,8,543664,11099,2012-10-01 0:00,22:34:07
28002,6,543664,41224,2012-10-01 0:00,22:34:07
28002,1,543664,44443,2012-10-01 0:00,22:34:07
28002,7,543664,6226,2012-10-01 0:00,22:34:07
28005,3,721195,11099,2012-10-01 0:00,22:34:07
28005,1,721195,11099,2012-10-01 0:00,22:34:07
28005,2,721195,11099,2012-10-01 0:00,22:34:07
28007,1,133662,11099,2012-10-01 0:00,22:34:09
28007,2,133662,11099,2012-10-01 0:00,22:34:09
28025,1,26106,11099,2012-10-01 0:00,22:34:46
28056,1,545262,11099,2012-10-01 0:00,22:36:39
28058,1,368169,11099,2012-10-01 0:00,22:36:39
28062,1,544090,11099,2012-10-01 0:00,22:37:00
28063,1,254056,3537,2012-10-01 0:00,22:37:04
28063,2,254056,3537,2012-10-01 0:00,22:37:04
28064,1,45870,11014,2012-10-01 0:00,22:38:02
28072,1,98767,11099,2012-10-01 0:00,22:37:30
28073,1,98767,11099,2012-10-01 0:00,22:37:30
28078,1,111959,11099,2012-10-01 0:00,22:37:52
28078,2,111959,11099,2012-10-01 0:00,22:37:52
28078,3,111959,11099,2012-10-01 0:00,22:37:52
28100,1,18254,11099,2012-10-01 0:00,22:40:04
28109,1,338009,17680,2012-10-01 0:00,22:40:38
28114,1,28554,3537,2012-10-01 0:00,22:40:49
28122,1,12444,3537,2012-10-01 0:00,22:41:09
28124,3,428761,1626,2012-10-01 0:00,22:41:16
28124,2,428761,5387,2012-10-01 0:00,22:41:16
28124,1,428761,5556,2012-10-01 0:00,22:41:16
28131,1,110784,42236,2012-10-01 0:00,22:41:41
28138,1,321487,20204,2012-10-01 0:00,22:42:12
28167,1,632757,3537,2012-10-01 0:00,22:44:43
28167,3,632757,3537,2012-10-01 0:00,22:44:43
28167,2,632757,3537,2012-10-01 0:00,22:44:43
28168,1,191525,5969,2012-10-01 0:00,22:44:48
28168,5,191525,11167,2012-10-01 0:00,22:44:48
28168,2,191525,6693,2012-10-01 0:00,22:44:48
28168,4,191525,3537,2012-10-01 0:00,22:44:48
28168,3,191525,3537,2012-10-01 0:00,22:44:48
28177,5,632233,5613,2012-10-01 0:00,22:45:38
28177,4,632233,3202,2012-10-01 0:00,22:45:38
28177,2,632233,7652,2012-10-01 0:00,22:45:38
28177,1,632233,7849,2012-10-01 0:00,22:45:38
28177,3,632233,7436,2012-10-01 0:00,22:45:38
28181,1,426197,6528,2012-10-01 0:00,22:45:44
28186,1,540618,7293,2012-10-01 0:00,22:46:07
28189,1,3029,21333,2012-10-01 0:00,22:46:24
28189,2,3029,21342,2012-10-01 0:00,22:46:24
28196,1,634587,3537,2012-10-01 0:00,22:47:21
28216,1,9500,44975,2012-10-01 0:00,22:48:34
28218,3,1338,7664,2012-10-01 0:00,22:48:39
28218,1,1338,7664,2012-10-01 0:00,22:48:39
28218,2,1338,7664,2012-10-01 0:00,22:48:39
28219,4,516255,9984,2012-10-01 0:00,22:48:39
28219,2,516255,3537,2012-10-01 0:00,22:48:39
28219,5,516255,3537,2012-10-01 0:00,22:48:39
28219,3,516255,3537,2012-10-01 0:00,22:48:39
28219,1,516255,3537,2012-10-01 0:00,22:48:39
28224,1,647830,3537,2012-10-01 0:00,22:49:00
28225,2,483449,9984,2012-10-01 0:00,22:49:01
28225,1,483449,3537,2012-10-01 0:00,22:49:01
28228,1,285207,24695,2012-10-01 0:00,22:49:20
28236,1,698107,41816,2012-10-01 0:00,22:50:24
28236,2,698107,41816,2012-10-01 0:00,22:50:24
28238,1,48008,12490,2012-10-01 0:00,22:50:48
28239,1,229290,2464,2012-10-01 0:00,22:50:52
28239,4,229290,12254,2012-10-01 0:00,22:50:52
28239,2,229290,2464,2012-10-01 0:00,22:50:52
28239,5,229290,7174,2012-10-01 0:00,22:50:52
28239,3,229290,6434,2012-10-01 0:00,22:50:52
28250,1,543664,11099,2012-10-01 0:00,22:51:39
28250,4,543664,12740,2012-10-01 0:00,22:51:39
28250,8,543664,41816,2012-10-01 0:00,22:51:39
28250,6,543664,12740,2012-10-01 0:00,22:51:39
28250,7,543664,41816,2012-10-01 0:00,22:51:39
28250,2,543664,11330,2012-10-01 0:00,22:51:39
28250,5,543664,12740,2012-10-01 0:00,22:51:39
28251,1,543664,221,2012-10-01 0:00,22:51:38
28252,1,516642,11735,2012-10-01 0:00,22:51:46
28265,1,58090,3537,2012-10-01 0:00,22:53:00
28277,1,210370,43601,2012-10-01 0:00,22:53:27
28279,1,229863,3537,2012-10-01 0:00,22:53:31
28281,1,293421,3537,2012-10-01 0:00,22:53:36
28281,4,293421,3537,2012-10-01 0:00,22:53:36
28281,3,293421,3537,2012-10-01 0:00,22:53:36
28281,2,293421,3537,2012-10-01 0:00,22:53:36
28282,1,58090,3537,2012-10-01 0:00,22:53:37
28283,1,713574,3537,2012-10-01 0:00,22:53:49
28283,2,713574,3537,2012-10-01 0:00,22:53:49
28287,1,441544,40105,2012-10-01 0:00,22:54:06
28299,1,126384,3537,2012-10-01 0:00,22:55:07
28311,2,104344,3537,2012-10-01 0:00,22:55:50
28311,1,104344,3537,2012-10-01 0:00,22:55:50
28319,1,239463,57727,2012-10-01 0:00,22:56:26
28320,1,531582,3537,2012-10-01 0:00,22:56:28
28321,1,531582,11099,2012-10-01 0:00,22:56:28
28342,1,134653,11099,2012-10-01 0:00,23:02:25
28344,1,101262,3537,2012-10-01 0:00,22:58:00
28370,1,723641,11099,2012-10-01 0:00,22:59:11
28378,1,518671,3537,2012-10-01 0:00,22:59:34
28396,1,635913,61599,2012-10-01 0:00,23:00:38
28398,3,632757,3537,2012-10-01 0:00,23:00:43
28398,2,632757,3537,2012-10-01 0:00,23:00:43
28398,1,632757,3537,2012-10-01 0:00,23:00:43
