"STATE","ZIP_CODE","CUSTOMER_NBR","SHOPPER_SEGMENT_CODE","city","latitude","longitude","timezone"
"IL","60961",471846,0,"Reddick",41.105629,-88.23794,"CST"
"IL","60961",132687,3,"Reddick",41.105629,-88.23794,"CST"
"IL","60961",628464,4,"Reddick",41.105629,-88.23794,"CST"
"IL","60970",552658,0,"Watseka",40.784447,-87.74051,"CST"
"IL","61604",572481,5,"Peoria",40.709237,-89.63633,"CST"
"IL","61604",354055,1,"Peoria",40.709237,-89.63633,"CST"
"IL","61604",486702,2,"Peoria",40.709237,-89.63633,"CST"
"IL","61604",267384,3,"Peoria",40.709237,-89.63633,"CST"
"IL","60172",186841,3,"Roselle",41.980761,-88.08704,"CST"
"IL","61008",115377,0,"Belvidere",42.257229,-88.84755,"CST"
"IL","61008",302949,0,"Belvidere",42.257229,-88.84755,"CST"
"IL","61010",658846,3,"Byron",42.131245,-89.26637,"CST"
"IL","61010",622702,0,"Byron",42.131245,-89.26637,"CST"
"IL","61010",406938,2,"Byron",42.131245,-89.26637,"CST"
"IL","61010",73773,1,"Byron",42.131245,-89.26637,"CST"
"IL","61010",739282,3,"Byron",42.131245,-89.26637,"CST"
"IL","61011",386315,0,"Caledonia",42.376423,-88.9325,"CST"
"IL","61011",263937,4,"Caledonia",42.376423,-88.9325,"CST"
"IL","61016",320362,5,"Cherry Valley",42.222221,-88.9543,"CST"
"IL","61016",344555,3,"Cherry Valley",42.222221,-88.9543,"CST"
"IL","61016",168112,5,"Cherry Valley",42.222221,-88.9543,"CST"
"IL","61020",710504,3,"Davis Junction",42.101928,-89.09369,"CST"
"IL","61021",311705,1,"Dixon",41.843702,-89.47636,"CST"
"IL","61021",383010,1,"Dixon",41.843702,-89.47636,"CST"
"IL","61021",455883,1,"Dixon",41.843702,-89.47636,"CST"
"IL","61032",736723,4,"Freeport",42.300918,-89.63208,"CST"
"IL","61032",92124,1,"Freeport",42.300918,-89.63208,"CST"
"IL","61032",131044,3,"Freeport",42.300918,-89.63208,"CST"
"IL","61032",215763,0,"Freeport",42.300918,-89.63208,"CST"
"IL","61032",610614,5,"Freeport",42.300918,-89.63208,"CST"
"IL","61032",272229,0,"Freeport",42.300918,-89.63208,"CST"
"IL","61615",140439,0,"Peoria",40.764368,-89.6448,"CST"
"IL","61616",695453,3,"Peoria",40.743266,-89.576628,"CST"
"IL","61041",555692,3,"Hanover",42.270426,-90.31077,"CST"
"IL","61643",689962,0,"Peoria",40.744179,-89.718401,"CST"
"IL","60467",182595,3,"Orland Park",41.598255,-87.89201,"CST"
"IL","61053",402552,1,"Mount Carroll",42.1009,-89.98255,"CST"
"IL","61054",516556,3,"Mount Morris",42.046139,-89.44025,"CST"
"IL","61054",304014,3,"Mount Morris",42.046139,-89.44025,"CST"
"IL","61054",696802,3,"Mount Morris",42.046139,-89.44025,"CST"
"IL","61701",332337,3,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",167859,1,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",391984,2,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",422125,1,"Bloomington",40.477286,-88.99592,"CST"
"IL","61061",167763,1,"Oregon",42.00663,-89.33932,"CST"
"IL","61061",696786,1,"Oregon",42.00663,-89.33932,"CST"
"IL","60187",701684,1,"Wheaton",41.858279,-88.10904,"CST"
"IL","60187",632259,3,"Wheaton",41.858279,-88.10904,"CST"
"IL","60187",132826,0,"Wheaton",41.858279,-88.10904,"CST"
"IL","60187",546104,4,"Wheaton",41.858279,-88.10904,"CST"
"IL","60187",164647,1,"Wheaton",41.858279,-88.10904,"CST"
"IL","61065",89335,1,"Poplar Grove",42.364394,-88.84665,"CST"
"IL","61068",423605,2,"Rochelle",41.935139,-89.06891,"CST"
"IL","61068",670184,1,"Rochelle",41.935139,-89.06891,"CST"
"IL","61068",212163,0,"Rochelle",41.935139,-89.06891,"CST"
"IL","61068",234654,3,"Rochelle",41.935139,-89.06891,"CST"
"IL","61068",189178,1,"Rochelle",41.935139,-89.06891,"CST"
"IL","61734",111538,1,"Delavan",40.369256,-89.54251,"CST"
"IL","61734",556915,3,"Delavan",40.369256,-89.54251,"CST"
"IL","61740",288725,1,"Flanagan",40.882858,-88.85739,"CST"
"IL","61740",560599,5,"Flanagan",40.882858,-88.85739,"CST"
"IL","61741",164713,1,"Forrest",40.756972,-88.40479,"CST"
"IL","61741",204032,0,"Forrest",40.756972,-88.40479,"CST"
"IL","61742",57253,1,"Goodfield",40.628105,-89.28004,"CST"
"IL","61745",337205,4,"Heyworth",40.32122,-88.97442,"CST"
"IL","61752",149702,0,"Le Roy",40.345004,-88.75786,"CST"
"IL","61755",249342,1,"Mackinaw",40.533634,-89.34345,"CST"
"IL","61071",633605,3,"Rock Falls",41.759473,-89.69452,"CST"
"IL","61071",428102,3,"Rock Falls",41.759473,-89.69452,"CST"
"IL","61072",610473,0,"Rockton",42.447856,-89.08485,"CST"
"IL","61072",127331,2,"Rockton",42.447856,-89.08485,"CST"
"IL","61072",516911,2,"Rockton",42.447856,-89.08485,"CST"
"IL","61073",389381,2,"Roscoe",42.419097,-89.00407,"CST"
"IL","61073",280547,5,"Roscoe",42.419097,-89.00407,"CST"
"IL","61073",554120,0,"Roscoe",42.419097,-89.00407,"CST"
"IL","61073",273679,4,"Roscoe",42.419097,-89.00407,"CST"
"IL","60193",669999,4,"Schaumburg",42.01299,-88.09675,"CST"
"IL","61073",694170,1,"Roscoe",42.419097,-89.00407,"CST"
"IL","61073",249402,3,"Roscoe",42.419097,-89.00407,"CST"
"IL","61073",583523,0,"Roscoe",42.419097,-89.00407,"CST"
"IL","61074",114969,3,"Savanna",42.099635,-90.12858,"CST"
"IL","61764",338695,3,"Pontiac",40.884053,-88.63376,"CST"
"IL","61764",127539,4,"Pontiac",40.884053,-88.63376,"CST"
"IL","61774",55379,0,"Stanford",40.426186,-89.2107,"CST"
"IL","61776",26694,2,"Towanda",40.574936,-88.88696,"CST"
"IL","61801",316510,3,"Urbana",40.109647,-88.21246,"CST"
"IL","61801",453370,3,"Urbana",40.109647,-88.21246,"CST"
"IL","61080",618119,1,"South Beloit",42.484835,-89.02756,"CST"
"IL","61080",68661,2,"South Beloit",42.484835,-89.02756,"CST"
"IL","61081",27807,3,"Sterling",41.813776,-89.70537,"CST"
"IL","61814",674167,1,"Bismarck",40.231345,-87.58163,"CST"
"IL","61234",433327,1,"Annawan",41.412944,-89.92236,"CST"
"IL","61238",153470,0,"Cambridge",41.286797,-90.17486,"CST"
"IL","62681",89831,1,"Rushville",40.134957,-90.55222,"CST"
"IL","62681",664684,0,"Rushville",40.134957,-90.55222,"CST"
"IL","62684",687723,0,"Sherman",39.901588,-89.58805,"CST"
"IL","62690",451633,4,"Virden",39.503383,-89.76667,"CST"
"IL","60640",447933,1,"Chicago",41.973181,-87.6665,"CST"
"IL","60504",25215,0,"Aurora",41.760067,-88.25218,"CST"
"IL","60504",297050,3,"Aurora",41.760067,-88.25218,"CST"
"IL","60504",593970,5,"Aurora",41.760067,-88.25218,"CST"
"IL","61822",440761,2,"Champaign",40.126854,-88.29315,"CST"
"IL","61824",166423,2,"Champaign",40.139946,-88.196102,"CST"
"IL","61832",110471,1,"Danville",40.133786,-87.62898,"CST"
"IL","61832",116848,1,"Danville",40.133786,-87.62898,"CST"
"IL","61832",175670,5,"Danville",40.133786,-87.62898,"CST"
"IL","61832",615994,2,"Danville",40.133786,-87.62898,"CST"
"IL","61832",189371,0,"Danville",40.133786,-87.62898,"CST"
"IL","61832",522272,3,"Danville",40.133786,-87.62898,"CST"
"IL","61832",642013,3,"Danville",40.133786,-87.62898,"CST"
"IL","62703",19281,4,"Springfield",39.7715,-89.63612,"CST"
"IL","62703",7928,3,"Springfield",39.7715,-89.63612,"CST"
"IL","62703",387157,0,"Springfield",39.7715,-89.63612,"CST"
"IL","62703",67070,4,"Springfield",39.7715,-89.63612,"CST"
"IL","62704",397093,0,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",507914,3,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",96127,5,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",234467,3,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",547000,3,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",96147,1,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",670063,2,"Springfield",39.7778,-89.67982,"CST"
"IL","62704",175286,5,"Springfield",39.7778,-89.67982,"CST"
"IL","61858",626951,0,"Oakwood",40.121098,-87.74657,"CST"
"IL","61858",206766,3,"Oakwood",40.121098,-87.74657,"CST"
"IL","61866",44904,3,"Rantoul",40.307065,-88.15575,"CST"
"IL","61873",485556,0,"Saint Joseph",40.124202,-88.03401,"CST"
"IL","61880",379840,1,"Tolono",39.981936,-88.2532,"CST"
"IL","61883",154127,0,"Westville",40.040115,-87.63685,"CST"
"IL","61883",618650,1,"Westville",40.040115,-87.63685,"CST"
"IL","61910",497060,0,"Arcola",39.676634,-88.30284,"CST"
"IL","61910",571975,1,"Arcola",39.676634,-88.30284,"CST"
"IL","61920",561659,1,"Charleston",39.496547,-88.17348,"CST"
"IL","61920",300099,1,"Charleston",39.496547,-88.17348,"CST"
"IL","61932",124351,4,"Hume",39.797661,-87.87017,"CST"
"IL","61938",25811,2,"Mattoon",39.474889,-88.37421,"CST"
"IL","61938",206404,0,"Mattoon",39.474889,-88.37421,"CST"
"IL","61938",417638,3,"Mattoon",39.474889,-88.37421,"CST"
"IL","61938",685039,2,"Mattoon",39.474889,-88.37421,"CST"
"IL","61942",240676,1,"Newman",39.802798,-87.99744,"CST"
"IL","61942",501892,1,"Newman",39.802798,-87.99744,"CST"
"IL","60517",60944,4,"Woodridge",41.75253,-88.04864,"CST"
"IL","61953",537031,3,"Tuscola",39.793493,-88.29184,"CST"
"IL","61953",705577,5,"Tuscola",39.793493,-88.29184,"CST"
"IL","61953",259153,5,"Tuscola",39.793493,-88.29184,"CST"
"IL","61953",226998,3,"Tuscola",39.793493,-88.29184,"CST"
"IL","61953",24780,4,"Tuscola",39.793493,-88.29184,"CST"
"IL","62812",684343,0,"Benton",38.000245,-88.92407,"CST"
"IL","62812",436810,1,"Benton",38.000245,-88.92407,"CST"
"IL","62274",523510,4,"Pinckneyville",38.078231,-89.38796,"CST"
"IL","62275",444449,3,"Pocahontas",38.812744,-89.54888,"CST"
"IL","62821",28527,3,"Carmi",38.087838,-88.15583,"CST"
"IL","62822",748880,2,"Christopher",37.973175,-89.05291,"CST"
"IL","62822",495308,1,"Christopher",37.973175,-89.05291,"CST"
"IL","62009",24249,0,"Benld",39.092526,-89.8029,"CST"
"IL","62824",504416,1,"Clay City",38.689663,-88.35141,"CST"
"IL","62827",73520,1,"Crossville",38.160972,-88.03291,"CST"
"IL","62012",489527,0,"Brighton",39.038752,-90.13819,"CST"
"IL","62014",143537,1,"Bunker Hill",39.039382,-89.94935,"CST"
"IL","62018",424978,4,"Cottage Hills",38.905998,-90.08306,"CST"
"IL","62018",593750,3,"Cottage Hills",38.905998,-90.08306,"CST"
"IL","62024",563453,3,"East Alton",38.868136,-90.08023,"CST"
"IL","62024",527294,0,"East Alton",38.868136,-90.08023,"CST"
"IL","62025",503235,3,"Edwardsville",38.819297,-89.9551,"CST"
"IL","62025",188842,5,"Edwardsville",38.819297,-89.9551,"CST"
"IL","62025",538834,1,"Edwardsville",38.819297,-89.9551,"CST"
"IL","61111",663861,3,"Loves Park",42.326227,-89.02573,"CST"
"IL","61111",214675,3,"Loves Park",42.326227,-89.02573,"CST"
"IL","61111",450687,3,"Loves Park",42.326227,-89.02573,"CST"
"IL","61111",181842,3,"Loves Park",42.326227,-89.02573,"CST"
"IL","61111",74392,3,"Loves Park",42.326227,-89.02573,"CST"
"IL","61111",473888,1,"Loves Park",42.326227,-89.02573,"CST"
"IL","61114",261156,3,"Rockford",42.306666,-89.00839,"CST"
"IL","61114",580449,3,"Rockford",42.306666,-89.00839,"CST"
"IL","61114",80875,3,"Rockford",42.306666,-89.00839,"CST"
"IL","61114",458188,5,"Rockford",42.306666,-89.00839,"CST"
"IL","60409",424030,2,"Calumet City",41.614188,-87.54638,"CST"
"IL","61115",239468,4,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",70792,3,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",30705,4,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",730332,1,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",660818,3,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",367561,2,"Machesney Park",42.352539,-89.04186,"CST"
"IL","61115",720195,3,"Machesney Park",42.352539,-89.04186,"CST"
"IL","62040",224936,3,"Granite City",38.720938,-90.11431,"CST"
"IL","60542",412795,1,"North Aurora",41.809387,-88.32931,"CST"
"IL","62040",295266,4,"Granite City",38.720938,-90.11431,"CST"
"IL","62044",319124,4,"Greenfield",39.362285,-90.22147,"CST"
"IL","61126",659570,1,"Rockford",42.325364,-89.170527,"CST"
"IL","62049",214729,1,"Hillsboro",39.146809,-89.48442,"CST"
"IL","62051",263363,1,"Irving",39.205747,-89.40909,"CST"
"IL","62052",586017,4,"Jerseyville",39.114762,-90.32442,"CST"
"IL","62052",21630,3,"Jerseyville",39.114762,-90.32442,"CST"
"IL","62052",382144,0,"Jerseyville",39.114762,-90.32442,"CST"
"IL","62052",23475,4,"Jerseyville",39.114762,-90.32442,"CST"
"IL","62056",185323,1,"Litchfield",39.179875,-89.65721,"CST"
"IL","62062",145119,0,"Maryville",38.726548,-89.9572,"CST"
"IL","62062",284856,0,"Maryville",38.726548,-89.9572,"CST"
"IL","62062",32210,1,"Maryville",38.726548,-89.9572,"CST"
"IL","62069",603992,1,"Mount Olive",39.077557,-89.73423,"CST"
"IL","60419",157946,0,"Dolton",41.626839,-87.59865,"CST"
"IL","62075",470461,3,"Nokomis",39.299771,-89.2864,"CST"
"IL","62080",718501,3,"Ramsey",39.136284,-89.10348,"CST"
"IL","62092",395640,4,"White Hall",39.433041,-90.40655,"CST"
"IL","61201",483638,1,"Rock Island",41.4903,-90.56956,"CST"
"IL","62095",603728,4,"Wood River",38.860447,-90.09418,"CST"
"IL","62095",107720,5,"Wood River",38.860447,-90.09418,"CST"
"IL","62095",273190,3,"Wood River",38.860447,-90.09418,"CST"
"IL","62097",747124,1,"Worden",38.932347,-89.84608,"CST"
"IL","62203",102806,3,"East Saint Louis",38.598175,-90.07575,"CST"
"IL","62203",524119,0,"East Saint Louis",38.598175,-90.07575,"CST"
"IL","61201",28128,3,"Rock Island",41.4903,-90.56956,"CST"
"IL","62207",557520,1,"East Saint Louis",38.59035,-90.13276,"CST"
"IL","61523",44468,3,"Chillicothe",40.914377,-89.50654,"CST"
"IL","61529",157738,2,"Elmwood",40.780415,-89.95565,"CST"
"IL","61240",437322,1,"Coal Valley",41.439784,-90.428,"CST"
"IL","61240",338954,0,"Coal Valley",41.439784,-90.428,"CST"
"IL","61240",394627,3,"Coal Valley",41.439784,-90.428,"CST"
"IL","61240",537568,3,"Coal Valley",41.439784,-90.428,"CST"
"IL","61240",742536,0,"Coal Valley",41.439784,-90.428,"CST"
"IL","61241",101127,1,"Colona",41.483484,-90.34046,"CST"
"IL","61244",464725,3,"East Moline",41.518733,-90.41788,"CST"
"IL","61244",564934,1,"East Moline",41.518733,-90.41788,"CST"
"IL","61244",432243,0,"East Moline",41.518733,-90.41788,"CST"
"IL","61244",645516,4,"East Moline",41.518733,-90.41788,"CST"
"IL","62221",734672,5,"Belleville",38.532311,-89.93996,"CST"
"IL","62221",353801,0,"Belleville",38.532311,-89.93996,"CST"
"IL","62221",666303,2,"Belleville",38.532311,-89.93996,"CST"
"IL","62221",526312,5,"Belleville",38.532311,-89.93996,"CST"
"IL","61254",666517,3,"Geneseo",41.464473,-90.15854,"CST"
"IL","61262",18278,2,"Lynn Center",41.28595,-90.36117,"CST"
"IL","62223",581712,2,"Belleville",38.55615,-90.05078,"CST"
"IL","62223",295434,0,"Belleville",38.55615,-90.05078,"CST"
"IL","62223",547159,3,"Belleville",38.55615,-90.05078,"CST"
"IL","62278",325701,4,"Red Bud",38.214515,-89.98785,"CST"
"IL","62286",381201,1,"Sparta",38.122112,-89.71168,"CST"
"IL","62226",620646,1,"Belleville",38.53895,-90.00104,"CST"
"IL","62226",83712,5,"Belleville",38.53895,-90.00104,"CST"
"IL","61265",117569,1,"Moline",41.490333,-90.50006,"CST"
"IL","62230",471187,1,"Breese",38.620018,-89.5305,"CST"
"IL","62231",284731,3,"Carlyle",38.623384,-89.36368,"CST"
"IL","62233",703995,1,"Chester",37.921816,-89.82842,"CST"
"IL","61265",72816,1,"Moline",41.490333,-90.50006,"CST"
"IL","61265",488178,1,"Moline",41.490333,-90.50006,"CST"
"IL","61265",275744,3,"Moline",41.490333,-90.50006,"CST"
"IL","61270",297527,4,"Morrison",41.819003,-89.96623,"CST"
"IL","61273",343875,0,"Orion",41.357236,-90.38482,"CST"
"IL","61277",35248,3,"Prophetstown",41.612038,-89.93036,"CST"
"IL","61279",625359,3,"Reynolds",41.31653,-90.70671,"CST"
"IL","61282",532759,3,"Silvis",41.501234,-90.41404,"CST"
"IL","61282",585035,0,"Silvis",41.501234,-90.41404,"CST"
"IL","61284",74915,4,"Taylor Ridge",41.406276,-90.735,"CST"
"IL","61301",213591,0,"La Salle",41.347117,-89.08974,"CST"
"IL","61301",374451,1,"La Salle",41.347117,-89.08974,"CST"
"IL","62246",746696,1,"Greenville",38.889355,-89.40987,"CST"
"IL","62249",493311,1,"Highland",38.752017,-89.67478,"CST"
"IL","62249",147742,0,"Highland",38.752017,-89.67478,"CST"
"IL","61319",17606,3,"Cornell",41.011259,-88.74854,"CST"
"IL","62249",214445,0,"Highland",38.752017,-89.67478,"CST"
"IL","60610",394573,5,"Chicago",41.898582,-87.6371,"CST"
"IL","60610",517549,0,"Chicago",41.898582,-87.6371,"CST"
"IL","60610",636832,3,"Chicago",41.898582,-87.6371,"CST"
"IL","60610",371364,5,"Chicago",41.898582,-87.6371,"CST"
"IL","60611",83642,0,"Chicago",41.904667,-87.62504,"CST"
"IL","60611",398038,1,"Chicago",41.904667,-87.62504,"CST"
"IL","61611",87958,4,"East Peoria",40.683387,-89.54493,"CST"
"IL","62263",332683,1,"Nashville",38.346578,-89.38453,"CST"
"IL","62265",366853,0,"New Baden",38.520285,-89.6807,"CST"
"IL","62269",164347,5,"O Fallon",38.589849,-89.91207,"CST"
"IL","62269",339513,3,"O Fallon",38.589849,-89.91207,"CST"
"IL","61611",535107,3,"East Peoria",40.683387,-89.54493,"CST"
"IL","61614",594145,1,"Peoria",40.755343,-89.59799,"CST"
"IL","62278",138676,3,"Red Bud",38.214515,-89.98785,"CST"
"IL","62278",552125,3,"Red Bud",38.214515,-89.98785,"CST"
"IL","61761",109724,3,"Normal",40.515485,-88.98629,"CST"
"IL","61761",518415,4,"Normal",40.515485,-88.98629,"CST"
"IL","62289",7615,3,"Summerfield",38.596948,-89.75117,"CST"
"IL","62294",714648,1,"Troy",38.725498,-89.88891,"CST"
"IL","62294",292986,0,"Troy",38.725498,-89.88891,"CST"
"IL","62295",486590,0,"Valmeyer",38.299904,-90.30833,"CST"
"IL","62298",641270,3,"Waterloo",38.325969,-90.14606,"CST"
"IL","61364",240683,4,"Streator",41.129482,-88.83666,"CST"
"IL","61364",636846,3,"Streator",41.129482,-88.83666,"CST"
"IL","61364",7279,0,"Streator",41.129482,-88.83666,"CST"
"IL","61364",226785,1,"Streator",41.129482,-88.83666,"CST"
"IL","61367",51975,3,"Sublette",41.638122,-89.26889,"CST"
"IL","61368",239599,4,"Tiskilwa",41.279825,-89.50492,"CST"
"IL","61369",548,0,"Toluca",40.992084,-89.15231,"CST"
"IL","62301",566866,1,"Quincy",39.929597,-91.37415,"CST"
"IL","61401",129925,1,"Galesburg",40.948073,-90.36871,"CST"
"IL","61401",289108,3,"Galesburg",40.948073,-90.36871,"CST"
"IL","61401",123651,5,"Galesburg",40.948073,-90.36871,"CST"
"IL","62305",256363,5,"Quincy",39.96008,-91.302633,"CST"
"IL","62305",159739,3,"Quincy",39.96008,-91.302633,"CST"
"IL","61704",721598,4,"Bloomington",40.459584,-88.96939,"CST"
"IL","61704",13115,2,"Bloomington",40.459584,-88.96939,"CST"
"IL","60616",144835,0,"Chicago",41.8474,-87.63126,"CST"
"IL","62326",403804,1,"Colchester",40.421857,-90.80333,"CST"
"IL","60473",691562,3,"South Holland",41.597472,-87.59909,"CST"
"IL","61730",692395,0,"Cooksville",40.537652,-88.73274,"CST"
"IL","61732",685890,0,"Danvers",40.528515,-89.19057,"CST"
"IL","60445",51819,4,"Midlothian",41.631683,-87.73309,"CST"
"IL","62341",510986,3,"Hamilton",40.402015,-91.33182,"CST"
"IL","62353",85595,1,"Mount Sterling",39.983824,-90.74134,"CST"
"IL","62353",722750,4,"Mount Sterling",39.983824,-90.74134,"CST"
"IL","62353",263318,1,"Mount Sterling",39.983824,-90.74134,"CST"
"IL","60446",431188,4,"Romeoville",41.64273,-88.09934,"CST"
"IL","60446",345264,0,"Romeoville",41.64273,-88.09934,"CST"
"IL","61427",640727,1,"Cuba",40.499297,-90.17764,"CST"
"IL","61430",72908,4,"East Galesburg",40.94399,-90.31205,"CST"
"IL","62635",672015,1,"Emden",40.291512,-89.47436,"CST"
"IL","61756",260355,2,"Maroa",40.027071,-88.96715,"CST"
"IL","61761",59092,4,"Normal",40.515485,-88.98629,"CST"
"IL","62379",363609,3,"Warsaw",40.314446,-91.40638,"CST"
"IL","61614",429445,3,"Peoria",40.755343,-89.59799,"CST"
"IL","61615",580378,0,"Peoria",40.764368,-89.6448,"CST"
"IL","60618",694712,0,"Chicago",41.945681,-87.7048,"CST"
"IL","60618",398000,0,"Chicago",41.945681,-87.7048,"CST"
"IL","61761",204728,4,"Normal",40.515485,-88.98629,"CST"
"IL","61761",638919,3,"Normal",40.515485,-88.98629,"CST"
"IL","62401",227440,3,"Effingham",39.123807,-88.56,"CST"
"IL","62401",97097,3,"Effingham",39.123807,-88.56,"CST"
"IL","61462",570231,1,"Monmouth",40.918849,-90.64466,"CST"
"IL","61462",687446,0,"Monmouth",40.918849,-90.64466,"CST"
"IL","61462",255385,3,"Monmouth",40.918849,-90.64466,"CST"
"IL","61462",331575,3,"Monmouth",40.918849,-90.64466,"CST"
"IL","61462",648667,4,"Monmouth",40.918849,-90.64466,"CST"
"IL","61489",37252,1,"Williamsfield",40.929497,-90.01888,"CST"
"IL","61491",679479,3,"Wyoming",41.068691,-89.76033,"CST"
"IL","61516",716707,3,"Benson",40.850381,-89.11878,"CST"
"IL","61520",665644,1,"Canton",40.552853,-90.02794,"CST"
"IL","61520",30669,3,"Canton",40.552853,-90.02794,"CST"
"IL","61523",174863,2,"Chillicothe",40.914377,-89.50654,"CST"
"IL","61523",64442,1,"Chillicothe",40.914377,-89.50654,"CST"
"IL","62420",630126,1,"Casey",39.299447,-87.99863,"CST"
"IL","62207",167653,1,"East Saint Louis",38.59035,-90.13276,"CST"
"IL","61529",280963,4,"Elmwood",40.780415,-89.95565,"CST"
"IL","61530",339717,3,"Eureka",40.718228,-89.27153,"CST"
"IL","61530",675109,5,"Eureka",40.718228,-89.27153,"CST"
"IL","61531",371000,0,"Farmington",40.68847,-90.02166,"CST"
"IL","61531",651403,2,"Farmington",40.68847,-90.02166,"CST"
"IL","62691",49692,1,"Virginia",39.952909,-90.21218,"CST"
"IL","62702",416163,1,"Springfield",39.819,-89.64379,"CST"
"IL","61544",436300,1,"London Mills",40.688615,-90.24422,"CST"
"IL","61546",552016,3,"Manito",40.442037,-89.78797,"CST"
"IL","61546",704989,2,"Manito",40.442037,-89.78797,"CST"
"IL","61546",87169,1,"Manito",40.442037,-89.78797,"CST"
"IL","61546",256852,3,"Manito",40.442037,-89.78797,"CST"
"IL","61546",62370,1,"Manito",40.442037,-89.78797,"CST"
"IL","62450",410442,3,"Olney",38.72456,-88.08658,"CST"
"IL","62450",380660,0,"Olney",38.72456,-88.08658,"CST"
"IL","62450",104942,4,"Olney",38.72456,-88.08658,"CST"
"IL","62703",299435,0,"Springfield",39.7715,-89.63612,"CST"
"IL","62703",314991,0,"Springfield",39.7715,-89.63612,"CST"
"IL","61761",511756,3,"Normal",40.515485,-88.98629,"CST"
"IL","62922",25983,3,"Creal Springs",37.613705,-88.83922,"CST"
"IL","60612",369445,2,"Chicago",41.880682,-87.6877,"CST"
"IL","61554",204767,1,"Pekin",40.567088,-89.63382,"CST"
"IL","61554",404981,3,"Pekin",40.567088,-89.63382,"CST"
"IL","61554",449673,3,"Pekin",40.567088,-89.63382,"CST"
"IL","61554",339971,1,"Pekin",40.567088,-89.63382,"CST"
"IL","61554",370660,5,"Pekin",40.567088,-89.63382,"CST"
"IL","60431",535976,4,"Joliet",41.52493,-88.19022,"CST"
"IL","60620",297374,1,"Chicago",41.740483,-87.65282,"CST"
"IL","61564",744899,0,"South Pekin",40.49271,-89.65194,"CST"
"IL","61568",735985,4,"Tremont",40.513656,-89.47408,"CST"
"IL","61568",694938,0,"Tremont",40.513656,-89.47408,"CST"
"IL","61571",622443,1,"Washington",40.701037,-89.44294,"CST"
"IL","61603",247235,3,"Peoria",40.712887,-89.57904,"CST"
"IL","60624",748157,0,"Chicago",41.879365,-87.72199,"CST"
"IL","60625",741079,0,"Chicago",41.971614,-87.70256,"CST"
"IL","62246",430120,4,"Greenville",38.889355,-89.40987,"CST"
"IL","62246",413551,4,"Greenville",38.889355,-89.40987,"CST"
"IL","61604",207548,1,"Peoria",40.709237,-89.63633,"CST"
"IL","61604",4345,0,"Peoria",40.709237,-89.63633,"CST"
"IL","60462",138754,0,"Orland Park",41.623532,-87.83542,"CST"
"IL","60462",407104,5,"Orland Park",41.623532,-87.83542,"CST"
"IL","60462",144832,1,"Orland Park",41.623532,-87.83542,"CST"
"IL","60462",281959,4,"Orland Park",41.623532,-87.83542,"CST"
"IL","60462",588625,0,"Orland Park",41.623532,-87.83542,"CST"
"IL","60462",450794,0,"Orland Park",41.623532,-87.83542,"CST"
"IL","60463",128957,2,"Palos Heights",41.663548,-87.79148,"CST"
"IL","60463",601987,1,"Palos Heights",41.663548,-87.79148,"CST"
"IL","60463",250923,4,"Palos Heights",41.663548,-87.79148,"CST"
"IL","60464",262109,4,"Palos Park",41.664582,-87.84378,"CST"
"IL","60464",283638,5,"Palos Park",41.664582,-87.84378,"CST"
"IL","62812",316103,0,"Benton",38.000245,-88.92407,"CST"
"IL","61611",502956,3,"East Peoria",40.683387,-89.54493,"CST"
"IL","61611",102250,5,"East Peoria",40.683387,-89.54493,"CST"
"IL","61611",180900,4,"East Peoria",40.683387,-89.54493,"CST"
"IL","61611",437288,0,"East Peoria",40.683387,-89.54493,"CST"
"IL","62526",570255,3,"Decatur",39.878041,-88.95637,"CST"
"IL","62526",371267,3,"Decatur",39.878041,-88.95637,"CST"
"IL","61614",34830,3,"Peoria",40.755343,-89.59799,"CST"
"IL","62223",741135,3,"Belleville",38.55615,-90.05078,"CST"
"IL","62526",147415,0,"Decatur",39.878041,-88.95637,"CST"
"IL","62644",412704,5,"Havana",40.296415,-90.05163,"CST"
"IL","62549",337658,0,"Mt Zion",39.777116,-88.87171,"CST"
"IL","61616",15897,3,"Peoria",40.743266,-89.576628,"CST"
"IL","62549",489675,3,"Mt Zion",39.777116,-88.87171,"CST"
"IL","62550",481711,3,"Moweaqua",39.617542,-89.00559,"CST"
"IL","61701",354318,0,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",160385,0,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",222186,5,"Bloomington",40.477286,-88.99592,"CST"
"IL","61701",607926,5,"Bloomington",40.477286,-88.99592,"CST"
