회계연도, 소관명, 회계명, 계정명, 분야명, 부문명, 프로그램명, 단위사업명, 금년도예산(천원), 추경정부안(천원), 추경국회확정(천원),
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 표준지방인사정보시스템운영(정보화),1129000,1129000,1129000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 성숙하고따뜻한사회구현,2197000,2197000,2197000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 비영리민간단체지원,10500000,10500000,10500000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 자원봉사활성화지원,8851000,8851000,8851000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 새마을운동지원,8191000,8191000,8191000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 자치단체상시모니터링시스템구축(정보화),354000,354000,354000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정, 청주시자율통합기반조성,50000000,50000000,50000000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 지역발전지원,1435000,1435000,1435000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 주한미군기지이전에따른평택지원,37899000,37899000,37899000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 아름다운화장실조성,242000,242000,242000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 주한미군공여구역주변지역등지원,180680000,180680000,180680000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 온천산업활성화,300000,300000,300000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 자전거인프라구축,29410000,29410000,29410000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 생활공감정책추진,400000,400000,400000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 제주민군복합항주변지역발전지원,3160000,3160000,3160000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 지역공동체기반조성및역량강화,190000,190000,190000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지역발전, 새마을금고지원,93000,93000,93000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 지자체재정분석및재정제도개선,652000,652000,652000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 표준지방재정정보시스템운영(정보화),2132000,2132000,2132000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 지방세종합정보시스템운영(정보화),3410000,3410000,3410000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 도로명주소사업추진,5720000,5720000,5720000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 지방공기업경영평가추진,1065000,1065000,1065000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 과표양성화를위한시가표준액조사,1498000,1498000,1498000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방재정세제, 지방자주재원확충을위한정책추진,100000,100000,100000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정연수, 연수원운영,4496000,4496000,4496000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정연수, 연수원정보화(정보화),533000,533000,533000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방행정연수, 연수원수입대체경비,5308000,5308000,5308000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 이북5도, 이북도민관련지원,1792000,1792000,1792000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방교부금, 보통교부세,32168685000,32168685000,32168685000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방교부금, 특별교부세,994907000,994907000,994907000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방교부금, 부동산교부세,1410400000,1410400000,1410400000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 지방행정·재정지원, 지방교부금, 소방안전교부세,314080000,314080000,314080000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 국가시험시행,10614000,10614000,10614000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 공무원교육훈련,47978000,47978000,47978000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 고용휴직제도운영,15862000,15862000,15862000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 수탁출제수입대체경비,1065000,1065000,1065000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 국가인재데이터베이스내실화,236000,236000,236000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 공무원후생복지지원,1990000,1990000,1990000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 고위공무원단제도운영,1877000,1877000,1877000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 전자인사관리시스템운영(정보화),1406000,1406000,1406000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 공직윤리종합정보시스템운영(정보화),1362000,1362000,1362000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 인사관리, 공무원단체및노사관계운영,484000,484000,484000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 중앙공무원교육, 중앙공무원교육원수입대체경비,1348000,1348000,1348000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 중앙공무원교육, 사이버교육센터및전산운영(정보화),2489000,2489000,2489000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 중앙공무원교육, 교육과정운영,4282000,4282000,4282000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 중앙공무원교육, 교육운영지원,3076000,3076000,3076000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 책임운영기관제운영및정부조직진단관리,886000,886000,886000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 민원처리개선(정보화),5963000,5963000,5963000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 행정효율성향상,5473000,5473000,5473000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 개인정보보호강화,11941000,11941000,11941000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 정보공개활성화,750000,750000,750000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 창조정부전략, 공공데이터개방및이용활성화지원(정보화),19856000,19856000,19856000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 전자정부실행기반마련(정보화),121487000,121487000,121487000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 지역정보화지원(정보화),18781000,18781000,18781000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 정보보호체계강화(정보화),8491000,8491000,8491000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 전자정부성과평가강화(정보화),423000,423000,423000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 공공서비스신기술적용촉진(정보화),7397000,7397000,7397000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 정부통합전산센터운영(정보화),302235000,302235000,302235000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 정보화마을활성화(정보화),4160000,4160000,4160000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 국제사회전자정부선도국가위상강화(정보화),1717000,1717000,1717000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 정보자원관리기반확충(정보화),7828000,7828000,7828000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 미래전자정부추진(정보화),3461000,3461000,3461000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 행정정보화지원및관리조정(정보화),4438000,4438000,4438000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 정부자원관리, 전자정부, 대민서비스기반확충,2438000,2438000,2438000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 정부의전, 국가의정관리,16054000,16054000,16054000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 청사관리, 정부청사시설관리,168931000,168931000,168931000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 청사관리, 공무원통근버스운행,12847000,12847000,12847000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록물효율적관리,10040000,10040000,10040000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록관리정보화(정보화),4958000,4958000,4958000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록관리정책및교육,1046000,1046000,1046000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록정보서비스,1698000,1698000,1698000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록관리인프라구축,707000,707000,707000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록물보전시설관리,6984000,6984000,6984000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 기록물보존기술연구,900000,900000,900000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 기록물관리, 대통령기록관리,25962000,25962000,25962000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 과거사관련업무지원단운영,11783000,11783000,11783000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 강제동원진상규명,27714000,27714000,27714000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 민주화관련자명예회복,3710000,3710000,3710000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 민주화운동기념사업회지원,5858000,5858000,5858000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 2ㆍ28민주운동지원,200000,200000,200000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 광주민주인권평화사업지원,2429000,2429000,2429000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 민주화지원및과거사정리, 부산민주항쟁기념사업,238000,238000,238000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 본부인건비,133971881,133971881,133971881,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 소속기관인건비,100086431,100086431,100086431,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 본부기본경비,18950580,18950580,18950580,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 소속기관기본경비,15059000,15059000,15059000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 안전행정정보화(정보화),5983000,5983000,5983000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 정책연구개발,865000,865000,865000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 부내행정지원,1134000,1134000,1134000,
2015, 안전행정부, 일반회계, , 일반·지방행정, 일반행정, 안전행정행정지원, 국제행정발전지원,461000,461000,461000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 경찰, 과학수사, 과학수사연구원인건비,21560252,21560252,21560252,
2015, 안전행정부, 일반회계, , 공공질서및안전, 경찰, 과학수사, 과학수사연구원기본경비,3451000,3451000,3451000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 경찰, 과학수사, 과학적수사활동지원,15253000,15253000,15253000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 경찰, 과학수사, 과학수사정보화(정보화),601000,601000,601000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 경찰, 과학수사, 과학수사감정기법연구개발,4809000,4809000,4809000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 국가안전정책수립및시행,1696000,1696000,1696000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 국민생활안전체계구축,3199000,3199000,3199000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 비상대비정보화(정보화),2107000,2107000,2107000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 재난안전통신망구축,47000000,47000000,47000000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 승강기안전관리,1812000,1812000,1812000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 비상대비훈련,913000,913000,913000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 비상시동원능력강화,925000,925000,925000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 서해5도종합발전지원,6767000,6767000,6767000,
2015, 안전행정부, 일반회계, , 공공질서및안전, 재난관리, 재난안전, 재난안전업무지원기술개발,31728000,31728000,31728000,
2015, 안전행정부, 일반회계, , 사회복지, 취약계층지원, 일자리지원, 지역일자리창출,9207000,9207000,9207000,
2015, 안전행정부, 일반회계, , 사회복지, 공적연금, 회계기금간거래(공무원연금부담금), 일반회계에서공무원연금기금으로전출금,3035279000,3035279000,3035279000,
2015, 안전행정부, 일반회계, , 교통및물류, 도로, 지방도구조개선, 도로교통사고예방,172000,172000,172000,
2015, 안전행정부, 혁신도시건설특별회계, , 일반·지방행정, 정부자원관리, 중앙공무원교육, 중앙공무원교육원이전,57012000,57012000,57012000,
2015, 안전행정부, 혁신도시건설특별회계, , 공공질서및안전, 재난관리, 재난안전, 재난안전연구원청사신축,4306000,4306000,4306000,
2015, 안전행정부, 지역발전특별회계, 생활기반계정, 일반·지방행정, 지방행정·재정지원, 지역발전, 특수상황지역개발,186522000,186522000,186522000,
2015, 안전행정부, 지역발전특별회계, 생활기반계정, 사회복지, 취약계층지원, 일자리지원, 지역일자리창출,23689000,23689000,23689000,
2015, 안전행정부, 지역발전특별회계, 경제발전계정, 일반·지방행정, 지방행정·재정지원, 지방행정, 지자체자율통합지원,16685000,16685000,16685000,
2015, 안전행정부, 지역발전특별회계, 경제발전계정, 일반·지방행정, 지방행정·재정지원, 지역발전, 광역경제권추진지원,200000,200000,200000,
2015, 안전행정부, 지역발전특별회계, 경제발전계정, 일반·지방행정, 지방행정·재정지원, 지역발전, 접경초광역권발전지원,18959000,18959000,18959000,
2015, 안전행정부, 지역발전특별회계, 경제발전계정, 공공질서및안전, 재난관리, 재난안전, 어린이안전영상정보인프라구축,52574000,52574000,52574000,
2015, 안전행정부, 지역발전특별회계, 경제발전계정, 교통및물류, 도로, 지방도구조개선, 지역교통안전환경개선,64600000,64600000,64600000,
2015, 안전행정부, 지역발전특별회계, 제주특별자치도계정, 일반·지방행정, 지방행정·재정지원, 지방행정, 자원봉사활성화지원(제주),50000,50000,50000,
2015, 안전행정부, 지역발전특별회계, 제주특별자치도계정, 일반·지방행정, 지방행정·재정지원, 지역발전, 특수상황지역개발(제주),2879000,2879000,2879000,
2015, 안전행정부, 지역발전특별회계, 제주특별자치도계정, 사회복지, 취약계층지원, 일자리지원, 지역일자리창출(제주),195000,195000,195000,
2015, 안전행정부, 지역발전특별회계, 제주특별자치도계정, 교통및물류, 도로, 지방도구조개선, 지역교통안전환경개선(제주),3000000,3000000,3000000,
2015, 안전행정부, 지역발전특별회계, 세종특별자치시계정, 사회복지, 취약계층지원, 일자리지원, 지역일자리창출(세종),68000,68000,68000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 종교문화지원, 종교문화활동 및 보존지원,54410000,54410000,54410000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 콘텐츠산업 육성, 문화콘텐츠산업 진흥 환경 조성,141654000,141654000,141654000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 콘텐츠산업 육성, 문화콘텐츠산업 육성,80696000,80696000,80696000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 콘텐츠산업 육성, 문화콘텐츠산업 기술지원,53790000,53790000,53790000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 콘텐츠산업 육성, 문화산업기관지원,43253000,43253000,43253000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 건강한 저작권 생태계 조성, 저작권 인식제고 및 기관지원,21522000,21522000,21522000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 건강한 저작권 생태계 조성, 저작권 보호활동 강화,16774000,16774000,16774000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 건강한 저작권 생태계 조성, 저작물 이용 및 유통환경 조성,9091000,9091000,9091000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 건강한 저작권 생태계 조성, 저작권 기술 기반 조성,7000000,7000000,7000000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 문화미디어산업육성및지원, 미디어산업육성,38790000,38790000,38790000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 문화미디어산업육성및지원, 방송영상콘텐츠 및 광고산업 활성화,41748000,41748000,41748000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 문화미디어산업육성및지원, 출판산업육성,32147000,32147000,32147000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 창의적문화정책구현, 문화정책지원,17845000,22845000,21845000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 창의적문화정책구현, 국어문화진흥,17970000,17970000,17970000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 창의적문화정책구현, 지역·전통문화 진흥,28944000,28944000,28944000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 창의적문화정책구현, 국제문화교류,45368000,45368000,45368000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 문화예술단체지원,80243000,80243000,80243000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 공연 및 전통예술의 활성화,14600000,44600000,44600000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 기초예술역량강화,44104000,44104000,44104000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 시각예술 진흥기반 구축,21434000,21434000,21434000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 문화예술공간조성,26900000,26900000,26900000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 문화예술교육지원,106666000,106666000,106666000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 국립학교 운영,11400000,11400000,11400000
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국정홍보기획, 정책홍보지원,6049000,6049000,6049000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국정홍보기획, 대국민커뮤니케이션 강화,14533000,14533000,14533000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국정홍보기획, 정책포털시스템 운영(정보화),3050000,3050000,3050000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 인문정신문화진흥 및 문화기반 육성, 도서관정보·정책 체계 활성화,9376000,9376000,9376000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 인문정신문화진흥 및 문화기반 육성, 지능형 도서관 기반기술 조성,944000,944000,944000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 인문정신문화진흥 및 문화기반 육성, 박물관 정책 활성화,23307000,23307000,23307000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 인문정신문화진흥 및 문화기반 육성, 인문정신문화 진흥,53892000,53892000,53892000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 예술원지원, 예술원운영,2756000,2756000,2756000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 한국예술종합학교운영, 한국예술종합학교운영,32617000,32617000,32617000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 한국예술종합학교운영, 학교종합정보시스템구축(정보화),674000,674000,674000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립박물관운영, 국립박물관 운영,67445000,67445000,67445000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립박물관운영, 박물관종합정보서비스 구축(정보화),559000,559000,559000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립국어원운영, 국어발전기반조성및진흥,10828000,10828000,10828000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립국어원운영, 국립국어원 정보화,628000,628000,628000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립중앙도서관운영, 국립중앙도서관 운영,38665000,38665000,38665000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립중앙도서관운영, 도서관정보화,15834000,15834000,15834000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 해외문화홍보원 운영, 해외문화홍보원 운영,31665000,31665000,31665000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 해외문화홍보원 운영, 해외문화홍보원 정보화(정보화),1075000,1075000,1075000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립중앙극장운영, 국립중앙극장 운영,26596000,26596000,26596000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립중앙극장운영, 국립중앙극장 정보화,319000,319000,319000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립현대미술관운영, 국립현대미술관 운영,38093000,38093000,38093000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립현대미술관운영, 미술관 정보화 환경개선,761000,761000,761000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립국악원운영, 국립국악원 운영,48608000,48608000,48608000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립국악원운영, 국악원정보시스템환경구축,949000,949000,949000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립민속박물관운영, 국립민속박물관운영활성화,16679000,16679000,16679000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 대한민국역사박물관 운영, 대한민국역사박물관 운영,13507000,13507000,13507000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립한글박물관 운영, 국립한글박물관 운영,11952000,11952000,11952000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 한국정책방송원 운영, 한국정책방송원 운영,20478000,20478000,20478000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립국악중고운영, 국악교육지원,2851000,2851000,2851000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 국립전통예술중고 운영, 전통예술중고 지원,5166000,5166000,5166000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 회계간거래(전출금), 회계간전출(아시아문화중심도시조성특별회계),89162000,89162000,89162000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 회계기금간거래(전출금), 일반회계전출(지역신문발전기금),10000000,10000000,10000000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화예술, 회계기금간거래(전출금), 일반회계전출(문화예술진흥기금),0,30500000,30500000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 관광, 외래관광객유치, 국제관광교류,23336000,23336000,23336000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 관광, 사행산업통합감독위원회 운영, 사행산업통합감독위원회 운영,2683000,2683000,2683000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 체육, 생활체육육성, 생활체육활성화,2411000,2411000,2411000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 체육, 스포츠산업 육성 및 국제교류, 스포츠산업육성,200000,200000,200000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 체육, 스포츠산업 육성 및 국제교류, 국제체육 역량 강화,876000,876000,876000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 체육, 장애인체육육성, 장애인체육 진흥,110000,110000,110000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 본부인건비,57214225,57214225,57214225,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 소속기관인건비,116352766,116352766,116352766,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 총액인건비대상 본부기본경비,4860000,4860000,4860000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 본부기본경비,5252000,5252000,5252000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 총액인건비대상 소속기관기본경비,5384000,5384000,5384000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 소속기관기본경비,16265000,16265000,16265000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 청사관리,3386000,3386000,3386000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 종합정책연구,29977000,29977000,29977000,
2015, 문화체육관광부, 일반회계, , 문화및관광, 문화및관광일반, 문화·관광행정지원, 문화정보화체계구축,10084000,10084000,10084000,
2015, 문화체육관광부, 아시아문화중심도시조성특별회계, , 문화및관광, 문화예술, 아시아문화중심도시조성, 문화중심도시조성,94130000,94130000,94130000,
2015, 문화체육관광부, 지역발전특별회계, 생활기반계정, 문화및관광, 문화예술, 콘텐츠산업 육성, 지방문화산업기반조성,12300000,12300000,12300000,
2015, 문화체육관광부, 지역발전특별회계, 생활기반계정, 문화및관광, 문화예술, 창의적문화정책구현, 문화시설확충및운영,126019000,126019000,126019000,
2015, 문화체육관광부, 지역발전특별회계, 생활기반계정, 문화및관광, 문화예술, 예술의 진흥 및 생활화, 산업화, 시각예술 진흥기반 구축(생활),9330000,9330000,9330000
2015, 문화체육관광부, 지역발전특별회계, 생활기반계정, 문화및관광, 관광, 관광진흥기반확충, 관광자원개발,222978000,222978000,222978000,
2015, 문화체육관광부, 지역발전특별회계, 생활기반계정, 문화및관광, 체육, 생활체육육성, 체육진흥시설지원,127825000,127825000,127825000,
2015, 문화체육관광부, 지역발전특별회계, 경제발전계정, 문화및관광, 문화예술, 창의적문화정책구현, 지역문화 컨설팅 지원,336000,336000,336000,
2015, 문화체육관광부, 지역발전특별회계, 경제발전계정, 문화및관광, 관광, 관광진흥기반확충, 광역관광자원개발,174070000,174070000,174070000,
2015, 문화체육관광부, 지역발전특별회계, 경제발전계정, 문화및관광, 관광, 관광레저도시육성, 관광레저 개발 육성,29920000,29920000,29920000,
