"","time","userlevel","gamebalance"
"7154",142,15,57
"13499",138,12,53
"8154",119,17,63
"5957",135,13,50
"6985",141,13,56
"4252",136,10,41
"6350",137,13,69
"7494",144,11,59
"9445",162,22,77
"14994",130,11,45
"14989",130,10,55
"19646",88,0,9
"5417",133,11,47
"15052",96,11,45
"1564",110,4,25
"11172",154,25,69
"13734",117,13,51
"1602",111,4,26
"12786",142,12,57
"11829",148,17,37
"16276",124,12,39
"2882",110,7,27
"7353",143,15,58
"7825",146,16,61
"13254",139,14,74
"11998",147,17,85
"1465",122,4,24
"15208",129,11,34
"8114",148,17,65
"12674",142,15,62
"11570",150,20,65
"4985",130,11,45
"1695",112,4,26
"14241",134,12,48
"2775",118,7,20
"2702",118,7,33
"5970",122,13,50
"17094",119,7,34
"9620",166,23,114
"15009",130,11,45
"17733",84,7,29
"17254",118,7,46
"17321",117,9,32
"361",94,0,9
"16049",125,9,45
"8546",111,18,38
"8859",155,19,69
"19207",102,1,16
"5383",154,8,35
"10288",167,24,107
"19804",88,0,4
"5936",135,11,50
"13982",135,13,75
"9093",157,20,72
"3060",120,9,35
"8195",149,14,63
"14764",131,11,46
"13547",137,14,52
"16107",124,9,39
"12594",143,18,58
"12122",146,19,61
"6014",166,13,44
"1083",147,2,21
"6733",139,14,54
"11798",148,17,63
"15306",128,10,43
"19571",96,0,13
"18917",105,3,20
"11546",128,18,66
"1497",153,5,25
"10043",182,29,99
"19660",93,0,8
"10026",185,31,145
"3813",124,6,39
"16997",120,7,41
"12108",195,17,43
"12390",197,11,55
"16536",122,8,38
"6567",138,14,53
"4259",131,9,41
"8091",130,17,63
"17870",114,7,28
"17261",122,5,33
"15538",127,10,42
"10683",121,21,75
"4618",144,10,43
"16401",123,8,38
"6207",137,12,51
"5968",135,13,50
"6235",137,13,51
"13721",190,13,52
"8890",155,19,85
"18672",108,3,22
"14528",132,15,47
"2886",119,8,34
"1575",111,4,16
"2821",119,5,34
"1032",105,2,20
"11302",123,19,68
"605",99,0,14
"335",95,0,8
"3062",129,7,21
"11358",152,19,92
"18549",109,5,23
"15473",128,6,39
"5633",134,8,55
"4947",131,8,45
"8441",121,22,66
"257",91,0,6
"3833",124,9,33
"11346",152,19,99
"10001",205,35,121
"7851",177,16,61
"14290",134,12,49
"7552",144,16,59
"13603",137,14,61
"9396",161,22,76
"9680",167,31,65
"4168",126,9,55
"7255",143,15,57
"12480",143,16,81
"19281",101,1,22
"14205",91,12,64
"745",102,1,17
"8853",154,25,81
"16473",123,8,27
"9375",161,22,76
"14854",131,9,46
"13243",139,14,61
"15494",109,9,27
"10729",158,14,74
"6520",184,14,53
"18525",109,4,23
"12645",142,10,58
"16550",122,8,37
"8556",152,18,53
"18162",149,5,21
"9030",156,20,55
"15155",129,11,44
"10720",159,14,77
"7538",115,22,77
"1467",99,4,29
"3489",122,8,36
"15039",130,11,58
"7203",142,13,57
"1218",107,3,22
"7722",145,16,52
"18514",127,4,23
"9996",201,40,108
"17687",115,6,30
"12605",143,16,58
"11466",151,21,66
"8105",148,17,63
"13753",136,13,69
"4489",128,10,43
"16260",124,9,42
"603",99,0,14
"12725",95,17,57
"327",93,0,8
"7126",142,15,56
"9387",161,22,76
"19833",86,0,2
"2535",117,6,47
"16441",164,8,47
"15219",129,15,26
"15230",129,11,44
"13669",153,13,52
"18057",113,4,27
"13767",136,13,51
"572",94,0,14
"7698",145,16,60
"13259",139,14,54
"13221",99,12,54
"2803",82,7,34
"16617",122,10,36
"17765",114,6,29
"9864",174,32,89
"18278",111,3,25
"8190",147,17,63
"19141",103,1,19
"2364",116,6,31
"8742",153,20,68
"1197",65,3,22
"7005",131,18,56
"2607",117,6,32
"15391",128,10,43
"7959",147,17,62
"14232",134,16,49
"11230",153,19,68
"11545",150,23,66
"16864",116,11,23
"1714",72,5,27
"11246",196,21,75
"1763",112,4,27
"9873",174,26,89
"10939",156,20,38
"11361",171,19,100
"2764",152,7,33
"2817",119,7,34
"11732",149,18,64
"14791",131,11,46
"13126",140,14,55
"14537",132,12,47
"3680",123,6,38
"3559",123,8,38
"1063",106,2,20
"3455",171,6,37
"8243",149,19,72
"15976",125,12,40
"9578",165,23,80
"17644",115,6,30
"11929",147,17,62
"8030",147,16,62
"17069",111,7,37
"12498",143,19,59
"3492",122,8,37
"3049",120,7,35
"17511",94,6,31
"2634",117,7,33
"7593",145,16,66
"15754",126,10,33
"15592",127,10,31
"12866",141,15,56
"11144",154,23,69
"14374",133,11,48
"612",99,0,14
"4753",129,10,45
"939",104,2,19
"8811",124,12,46
"4187",126,11,41
"18996",144,2,19
"10850",151,21,73
"9484",163,17,78
"13569",137,10,52
"10450",150,23,79
"16967",110,7,45
"3344",122,8,26
"4461",128,10,36
"15630",127,10,42
"54",80,0,0
"2529",117,6,43
"19777",89,0,5
"2269",115,4,30
"13477",138,16,53
"1119",106,2,25
"2636",117,6,21
"4159",126,9,24
"6083",136,9,45
"17415",117,7,32
"3447",122,8,37
"372",94,0,8
"16628",145,8,36
"9219",159,21,90
"19006",104,2,19
"16596",122,6,37
"7511",144,11,59
"12167",146,17,61
"19110",103,2,18
"3295",121,8,36
"4958",130,11,30
"14533",132,12,47
"18413",110,4,24
"1091",106,2,21
"11286",153,19,68
"7396",143,15,58
"3095",112,7,51
"6799",140,9,55
"11514",136,16,66
"17853",114,6,29
"11176",154,12,69
"18696",107,3,22
"19292",100,1,15
"19233",101,1,16
"15578",127,10,42
"9910",177,27,92
"19969",105,0,0
"15948",136,9,40
"15512",164,10,42
"12239",145,10,60
"308",119,0,7
"5335",107,11,47
"17502",116,6,31
"11229",153,19,68
"3901",129,8,40
"919",104,1,22
"10320",166,23,115
"6438",138,13,75
"16906",120,9,35
"15452",176,10,43
"14779",174,11,46
"3094",120,5,35
"2836",119,6,34
"10747",158,21,67
"3026",120,7,35
"9896",176,27,66
"9983",251,30,102
"17058",119,8,34
"15727",93,6,34
"13659",137,12,52
"14305",121,12,27
"448",96,0,11
"4112",126,9,31
"8305",189,20,86
"2235",115,7,16
"17608",145,6,30
"11270",153,16,68
"18623",81,3,18
"16077",125,9,39
"5682",134,17,49
"6256",173,13,52
"7049",141,21,56
"7425",178,14,58
"5823",134,12,49
"6476",138,13,53
"14523",132,9,47
"6708",139,11,54
"17014",119,7,34
"11425",151,16,67
"11519",98,18,73
"15455",85,11,43
"223",90,0,7
"18784",107,3,21
"5300",132,12,53
"8651",152,19,94
"19907",82,0,0
"5447",96,12,47
"932",104,3,13
"8946",165,20,70
"8510",151,18,66
"18010",113,5,28
"176",88,0,4
"1345",109,3,23
"15925",125,9,40
"19326",100,0,15
"5192",131,13,25
"6478",138,15,36
"10414",164,23,80
"15471",96,10,46
"2888",119,5,34
"16968",75,9,34
"6485",138,13,35
"12932",141,15,56
"16614",122,8,36
"18061",144,5,27
"11988",147,17,62
"19471",98,0,12
"15172",152,12,44
"730",127,1,16
"6488",138,18,53
"5339",120,11,45
"4561",128,9,43
"6406",138,13,52
"18130",106,5,27
"18274",111,4,30
"17495",96,7,31
"11965",147,14,62
"19746",90,0,6
"10574",182,18,77
"2297",115,6,39
"10711",203,21,89
"19849",86,0,2
"17994",113,6,28
"16828",121,8,42
"5671",134,15,49
"14631",132,14,47
"8602",152,18,67
"17157",119,7,33
"7286",94,15,57
"1839",112,5,28
"5177",131,11,54
"13747",151,13,51
"18081",141,5,27
"666",90,0,15
"1421",142,3,24
"17791",114,6,29
"16969",120,7,33
"14338",133,8,48
"6282",137,8,52
"11812",148,15,63
"15014",130,11,45
"5051",131,11,45
"3286",122,7,36
"14757",85,13,46
"14754",153,11,46
"11298",171,13,68
"18300",111,4,25
"16534",122,8,49
"12536",157,16,32
"4773",129,10,44
"911",83,1,19
"9521",163,23,105
"9017",156,26,71
"10181",221,26,88
"10768",212,21,82
"3456",132,8,44
"2881",119,7,22
"6490",138,18,53
"539",98,0,13
"10258",168,24,85
"13643",137,11,52
"8416",150,18,65
"11476",151,18,66
"19150",102,1,24
"14302",133,17,49
"17004",119,7,34
"10015",189,35,106
"11739",149,18,64
"5620",182,8,48
"15352",128,10,43
"5721",134,12,31
"5776",134,12,49
"14893",131,9,45
"3527",122,8,38
"5908",188,12,50
"2875",149,7,34
"16198",124,9,42
"4566",128,12,50
"7773",146,20,60
"15063",161,11,48
"13881",136,13,28
"4833",114,10,44
"163",88,0,2
"12611",143,15,49
"2602",117,6,25
"1649",111,4,26
"4336",156,10,42
"12118",146,17,91
"1621",131,4,26
"1572",111,5,22
"3077",120,7,35
"3472",122,5,37
"13468",128,14,53
"7537",97,11,71
"3360",122,8,37
"17946",113,5,28
"8665",152,19,61
"9897",115,27,109
"4853",130,11,44
"12476",156,16,47
"8417",150,18,65
"4966",119,11,45
"3014",148,5,35
"1563",110,4,25
"19826",75,0,3
"15746",126,10,41
"7315",143,15,76
"13265",114,14,54
"4005",144,9,40
"1452",110,5,27
"19908",82,0,0
"2794",118,7,34
"5378",167,11,56
"15253",129,11,44
"18543",109,4,23
"10291",183,24,83
"18078",112,7,38
"11474",151,18,66
"8584",164,22,67
"695",63,1,15
"6467",162,13,53
"12647",142,19,58
"16667",122,6,36
"14904",130,7,52
"11028",123,20,71
"13078",140,15,55
"6808",140,14,55
"17919",114,4,14
"13034",140,15,55
"17517",116,7,31
"15089",130,11,44
"2458",116,6,32
"12322",145,22,60
"2847",119,7,34
"15086",130,9,30
"8506",151,18,66
"15858",126,9,40
"11696",149,17,42
"13742",136,13,51
"13622",125,14,52
"19695",78,0,8
"10213",170,25,98
"18043",113,6,27
"4012",125,9,57
"15206",143,11,44
"17912",114,6,28
"19817",87,0,2
"5929",135,12,50
"187",89,0,3
"10036",124,30,101
"4341",127,10,42
"15451",128,10,36
"11754",149,18,64
"19013",104,2,19
"8827",154,20,84
"14229",101,8,49
"3142",120,7,48
"15629",127,10,42
"3188",121,7,52
"6993",141,14,56
"15998",125,12,40
"6698",119,11,54
"838",103,1,18
"11649",149,18,65
"1035",105,2,20
"10749",158,21,74
"11917",133,17,44
"7224",142,15,57
"16204",124,9,39
"6421",138,13,53
"17552",161,5,31
"12143",146,13,61
"17115",119,7,34
"16115",124,9,39
"3454",122,8,37
"8977",197,20,71
"15935",125,9,40
"4414",127,9,42
"10088",177,27,93
"12557",143,16,36
"11894",91,17,63
"2667",118,6,33
"12956",141,15,56
"2664",118,6,33
"17932",81,5,28
"10408",165,23,80
"9913",178,28,92
"6335",137,8,68
"3764",90,10,39
"4628",129,6,43
"17476",116,6,31
"14187",163,12,49
"14616",139,13,55
"10390",165,23,81
"97",98,0,0
"13161",140,14,55
"1715",112,4,27
"7018",191,15,56
"19865",85,0,0
"4402",85,10,42
"4894",130,15,24
"19640",94,0,5
"1306",151,3,23
"9830",172,26,61
"3229",121,6,36
"7996",182,17,62
"17225",118,7,47
"16908",120,7,35
"15586",149,10,42
"17323",117,7,32
"2665",104,6,33
"6737",154,14,54
"9098",188,20,72
"3945",122,9,40
"3119",120,7,35
"2041",114,5,29
"12005",147,17,62
"2697",118,7,33
"4750",129,10,44
"14364",136,12,48
"4915",130,9,45
"16119",171,9,39
"899",104,1,24
"6689",92,14,61
"3687",123,8,55
"19060",104,2,18
"5849",135,12,34
"9436",162,22,77
"7528",144,16,59
"1587",140,4,26
"15409",128,10,29
"7113",144,11,56
"9871",178,16,89
"10322",109,24,46
"19674",93,0,8
"1286",99,2,25
"17741",115,6,29
"7451",171,14,58
"1126",106,2,21
"6210",137,13,51
"16404",123,12,47
"10610",161,19,77
"373",95,0,10
"4906",123,11,42
"11050",155,20,70
"9544",164,23,79
"16237",113,9,38
"6508",138,14,53
"9400",173,22,76
"7504",168,17,80
"7966",147,17,62
"13995",135,13,50
"11738",195,12,64
"13987",135,16,30
"13303",95,15,54
"997",105,2,20
"18661",108,3,26
"10482",163,22,75
"15202",129,8,44
"6353",137,13,52
"12248",145,15,42
"5439",133,12,68
"19645",108,0,9
"689",64,0,15
"15565",127,10,42
"4840",130,10,44
"12274",145,11,85
"19958",71,0,0
"14971",130,11,45
"3719",164,9,32
"8658",152,19,96
"11290",153,23,68
"4242",165,9,41
"3159",120,8,27
"1062",106,2,25
"2900",119,9,34
"238",72,0,5
"4470",133,13,44
"15439",128,10,43
"3178",128,9,30
"18798",82,2,21
"5322",110,11,47
"12206",93,16,40
"10434",164,23,80
"4746",129,8,62
"16054",125,9,39
"3616",123,10,38
"1375",148,3,24
"13848",136,13,51
"4549",83,6,32
"14951",130,11,55
"17056",119,9,34
"1840",112,6,38
"4585",128,10,37
"7003",141,9,56
"9063",157,26,72
"15507",162,10,42
"9863",125,26,89
"1115",100,3,29
"3307",118,9,36
"10022",186,32,104
"10981",156,20,71
"18794",106,3,21
"449",119,0,15
"7301",121,15,58
"12934",150,15,41
"5477",133,12,48
"19508",112,0,12
"13453",138,18,53
"12058",203,14,48
"7218",142,15,73
"7920",147,16,61
"18561",129,3,23
"16659",160,8,36
"7345",139,9,58
"18434",145,4,19
"10911",156,19,72
"5605",97,12,42
"16461",123,8,37
"4611",111,10,43
"1081",106,1,30
"9292",160,21,75
"10257",140,16,85
"13498",138,14,55
"11134",154,19,80
"16871",120,8,35
"12524",133,16,58
"240",83,0,4
"11238",153,19,68
"10963",176,13,72
"1118",106,2,21
"15420",131,7,37
"13086",140,18,55
"9646",166,23,76
"7749",145,16,46
"1501",110,4,25
"19533",96,0,11
"16988",120,8,34
"2320",126,6,23
"14090",135,13,50
"11336",152,13,67
"7562",176,16,60
"3205",121,9,36
"19973",75,0,0
"17587",110,6,40
"1252",108,4,22
"5474",133,9,48
"16201",105,9,39
"16471",123,8,37
"16131",91,9,39
"17186",118,7,33
"7277",143,15,57
"9136",158,20,72
"13860",136,18,51
"6215",137,9,51
"1388",151,2,28
"5168",130,8,46
"10132",179,26,90
"256",91,0,6
"11061",155,17,103
"3214",121,9,36
"5436",133,12,47
"18482",109,4,24
"15687",127,9,50
"17580",150,6,31
"3169",121,5,29
"8063",181,14,62
"6281",137,16,52
"7812",146,17,33
"11345",161,21,67
"7815",146,16,61
"5856",135,12,49
"5780",134,16,49
"4781",129,10,44
"3665",123,8,34
"17169",118,7,40
"11421",198,19,67
"10453",170,22,79
"5386",154,11,47
"13073",140,16,55
"2112",154,5,30
"16212",124,7,39
"11320",152,19,68
"9639",166,26,81
"12235",148,16,32
"10805",149,21,80
"7525",102,16,59
"15985",145,7,40
"17910",107,4,28
"6315",101,14,29
"9074",157,28,72
"15377",128,10,43
"13694",137,13,43
"10810",158,23,63
"11801",148,16,63
"16414",123,8,34
"843",64,1,18
"13068",140,16,55
"17774",114,6,33
"11630",150,18,40
"5117",160,8,46
"4421",127,10,27
"8136",195,22,50
"13448",135,14,53
"17055",91,7,34
"10892",157,20,72
"5866",135,12,33
"16807",121,11,35
"9221",178,21,74
"4815",141,10,44
"18576",107,3,23
"3946",85,9,39
"16319",123,9,52
"19058",104,2,23
"13176",177,14,54
"12163",146,17,71
"11313",152,20,68
"12970",141,17,82
"3345",122,9,37
"7431",144,15,78
"13837",117,13,51
"7963",147,11,62
"6119",136,13,51
"4885",130,13,45
"5017",133,10,45
"11444",196,19,66
"12085",146,13,61
"16016",135,9,40
"6893",140,14,48
"5323",90,15,26
"13540",138,14,53
"14940",96,12,45
"18002",113,4,28
"4315",127,10,42
"14212",134,12,49
"7040",158,11,83
"3373",122,8,49
"17676",115,6,30
"6959",169,14,56
"7834",146,16,64
"11989",115,17,62
"15520",127,12,42
"16919",86,7,52
"11765",183,16,64
"17880",114,5,24
"11020",155,20,71
"5194",131,11,45
"10032",184,28,102
"14759",131,10,46
"5211",131,15,46
"8850",154,19,69
"13715",137,13,55
"6638",87,15,54
"2175",119,5,35
"15057",130,8,67
"16931",109,7,35
"6111",168,13,51
"16776",121,8,35
"15685",108,10,41
"19189",135,1,16
"4228",126,9,41
"17873",88,5,28
"5960",135,13,50
"7993",152,16,62
"9204",159,20,73
"3047",120,7,35
"1754",120,5,27
"14591",132,8,58
"350",94,0,9
"6831",140,14,55
"16056",123,11,39
"13009",139,16,55
"5319",184,9,66
"1396",109,2,24
"12344",196,16,60
"6881",140,14,79
"2252",115,6,30
"1817",157,5,32
"16555",105,8,23
"7311",143,11,58
"2128",86,5,30
"11344",152,19,67
"6386",137,13,52
"9786",170,26,86
"7757",145,16,48
"8287",173,17,64
"9078",157,13,43
"16509",122,8,37
"19669",93,0,8
"139",59,0,1
"17789",114,6,16
"18264",111,4,25
"7148",142,12,57
"18353",110,4,25
"7000",141,14,56
"1447",110,4,24
"6956",141,14,55
"3076",120,5,20
"16890",116,5,42
"12612",143,15,58
"11562",150,18,65
"14745",131,11,46
"6857",138,19,77
"18873",106,2,15
"11882",104,17,56
"15822",126,10,29
"4378",127,10,42
"16938",120,7,35
"13519",138,13,53
"9970",240,30,57
"6076",136,13,51
"910",114,1,19
"18966",105,2,19
"18247",111,4,26
"3972",125,9,40
"10808",158,21,73
"8397",150,18,65
"416",108,0,10
"11819",148,17,63
"14440",133,10,48
"14244",100,12,40
"3336",134,8,50
"14051",135,13,47
"6568",168,14,53
"14794",131,10,46
"17775",114,6,41
"2326",149,6,31
"9115",158,20,53
"17673",93,6,15
"19909",82,0,0
"395",95,0,10
"6150",163,16,51
"1578",119,4,26
"17743",115,4,29
"16873",120,8,35
"8848",154,19,69
"11668",142,15,91
"3153",120,7,36
"1267",108,2,18
"17899",102,5,14
"10767",158,21,74
"16435",123,7,37
"439",96,0,11
"2070",114,5,29
"2475",133,5,32
"4610",128,10,43
"5437",140,12,47
"8292",149,17,64
"15383",128,8,43
"11206",153,19,69
"13326",139,14,54
"8775",153,19,69
"616",100,0,21
"2187",115,5,30
"17307",118,7,33
"6772",140,14,54
"9855",173,26,89
"4096",126,9,41
"15062",130,11,49
"10447",163,23,80
"17983",113,4,28
"5852",107,12,49
"17354",117,4,45
"11745",198,19,93
"4914",78,12,45
"18445",81,4,24
"8149",148,17,35
"1107",106,2,21
"8443",151,11,57
"18675",108,3,22
"183",73,0,3
"8344",150,18,65
"13194",139,14,54
"15828",126,10,41
"3029",120,5,29
"1472",133,4,22
"8329",150,18,65
"12587",143,16,58
"4969",89,11,45
"2267",115,6,30
"12863",141,15,77
"15489",127,10,42
"14458",133,12,65
"7793",146,10,61
"10755",158,16,74
"13596",137,14,52
"4994",146,11,45
"8133",160,17,63
"10741",158,21,109
"16853",120,8,35
"18729",83,3,21
"2647",118,6,33
"1589",111,4,26
"3435",122,8,37
"6654",139,14,54
"4571",128,8,47
"563",98,0,7
"18745",76,3,21
"14324",81,12,41
"6075",136,13,51
"8539",151,18,66
"1059",106,2,18
"16629",122,8,36
"3154",120,7,21
"19443",114,0,13
"4936",130,11,45
"18089",91,3,27
"16443",157,8,37
"11068",155,20,70
"13558",137,14,52
"15994",125,9,40
"3624",123,6,24
"11060",155,20,55
"1792",94,4,27
"858",103,1,21
"294",92,0,7
"9046",157,14,71
"3113",120,7,35
"4207",125,10,38
"1951",102,5,28
"4295",114,10,42
"2250",115,4,30
"13914",136,16,51
"5157",131,11,24
"2034",72,5,29
"5867",141,12,49
"15718",126,10,41
"6168",122,13,43
"14912",130,11,45
"7712",145,16,60
"16070",125,11,39
"19431",98,0,13
"15642",85,10,42
"11275",190,19,68
"14700",132,12,25
"12465",122,16,60
"12730",142,15,45
"4033",125,9,30
"11491",167,18,66
"2352",116,6,31
"1478",110,4,24
"17303",118,6,33
"15226",110,11,44
"2857",119,7,34
"15847",126,10,41
"7763",145,11,60
"13134",140,17,55
"4375",127,8,42
"3019",120,7,35
"16576",122,8,37
"4945",112,7,45
"16998",120,9,34
"1556",137,4,25
"9605",165,32,80
"9433",162,26,77
"2262",74,6,35
"17506",73,6,38
"3115",94,7,35
"9346",99,20,75
"6132",136,12,76
"13760",136,13,51
"14499",132,15,47
"11854",148,16,68
"837",103,1,12
"11426",207,23,67
"5761",134,12,45
"6302",137,13,52
"13119",140,14,55
"19928",81,0,0
"2815",119,7,34
"19650",93,0,9
"301",92,0,7
"7583",105,16,49
"15134",129,11,37
"5513",133,12,59
"578",99,0,17
"19538",79,0,15
"15703",107,10,61
"10411",164,23,78
"15115",129,9,42
"13535",138,11,53
"1133",106,2,11
"13642",137,11,52
"7405",143,10,78
"3754",141,9,39
"18025",113,5,24
"8808",154,21,69
"19216",90,1,16
"4844",130,11,44
"9282",125,21,62
"15173",129,11,44
"5088",138,8,46
"17747",115,6,29
"4824",130,10,34
"8734",172,19,68
"12961",141,15,56
"5985",135,16,50
"9498",148,22,78
"6164",125,13,51
"19263",101,1,13
"5663",134,12,49
"18984",130,2,18
"5197",131,11,46
"13744",136,15,51
"12237",145,16,42
"14864",131,11,65
"19202",102,1,16
"11392",152,13,67
"9936",248,28,94
"19487",97,0,13
"2760",118,7,33
"19123",125,1,12
"5287",120,13,51
"5913",135,12,50
"627",100,0,14
"11374",152,15,67
"5736",134,12,35
"6094",136,13,51
"7719",179,16,60
"3211",121,8,36
"4394",164,10,42
"15159",129,11,44
"17538",116,7,31
"16657",122,8,35
"14221",141,12,55
"488",106,0,12
"8233",149,17,64
"430",96,0,11
"8894",155,19,70
"4000",125,9,40
"1727",112,4,18
"12379",144,16,60
"17033",119,7,34
"5614",133,12,48
"562",116,0,9
"15563",127,10,42
"16683",121,8,36
"7163",142,15,57
"3082",95,7,35
"5133",131,11,57
"4984",130,11,45
"3770",124,9,39
"11463",151,17,66
"171",61,0,2
"7904",146,16,61
"12749",142,15,57
"17715",157,6,30
"1721",112,5,27
"14818",131,12,46
"9529",164,25,109
"17452",117,8,45
"13113",140,8,55
"16238",124,10,38
"7687",96,16,58
"6262",137,11,52
"3554",114,8,38
"17416",117,7,32
"10529",162,19,57
"15951",125,9,40
"11845",184,17,85
"18933",72,2,20
"3408",122,8,40
"15162",129,14,57
"19290",101,1,15
"16738",146,7,44
"16951",120,10,47
"17190",155,10,33
"6396",105,13,35
"4292",91,10,42
"13157",115,12,55
"18541",109,3,25
"8362",150,22,92
"4547",142,12,43
"422",96,0,10
"9242",122,21,74
"6595",139,18,53
"8958",156,19,70
"7010",141,10,56
"8571",181,24,67
"2860",119,7,32
"16766",121,8,36
"6006",135,13,50
"10034",184,22,147
"76",82,0,0
"4888",130,13,45
"7129",142,15,57
"7456",150,15,58
"11",68,0,0
"17553",116,8,31
"19778",96,0,5
"11510",151,16,36
"11945",147,17,80
"13520",138,14,53
"10739",139,21,74
"679",130,0,15
"6797",140,11,55
"18132",112,5,40
"5963",135,13,50
"16300",124,7,38
"7995",147,17,71
"15485",127,12,42
"7603",145,16,59
"68",81,0,0
"16280",124,9,38
"3772",124,8,39
"11382",137,19,67
"2739",118,7,33
"6022",136,13,50
"14647",149,13,47
"10680",159,18,75
"3843",124,10,39
"7527",144,13,59
"5943",135,12,50
"17102",82,8,47
"595",99,0,12
"4217",117,9,48
"19037",104,2,18
"3555",123,7,38
"45",80,0,0
"3586",123,10,38
"10533",162,22,78
"2577",117,7,32
"19613",94,0,9
"19248",101,1,15
"12938",188,15,30
"1181",107,3,22
"938",69,2,19
"9050",157,22,71
"15928",125,9,40
"94",114,0,0
"9216",159,21,86
"1983",114,5,15
"13301",139,14,54
"18833",106,4,18
"17911",114,5,28
"4150",126,9,41
"9028",185,20,71
"284",92,0,7
"13779",136,13,51
"2937",119,7,34
"14938",130,11,45
"1281",108,3,23
"456",96,0,11
"15132",109,11,44
"15802",100,13,41
"7432",144,15,58
"17287",118,7,33
"10634",160,15,76
"15631",127,10,61
"7394",143,15,58
"12037",112,19,62
"19630",94,0,9
"18863",70,2,20
"17986",125,3,16
"19316",100,1,20
"12546",177,18,58
"17488",116,6,26
"9289",160,17,75
"5233",132,9,46
"6760",140,14,31
"13788",136,13,51
"5225",107,11,50
"19003",104,1,19
"12280",145,16,60
"6096",136,13,31
"9203",159,21,73
"10276",196,24,84
"3469",135,8,20
"5503",133,12,48
"7288",143,15,57
"3400",149,8,37
"17074",145,7,22
"9241",159,21,74
"7027",141,15,56
"6145",136,13,51
"3463",122,10,37
"14328",133,12,48
"13674",99,13,52
"6204",188,13,51
"8536",151,15,96
"3925",125,9,43
"15300",128,11,43
"3236",121,8,36
"11035",181,20,70
"6475",138,13,53
"14879",131,11,45
"15751",126,6,41
"6498",97,8,53
"13623",137,14,52
"889",104,1,19
"16730",146,8,36
"11231",153,19,68
"5740",134,12,49
"10463",163,22,102
"640",100,0,15
"5190",131,11,46
"9747",169,26,84
"6025",136,13,50
"10778",158,21,74
"14635",132,12,47
"5105",131,14,46
"12046",161,17,62
"14370",94,14,60
"14943",130,9,41
"11734",149,18,64
"13390",86,16,53
"1149",74,2,22
"13282",139,16,78
"15365",128,11,25
"12795",100,19,57
"10438",164,23,80
"6445",138,13,53
"10928",156,20,46
"16047",125,9,39
"9969",184,29,98
"17164",115,7,33
"1899",113,5,28
"1380",123,3,24
"15909",167,9,40
"14436",133,12,48
"12313",145,17,60
"6352",137,13,27
"5123",131,8,46
"11520",150,18,66
"16590",157,5,37
"13055",140,15,80
"4612",128,11,43
"1098",143,2,21
"13529",190,14,69
"12792",142,15,36
"493",85,0,12
"13515",138,14,53
"1865",113,5,21
"12200",145,11,89
"11408",152,19,67
"18925",105,2,20
"6384",137,9,52
"10935",156,21,94
"14315",169,12,34
"15060",130,11,67
"4059",125,9,40
"6349",137,12,52
"8829",154,17,89
"10735",158,14,46
"7323",143,14,58
"12287",145,20,60
"12105",146,17,61
"6462",138,11,40
"8228",189,14,64
"7374",143,14,67
"14888",131,11,45
"8453",151,13,66
"8567",152,23,67
"17246",118,7,33
"18437",109,3,24
"18690",123,3,16
"12284",145,16,60
"19820",87,0,3
"4358",128,10,45
"8844",145,13,49
"19735",91,0,6
"16825",121,9,35
"13565",89,15,52
"944",104,2,19
"2841",119,8,34
"10138",166,26,90
"19890",83,0,0
"2483",116,8,28
"17990",92,6,28
"3005",120,7,19
"485",97,0,17
"9135",158,20,72
"8484",200,18,88
"3097",120,7,30
"16711",108,8,41
"8108",135,17,63
"6054",136,13,27
"3958",125,9,40
"4458",128,10,42
"8175",148,13,64
"14859",131,7,48
"11280",153,24,68
"1289",108,2,23
"16554",79,10,37
"9267",159,23,74
"92",83,0,0
"18076",112,5,25
"18253",111,4,26
"18586",108,3,23
"16127",145,7,39
"17037",119,7,34
"7016",141,15,56
"8833",154,19,53
"7543",144,13,59
"8017",147,22,62
"6192",89,13,53
"19054",104,2,9
"15164",129,11,44
"18636",108,3,22
"4796",129,10,53
"460",96,0,11
"5948",97,13,26
"268",91,0,6
"19491",85,0,12
"2182",115,3,30
"18938",105,2,13
"2709",118,7,33
"10569",161,24,39
"5709",134,9,49
"14808",80,13,46
"4988",130,10,65
"17926",124,5,28
"15280",128,11,38
"6188",166,13,51
"12920",195,15,59
"647",100,0,15
"7660",145,13,60
"18459",109,4,24
"19876",84,0,0
"17944",113,5,28
"12794",142,15,58
"14983",130,13,45
"1826",112,6,28
"3042",120,6,52
"1821",112,5,15
"17651",148,6,43
"2998",85,7,35
"10536",162,22,78
"7517",144,16,32
"17453",156,6,40
"10854",157,21,73
"3030",120,7,35
"7137",142,18,52
"12889",141,15,68
"7002",132,15,56
"11240",153,19,61
"12384",144,18,33
"5810",134,12,49
"5246",132,11,46
"5774",134,12,49
"10429",195,14,80
"14554",132,16,47
"3210",121,8,36
"7351",143,15,86
"7845",146,20,61
"15150",167,11,44
"19392",99,0,20
"2109",114,3,30
"14790",131,11,37
"2942",119,7,18
"8010",147,17,62
"17664",115,6,30
"19578",96,0,10
"14634",132,14,47
"17358",117,7,32
"2792",89,7,38
"5041",131,14,31
"14218",134,12,49
"2462",116,8,32
"1646",111,4,26
"10914",121,23,72
"16102",125,9,39
"11993",147,17,62
"13871",136,10,51
"19842",86,0,2
"7067",141,15,56
