"CUSTOMER_NBR","STATE","ZIP_CODE","SHOPPER_SEGMENT_CODE","city","latitude","longitude","timezone","cluster"
198273,"NY",13733,1,"Bainbridge",42.292692,-75.47528,"EST",3
198290,"TX",75244,4,"Dallas",32.922624,-96.83616,"CST",3
198326,"AL",35905,0,"Gadsden",33.942031,-85.93993,"CST",3
198382,"TX",77385,4,"Conroe",30.18771,-95.43893,"CST",3
198485,"FL",34711,4,"Clermont",28.545742,-81.74805,"EST",3
198524,"PA",19087,4,"Wayne",40.058808,-75.40069,"EST",3
198588,"WA",98233,4,"Burlington",48.486892,-122.33366,"PST",3
198669,"NY",13790,1,"Johnson City",42.125725,-75.96686,"EST",3
198691,"TX",78640,4,"Kyle",29.996916,-97.84756,"CST",3
198812,"MD",21769,1,"Middletown",39.446452,-77.55169,"EST",3
198836,"NJ",8619,4,"Trenton",40.240558,-74.69588,"EST",3
198853,"NJ",8731,4,"Forked River",39.848035,-74.21297,"EST",3
198854,"CT",6902,4,"Stamford",41.047996,-73.53688,"EST",3
198857,"AR",71832,1,"De Queen",34.038226,-94.33597,"CST",3
198905,"MN",55303,4,"Anoka",45.247509,-93.418,"CST",3
198928,"MA",2054,4,"Millis",42.166398,-71.36178,"EST",3
198938,"PA",17032,1,"Halifax",40.48358,-76.8727,"EST",3
198954,"TN",37923,4,"Knoxville",35.928997,-84.07543,"CST",3
198994,"MS",39212,2,"Jackson",32.234627,-90.26331,"CST",3
198995,"OR",97702,3,"Bend",44.020483,-121.30891,"PST",3
199137,"CA",95673,1,"Rio Linda",38.688069,-121.44874,"PST",3
199175,"OH",44119,0,"Cleveland",41.586749,-81.54584,"EST",3
199275,"WY",83116,3,"Diamondville",41.779266,-110.53868,"MST",3
199290,"UT",84335,0,"Smithfield",41.833371,-111.85897,"MST",3
199382,"IN",46617,4,"South Bend",41.684504,-86.23576,"EST",3
199404,"NY",12406,4,"Arkville",42.130111,-74.57574,"EST",3
199475,"WI",53149,4,"Mukwonago",42.872477,-88.34409,"CST",3
199512,"MO",65810,4,"Springfield",37.120301,-93.31461,"CST",3
199668,"CA",94044,2,"Pacifica",37.613806,-122.48229,"PST",3
199721,"NY",11746,4,"Huntington Station",40.821698,-73.37553,"EST",3
199825,"FL",32246,4,"Jacksonville",30.296911,-81.52228,"EST",3
199827,"FL",32507,1,"Pensacola",30.360887,-87.33451,"EST",3
199885,"NJ",8251,4,"Villas",39.022256,-74.93616,"EST",3
199978,"OH",43160,1,"Washington Court House",39.533002,-83.43905,"EST",3
200024,"TX",77351,1,"Livingston",30.712538,-94.89915,"CST",3
200076,"DE",19808,2,"Wilmington",39.734279,-75.6631,"EST",3
200092,"AR",71675,1,"Wilmar",33.592313,-91.93607,"CST",3
200130,"KY",40511,0,"Lexington",38.105283,-84.50775,"EST",3
200166,"IN",46582,1,"Warsaw",41.281518,-85.81927,"EST",3
200176,"NY",14206,4,"Buffalo",42.880105,-78.81049,"EST",3
200199,"FL",32317,4,"Tallahassee",30.479347,-84.346204,"EST",3
200228,"FL",32920,4,"Cape Canaveral",28.390932,-80.60501,"EST",3
200244,"IL",61801,0,"Urbana",40.109647,-88.21246,"CST",3
200282,"CA",95687,2,"Vacaville",38.34401,-121.95333,"PST",3
200498,"IL",60465,4,"Palos Hills",41.699432,-87.82977,"CST",3
200636,"NY",13327,1,"Croghan",43.932489,-75.29084,"EST",3
200697,"MO",63873,0,"Portageville",36.436042,-89.68851,"CST",3
200947,"MD",21403,5,"Annapolis",38.946462,-76.48358,"EST",3
201027,"PA",15239,0,"Pittsburgh",40.482655,-79.74278,"EST",3
201086,"VA",23188,4,"Williamsburg",37.322936,-76.75793,"EST",3
201194,"GA",30103,4,"Adairsville",34.368647,-84.92452,"EST",3
201209,"CA",91016,4,"Monrovia",34.140806,-118.00184,"PST",3
201215,"GA",30087,5,"Stone Mountain",33.817438,-84.13167,"EST",3
201332,"OH",43952,1,"Steubenville",40.371185,-80.63426,"EST",3
201450,"TN",37130,5,"Murfreesboro",35.860152,-86.3648,"CST",3
201497,"NC",27834,0,"Greenville",35.626653,-77.37896,"EST",3
201502,"NC",28208,4,"Charlotte",35.235791,-80.89295,"EST",3
201595,"PA",15205,3,"Pittsburgh",40.436618,-80.07289,"EST",3
201677,"MO",63010,5,"Arnold",38.42727,-90.38515,"CST",3
201695,"FL",33063,1,"Pompano Beach",26.251909,-80.21016,"EST",3
201729,"AZ",86327,1,"Dewey",34.533237,-112.20644,"MST",3
201828,"MI",48101,5,"Allen Park",42.254788,-83.21027,"EST",3
201881,"KY",42049,4,"Hazel",36.511681,-88.32543,"EST",3
201987,"AZ",85086,4,"Anthem",33.831866,-112.06339,"MST",3
202017,"ID",83333,3,"Hailey",43.527659,-114.31153,"MST",3
202141,"NH",3570,4,"Berlin",44.463337,-71.19092,"EST",3
202208,"OR",97306,4,"Salem",44.858446,-123.05368,"PST",3
202215,"KS",67230,4,"Wichita",37.683392,-97.1706,"CST",3
202383,"TN",37027,4,"Brentwood",36.007373,-86.79121,"CST",3
202506,"MT",59102,2,"Billings",45.778852,-108.5742,"MST",3
202523,"IN",46975,4,"Rochester",41.073678,-86.23521,"EST",3
202573,"PA",19512,4,"Boyertown",40.338497,-75.6632,"EST",3
202676,"TX",77429,4,"Cypress",29.982746,-95.66597,"CST",3
202767,"CA",91902,1,"Bonita",32.663803,-117.02456,"PST",3
202797,"AZ",86442,0,"Bullhead City",35.097719,-114.59734,"MST",3
202808,"TX",75032,0,"Rockwall",32.867103,-96.44129,"CST",3
202925,"IA",50131,1,"Johnston",41.674757,-93.71865,"CST",3
202931,"CA",95758,3,"Elk Grove",38.406432,-121.43673,"PST",3
202936,"ID",83709,5,"Boise",43.572671,-116.29527,"MST",3
202978,"RI",2889,2,"Warwick",41.706814,-71.3911,"EST",3
203072,"VA",23701,4,"Portsmouth",36.810448,-76.36811,"EST",3
203216,"TX",78045,4,"Laredo",27.648832,-99.53371,"CST",3
203240,"PA",18360,0,"Stroudsburg",40.98314,-75.26026,"EST",3
203271,"NM",87122,4,"Albuquerque",35.18076,-106.52021,"MST",3
203387,"TN",38017,5,"Collierville",35.057224,-89.67417,"CST",3
203395,"LA",71292,0,"West Monroe",32.456034,-92.18276,"CST",3
203406,"MO",63080,4,"Sullivan",38.200244,-91.14089,"CST",3
203432,"WA",98056,5,"Renton",47.510739,-122.18372,"PST",3
203467,"OH",44130,4,"Cleveland",41.378051,-81.77945,"EST",3
203550,"NC",28262,4,"Charlotte",35.321279,-80.7405,"EST",3
203629,"GA",30062,4,"Marietta",33.99605,-84.47464,"EST",3
203703,"NY",13421,3,"Oneida",43.079635,-75.64678,"EST",3
203739,"MD",21286,0,"Towson",39.399639,-76.58418,"EST",3
203751,"AL",35633,4,"Florence",34.898897,-87.77379,"CST",3
203756,"MI",48393,2,"Wixom",42.532251,-83.53378,"EST",3
203778,"NY",10605,3,"White Plains",41.01002,-73.75158,"EST",3
203875,"ND",58501,1,"Bismarck",46.83962,-100.7723,"CST",3
204029,"NH",3054,4,"Merrimack",42.858053,-71.51216,"EST",3
204145,"CA",95838,4,"Sacramento",38.641223,-121.4417,"PST",3
204153,"ME",3910,0,"York Beach",43.211674,-70.73201,"EST",3
204215,"FL",33991,4,"Cape Coral",26.634338,-82.00674,"EST",3
204291,"CA",95834,4,"Sacramento",38.642805,-121.50466,"PST",3
204295,"CT",6340,5,"Groton",41.345331,-72.04524,"EST",3
204351,"FL",32822,1,"Orlando",28.494931,-81.28949,"EST",3
204357,"TX",75020,1,"Denison",33.754053,-96.57867,"CST",3
204363,"CA",95928,5,"Chico",39.720955,-121.81888,"PST",3
204413,"MD",21230,1,"Baltimore",39.273107,-76.62613,"EST",3
204415,"NC",28305,1,"Fayetteville",35.056963,-78.90369,"EST",3
204452,"OH",44119,0,"Cleveland",41.586749,-81.54584,"EST",3
204453,"MD",21797,4,"Woodbine",39.335671,-77.06364,"EST",3
204464,"CA",95219,2,"Stockton",38.004922,-121.40022,"PST",3
204547,"PA",17601,1,"Lancaster",40.072246,-76.3155,"EST",3
204713,"CA",90712,4,"Lakewood",33.851965,-118.1468,"PST",3
204728,"IL",61761,4,"Normal",40.515485,-88.98629,"CST",3
204767,"IL",61554,1,"Pekin",40.567088,-89.63382,"CST",3
204838,"MA",1801,4,"Woburn",42.484545,-71.15206,"EST",3
204842,"NC",27893,1,"Wilson",35.715315,-77.91989,"EST",3
204870,"PA",17402,0,"York",39.976898,-76.67785,"EST",3
204953,"OH",44022,3,"Chagrin Falls",41.43932,-81.39232,"EST",3
204962,"IL",60162,1,"Hillside",41.872997,-87.90101,"CST",3
204975,"MO",64656,0,"Ludlow",39.671985,-93.67718,"CST",3
205028,"PA",19465,1,"Pottstown",40.206057,-75.66107,"EST",3
205078,"FL",33411,0,"West Palm Beach",26.719596,-80.22077,"EST",3
205116,"NJ",8085,4,"Swedesboro",39.753088,-75.32687,"EST",3
205127,"NC",27540,1,"Holly Springs",35.643545,-78.83486,"EST",3
205196,"AR",72113,0,"Maumelle",34.854746,-92.39981,"CST",3
205263,"FL",33156,2,"Miami",25.66558,-80.30688,"EST",3
205313,"TN",37160,0,"Shelbyville",35.47066,-86.45974,"CST",3
205327,"IL",60607,0,"Chicago",41.875882,-87.65114,"CST",3
205348,"GA",31312,2,"Guyton",32.313816,-81.3908,"EST",3
205419,"LA",70079,0,"Norco",30.007089,-90.41389,"CST",3
205468,"IL",61073,3,"Roscoe",42.419097,-89.00407,"CST",3
205567,"OH",45244,1,"Cincinnati",39.119161,-84.33389,"EST",3
205634,"FL",32433,4,"Defuniak Springs",30.747244,-86.14665,"EST",3
205732,"CA",92223,1,"Beaumont",33.945265,-116.9759,"PST",3
205782,"FL",33619,1,"Tampa",27.94605,-82.37525,"EST",3
205920,"MA",1522,0,"Jefferson",42.369658,-71.87418,"EST",3
205928,"TX",76437,1,"Cisco",32.39492,-98.99444,"CST",3
206103,"AZ",85375,3,"Sun City West",33.683352,-112.36474,"MST",3
206138,"MN",55024,1,"Farmington",44.649263,-93.15222,"CST",3
206596,"FL",33019,0,"Hollywood",26.018967,-80.12231,"EST",3
206681,"WI",53151,2,"New Berlin",42.980163,-88.09438,"CST",3
206720,"TX",76706,4,"Waco",31.514267,-97.11807,"CST",3
206746,"NC",28027,1,"Concord",35.405636,-80.63823,"EST",3
206756,"GA",30116,1,"Carrollton",33.560454,-85.02254,"EST",3
206855,"SC",29316,1,"Spartanburg",35.033903,-81.97413,"EST",3
206981,"CA",92374,1,"Redlands",34.063264,-117.16888,"PST",3
207099,"CO",80909,4,"Colorado Springs",38.851493,-104.77856,"MST",3
207148,"NJ",7106,4,"Newark",40.742251,-74.23006,"EST",3
207150,"PA",15044,1,"Gibsonia",40.631011,-79.95766,"EST",3
207167,"AL",36207,0,"Anniston",33.651673,-85.75895,"CST",3
207193,"PA",19454,4,"North Wales",40.223524,-75.24731,"EST",3
207228,"WV",25414,0,"Charles Town",39.279965,-77.86203,"EST",3
207393,"MO",63028,5,"Festus",38.187767,-90.4077,"CST",3
207434,"NY",10461,0,"Bronx",40.842917,-73.83819,"EST",3
207435,"OH",45694,0,"Wheelersburg",38.729816,-82.8004,"EST",3
207509,"OH",45431,1,"Dayton",39.765259,-84.10262,"EST",3
207550,"MA",1247,1,"North Adams",42.696064,-73.10145,"EST",3
207649,"TX",79714,1,"Andrews",32.345871,-102.56767,"CST",3
207740,"DE",19966,0,"Millsboro",38.601355,-75.2411,"EST",3
207843,"IL",60466,1,"Park Forest",41.472934,-87.68767,"CST",3
207925,"NY",10457,0,"Bronx",40.846745,-73.89861,"EST",3
208070,"NY",11434,0,"Jamaica",40.674888,-73.7727,"EST",3
208072,"TN",37036,0,"Charlotte",36.225389,-87.29179,"CST",3
208132,"ME",4040,0,"Harrison",44.103892,-70.65327,"EST",3
208244,"OK",74104,0,"Tulsa",36.146143,-95.95414,"CST",3
208442,"MN",56425,4,"Baxter",46.347175,-94.27017,"CST",3
208463,"NC",27617,5,"Raleigh",35.906016,-78.743197,"EST",3
208469,"ND",58545,1,"Hazen",47.290543,-101.61207,"CST",3
208490,"MA",2645,5,"Harwich",41.707332,-70.05679,"EST",3
208566,"PA",15401,0,"Uniontown",39.89822,-79.7311,"EST",3
208601,"TN",37302,0,"Apison",35.017404,-85.01322,"CST",3
208708,"MD",21074,0,"Hampstead",39.613293,-76.84802,"EST",3
208806,"TX",76034,5,"Colleyville",32.885062,-97.14923,"CST",3
208908,"FL",32208,0,"Jacksonville",30.392888,-81.67933,"EST",3
208914,"FL",32907,1,"Palm Bay",28.012241,-80.67729,"EST",3
208918,"GA",30909,0,"Augusta",33.475936,-82.0697,"EST",3
208981,"NM",87110,3,"Albuquerque",35.106396,-106.57927,"MST",3
209069,"MD",21084,1,"Jarrettsville",39.610405,-76.45569,"EST",3
209117,"TX",77373,1,"Spring",30.056394,-95.38961,"CST",3
209199,"PA",17601,1,"Lancaster",40.072246,-76.3155,"EST",3
209214,"CA",95624,1,"Elk Grove",38.421068,-121.36059,"PST",3
209236,"CT",6705,4,"Waterbury",41.54903,-72.99861,"EST",3
209240,"PA",15461,5,"Masontown",39.847077,-79.90196,"EST",3
209255,"GA",30052,0,"Loganville",33.823809,-83.89423,"EST",3
209291,"TX",76302,1,"Wichita Falls",33.85379,-98.4801,"CST",3
209386,"OR",97034,4,"Lake Oswego",45.40765,-122.6811,"PST",3
209675,"IN",47246,1,"Hope",39.297144,-85.76741,"EST",3
209709,"PA",16860,4,"Munson",40.954583,-78.1668,"EST",3
209735,"LA",71291,2,"West Monroe",32.526944,-92.1599,"CST",3
209763,"AL",35957,1,"Boaz",34.203621,-86.1728,"CST",3
209792,"FL",33578,1,"St. Leo",28.331186,-82.252917,"EST",3
209890,"MN",55410,5,"Minneapolis",44.911564,-93.31947,"CST",3
209924,"IN",46228,1,"Indianapolis",39.849474,-86.20448,"EST",3
210013,"MD",20677,1,"Port Tobacco",38.501493,-77.03169,"EST",3
210038,"PA",19468,1,"Royersford",40.200347,-75.53236,"EST",3
210066,"NY",10530,5,"Hartsdale",41.025114,-73.80635,"EST",3
210081,"CO",80005,4,"Arvada",39.843304,-105.11896,"MST",3
210111,"TX",78028,0,"Kerrville",30.042529,-99.15152,"CST",3
210117,"SC",29526,4,"Conway",33.850218,-79.01692,"EST",3
210295,"NJ",7002,0,"Bayonne",40.666552,-74.11768,"EST",3
210325,"LA",71064,0,"Plain Dealing",32.913383,-93.68912,"CST",3
210368,"ND",58801,0,"Williston",48.20496,-103.71908,"CST",3
210374,"AL",35811,0,"Huntsville",34.78108,-86.53163,"CST",3
212663,"NY",10457,0,"Bronx",40.846745,-73.89861,"EST",3
213042,"CT",6450,4,"Meriden",41.532048,-72.78145,"EST",3
213091,"MI",48879,4,"Saint Johns",42.998998,-84.57704,"EST",3
213095,"MO",63701,4,"Cape Girardeau",37.32564,-89.5659,"CST",3
213122,"NY",12170,4,"Stillwater",42.975154,-73.66576,"EST",3
213134,"MD",21776,4,"New Windsor",39.529834,-77.09715,"EST",3
213180,"TX",78741,1,"Austin",30.231252,-97.716,"CST",3
213196,"CA",92651,5,"Laguna Beach",33.535325,-117.77192,"PST",3
213241,"PA",18603,4,"Berwick",41.061356,-76.24934,"EST",3
213258,"NY",11377,3,"Woodside",40.742869,-73.90377,"EST",3
213523,"TX",78733,0,"Austin",30.329704,-97.8751,"CST",3
213546,"SC",29678,4,"Seneca",34.660345,-82.94557,"EST",3
214354,"FL",32955,4,"Rockledge",28.308581,-80.72558,"EST",3
214376,"OK",74012,0,"Broken Arrow",36.045907,-95.80694,"CST",3
214378,"WV",26501,4,"Morgantown",39.628475,-79.98796,"EST",3
214675,"IL",61111,3,"Loves Park",42.326227,-89.02573,"CST",3
214679,"NC",27520,4,"Clayton",35.635275,-78.4489,"EST",3
214732,"FL",33414,3,"West Palm Beach",26.65671,-80.25377,"EST",3
214735,"CT",6419,3,"Killingworth",41.380594,-72.57637,"EST",3
215236,"LA",71409,3,"Boyce",31.332031,-92.67485,"CST",3
215296,"MI",48192,4,"Wyandotte",42.199989,-83.17402,"EST",3
215391,"MD",21702,4,"Frederick",39.451934,-77.442,"EST",3
216654,"NY",10475,0,"Bronx",40.878522,-73.82541,"EST",3
216731,"FL",33765,4,"Clearwater",27.971362,-82.74482,"EST",3
217433,"NC",28391,4,"Stedman",35.016373,-78.6941,"EST",3
217434,"CA",94553,4,"Martinez",37.998912,-122.11501,"PST",3
217663,"IL",60601,4,"Chicago",41.886456,-87.62325,"CST",3
217664,"FL",32162,4,"The Villages",28.945246,-81.987609,"EST",3
217732,"OH",43228,4,"Columbus",39.954363,-83.123,"EST",3
218565,"MI",48519,4,"Burton",42.984777,-83.61155,"EST",3
219224,"MI",48220,1,"Ferndale",42.460986,-83.13398,"EST",3
219672,"MS",39120,4,"Natchez",31.535545,-91.35434,"CST",3
219684,"NE",68164,4,"Omaha",41.296198,-96.11027,"CST",3
219702,"GA",30248,4,"Locust Grove",33.351277,-84.10645,"EST",3
219923,"MI",48375,4,"Novi",42.462734,-83.45865,"EST",3
219954,"OH",45880,2,"Payne",41.072614,-84.7317,"EST",3
219974,"MA",2364,3,"Kingston",41.993102,-70.73827,"EST",3
219989,"MD",20878,4,"Gaithersburg",39.11755,-77.23548,"EST",3
220005,"NY",10983,0,"Tappan",41.025897,-73.95118,"EST",3
220007,"OH",43512,4,"Defiance",41.29037,-84.36539,"EST",3
220057,"MN",55906,2,"Rochester",44.064733,-92.44427,"CST",3
220060,"MA",1001,3,"Agawam",42.07061,-72.62029,"EST",3
220473,"TX",75204,3,"Dallas",32.800333,-96.78952,"CST",3
220474,"WV",26505,4,"Morgantown",39.646497,-79.95154,"EST",3
221053,"OH",45692,1,"Wellston",39.117212,-82.54811,"EST",3
221109,"AZ",85021,4,"Phoenix",33.559437,-112.09281,"MST",3
221111,"MO",63127,4,"Saint Louis",38.53987,-90.40024,"CST",3
221201,"NJ",8108,3,"Collingswood",39.915263,-75.06401,"EST",3
221345,"OH",43068,4,"Reynoldsburg",39.956384,-82.7961,"EST",3
221358,"NC",27549,4,"Louisburg",36.062239,-78.24953,"EST",3
221363,"MA",2351,3,"Abington",42.119534,-70.94787,"EST",3
221443,"DE",19810,1,"Wilmington",39.817645,-75.50242,"EST",3
221449,"MI",49346,5,"Stanwood",43.587286,-85.37833,"EST",3
221569,"OR",97501,1,"Medford",42.313498,-122.87944,"PST",3
221636,"NY",13820,4,"Oneonta",42.469761,-75.05192,"EST",3
221659,"CA",92708,4,"Fountain Valley",33.708618,-117.95629,"PST",3
221712,"NC",28227,3,"Charlotte",35.192919,-80.66822,"EST",3
221798,"MI",49316,4,"Caledonia",42.794914,-85.55091,"EST",3
221803,"IN",46203,4,"Indianapolis",39.742593,-86.11766,"EST",3
221864,"PA",16055,4,"Sarver",40.713078,-79.73603,"EST",3
221896,"MD",21716,3,"Brunswick",39.313666,-77.62466,"EST",3
221921,"UT",84037,4,"Kaysville",41.032893,-111.93004,"MST",3
222070,"KS",66213,5,"Shawnee Mission",38.899634,-94.70758,"CST",3
222079,"PA",18330,4,"Effort",40.969985,-75.45726,"EST",3
222151,"PA",18969,4,"Telford",40.32635,-75.34589,"EST",3
222156,"CO",80422,4,"Black Hawk",39.813744,-105.50875,"MST",3
222185,"OH",44505,4,"Youngstown",41.122524,-80.62043,"EST",3
222198,"VA",22407,4,"Fredericksburg",38.271028,-77.5559,"EST",3
222241,"PA",15909,1,"Johnstown",40.36344,-78.87674,"EST",3
222338,"NJ",7727,4,"Farmingdale",40.205367,-74.15767,"EST",3
222413,"MA",2760,2,"North Attleboro",41.975495,-71.33086,"EST",3
222434,"WA",98042,4,"Kent",47.363382,-122.11451,"PST",3
222462,"CA",92078,4,"San Marcos",33.122029,-117.15605,"PST",3
222478,"NY",12570,1,"Poughquag",41.614667,-73.67709,"EST",3
222512,"CA",93274,4,"Tulare",36.201451,-119.34994,"PST",3
222525,"NV",89410,4,"Gardnerville",38.878641,-119.69753,"PST",3
222585,"MI",48855,4,"Howell",42.678059,-83.915592,"EST",3
222586,"CA",91011,4,"La Canada Flintridge",34.211171,-118.19776,"PST",3
222599,"MI",48185,0,"Westland",42.335937,-83.378,"EST",3
222640,"WA",98844,1,"Oroville",48.9332,-119.38169,"PST",3
222696,"PA",19064,4,"Springfield",39.929511,-75.33562,"EST",3
222916,"CA",92308,1,"Apple Valley",34.447959,-117.19222,"PST",3
223148,"GA",31419,2,"Savannah",31.986249,-81.20259,"EST",3
223213,"WY",82435,4,"Powell",44.789953,-108.86789,"MST",3
223280,"NY",14580,4,"Webster",43.220991,-77.45364,"EST",3
223333,"VA",23803,4,"Petersburg",37.21695,-77.43063,"EST",3
223334,"KY",40509,4,"Lexington",38.005199,-84.40954,"EST",3
223373,"CA",92064,4,"Poway",32.973645,-117.03701,"PST",3
223510,"OH",43938,4,"Mingo Junction",40.318569,-80.64172,"EST",3
223534,"GA",30101,4,"Acworth",34.052285,-84.68483,"EST",3
223645,"CA",91505,4,"Burbank",34.166906,-118.34366,"PST",3
223681,"FL",34653,1,"New Port Richey",28.248558,-82.69869,"EST",3
223688,"FL",32225,4,"Jacksonville",30.348585,-81.49965,"EST",3
223716,"MD",20720,3,"Bowie",38.986699,-76.78612,"EST",3
223743,"NY",12345,4,"Schenectady",42.833261,-74.058015,"EST",3
223759,"TX",78745,2,"Austin",30.207559,-97.79575,"CST",3
223811,"NJ",7110,5,"Nutley",40.8196,-74.15877,"EST",3
223881,"IL",61101,4,"Rockford",42.292221,-89.12574,"CST",3
223986,"IA",51503,4,"Council Bluffs",41.2544,-95.79062,"CST",3
224137,"MD",20747,1,"District Heights",38.855479,-76.88621,"EST",3
224188,"WA",99362,3,"Walla Walla",45.986775,-118.07919,"PST",3
224299,"PA",19355,0,"Malvern",40.042957,-75.53221,"EST",3
224371,"GA",30088,4,"Stone Mountain",33.762106,-84.17938,"EST",3
224440,"PA",19446,4,"Lansdale",40.237206,-75.29156,"EST",3
224507,"IN",46036,4,"Elwood",40.279375,-85.83761,"EST",3
224530,"LA",70805,3,"Baton Rouge",30.485639,-91.15612,"CST",3
224590,"GA",30033,4,"Decatur",33.811354,-84.28335,"EST",3
224634,"SC",29450,2,"Huger",33.046869,-79.8097,"EST",3
224671,"CT",6473,5,"North Haven",41.378447,-72.85897,"EST",3
224694,"WA",98003,4,"Federal Way",47.311072,-122.31188,"PST",3
224884,"TX",75044,1,"Garland",32.960375,-96.66188,"CST",3
225013,"SC",29640,4,"Easley",34.849655,-82.59365,"EST",3
225070,"TX",77084,1,"Houston",29.839155,-95.66391,"CST",3
225090,"MI",48152,4,"Livonia",42.427835,-83.36299,"EST",3
225262,"OH",44129,4,"Cleveland",41.397701,-81.73575,"EST",3
225393,"NE",68415,4,"Odell",40.052388,-96.81761,"CST",3
225526,"MI",48180,4,"Taylor",42.231788,-83.26481,"EST",3
225542,"RI",2914,3,"East Providence",41.8124,-71.36834,"EST",3
225692,"CO",80013,4,"Aurora",39.659105,-104.7791,"MST",3
225700,"WA",98133,4,"Seattle",47.733852,-122.34461,"PST",3
225724,"NY",14612,2,"Rochester",43.256462,-77.66183,"EST",3
225776,"NE",69360,4,"Rushville",42.737843,-102.48573,"CST",3
225893,"TN",37066,4,"Gallatin",36.388997,-86.4548,"CST",3
225984,"NY",11413,2,"Springfield Gardens",40.670138,-73.75141,"EST",3
226096,"NY",10598,4,"Yorktown Heights",41.296874,-73.78934,"EST",3
226128,"NV",89052,3,"Henderson",35.979863,-115.09895,"PST",3
226130,"MA",1906,4,"Saugus",42.462796,-71.0098,"EST",3
226164,"NC",27295,1,"Lexington",35.856896,-80.28961,"EST",3
226216,"WA",99004,4,"Cheney",47.466974,-117.60575,"PST",3
226343,"CT",6095,4,"Windsor",41.857303,-72.66654,"EST",3
226512,"NE",68506,3,"Lincoln",40.785557,-96.64599,"CST",3
226520,"FL",34209,4,"Bradenton",27.488866,-82.62737,"EST",3
226611,"OH",44425,1,"Hubbard",41.166743,-80.57733,"EST",3
226660,"TX",79603,4,"Abilene",32.466724,-99.76927,"CST",3
226661,"NJ",7011,4,"Clifton",40.879699,-74.14263,"EST",3
226776,"SC",29835,0,"McCormick",33.91509,-82.30548,"EST",3
226785,"IL",61364,1,"Streator",41.129482,-88.83666,"CST",3
226871,"WI",53213,0,"Milwaukee",43.049012,-88.00012,"CST",3
226916,"AR",72023,3,"Cabot",34.967043,-92.03537,"CST",3
227037,"NV",89052,4,"Henderson",35.979863,-115.09895,"PST",3
227126,"VA",24592,3,"South Boston",36.701855,-78.92008,"EST",3
227512,"NC",28311,3,"Fayetteville",35.134301,-78.89411,"EST",3
227574,"CA",91304,5,"Canoga Park",34.218654,-118.62538,"PST",3
227600,"LA",71486,1,"Zwolle",31.597407,-93.66397,"CST",3
227645,"PA",17901,4,"Pottsville",40.68514,-76.2139,"EST",3
227805,"PA",18045,4,"Easton",40.681531,-75.26722,"EST",3
227815,"OR",97007,3,"Beaverton",45.469079,-122.85602,"PST",3
227837,"MA",2067,4,"Sharon",42.113749,-71.17923,"EST",3
227867,"CO",81504,4,"Grand Junction",39.085481,-108.49019,"MST",3
227914,"TX",79762,4,"Odessa",31.890374,-102.35398,"CST",3
227977,"NY",12203,0,"Albany",42.678112,-73.82983,"EST",3
228017,"CO",81212,4,"Canon City",38.464212,-105.27973,"MST",3
228126,"TN",37129,4,"Murfreesboro",35.896645,-86.42425,"CST",3
228141,"CA",93940,0,"Monterey",36.586193,-121.88667,"PST",3
228215,"CA",95219,4,"Stockton",38.004922,-121.40022,"PST",3
228251,"NJ",7726,4,"Englishtown",40.294244,-74.34213,"EST",3
228266,"NY",14111,1,"North Collins",42.593148,-78.91498,"EST",3
228288,"SC",29170,4,"West Columbia",33.943251,-81.14142,"EST",3
228435,"MO",63376,4,"Saint Peters",38.778579,-90.62045,"CST",3
228437,"VA",22202,3,"Arlington",38.856795,-77.05628,"EST",3
228503,"FL",33015,4,"Hialeah",25.938687,-80.3182,"EST",3
228506,"TX",76017,4,"Arlington",32.659277,-97.16435,"CST",3
228539,"KS",67010,1,"Augusta",37.68066,-96.98153,"CST",3
228701,"MD",21239,3,"Baltimore",39.36225,-76.58812,"EST",3
228704,"LA",70003,4,"Metairie",29.997168,-90.2138,"CST",3
228826,"CA",95658,1,"Newcastle",38.87672,-121.14213,"PST",3
228893,"GA",30114,1,"Canton",34.228478,-84.50402,"EST",3
228894,"MA",1030,4,"Feeding Hills",42.070774,-72.67248,"EST",3
228957,"DE",19805,4,"Wilmington",39.745377,-75.58251,"EST",3
228971,"IN",46307,0,"Crown Point",41.418873,-87.34298,"EST",3
229127,"HI",96782,4,"Pearl City",21.408333,-157.9669,"US/Hawaii",3
229144,"NE",68105,4,"Omaha",41.240854,-95.96383,"CST",3
229202,"FL",32810,4,"Orlando",28.619445,-81.42695,"EST",3
229206,"NY",14580,4,"Webster",43.220991,-77.45364,"EST",3
229245,"CA",90039,4,"Los Angeles",34.110425,-118.25832,"PST",3
229290,"WA",98362,4,"Port Angeles",48.097144,-123.40628,"PST",3
229302,"KS",66202,4,"Shawnee Mission",39.023105,-94.66658,"CST",3
229318,"NC",27265,4,"High Point",36.017647,-80.00628,"EST",3
229325,"NY",10950,4,"Monroe",41.323547,-74.19531,"EST",3
229349,"CA",94553,4,"Martinez",37.998912,-122.11501,"PST",3
229443,"MA",2359,4,"Pembroke",42.065554,-70.80426,"EST",3
229481,"MI",48380,4,"Milford",42.586597,-83.66826,"EST",3
229492,"OH",45042,3,"Middletown",39.534907,-84.39324,"EST",3
229501,"MN",55906,3,"Rochester",44.064733,-92.44427,"CST",3
229514,"SC",29625,3,"Anderson",34.532638,-82.71615,"EST",3
229536,"VA",24153,4,"Salem",37.288807,-80.07821,"EST",3
