PRODUCT_ID,AIR_DATE,PRODUCT_AIRTIME_MINS,PRODUCT_START_TMS,PRODUCT_STOP_TMS
40600,2012-10-29 0:00,0.35,2012-10-29 1:03,2012-10-29 1:03
40600,2012-10-29 0:00,0.5,2012-10-29 1:11,2012-10-29 1:11
40600,2012-10-29 0:00,4.43,2012-10-29 1:30,2012-10-29 1:34
40600,2012-10-29 0:00,0.25,2012-10-29 1:35,2012-10-29 1:35
45701,2012-10-29 0:00,0.45,2012-10-29 1:03,2012-10-29 1:04
45701,2012-10-29 0:00,0.27,2012-10-29 1:23,2012-10-29 1:24
45701,2012-10-29 0:00,3.28,2012-10-29 1:35,2012-10-29 1:39
45782,2012-10-29 0:00,0.38,2012-10-29 1:02,2012-10-29 1:02
45782,2012-10-29 0:00,2.97,2012-10-29 1:20,2012-10-29 1:23
45782,2012-10-29 0:00,0.45,2012-10-29 1:50,2012-10-29 1:50
10452,2012-10-29 0:00,1.07,2012-10-29 2:28,2012-10-29 2:29
31174,2012-10-29 0:00,0.53,2012-10-29 2:01,2012-10-29 2:02
31174,2012-10-29 0:00,7.23,2012-10-29 2:04,2012-10-29 2:12
31174,2012-10-29 0:00,0.6,2012-10-29 2:52,2012-10-29 2:52
31229,2012-10-29 0:00,0.57,2012-10-29 2:02,2012-10-29 2:03
31229,2012-10-29 0:00,9.3,2012-10-29 2:18,2012-10-29 2:28
32174,2012-10-29 0:00,0.4,2012-10-29 2:02,2012-10-29 2:02
32174,2012-10-29 0:00,5.8,2012-10-29 2:12,2012-10-29 2:18
32191,2012-10-29 0:00,0.4,2012-10-29 2:03,2012-10-29 2:03
32191,2012-10-29 0:00,0.55,2012-10-29 2:12,2012-10-29 2:12
32191,2012-10-29 0:00,5.93,2012-10-29 2:37,2012-10-29 2:43
32244,2012-10-29 0:00,0.47,2012-10-29 2:03,2012-10-29 2:03
32244,2012-10-29 0:00,0.57,2012-10-29 2:18,2012-10-29 2:18
32244,2012-10-29 0:00,7.4,2012-10-29 2:29,2012-10-29 2:37
32775,2012-10-29 0:00,0.52,2012-10-29 2:04,2012-10-29 2:04
32775,2012-10-29 0:00,5.98,2012-10-29 2:52,2012-10-29 2:58
32938,2012-10-29 0:00,0.37,2012-10-29 2:03,2012-10-29 2:04
32938,2012-10-29 0:00,0.62,2012-10-29 2:28,2012-10-29 2:28
32938,2012-10-29 0:00,6.45,2012-10-29 2:45,2012-10-29 2:52
35,2012-10-29 0:00,0.75,2012-10-29 3:12,2012-10-29 3:13
35,2012-10-29 0:00,7.52,2012-10-29 3:27,2012-10-29 3:35
2453,2012-10-29 0:00,4.92,2012-10-29 3:14,2012-10-29 3:18
3417,2012-10-29 0:00,5.92,2012-10-29 3:20,2012-10-29 3:26
3417,2012-10-29 0:00,0.57,2012-10-29 3:53,2012-10-29 3:54
6903,2012-10-29 0:00,0.7,2012-10-29 3:18,2012-10-29 3:19
6903,2012-10-29 0:00,7.45,2012-10-29 3:36,2012-10-29 3:43
6919,2012-10-29 0:00,0.55,2012-10-29 3:19,2012-10-29 3:20
6919,2012-10-29 0:00,4.75,2012-10-29 3:45,2012-10-29 3:50
10452,2012-10-29 0:00,11.25,2012-10-29 3:01,2012-10-29 3:12
10452,2012-10-29 0:00,0.77,2012-10-29 3:26,2012-10-29 3:26
10452,2012-10-29 0:00,0.78,2012-10-29 3:43,2012-10-29 3:44
18737,2012-10-29 0:00,0.75,2012-10-29 3:13,2012-10-29 3:13
18737,2012-10-29 0:00,0.65,2012-10-29 3:26,2012-10-29 3:27
18737,2012-10-29 0:00,0.77,2012-10-29 3:44,2012-10-29 3:45
18737,2012-10-29 0:00,6.18,2012-10-29 3:54,2012-10-29 4:00
20733,2012-10-29 0:00,3.87,2012-10-29 3:50,2012-10-29 3:53
29063,2012-10-29 0:00,0.5,2012-10-29 4:01,2012-10-29 4:02
29063,2012-10-29 0:00,5.93,2012-10-29 4:05,2012-10-29 4:11
29462,2012-10-29 0:00,0.67,2012-10-29 4:04,2012-10-29 4:05
29462,2012-10-29 0:00,0.35,2012-10-29 4:38,2012-10-29 4:39
29462,2012-10-29 0:00,4.52,2012-10-29 4:53,2012-10-29 4:58
29462,2012-10-29 0:00,1.05,2012-10-29 4:58,2012-10-29 4:59
30875,2012-10-29 0:00,0.32,2012-10-29 4:03,2012-10-29 4:03
30875,2012-10-29 0:00,4.6,2012-10-29 4:24,2012-10-29 4:28
30875,2012-10-29 0:00,1.97,2012-10-29 4:29,2012-10-29 4:31
30875,2012-10-29 0:00,0.45,2012-10-29 4:52,2012-10-29 4:52
30974,2012-10-29 0:00,0.47,2012-10-29 4:17,2012-10-29 4:18
32024,2012-10-29 0:00,0.38,2012-10-29 4:04,2012-10-29 4:04
32024,2012-10-29 0:00,2.68,2012-10-29 4:47,2012-10-29 4:49
32024,2012-10-29 0:00,1.95,2012-10-29 4:50,2012-10-29 4:52
32146,2012-10-29 0:00,0.52,2012-10-29 4:02,2012-10-29 4:03
32146,2012-10-29 0:00,5.6,2012-10-29 4:18,2012-10-29 4:23
32202,2012-10-29 0:00,0.4,2012-10-29 4:02,2012-10-29 4:02
32202,2012-10-29 0:00,5.42,2012-10-29 4:12,2012-10-29 4:17
32202,2012-10-29 0:00,0.48,2012-10-29 4:31,2012-10-29 4:31
32258,2012-10-29 0:00,0.57,2012-10-29 4:03,2012-10-29 4:04
32258,2012-10-29 0:00,0.77,2012-10-29 4:11,2012-10-29 4:12
32258,2012-10-29 0:00,0.37,2012-10-29 4:23,2012-10-29 4:24
32258,2012-10-29 0:00,6.68,2012-10-29 4:32,2012-10-29 4:38
32258,2012-10-29 0:00,0.65,2012-10-29 4:52,2012-10-29 4:53
32555,2012-10-29 0:00,0.32,2012-10-29 4:04,2012-10-29 4:04
32555,2012-10-29 0:00,0.53,2012-10-29 4:31,2012-10-29 4:32
32555,2012-10-29 0:00,6.05,2012-10-29 4:40,2012-10-29 4:47
55607,2012-10-29 0:00,7.27,2012-10-29 5:28,2012-10-29 5:35
55635,2012-10-29 0:00,0.3,2012-10-29 5:18,2012-10-29 5:19
55635,2012-10-29 0:00,0.4,2012-10-29 5:35,2012-10-29 5:35
55635,2012-10-29 0:00,6.45,2012-10-29 5:43,2012-10-29 5:50
55694,2012-10-29 0:00,7.45,2012-10-29 5:11,2012-10-29 5:18
55694,2012-10-29 0:00,0.47,2012-10-29 5:50,2012-10-29 5:50
55703,2012-10-29 0:00,0.7,2012-10-29 5:01,2012-10-29 5:02
55703,2012-10-29 0:00,0.68,2012-10-29 5:27,2012-10-29 5:28
55703,2012-10-29 0:00,6.97,2012-10-29 5:36,2012-10-29 5:43
55714,2012-10-29 0:00,0.6,2012-10-29 5:02,2012-10-29 5:02
55714,2012-10-29 0:00,0.48,2012-10-29 5:35,2012-10-29 5:36
55714,2012-10-29 0:00,7.18,2012-10-29 5:50,2012-10-29 5:57
55798,2012-10-29 0:00,8.1,2012-10-29 5:02,2012-10-29 5:10
55798,2012-10-29 0:00,0.67,2012-10-29 5:43,2012-10-29 5:43
55951,2012-10-29 0:00,7.72,2012-10-29 5:19,2012-10-29 5:27
170,2012-10-29 0:00,7.73,2012-10-29 7:05,2012-10-29 7:12
3123,2012-10-29 0:00,4.73,2012-10-29 6:07,2012-10-29 6:12
3429,2012-10-29 0:00,5.82,2012-10-29 7:31,2012-10-29 7:36
4754,2012-10-29 0:00,3.4,2012-10-29 7:21,2012-10-29 7:24
4754,2012-10-29 0:00,0.6,2012-10-29 7:24,2012-10-29 7:25
4754,2012-10-29 0:00,4.87,2012-10-29 7:25,2012-10-29 7:29
4754,2012-10-29 0:00,0.43,2012-10-29 8:15,2012-10-29 8:16
6203,2012-10-29 0:00,4.67,2012-10-29 7:14,2012-10-29 7:19
6298,2012-10-29 0:00,0.45,2012-10-29 6:00,2012-10-29 6:01
6298,2012-10-29 0:00,0.52,2012-10-29 6:43,2012-10-29 6:43
6298,2012-10-29 0:00,0.57,2012-10-29 7:20,2012-10-29 7:20
6298,2012-10-29 0:00,0.47,2012-10-29 7:52,2012-10-29 7:52
6298,2012-10-29 0:00,10.22,2012-10-29 8:16,2012-10-29 8:26
7146,2012-10-29 0:00,4.72,2012-10-29 6:13,2012-10-29 6:18
7146,2012-10-29 0:00,0.35,2012-10-29 7:30,2012-10-29 7:30
7463,2012-10-29 0:00,6.45,2012-10-29 6:58,2012-10-29 7:04
10089,2012-10-29 0:00,0.53,2012-10-29 6:06,2012-10-29 6:07
10089,2012-10-29 0:00,4.28,2012-10-29 6:25,2012-10-29 6:29
10089,2012-10-29 0:00,0.58,2012-10-29 7:36,2012-10-29 7:37
10452,2012-10-29 0:00,0.85,2012-10-29 6:00,2012-10-29 6:00
10452,2012-10-29 0:00,0.58,2012-10-29 6:24,2012-10-29 6:24
10452,2012-10-29 0:00,0.52,2012-10-29 7:04,2012-10-29 7:05
10452,2012-10-29 0:00,0.67,2012-10-29 7:30,2012-10-29 7:31
10452,2012-10-29 0:00,12.1,2012-10-29 7:54,2012-10-29 8:06
10452,2012-10-29 0:00,0.62,2012-10-29 8:26,2012-10-29 8:27
10452,2012-10-29 0:00,13.03,2012-10-29 8:46,2012-10-29 8:59
10975,2012-10-29 0:00,4.97,2012-10-29 6:30,2012-10-29 6:35
10975,2012-10-29 0:00,0.67,2012-10-29 7:51,2012-10-29 7:52
11327,2012-10-29 0:00,4.55,2012-10-29 6:44,2012-10-29 6:49
11350,2012-10-29 0:00,0.32,2012-10-29 7:19,2012-10-29 7:20
11949,2012-10-29 0:00,5.93,2012-10-29 7:37,2012-10-29 7:43
11949,2012-10-29 0:00,0.67,2012-10-29 8:45,2012-10-29 8:46
12051,2012-10-29 0:00,5.02,2012-10-29 8:27,2012-10-29 8:32
12226,2012-10-29 0:00,4.73,2012-10-29 6:19,2012-10-29 6:24
12716,2012-10-29 0:00,0.65,2012-10-29 6:01,2012-10-29 6:02
12716,2012-10-29 0:00,0.58,2012-10-29 6:29,2012-10-29 6:29
12716,2012-10-29 0:00,0.5,2012-10-29 7:19,2012-10-29 7:19
12716,2012-10-29 0:00,0.53,2012-10-29 7:43,2012-10-29 7:44
12716,2012-10-29 0:00,0.37,2012-10-29 8:26,2012-10-29 8:26
12716,2012-10-29 0:00,11.57,2012-10-29 8:33,2012-10-29 8:45
12917,2012-10-29 0:00,0.5,2012-10-29 6:07,2012-10-29 6:07
12917,2012-10-29 0:00,0.68,2012-10-29 6:44,2012-10-29 6:44
12917,2012-10-29 0:00,7.9,2012-10-29 6:50,2012-10-29 6:58
12917,2012-10-29 0:00,0.42,2012-10-29 8:15,2012-10-29 8:15
18799,2012-10-29 0:00,7.08,2012-10-29 6:36,2012-10-29 6:43
20581,2012-10-29 0:00,4.28,2012-10-29 6:02,2012-10-29 6:06
26590,2012-10-29 0:00,0.52,2012-10-29 6:35,2012-10-29 6:36
26590,2012-10-29 0:00,6.83,2012-10-29 7:44,2012-10-29 7:51
40288,2012-10-29 0:00,0.75,2012-10-29 6:18,2012-10-29 6:19
40288,2012-10-29 0:00,0.92,2012-10-29 6:49,2012-10-29 6:50
40288,2012-10-29 0:00,7.2,2012-10-29 8:08,2012-10-29 8:15
60463,2012-10-29 0:00,0.77,2012-10-29 7:53,2012-10-29 7:54
60463,2012-10-29 0:00,0.67,2012-10-29 8:32,2012-10-29 8:33
7664,2012-10-29 0:00,0.52,2012-10-29 9:30,2012-10-29 9:31
29304,2012-10-29 0:00,0.43,2012-10-29 9:03,2012-10-29 9:03
29304,2012-10-29 0:00,5.4,2012-10-29 9:54,2012-10-29 9:59
31294,2012-10-29 0:00,0.32,2012-10-29 9:03,2012-10-29 9:03
31294,2012-10-29 0:00,0.6,2012-10-29 9:17,2012-10-29 9:18
31294,2012-10-29 0:00,6.27,2012-10-29 9:47,2012-10-29 9:53
31455,2012-10-29 0:00,0.57,2012-10-29 9:02,2012-10-29 9:02
31455,2012-10-29 0:00,6.55,2012-10-29 9:11,2012-10-29 9:17
32144,2012-10-29 0:00,0.42,2012-10-29 9:47,2012-10-29 9:47
32258,2012-10-29 0:00,1.1,2012-10-29 9:01,2012-10-29 9:02
32258,2012-10-29 0:00,12.27,2012-10-29 9:18,2012-10-29 9:30
32617,2012-10-29 0:00,6.85,2012-10-29 9:03,2012-10-29 9:10
32809,2012-10-29 0:00,0.35,2012-10-29 9:02,2012-10-29 9:03
32809,2012-10-29 0:00,0.35,2012-10-29 9:10,2012-10-29 9:11
32809,2012-10-29 0:00,6.15,2012-10-29 9:41,2012-10-29 9:47
32809,2012-10-29 0:00,0.27,2012-10-29 9:53,2012-10-29 9:54
32992,2012-10-29 0:00,0.37,2012-10-29 9:00,2012-10-29 9:01
32992,2012-10-29 0:00,7.45,2012-10-29 9:32,2012-10-29 9:39
2464,2012-10-29 0:00,0.52,2012-10-29 10:30,2012-10-29 10:31
2582,2012-10-29 0:00,1.15,2012-10-29 10:36,2012-10-29 10:37
2582,2012-10-29 0:00,1.47,2012-10-29 10:38,2012-10-29 10:39
2582,2012-10-29 0:00,0.73,2012-10-29 10:39,2012-10-29 10:40
2582,2012-10-29 0:00,0.82,2012-10-29 10:40,2012-10-29 10:41
6133,2012-10-29 0:00,0.98,2012-10-29 10:04,2012-10-29 10:05
6133,2012-10-29 0:00,0.63,2012-10-29 10:06,2012-10-29 10:06
6133,2012-10-29 0:00,2.37,2012-10-29 10:07,2012-10-29 10:09
6133,2012-10-29 0:00,0.67,2012-10-29 10:35,2012-10-29 10:36
6254,2012-10-29 0:00,1.73,2012-10-29 10:10,2012-10-29 10:12
6254,2012-10-29 0:00,0.32,2012-10-29 10:12,2012-10-29 10:13
6254,2012-10-29 0:00,0.07,2012-10-29 10:13,2012-10-29 10:13
6254,2012-10-29 0:00,1.22,2012-10-29 10:13,2012-10-29 10:15
6254,2012-10-29 0:00,0.43,2012-10-29 10:36,2012-10-29 10:36
7664,2012-10-29 0:00,0.73,2012-10-29 10:03,2012-10-29 10:04
7664,2012-10-29 0:00,0.52,2012-10-29 10:15,2012-10-29 10:15
7664,2012-10-29 0:00,0.65,2012-10-29 10:41,2012-10-29 10:42
7664,2012-10-29 0:00,0.22,2012-10-29 10:47,2012-10-29 10:47
7664,2012-10-29 0:00,0.83,2012-10-29 10:48,2012-10-29 10:49
7664,2012-10-29 0:00,3.43,2012-10-29 10:49,2012-10-29 10:53
7664,2012-10-29 0:00,2.05,2012-10-29 10:53,2012-10-29 10:56
7664,2012-10-29 0:00,0.03,2012-10-29 10:56,2012-10-29 10:56
7664,2012-10-29 0:00,2.15,2012-10-29 10:56,2012-10-29 10:58
10452,2012-10-29 0:00,0.9,2012-10-29 10:02,2012-10-29 10:03
10452,2012-10-29 0:00,0.58,2012-10-29 10:10,2012-10-29 10:10
10452,2012-10-29 0:00,0.48,2012-10-29 10:15,2012-10-29 10:16
10452,2012-10-29 0:00,1,2012-10-29 10:16,2012-10-29 10:17
10452,2012-10-29 0:00,0.7,2012-10-29 10:17,2012-10-29 10:18
10452,2012-10-29 0:00,0.48,2012-10-29 10:19,2012-10-29 10:19
10452,2012-10-29 0:00,0.93,2012-10-29 10:20,2012-10-29 10:20
10452,2012-10-29 0:00,0.03,2012-10-29 10:21,2012-10-29 10:21
10452,2012-10-29 0:00,3.82,2012-10-29 10:22,2012-10-29 10:25
10452,2012-10-29 0:00,0.92,2012-10-29 10:26,2012-10-29 10:27
10452,2012-10-29 0:00,3.27,2012-10-29 10:27,2012-10-29 10:30
10452,2012-10-29 0:00,0.17,2012-10-29 10:33,2012-10-29 10:33
10452,2012-10-29 0:00,0.03,2012-10-29 10:39,2012-10-29 10:39
10452,2012-10-29 0:00,0.57,2012-10-29 10:42,2012-10-29 10:42
10452,2012-10-29 0:00,0.03,2012-10-29 10:53,2012-10-29 10:53
11407,2012-10-29 0:00,0.35,2012-10-29 10:09,2012-10-29 10:10
11407,2012-10-29 0:00,0.93,2012-10-29 10:31,2012-10-29 10:32
11407,2012-10-29 0:00,0.57,2012-10-29 10:33,2012-10-29 10:33
11407,2012-10-29 0:00,0.1,2012-10-29 10:33,2012-10-29 10:33
11407,2012-10-29 0:00,1.17,2012-10-29 10:34,2012-10-29 10:35
20296,2012-10-29 0:00,0.03,2012-10-29 10:43,2012-10-29 10:43
20296,2012-10-29 0:00,0.22,2012-10-29 10:43,2012-10-29 10:43
20296,2012-10-29 0:00,0.7,2012-10-29 10:44,2012-10-29 10:44
20296,2012-10-29 0:00,0.3,2012-10-29 10:45,2012-10-29 10:45
20296,2012-10-29 0:00,0.57,2012-10-29 10:46,2012-10-29 10:46
3622,2012-10-29 0:00,5.92,2012-10-29 11:35,2012-10-29 11:41
3622,2012-10-29 0:00,0.62,2012-10-29 11:49,2012-10-29 11:50
5604,2012-10-29 0:00,0.27,2012-10-29 11:01,2012-10-29 11:01
5604,2012-10-29 0:00,0.17,2012-10-29 11:14,2012-10-29 11:14
5604,2012-10-29 0:00,0.92,2012-10-29 11:15,2012-10-29 11:16
5604,2012-10-29 0:00,0.03,2012-10-29 11:16,2012-10-29 11:16
5604,2012-10-29 0:00,0.18,2012-10-29 11:17,2012-10-29 11:17
5604,2012-10-29 0:00,1.02,2012-10-29 11:18,2012-10-29 11:19
5604,2012-10-29 0:00,1.18,2012-10-29 11:19,2012-10-29 11:20
5604,2012-10-29 0:00,1.15,2012-10-29 11:20,2012-10-29 11:22
5604,2012-10-29 0:00,0.88,2012-10-29 11:23,2012-10-29 11:24
5604,2012-10-29 0:00,0.08,2012-10-29 11:25,2012-10-29 11:25
5604,2012-10-29 0:00,0.87,2012-10-29 11:25,2012-10-29 11:26
5604,2012-10-29 0:00,0.38,2012-10-29 11:41,2012-10-29 11:42
5604,2012-10-29 0:00,0.38,2012-10-29 11:57,2012-10-29 11:58
6799,2012-10-29 0:00,0.5,2012-10-29 11:14,2012-10-29 11:14
6799,2012-10-29 0:00,0.58,2012-10-29 11:44,2012-10-29 11:44
6799,2012-10-29 0:00,0.75,2012-10-29 11:45,2012-10-29 11:46
6799,2012-10-29 0:00,0.03,2012-10-29 11:46,2012-10-29 11:46
6799,2012-10-29 0:00,1.18,2012-10-29 11:47,2012-10-29 11:48
6799,2012-10-29 0:00,0.98,2012-10-29 11:48,2012-10-29 11:49
7206,2012-10-29 0:00,0.6,2012-10-29 11:02,2012-10-29 11:02
7206,2012-10-29 0:00,0.25,2012-10-29 11:26,2012-10-29 11:27
7206,2012-10-29 0:00,0.62,2012-10-29 11:50,2012-10-29 11:50
7206,2012-10-29 0:00,0.97,2012-10-29 11:51,2012-10-29 11:52
7206,2012-10-29 0:00,0.18,2012-10-29 11:52,2012-10-29 11:53
7206,2012-10-29 0:00,4.68,2012-10-29 11:53,2012-10-29 11:57
10452,2012-10-29 0:00,0.03,2012-10-29 11:53,2012-10-29 11:53
11730,2012-10-29 0:00,0.35,2012-10-29 11:09,2012-10-29 11:09
11730,2012-10-29 0:00,0.35,2012-10-29 11:28,2012-10-29 11:28
11730,2012-10-29 0:00,0.83,2012-10-29 11:28,2012-10-29 11:29
11730,2012-10-29 0:00,0.03,2012-10-29 11:30,2012-10-29 11:30
11730,2012-10-29 0:00,0.87,2012-10-29 11:30,2012-10-29 11:31
11730,2012-10-29 0:00,3.83,2012-10-29 11:31,2012-10-29 11:35
11730,2012-10-29 0:00,0.15,2012-10-29 11:35,2012-10-29 11:35
11731,2012-10-29 0:00,0.12,2012-10-29 11:10,2012-10-29 11:10
11731,2012-10-29 0:00,0.03,2012-10-29 11:10,2012-10-29 11:10
11731,2012-10-29 0:00,0.15,2012-10-29 11:11,2012-10-29 11:11
11731,2012-10-29 0:00,2.37,2012-10-29 11:11,2012-10-29 11:14
11731,2012-10-29 0:00,0.33,2012-10-29 11:35,2012-10-29 11:35
11735,2012-10-29 0:00,2.2,2012-10-29 11:02,2012-10-29 11:04
11735,2012-10-29 0:00,3.43,2012-10-29 11:05,2012-10-29 11:08
11735,2012-10-29 0:00,0.15,2012-10-29 11:09,2012-10-29 11:09
170,2012-10-29 0:00,0.82,2012-10-29 12:22,2012-10-29 12:23
170,2012-10-29 0:00,6.2,2012-10-29 12:40,2012-10-29 12:46
2464,2012-10-29 0:00,0.45,2012-10-29 12:13,2012-10-29 12:13
10452,2012-10-29 0:00,12.73,2012-10-29 12:00,2012-10-29 12:13
10452,2012-10-29 0:00,0.52,2012-10-29 12:31,2012-10-29 12:31
22528,2012-10-29 0:00,7.38,2012-10-29 12:32,2012-10-29 12:39
30515,2012-10-29 0:00,0.72,2012-10-29 12:30,2012-10-29 12:31
30515,2012-10-29 0:00,0.35,2012-10-29 12:47,2012-10-29 12:47
30515,2012-10-29 0:00,0.2,2012-10-29 12:59,2012-10-29 12:59
59453,2012-10-29 0:00,7.52,2012-10-29 12:14,2012-10-29 12:21
59453,2012-10-29 0:00,0.43,2012-10-29 12:46,2012-10-29 12:47
61068,2012-10-29 0:00,4.15,2012-10-29 12:23,2012-10-29 12:27
61068,2012-10-29 0:00,2.67,2012-10-29 12:28,2012-10-29 12:30
61597,2012-10-29 0:00,0.62,2012-10-29 12:13,2012-10-29 12:14
61597,2012-10-29 0:00,0.83,2012-10-29 12:39,2012-10-29 12:40
61597,2012-10-29 0:00,7.52,2012-10-29 12:48,2012-10-29 12:55
61597,2012-10-29 0:00,3.33,2012-10-29 12:55,2012-10-29 12:59
834,2012-10-29 0:00,3.62,2012-10-29 13:33,2012-10-29 13:37
2464,2012-10-29 0:00,0.32,2012-10-29 13:58,2012-10-29 13:58
10452,2012-10-29 0:00,0.52,2012-10-29 13:01,2012-10-29 13:01
10452,2012-10-29 0:00,0.35,2012-10-29 13:27,2012-10-29 13:27
10452,2012-10-29 0:00,0.38,2012-10-29 13:37,2012-10-29 13:37
10452,2012-10-29 0:00,13.03,2012-10-29 13:45,2012-10-29 13:58
11011,2012-10-29 0:00,5.15,2012-10-29 13:01,2012-10-29 13:06
11135,2012-10-29 0:00,0.5,2012-10-29 13:14,2012-10-29 13:15
11135,2012-10-29 0:00,4.22,2012-10-29 13:23,2012-10-29 13:27
18737,2012-10-29 0:00,0.67,2012-10-29 13:00,2012-10-29 13:01
18737,2012-10-29 0:00,0.68,2012-10-29 13:09,2012-10-29 13:09
18737,2012-10-29 0:00,7.6,2012-10-29 13:15,2012-10-29 13:22
18737,2012-10-29 0:00,0.27,2012-10-29 13:33,2012-10-29 13:33
18737,2012-10-29 0:00,6.32,2012-10-29 13:38,2012-10-29 13:44
18880,2012-10-29 0:00,0.48,2012-10-29 13:22,2012-10-29 13:23
18880,2012-10-29 0:00,4.85,2012-10-29 13:27,2012-10-29 13:32
18880,2012-10-29 0:00,0.03,2012-10-29 13:33,2012-10-29 13:33
18880,2012-10-29 0:00,0.55,2012-10-29 13:44,2012-10-29 13:45
19467,2012-10-29 0:00,4.82,2012-10-29 13:09,2012-10-29 13:14
170,2012-10-29 0:00,1,2012-10-29 14:02,2012-10-29 14:03
170,2012-10-29 0:00,0.6,2012-10-29 14:25,2012-10-29 14:26
170,2012-10-29 0:00,0.27,2012-10-29 15:08,2012-10-29 15:08
170,2012-10-29 0:00,0.35,2012-10-29 15:28,2012-10-29 15:29
170,2012-10-29 0:00,1.2,2012-10-29 15:42,2012-10-29 15:44
170,2012-10-29 0:00,10.05,2012-10-29 15:48,2012-10-29 15:58
1192,2012-10-29 0:00,3.73,2012-10-29 15:32,2012-10-29 15:36
1192,2012-10-29 0:00,0.32,2012-10-29 15:42,2012-10-29 15:42
9758,2012-10-29 0:00,0.53,2012-10-29 14:01,2012-10-29 14:01
9758,2012-10-29 0:00,0.43,2012-10-29 14:21,2012-10-29 14:21
9758,2012-10-29 0:00,6.07,2012-10-29 14:26,2012-10-29 14:32
9809,2012-10-29 0:00,0.4,2012-10-29 14:38,2012-10-29 14:39
9809,2012-10-29 0:00,7.63,2012-10-29 14:43,2012-10-29 14:51
11197,2012-10-29 0:00,0.67,2012-10-29 14:11,2012-10-29 14:11
11197,2012-10-29 0:00,4.25,2012-10-29 14:16,2012-10-29 14:21
20575,2012-10-29 0:00,0.4,2012-10-29 14:01,2012-10-29 14:02
20575,2012-10-29 0:00,0.45,2012-10-29 14:59,2012-10-29 14:59
20575,2012-10-29 0:00,5.58,2012-10-29 15:08,2012-10-29 15:14
20575,2012-10-29 0:00,0.33,2012-10-29 15:28,2012-10-29 15:28
20814,2012-10-29 0:00,0.38,2012-10-29 15:06,2012-10-29 15:06
20814,2012-10-29 0:00,9.18,2012-10-29 15:19,2012-10-29 15:28
20814,2012-10-29 0:00,0.47,2012-10-29 15:36,2012-10-29 15:36
37617,2012-10-29 0:00,0.23,2012-10-29 14:16,2012-10-29 14:16
39924,2012-10-29 0:00,4.48,2012-10-29 14:03,2012-10-29 14:07
40592,2012-10-29 0:00,0.68,2012-10-29 14:24,2012-10-29 14:25
40592,2012-10-29 0:00,3.83,2012-10-29 14:32,2012-10-29 14:36
40592,2012-10-29 0:00,1.62,2012-10-29 14:37,2012-10-29 14:38
40597,2012-10-29 0:00,3.5,2012-10-29 15:44,2012-10-29 15:48
40598,2012-10-29 0:00,0.27,2012-10-29 15:32,2012-10-29 15:32
40598,2012-10-29 0:00,5.43,2012-10-29 15:37,2012-10-29 15:42
40600,2012-10-29 0:00,0.38,2012-10-29 14:51,2012-10-29 14:51
40600,2012-10-29 0:00,2.63,2012-10-29 15:00,2012-10-29 15:02
40600,2012-10-29 0:00,2.78,2012-10-29 15:03,2012-10-29 15:06
42221,2012-10-29 0:00,0.25,2012-10-29 14:07,2012-10-29 14:08
43390,2012-10-29 0:00,0.53,2012-10-29 14:42,2012-10-29 14:43
43390,2012-10-29 0:00,3.42,2012-10-29 14:52,2012-10-29 14:55
43390,2012-10-29 0:00,2.6,2012-10-29 14:56,2012-10-29 14:59
44984,2012-10-29 0:00,3.22,2012-10-29 14:21,2012-10-29 14:24
45017,2012-10-29 0:00,2.9,2012-10-29 14:08,2012-10-29 14:11
45699,2012-10-29 0:00,0.48,2012-10-29 14:32,2012-10-29 14:32
45699,2012-10-29 0:00,3.88,2012-10-29 15:14,2012-10-29 15:18
45700,2012-10-29 0:00,3.62,2012-10-29 14:39,2012-10-29 14:42
45700,2012-10-29 0:00,0.52,2012-10-29 15:18,2012-10-29 15:19
45971,2012-10-29 0:00,0.22,2012-10-29 14:16,2012-10-29 14:16
47882,2012-10-29 0:00,3.02,2012-10-29 15:29,2012-10-29 15:32
53106,2012-10-29 0:00,2.3,2012-10-29 14:11,2012-10-29 14:13
53106,2012-10-29 0:00,1.72,2012-10-29 14:14,2012-10-29 14:16
53106,2012-10-29 0:00,0.5,2012-10-29 15:14,2012-10-29 15:14
53106,2012-10-29 0:00,0.52,2012-10-29 15:48,2012-10-29 15:48
2414,2012-10-29 0:00,4.72,2012-10-29 16:18,2012-10-29 16:23
2464,2012-10-29 0:00,0.75,2012-10-29 16:16,2012-10-29 16:17
3131,2012-10-29 0:00,0.55,2012-10-29 16:00,2012-10-29 16:01
3131,2012-10-29 0:00,7.88,2012-10-29 16:24,2012-10-29 16:32
3131,2012-10-29 0:00,0.43,2012-10-29 16:45,2012-10-29 16:46
3131,2012-10-29 0:00,3.95,2012-10-29 16:54,2012-10-29 16:58
5730,2012-10-29 0:00,5.05,2012-10-29 16:33,2012-10-29 16:38
7664,2012-10-29 0:00,0.63,2012-10-29 16:01,2012-10-29 16:02
7664,2012-10-29 0:00,0.65,2012-10-29 16:32,2012-10-29 16:32
7664,2012-10-29 0:00,0.67,2012-10-29 16:38,2012-10-29 16:39
7664,2012-10-29 0:00,8.37,2012-10-29 16:46,2012-10-29 16:54
10452,2012-10-29 0:00,14.37,2012-10-29 16:02,2012-10-29 16:16
10452,2012-10-29 0:00,0.63,2012-10-29 16:32,2012-10-29 16:33
