CUSTOMER_NBR,STATE,ZIP_CODE,SHOPPER_SEGMENT_CODE
327051,MS,39110,3
345449,NY,11772,1
61341,NY,14227,5
585118,NY,13760,
656731,NJ,8080,2
546860,CA,95758,
736378,IN,47240,3
72528,PA,17702,1
33779,HI,96763,3
746514,FL,34653,2
33866,NJ,7945,3
535988,AL,35754,4
294537,OH,43213,
273119,NY,13421,4
463679,VA,23223,1
716635,MO,64844,3
143104,OH,45231,
194791,PA,16146,3
634587,NY,13041,5
344271,FL,34711,
265191,NC,28056,1
145629,NV,89032,
361671,NJ,7446,5
216731,FL,33765,4
644810,NE,68138,
527644,CA,94536,3
425999,CA,92647,1
114208,GA,30213,
603798,AL,35758,
29838,OH,44256,3
143576,MD,20854,5
268153,WA,98513,2
172569,SC,29483,1
227805,PA,18045,4
153253,NJ,7033,
130194,FL,32570,
99434,AZ,85078,1
621387,PA,19310,3
365145,PA,17963,4
748860,OK,73007,1
112756,VA,23601,3
291841,NC,28110,5
581542,WY,82009,
379608,DE,19809,3
368638,TX,79735,1
590123,NC,27311,
561849,TX,78250,3
635542,NC,27834,3
127625,TN,37857,
140643,NC,28358,
708416,IN,46307,5
665288,OH,45247,
200427,CA,90020,1
367631,FL,33024,
386187,MA,2150,2
716037,WI,53588,3
709326,KY,40219,3
226232,NY,11720,3
111876,OH,43950,4
188552,NY,14456,3
526210,DE,19734,
668509,TX,77089,
449270,OK,73036,3
318818,AL,35476,1
457587,PA,17737,4
507886,OR,97341,
448291,TX,77086,4
222151,PA,18969,4
158310,TN,38501,
39520,AB,T0K1E0,
683783,CA,92320,
632582,WV,25508,1
240491,NC,27577,2
500033,WI,53528,
625687,CA,92008,4
341796,CA,93405,4
77975,MO,64080,1
377193,CT,6111,3
690093,NY,12589,
539228,NC,27105,2
571231,IA,52753,3
434306,IN,46368,
500088,CA,94925,
723757,AR,72023,3
592286,MN,55092,1
541288,NY,10467,
708828,WA,98368,4
232166,MN,55346,4
222148,MI,49707,3
550090,IL,60007,3
295995,LA,70815,
453034,FL,32726,3
698898,ME,4005,4
93465,NY,14437,1
341945,MO,64804,5
113425,ID,83276,1
220369,FL,34771,5
596142,TX,77445,5
321193,IL,60004,3
83548,MD,21014,3
175500,MD,20904,1
8564,OK,73055,3
439385,TX,76043,4
340063,NY,11210,
403586,MD,21028,
281281,CT,6475,
705433,CA,94501,1
230871,NY,10305,3
350412,CA,95448,3
501040,GA,30331,1
472418,KY,40059,3
329765,PA,18052,
594900,PA,17070,
505014,FL,33417,1
366553,MI,48604,4
85055,OH,44216,2
593608,CA,95667,3
456462,MA,1225,3
974,NY,12077,5
200095,MO,65101,
434918,NY,11207,1
92192,VA,22482,3
457863,SC,29412,1
301657,PA,18944,
164851,FL,33578,
211379,PA,16630,
147423,FL,33015,
360660,TX,77546,1
535509,OR,97499,1
707851,PA,18435,2
582805,AL,36067,3
374423,AZ,85053,4
521305,WA,99216,2
227251,MD,21234,3
203966,NC,27048,
441483,WA,99022,3
178496,OH,44216,3
590749,MN,55379,5
740734,PA,19149,
196906,IN,47804,3
296769,SC,29577,4
138561,CA,92345,
441023,PA,18064,5
611679,MI,48821,3
406965,CO,80504,
509395,NY,11553,4
723423,CA,95621,
302580,AL,36067,
531185,VA,23464,3
294230,OR,97756,
355652,LA,70001,3
536758,PA,19087,1
377446,HI,96743,1
252466,AZ,85382,3
34690,NY,11561,3
149726,PA,15025,
578975,NJ,8052,
422272,TX,75965,1
545580,OH,45245,3
715423,AZ,85373,
358035,CA,93306,
57427,PA,17815,
407073,LA,71303,
433173,SC,29036,3
305136,TX,77573,
373639,NY,11420,1
174668,TX,77546,1
246487,PA,19013,
233276,GA,30157,1
176243,KY,42025,5
311410,MA,2770,2
306866,NY,11741,3
137775,VA,23666,1
583567,TX,77802,5
147784,FL,34436,
23573,NJ,8234,3
382734,AL,36541,1
606574,NY,11722,3
478151,PA,17025,3
349296,VA,23803,
604291,KY,41005,1
450849,OK,73159,2
401263,AR,72560,4
704062,NJ,8822,1
59712,NJ,7740,3
222016,OH,43220,4
282219,MA,2760,
123845,PA,18103,
631551,NY,14612,3
435363,FL,33967,3
494134,OH,44275,
639519,NY,14770,4
193280,NY,11793,3
126225,CT,6610,3
398981,VA,22401,
377532,TN,37317,4
189059,NY,11764,
686583,TN,37020,1
96505,HI,96720,3
680848,WV,26143,3
574565,RI,2852,4
221003,CA,94553,1
651840,DE,19958,3
474128,FL,33513,
62360,PA,17022,1
575937,PA,18641,4
378969,GA,31907,3
488149,NJ,7111,
390457,CA,91390,5
107895,LA,70360,1
473607,FL,33952,1
21371,MT,59715,3
107284,NY,13637,1
192235,TN,38016,2
149662,CT,6378,2
597897,NC,27401,1
74160,MD,21217,1
150075,TN,37887,
304870,NY,10014,2
464254,NJ,8533,4
690109,CA,93274,4
539338,CT,6040,4
219071,VA,22310,5
570790,TX,77027,4
366270,MA,1524,3
330588,WY,82718,3
730378,MI,49617,2
592974,PA,19004,1
208506,WA,98382,5
377362,MA,2459,2
242523,MI,49412,3
426515,IL,60120,3
315929,NJ,7735,2
529631,IN,47454,
369762,TX,79107,
668442,OK,73159,5
243273,CA,95762,
344185,CA,91601,3
12392,MI,48073,3
340581,MI,48329,
624142,CO,81144,
660132,MI,48842,3
380884,IA,50701,
40074,CA,94549,3
592389,IL,60077,5
627838,MS,39110,3
455215,CA,94954,1
229290,WA,98362,4
81366,MA,1970,
645649,PA,17225,1
560058,KY,40175,4
126502,FL,34952,3
64996,NM,87120,5
349803,NY,13431,4
236167,IN,46237,
399759,NM,88220,3
158574,PA,19146,
316098,CA,93940,3
81678,CA,94019,5
386615,NY,11374,
653668,MN,55076,1
345003,NC,27239,4
71154,CA,92411,3
705486,WA,98115,3
151315,NC,27360,
304999,FL,34112,
375263,TN,37130,5
215633,NJ,8757,5
156624,MD,20724,
199404,NY,12406,4
254179,FL,34951,1
233389,WA,98166,4
104570,IL,60067,
513907,AL,35603,3
648236,MA,1607,3
272567,SC,29902,1
396580,NV,89027,1
638474,TN,37774,5
108206,PA,18944,1
225393,NE,68415,4
412104,LA,70047,
522062,CA,91387,3
280679,IL,60133,3
16205,MI,48602,2
32600,NY,14437,4
232776,KS,66091,3
369480,PA,19119,3
450267,OH,44133,3
548433,TX,78640,1
11759,PA,15065,4
183064,GA,30324,
717234,PA,15104,3
157946,IL,60419,
458211,HI,96720,1
709585,PA,18407,1
187234,NY,11228,3
155123,NJ,8215,
174555,PA,19611,1
599840,WA,98942,3
258820,MD,21223,1
351379,PA,16678,
79728,AL,35584,2
619241,NC,28303,
66679,LA,70802,
528356,FL,33312,
651541,NH,3570,3
609484,NE,68701,1
358749,CA,92610,
616659,NY,14580,
719948,CT,6340,3
150079,KS,66212,
146299,KY,40351,
578858,CA,94609,1
37576,SC,29697,3
541391,ND,58601,
39464,OH,45373,2
24937,AZ,85308,2
355301,LA,70065,3
8205,NC,27358,4
632159,AR,72619,3
559095,FL,33436,4
255161,OK,73170,2
729174,CA,95961,
75846,GA,30004,1
543259,FL,33772,
237755,NC,27262,1
583523,IL,61073,
721299,MI,48763,3
164708,OR,97477,1
462648,MT,59270,1
228615,MO,63077,3
83096,CA,92301,1
542610,OH,45068,1
399162,PA,19054,1
366285,IN,47978,3
174701,OH,44278,1
745971,TN,38558,
573958,CA,94063,1
691722,TX,75024,3
406177,VA,22201,5
56319,PA,15216,4
155813,NY,12771,
199877,MD,21154,
82062,WV,26330,1
562981,AL,36444,3
718694,WI,54115,3
142151,PA,19526,2
368803,TX,77581,5
480955,ID,83607,1
56623,CA,94108,4
646508,IL,60193,1
517373,CA,93422,2
158646,WA,98028,
682893,NC,28721,1
13581,CT,6473,3
369866,NY,11210,3
330643,FL,32765,1
138095,NY,10994,
39420,NC,28269,4
492000,GA,30265,
388210,MD,21035,
710928,CA,93060,4
162227,LA,70669,2
646460,MD,21536,1
396206,NJ,8873,
94569,VA,20165,1
721558,PA,18617,3
490846,AZ,85757,2
426730,NY,11040,3
354458,TN,38117,5
634095,NC,28443,4
89360,OH,43557,
530925,CA,92240,5
105075,NM,87112,
147710,IN,47167,3
472750,GA,30263,4
324508,TX,76384,3
655362,NY,13417,3
569485,MI,48076,3
263895,CO,80107,
328005,OH,45631,3
469444,VA,24426,2
682560,KS,67217,4
440993,MS,39042,3
88171,OH,43150,2
322683,PA,18977,4
579379,MI,48111,3
273144,NY,11565,
305339,MI,49546,1
273457,GA,30011,4
140802,GA,30350,
177207,TX,78839,1
322261,WA,98665,4
91225,KS,67203,2
227815,OR,97007,3
480645,IL,60002,
124570,KS,67730,1
625872,NY,12550,3
156755,LA,71108,
265184,TX,78209,
174695,PA,15926,2
315130,PA,19140,2
22000,OH,45807,3
607970,NY,10977,2
413288,NC,27932,3
529460,LA,70003,4
676984,PA,17055,3
358945,SC,29710,3
666133,GA,30062,
726637,FL,34653,3
607756,NC,28314,1
504582,NJ,7730,1
141271,NY,11236,
294857,SC,29431,
39098,CA,92377,3
165010,WI,53022,2
327657,DC,20011,3
425340,NC,27310,2
498603,TX,76140,
660579,FL,32506,
547485,IL,62454,1
155691,SC,29566,
398880,NE,68114,
622953,MI,48183,3
563243,MI,49348,1
499986,MI,48089,
648028,NJ,8757,3
366029,TX,79118,
345474,CA,92116,3
580896,NC,27103,
296271,FL,32818,3
317877,FL,33706,4
588825,NY,10528,
260682,CA,91910,1
622889,CA,94928,5
392361,AZ,85028,4
350519,MA,1609,2
526246,NY,10994,3
597054,AZ,85622,5
114059,TN,37843,5
30598,NJ,7040,3
597773,CA,93436,1
132783,CA,92832,3
418225,PA,15736,2
689687,IN,46835,
423083,IL,60473,1
321676,OH,44134,3
665454,AL,36203,2
50957,NJ,7712,3
714645,WV,25130,3
348244,IL,62966,3
731211,SD,57105,
694172,MA,1701,2
494440,NY,14215,3
695407,NY,10965,
744756,DE,19703,
690499,GA,30518,5
418073,MD,21286,1
633166,CA,92128,3
460057,LA,70124,5
531534,AL,36582,4
694086,MO,64118,1
1435,CT,6095,3
573812,IN,47362,3
295295,GA,30523,
433492,PA,18704,3
522482,WV,25508,3
132075,WV,26134,5
240746,MA,2118,5
272714,MD,20735,3
336079,CA,91761,
105274,MA,2675,5
88044,NC,28207,
314276,FL,32862,2
420251,GA,31793,3
133189,IN,46991,
451614,PA,19342,3
466605,NV,89128,1
193637,CT,6513,4
325273,CA,92075,3
269007,OH,43560,3
258044,NY,11436,1
367202,PA,19154,3
595887,FL,33015,3
525445,CA,94531,2
699645,NY,13159,1
392622,MD,21201,
469933,IN,46802,4
62274,NC,27021,2
729045,NC,28025,3
268314,MD,21009,2
213462,OH,45601,1
627842,GA,30035,1
215228,PA,15563,
178532,IL,60156,4
203203,WA,98022,4
154638,NC,27104,
303219,MO,63133,
260973,LA,70002,4
482685,NY,11725,
608410,VA,24641,
447773,NH,3045,3
666155,TX,75438,
195470,OH,44310,
376335,TX,76528,2
238486,CT,6810,4
141707,LA,71115,1
537041,TX,79407,1
169296,TN,37620,3
85915,NC,28405,
477821,SC,29607,1
625916,CA,95503,1
499443,OH,43616,3
741234,CA,93940,
275936,TN,38240,3
651876,IL,60653,1
170232,CA,95125,2
77781,IN,46033,
408150,MD,21401,1
459892,WI,53590,3
68981,TX,76182,5
160102,FL,33573,
633540,VA,23220,1
128666,MN,55092,1
672849,MI,48221,1
412395,IL,60154,4
112853,NC,27949,2
543327,SD,57106,1
4680,PA,15642,4
459824,NY,11516,
308258,TX,79903,5
536889,VA,22205,4
665764,NC,28034,1
294977,LA,71295,
44878,FL,32539,3
145652,FL,34652,4
607789,NY,10452,
179653,MT,59601,2
17657,TN,38063,2
2029,NJ,7620,3
157972,FL,33410,
273994,CA,91604,3
267941,CT,6906,3
708417,NY,13440,4
155473,NJ,8251,
395173,GA,31326,
616487,TN,37343,3
664208,SC,29334,4
228832,NJ,7506,3
208898,NJ,7110,
310846,TX,77657,
599916,MN,56073,2
132826,IL,60187,
316866,VA,22554,2
335656,NJ,7945,
363305,NY,10940,4
284698,MA,2127,1
34471,MI,48423,1
577042,OR,97202,
7656,VA,23453,3
257092,NJ,7039,3
469432,MI,48124,2
12839,NY,10022,1
162008,PA,19149,
735138,MD,21234,
5374,OK,74401,3
120652,NJ,7423,5
54678,OK,74006,3
614246,NC,28532,4
138478,GA,30040,4
568968,NY,12463,2
726801,WI,53149,
445216,PA,15219,
663288,FL,33415,2
642880,PA,15522,3
24191,IL,60162,5
110485,GA,31705,3
591438,NM,88242,1
492762,OH,45807,2
551161,NY,14305,4
11171,FL,33770,1
511974,PA,16726,
20409,KY,40245,4
716230,CA,92705,3
1528,GA,31206,
445082,SC,29303,
302298,CA,90505,
608495,IN,46701,5
240556,GA,30809,1
67784,AL,36509,3
374396,HI,96825,1
626533,CA,92880,3
87501,NY,11003,1
264619,PA,19030,1
76264,ID,83647,4
491838,VA,23430,
293113,MI,49868,
32173,NY,10923,4
394165,NY,11225,3
589488,NV,89074,
381303,SC,29651,3
635652,FL,34292,5
709289,NJ,7663,1
375317,TX,78613,3
201497,NC,27834,
368895,WI,53913,3
283496,NC,28443,
235886,NY,12009,3
741329,CA,94941,
129414,WI,54669,1
510536,NJ,8234,4
533332,NM,87305,
347943,TX,77585,3
131444,OH,44125,3
730392,OR,97338,1
536471,PA,17821,3
23795,MS,39209,3
625286,LA,70767,5
374111,CA,95032,3
505420,NY,10314,1
605867,LA,70001,3
116447,CT,6095,3
314954,NY,12155,
96967,PA,18063,2
328432,GA,30126,3
712219,OH,45150,1
729771,MI,48380,3
390100,WI,54025,1
351605,NY,10537,3
717956,PA,17963,
320548,CA,90265,3
722267,CO,80005,4
413926,IN,46394,3
107553,NC,27292,5
610584,NC,28731,1
593448,AR,72223,5
420274,PA,19446,3
539126,NY,12110,4
337658,IL,62549,
729772,IN,46774,5
15725,PA,15217,3
376607,IL,60194,4
714614,NV,89052,2
353406,CA,94041,4
274810,IN,46516,1
119733,IL,60610,5
706175,WV,26501,4
456474,IN,46218,3
41726,NE,68507,1
395335,NC,28786,2
489174,IN,46901,
6004,MA,1930,4
315035,KS,66062,1
402789,NJ,7208,
319285,GA,31520,3
116037,NY,12309,1
310974,TX,78217,1
579760,MA,1843,4
556872,NY,11710,3
535805,CA,91913,4
316837,OH,45503,3
679214,TX,78621,
215917,FL,33411,
194625,TX,76018,1
175182,VA,22312,4
525137,LA,71334,4
140054,NJ,8002,
511461,OH,43227,3
23583,WI,54313,1
54643,MI,49738,1
132601,FL,33980,2
706297,KY,41635,1
248276,CA,93111,5
657881,PA,15137,3
184240,WV,26003,5
22072,WI,54601,4
187520,CA,90815,4
455019,CT,6512,5
682249,TN,38506,
694726,PA,16066,2
479838,IN,47362,2
667763,FL,32073,1
168138,FL,33317,1
514359,NY,11379,4
98174,NY,11233,1
691558,ID,83639,3
604770,FL,33009,1
223479,IL,60423,3
629936,MA,1226,2
120856,TX,77017,1
147594,TN,37320,4
398465,LA,70360,
589460,OH,45305,
402081,RI,2886,
669730,MI,48235,
526849,MO,63122,5
652582,FL,33602,1
112536,OH,45431,3
311394,VA,20191,5
569622,AZ,85710,
263775,OH,44125,4
736723,IL,61032,4
662963,PA,15108,4
229633,TX,75802,3
591420,TX,75022,1
54612,WA,98532,3
47696,CA,93063,
10731,OR,97330,3
222662,LA,70812,3
390228,NJ,8610,
41314,CA,92126,3
345882,CO,80228,3
702324,PA,17851,2
541970,PA,19506,4
648917,IL,61401,
326715,TN,37129,4
271067,MA,1913,3
144625,OH,45118,
87019,TX,75023,3
478727,IN,46142,3
557412,SC,29708,
259997,MD,21090,4
458297,LA,70601,1
122726,NY,11575,
136513,MI,48627,
201359,NY,14120,
740420,VA,23238,1
307889,AK,99516,
552965,TX,75052,5
286150,CA,90065,3
516804,LA,70094,
372999,NY,11225,1
477748,NY,10941,3
269561,AL,35405,
497243,CA,90650,
440167,OH,45650,3
389164,TX,78580,
618991,IN,46123,3
235554,CT,6479,3
134435,TX,77562,3
494453,PA,16801,3
239830,CA,95687,
400094,MI,48182,3
525350,TX,78240,2
368009,NY,11713,3
4515,MI,48346,3
59462,CA,92154,3
311891,OK,73650,1
255761,VA,24151,1
391673,TX,77401,
72706,NC,28120,1
253451,IL,60467,3
736551,NY,11003,1
740424,CT,6351,
437332,VA,23464,
314097,NY,10301,2
580975,MI,49254,
12342,CA,94568,
141796,NC,28379,
94648,PA,18901,1
258696,DE,19702,3
327321,OH,43081,1
294580,IN,46385,
356601,RI,2920,3
318825,CA,92115,
677698,MD,21702,3
467898,NJ,8050,1
525634,CA,90043,
334338,CA,93637,3
48761,CO,80126,
81068,FL,32465,3
132733,IL,60440,3
524237,TX,76182,5
672443,NC,27615,
655470,NJ,7073,4
432766,AL,36732,3
75600,CA,95661,2
112373,AR,72472,
331917,AR,72651,4
384622,VA,23223,1
160363,MI,48227,
293334,IL,60115,2
288574,OR,97402,4
639889,NE,68431,4
543123,AL,36801,1
487052,VA,23885,
32105,PA,15209,1
579380,TX,77099,3
140018,NY,11208,1
45867,MN,56464,
124529,CA,92563,3
393228,PA,19096,
734088,CA,93726,3
249710,WA,99208,1
721016,TX,75052,4
278503,WA,98270,3
734610,CA,94541,3
658034,NY,11757,1
295878,NH,3079,3
444810,OH,43758,4
309078,RI,2878,4
73039,OR,97360,
431646,FL,32937,3
143927,IN,46732,
423588,WY,82721,2
441781,PA,16504,1
696177,OH,45309,5
533321,MA,2726,4
158004,NJ,7840,2
546776,OH,45440,4
693912,ID,83328,5
216680,FL,32668,3
96244,MI,48334,3
48876,NY,13053,4
392721,FL,34956,1
515859,PA,19131,3
77685,MT,59037,4
666206,KY,42701,1
604918,VA,22406,3
291686,CA,95691,
556420,NJ,7506,3
558268,NY,11722,
597317,OH,43055,3
55650,NY,14212,3
322886,KY,40601,4
64409,TN,38016,3
99229,TX,78676,2
40407,PA,15243,
385902,FL,33624,1
684635,NJ,8055,5
32103,MD,21704,1
175436,MN,56201,1
166782,NJ,8618,5
636921,PA,18018,3
635270,SC,29464,3
701442,FL,32054,3
725387,LA,70128,
270014,WA,98277,3
122732,NC,28540,3
217958,AZ,85020,5
504382,OH,43224,
200054,VA,22508,5
139760,MI,49685,
562063,VA,24572,1
333058,WI,54143,3
334518,SD,57107,1
485876,AL,36528,3
632718,CA,95709,4
615994,IL,61832,2
700453,NY,11940,3
39839,NC,27526,3
28935,MI,48346,4
136392,NJ,7029,1
248271,MN,55301,4
741048,MA,1201,4
668854,PA,15317,
442148,CA,95123,2
287473,PA,18201,4
383123,ME,4103,4
698161,WI,54474,
639393,CA,91730,3
744908,SC,29568,
258269,CA,93312,3
100610,NV,89074,3
371980,TX,78640,4
567508,PA,15017,3
567636,ME,4043,3
675590,CA,90302,2
376986,NY,11412,3
12948,MI,48160,2
732667,FL,33570,1
727797,NC,28391,2
266443,IN,47130,3
388224,CO,80129,
565231,GA,30096,1
193501,KY,40514,3
551909,LA,70002,1
522386,AL,36532,4
554340,NY,13811,2
630475,PA,15220,3
229439,MD,21053,5
182229,TN,37772,
165169,TX,78613,2
21442,FL,33572,5
404569,MI,48375,1
40454,PA,17034,3
531360,TX,77022,3
664244,MD,21152,1
226897,NJ,8837,
412629,WI,53402,5
272682,WV,25813,1
567250,OH,44241,1
585172,ON,L1V3V8,
589933,MS,39451,
396492,TX,75235,2
611478,WY,82501,1
346480,OH,43062,4
495380,ME,4745,3
671141,VA,24124,3
481049,PA,18466,1
332404,MO,64850,
466457,NY,11763,3
648470,VA,22546,
315000,IA,51501,1
291383,FL,32257,
396998,WA,98312,
212592,TX,75126,
248752,OR,97045,4
649516,GA,30028,3
519861,TN,37922,1
283556,CO,80123,
245228,NH,3052,
234519,NV,89521,5
209380,NY,12850,
219448,NY,11215,
108294,NE,68845,3
745567,NY,12758,
347501,MD,20747,
3592,IL,62881,1
430189,NY,10598,2
2746,NM,87124,3
181928,PA,15840,3
184021,CT,6401,4
134226,PA,18465,
375316,CA,91942,1
746983,FL,33311,1
301242,MN,55992,
517903,GA,30101,2
678837,WA,98444,
692119,NY,13304,3
81855,PA,18452,3
276421,FL,32578,
210094,WV,25311,3
88838,GA,31093,3
141289,CA,95045,1
366044,NJ,8260,3
407688,PA,15317,3
433774,PA,15237,3
557937,NJ,7871,4
524815,MS,38801,4
22540,LA,70094,1
729669,AL,35803,5
218151,NJ,8850,2
1789,PA,19343,3
208108,NC,27405,1
542011,IN,46307,
93682,MI,48730,5
173334,NM,87120,4
469103,MN,55066,3
122193,OH,43068,1
26294,DC,20012,3
601834,WY,82718,
58771,NY,11221,1
195528,CT,6811,1
69918,MN,55436,3
565481,FL,32818,1
617385,NV,89021,3
355105,NY,10974,3
708766,OH,44107,4
222888,SC,29579,
272401,NJ,7430,1
66220,MN,56001,
534960,CA,91710,3
237312,MT,59457,3
157898,CA,90042,
396740,IL,60085,1
131646,MI,48183,3
364564,NJ,7945,
686818,FL,34698,
604392,NC,28532,3
355440,CO,81001,4
39407,WA,98390,5
382650,MS,39301,1
327899,AZ,86315,3
408930,AL,35242,4
647670,NY,14522,3
271764,UT,84603,3
131209,NY,11731,4
42454,IL,60178,5
401831,MD,20646,5
710406,IL,60448,
193539,PA,16870,3
301215,AL,36575,
713657,CA,94030,4
721433,TX,77713,1
389389,SC,29673,
276132,OH,43211,3
741011,NV,89002,1
361219,TN,37745,3
475368,TN,38115,
42762,NJ,8012,
176449,AZ,85308,3
558111,CA,94572,3
661548,NY,12831,3
317283,CA,91362,4
529521,WA,98373,1
406316,NY,11520,
460143,MO,64152,4
193620,WI,54868,3
45870,NC,28762,4
22468,GA,30281,4
713624,GA,31088,1
577670,VA,22959,3
467993,WA,98902,
320052,MI,48036,
463421,CA,91607,4
437289,LA,71106,4
636140,UT,84647,4
604616,TX,75703,2
567502,SC,29655,3
231527,OH,44460,3
287343,CA,93030,
745717,VA,24501,
61764,NJ,8554,
600331,CA,91401,1
115840,SC,29054,3
548459,OH,44471,3
423459,AK,99760,
467289,NC,28732,1
700377,PA,15052,1
531413,MD,20813,1
704461,AZ,85318,1
668272,PA,19154,
220999,NY,11436,1
739285,CA,94541,1
183212,NC,28314,
389381,IL,61073,2
704520,WA,98168,2
484713,MI,48141,
350991,IL,60630,3
497837,MI,49938,
676259,ME,4274,
318076,SC,29575,4
686243,CA,92553,
413711,PA,15701,3
118379,SC,29418,1
435122,MI,48047,2
115868,PA,19081,
394728,MI,48375,1
668863,VA,23701,
550830,CA,95630,4
382116,NJ,7080,1
374000,CA,95425,5
83203,GA,31093,3
550649,GA,30032,3
392531,AL,36025,
206664,CA,94928,1
32314,CA,94086,3
87081,FL,33309,1
464922,KY,40403,4
674747,AL,35976,2
212906,NC,28409,
555226,AR,72764,
681436,TX,75023,2
125707,MS,39042,3
130723,KY,40165,3
451408,TX,77584,3
91851,NJ,8831,3
544740,FL,34668,4
665369,CT,6483,2
614851,NJ,8755,3
79783,NC,28435,3
141621,MD,20781,1
56410,MA,2538,4
497583,OH,44301,3
332039,CA,93307,4
495575,FL,32953,2
422030,NC,28174,
519969,NV,89118,4
384136,TX,78633,3
135266,OH,44077,4
91975,CA,90267,3
306644,TX,76904,
303582,OH,44305,4
394177,CT,6770,4
456875,KY,40356,4
616923,NC,27801,3
377999,NY,13413,
582559,OH,44481,4
46885,AR,72641,5
318175,AL,36801,
432196,CA,93465,2
52554,MN,55386,4
556505,MD,21028,3
50012,ME,4022,1
617257,OH,44622,3
499684,TX,78244,
13804,TX,77625,3
348972,MI,48085,
264077,TX,76131,1
723984,NJ,8065,
124269,OK,73858,
211502,GA,30824,
7325,WA,98260,4
515498,AR,72157,5
351233,WI,53532,3
89641,TX,75151,4
312632,NY,10003,5
23276,NJ,7036,3
600006,OH,45895,1
50427,NJ,8510,5
44,VA,24073,3
97458,LA,70131,5
746013,NC,27890,1
222989,MD,21702,4
145867,PA,17815,2
313893,NC,27265,1
166502,WA,98851,
224722,KY,40422,3
226660,TX,79603,4
283741,CA,93012,1
719958,CA,90040,4
68267,ID,83406,
402792,AL,35761,1
254809,IL,60617,2
607146,NJ,7601,4
255449,PA,18360,1
17646,NE,68132,
437280,MN,55113,4
161788,NY,12771,
243616,OH,44129,1
369884,CO,80204,
79776,OH,44333,5
84570,CT,6249,2
496325,NY,10566,3
355556,FL,33328,
83280,NY,12866,1
675215,FL,33948,4
603852,NC,28551,3
122230,NY,12309,1
483088,NJ,8724,3
185471,MD,20613,
211778,GA,30252,1
58979,FL,33525,3
267458,OR,97701,2
614012,IL,60076,
10916,TX,79079,1
273197,OH,44907,
91204,AL,36022,1
334400,FL,33487,3
731221,PA,15601,3
738837,NC,27610,
42849,MD,21702,2
114079,CA,94939,3
50355,VA,24558,3
513566,SC,29651,
210720,IL,60628,
439134,FL,33870,
61756,UT,84067,
592313,CA,91352,2
395455,AZ,85614,
333898,IL,60634,3
36179,TX,77380,4
543157,NV,89145,3
718370,PA,19468,3
261767,CA,91355,1
399415,MI,49337,1
380195,OH,43207,1
602124,NE,68803,2
95245,NY,11234,4
351222,KS,67207,
438580,NY,12775,3
443836,MD,20852,4
497799,MI,48603,
721970,OK,74116,3
437056,OH,43906,2
40279,NJ,8003,
303265,CA,94080,
301670,NJ,7071,4
305797,NC,28314,
729947,TN,38053,3
236371,AR,71670,1
502683,MI,49004,1
210247,MS,39218,3
662388,MD,21228,3
328844,CA,93065,3
98178,FL,33029,3
740814,WV,25501,
414056,NC,27514,5
228266,NY,14111,1
310025,WA,98032,2
369383,MD,20772,4
701664,GA,31406,3
524640,NY,13126,
35377,NV,89106,4
714089,CA,92345,3
117143,ME,4219,
244,NC,28590,3
360662,IA,50677,3
87440,SC,29456,3
529339,WI,53558,1
667613,OH,44502,3
549169,MA,2370,
502520,FL,32725,
629560,AL,35661,4
444851,PA,15767,1
413236,CA,91941,3
68220,MD,20903,3
475650,FL,34601,
438307,CA,92128,2
444467,TX,79935,4
743288,MI,48442,
40160,MD,21222,4
336961,OR,97709,1
180396,NY,10562,1
672617,MI,48374,2
160779,FL,34685,
299242,MD,20817,
159400,CA,92881,1
477039,CT,6810,5
120244,CA,95118,4
695460,SC,29033,4
647522,TN,37763,4
741959,PA,19150,
191100,NC,27371,3
615946,OH,44601,5
627911,GA,31721,4
579647,MI,48162,4
272948,AL,36587,
724751,MA,2659,3
444025,NY,10550,4
181481,CT,6443,
579623,NC,27203,2
556067,NY,10566,3
169354,NV,89032,1
326179,IL,60452,4
320135,NY,11581,3
247794,IL,60435,4
584976,MI,48310,3
36130,PA,16701,3
301933,NC,27871,
611157,PA,18017,4
687106,ME,4401,
631388,TX,75043,3
432665,FL,32927,3
19079,PA,18411,2
114683,KS,67207,
283548,TX,79035,
707550,PA,18042,3
344978,NY,11249,3
448424,AK,99687,2
56446,OK,73029,4
559992,NC,28115,4
696304,CA,95757,
253992,PA,15954,1
565950,IL,60089,1
264772,OH,43235,1
639906,CA,93940,1
111273,IL,60616,4
372164,MA,1880,3
392517,MT,59313,1
88830,NY,14150,5
527090,PA,17051,3
362464,CA,94501,1
299833,NY,11756,
725284,IL,60620,3
238812,MA,2356,3
576416,WA,99362,
334484,RI,2919,
316212,NY,10308,
743765,NC,28479,
554752,MI,48101,4
216977,KS,66206,1
166315,CA,94509,5
1167,VA,23834,
315763,NY,11222,4
25553,NC,27104,5
739915,NV,89434,
155192,NY,11375,
280907,CT,6023,4
295725,CA,92104,
689152,PA,19508,
139549,MS,39211,
662637,NC,27565,1
167650,FL,32119,3
288339,PA,18042,2
296385,CO,80128,
731012,TN,37080,
668149,WV,26041,3
623901,IN,47446,3
253733,CT,6610,3
158513,KY,42261,
498044,NJ,8757,
727345,MI,48730,4
351183,MI,49266,3
498212,TN,38258,
253939,TN,38053,
638564,OH,43964,1
653552,IN,47403,2
190890,NJ,7067,4
725167,PA,18902,1
127066,NY,12801,5
