"","PRODUCT_ID","PACKING_SLIP_DESC","MERCH_DIV_DESC","BRAND_NAME"
"4091",9856,"Bobbi Brown Rose Gold Shimmer Brick","Health/Beauty","Bobbi Brown"
"4092",19628,"B. Makowsky Glove Leather Double Handle Pocket","Accessories","B. Makowsky"
"4093",1909,"Isaac Mizrahi Live! Double Handle Studded","Accessories","Isaac Mizrahi Live!"
"4094",60991,"Air Hunters Z Curve Bow","IQVC Divisional","Air Hunterz"
"4095",445,"smashbox Lip Enhancing Gloss - Full","IQVC Divisional","SmashBox"
"4096",29205,"As Is"" Roll Out Slim Designed Multi-Use""","Home Decor","Lori Greiner"
"4097",37072,"Epiphany Diamonique 6.00 ct tw Round Lever Back","IQVC Divisional","Epiphany"
"4098",8832,"Dooney & Bourke Coated Cotton Retro Print","Accessories","Dooney & Bourke"
"4099",53731,"NFL Pittsburgh Steelers Logo Stainless Steel Tr","IQVC Divisional","NFL"
"4100",28604,"The Weather Channel WS7215 Wireless Temp. & Hum","IQVC Divisional","The Weather Channel"
"4101",3978,"M by Marc Bouwer Lace Printed Knit Top with","Apparel","M by Marc Bouwer"
"4102",25716,"Canon EOS 5D Mark II DSLR Camera Body","IQVC Divisional","Canon"
"4103",15358,"Perfect Formula My Favorite Topcoat","IQVC Divisional","Perfect Formula"
"4104",1357,"NFL Miami Dolphins Key Chain/Money Clip/Magazin","IQVC Divisional","NFL"
"4105",7061,"Denim & Co. 3/4 Sleeve Cable and Rib Sweater","Apparel","Denim & Co."
"4106",455,"Nick Chavez Plump 'N Thick Thickening Spray Gel","IQVC Divisional","Nick Chavez"
"4107",35606,"Lenox Holiday Happiness is Homemade"" Cake Plat""","IQVC Divisional","Lenox"
"4109",6216,"Denim & Co. Roll Sleeve Button Front Woven","Apparel","Denim & Co."
"4111",29956,"Northern Nights 550 FP DownAround Pillow - Medi","IQVC Divisional","Northern Nights"
"4112",7026,"M by Marc Bouwer Shrug with Pointelle Ruffle","Apparel","M by Marc Bouwer"
"4113",27357,"Jillian Michaels - Power Walking Workout iFit C","IQVC Divisional","Jillian Michaels"
"4114",46951,"Judith Ripka Sterling 18 Black Onyx Bead""","Jewelry","Judith Ripka"
"4115",58983,"A-D Authentic Gourmet (32) Mini Croissants","Home Decor","Authentic Gourmet"
"4116",47219,"Carolyn Pollack Sterling 7-1/2 Signature Link""","Jewelry","Carolyn Pollack"
"4117",54566,"As Is"" Technique Stainless Steel 12"" Barbecue""","Home Decor","Technique"
"4118",21063,"Elvis Presley 75th Birthday 12x15 Plaque","IQVC Divisional","Elvis Presley"
"4119",12935,"NFL Repeating Team Name Heather Grey L/S Crew","License Hardgds","NFL"
"4120",23461,"Panasonic 1-Line Corded Telephone System with S","IQVC Divisional","Panasonic"
"4121",11926,"Nicole Richie Collection Button Front Blouse w/","Apparel","Nicole Richie Collection"
"4122",31846,"Raleigh 100% Cotton Handcrafted King Size","Textile/Furnit","N/A"
"4123",42359,"Judith Ripka Sterling Gemstone Princess","Jewelry","Judith Ripka"
"4124",43426,"High Polished and Textured Oval Hoop Earrings","Jewelry","N/A"
"4125",35695,"Del Week 12/1 Trinity Tree Windham Fresh Mixe d","IQVC Divisional","N/A"
"4126",47471,"As Is"" Luxe Rachel Zoe Goldtone Radiant Flower""","Costume Jewelry","Luxe Rachel Zoe"
"4127",9408,"Clarks Privo Zyon Sandals with Adjustable","Accessories","Clarks"
"4128",33062,"Del.Week 12/17 48 Fresh Pine Balsam Mantel""","Home Decor","Valerie Parr Hill"
"4129",34846,"Tiffany Style Tanner Collection 58-1/2 Floor L""","IQVC Divisional","N/A"
"4130",8572,"Joan Rivers   Lace Tunic with 3/4 Bell Sleeves","Apparel","Joan Rivers"
"4131",45192,"Judith Ripka Sterling 5/8 Diamonique Textured""","Jewelry","Judith Ripka"
"4132",32523,"Northern Nights Full 4 Gusset CuddleLoft""","Textile/Furnit","Northern Nights"
"4133",60542,"Design & Drill Activity Center","IQVC Divisional","N/A"
"4134",24800,"Actiontec Ethernet DSL Modem with Routing Capab","IQVC Divisional","ActionTec"
"4135",30139,"6-1/2' Frosted Frasier PE Fir Tree w/Clear Ligh","IQVC Divisional","Vickerman"
"4136",50319,"Judith Ripka Sterling X"" Design Diamonique Cha""","IQVC Divisional","Judith Ripka"
"4137",57769,"Stuffin Gourmet 1Box(10)4oz Parm. Breaded Lemon","Home Decor","Stuffin Gourmet"
"4138",55391,"Paula Deen Signature Bakeware 9 Square Cake Pa""","IQVC Divisional","Paula Deen"
"4139",32197,"Kringle Express S/5 Illuminated Glass Ornaments","Home Decor","Kringle Express"
"4141",7258,"Linea by Louis Dell'Olio Faux Suede Button","Apparel","Linea by Louis Dell'Olio"
"4142",29172,"Set of 6 Limited Edition Toy Story or Marvel","Home Decor","N/A"
"4143",61271,"Andis 14-Piece Beard and Mustache Trimmer","IQVC Divisional","Andis"
"4144",47256,"As Is"" Smithsonian Sterling 1.85 ct tw Garnet""","Jewelry","Smithsonian"
"4145",2816,"bliss Lid+Lash Wash Makeup Remover, 3.7 oz","IQVC Divisional","Bliss"
"4146",47499,"As Is"" Sterling .60cttw Tanzanite & Diamond""","Jewelry","N/A"
"4147",15977,"smashbox Limitless Lip Stain & Color Seal Balm","IQVC Divisional","SmashBox"
"4148",23242,"Jensen JiSS-250i Docking Speaker Station for iP","IQVC Divisional","Jensen"
"4149",28521,"NFL Chicago Bears 48 x 60"" Home Field Blanket""","IQVC Divisional","NFL"
"4150",24887,"Yoga for Beginners 3-Disc DVD Set","IQVC Divisional","N/A"
"4151",30299,"Little Giant Project Tray","IQVC Divisional","Little Giant"
"4152",24178,"HP 564 Series Three-Ink Photo & Paper Pack for","IQVC Divisional","HP"
"4153",42156,"Prerogatives Sterling Average Bead Charm","Jewelry","Prerogatives"
"4154",38713,"Melania Hammered & Crystal Hinged Bangle","Costume Jewelry","Melania Trump"
"4155",2507,"Susan Graver Reversible Animal Print to Solid","Apparel","Susan Graver"
"4157",1288,"NFL Philadelphia Eagles Men's Slipper Socks - P","IQVC Divisional","NFL"
"4158",23075,"Kinect Sonic Free Riders - Xbox 360","IQVC Divisional","Sega"
"4159",51624,"Steel by Design 20 2.0mm Polished Bead Chain N""","IQVC Divisional","Steel by Design"
"4160",40306,"Honora Cultured Pearl 10.0mm Oval Coin 36"",Jewelry""","Honora",""
"4161",25828,"Kyocera Hydro Bundle from Boost Mobile","IQVC Divisional","Kyocera"
"4162",780,"philosophy raspberry sorbet shampoo, shower gel","IQVC Divisional","philosophy"
"4163",22192,"JVC Everio GZ-V500 1080p Full HD Camcorder","Electronics","JVC"
"4164",60809,"Spectacular Magic Show 100 Trick Suitcase","IQVC Divisional","N/A"
"4165",1013,"Surgeon's Skin Secret 3 pc Travel Pack - Mounta","IQVC Divisional","Surgeon's Skin Secret"
"4166",35807,"Luminara 13 In/Outdoor Old-World Lantern w/Fla""","IQVC Divisional","Luminara"
"4167",8749,"Dooney & Bourke Coated Cotton Splash Print","Accessories","Dooney & Bourke"
"4168",23705,"Nikon D3100 14MP DSLR Camera Bundle w/ 18-55Len","IQVC Divisional","Nikon"
"4169",23921,"Accessory Power Pro Series GOgroove Earbuds","IQVC Divisional","N/A"
"4170",30107,"Standing Zombie with Light-Up Eyes","IQVC Divisional","N/A"
"4171",11968,"B.Makowsky Leather East/West Crossbody Bag with","Accessories","B. Makowsky"
"4172",318,"ProStrong Nail Biters Pen and Intensive Moistur","IQVC Divisional","ProStrong"
"4173",27287,"NFL Philadelphia Eagles Team Embossed Billfold","IQVC Divisional","NFL"
"4174",56459,"WOW S/2 Stainless Steel Cleaner & Protectant","Home Decor","WOW! EZ Finish"
"4175",25791,"Samsung SMART 3D WiFi Blu-ray Player w/ Bonus H","IQVC Divisional","Samsung"
"4176",54698,"Rachael Ray Little Hoot Cereal Bowls - 4-Pack","IQVC Divisional","Rachael Ray"
"4177",38365,"Dweck Diamonds Vanessa 14K Gold Clad 1/3 cttw","Jewelry","Dweck Diamonds"
"4178",50682,"AK Anne Klein Ladies Silvertone and White Watch","IQVC Divisional","Anne Klein"
"4179",56166,"Char-Broil TRU-Infrared 465 sq.in. Stainless","Home Decor","Char-Broil"
"4180",30010,"Set of 2 Christmas Tree Window Silhouettes by V","IQVC Divisional","Vickerman"
"4181",28688,"36 Prelit Natural Alpine Tree w/ Clear Lights b","IQVC Divisional","Vickerman"
"4182",16243,"Pacifica Take Me There Set","IQVC Divisional","Pacifica"
"4183",9007,"Dooney & Bourke Coated Cotton DB75 Splash Tote","Accessories","Dooney & Bourke"
"4184",16889,"Laura Geller Hydrating Lip Scrub and Lip GlossT","IQVC Divisional","Laura Geller"
"4185",56807,"USA Made Chicken Barz Dog Treat, 8-oz. Bag","IQVC Divisional","N/A"
"4186",59553,"SHWK 12/10 Perfect Gourmet (40) Chicken or Pork","Home Decor","The Perfect Gourmet"
"4187",36903,"Sterling 9 Polished Puffed Heart Anklet""","IQVC Divisional","N/A"
"4188",27806,"Ultimate Spa & Perfume Kit","IQVC Divisional","Poof"
"4189",42342,"Sterling Bold Polished","Jewelry","N/A"
"4191",16736,"Perricone MD Neuropeptide Top Sellers Duo","IQVC Divisional","Perricone MD"
"4192",54965,"Paula Deen Collection Aqua Porcelain Nonstick 1","IQVC Divisional","Paula Deen"
"4193",23032,"iHome Alarm Clock for iPod/iPhone","IQVC Divisional","iHome"
"4194",54840,"Cuisinart Pizzelle Press","IQVC Divisional","Cuisinart"
"4195",16377,"NFL Pittsburgh Steelers Hoodie Tote","IQVC Divisional","NFL"
"4196",27149,"Razor A2 Scooter- Red","IQVC Divisional","Razor"
"4197",30129,"Wagner Heat Gun Kit HT1100","IQVC Divisional","Wagner Spray Technology"
"4198",25007,"Samsung Galaxy Note N7000 GSM Unlocked AndroidC","IQVC Divisional","Samsung"
"4199",34118,"Battery Operated 20 Light LED Ho Ho Ho"" Sign""","IQVC Divisional","N/A"
"4200",8571,"As Is"" Dooney & Bourke Florentine Leather""","Accessories","Dooney & Bourke"
"4201",967,"Shape Detector by Carol Wior 4-Way Bandeau Swim","IQVC Divisional","Carol Wior"
"4202",47260,"As Is""AffinityDiamond Sterling 1/5 cttw Carved""","Jewelry","Affinity Diamond Jewelry"
"4203",6753,"Linea by Louis Dell'Olio Crushed Velvet Button","Apparel","Linea by Louis Dell'Olio"
"4204",28973,"Whispering Willow 2 Crystal Ball""","IQVC Divisional","Whispering Willow Fairies"
"4205",36443,"Prerogatives Sterling Starfish Dangle Bead","IQVC Divisional","Prerogatives"
"4206",56894,"Dyson Zorb Cleaning/Freshening Powder","IQVC Divisional","Dyson"
"4207",60911,"Electronic Super Slam Basketball","IQVC Divisional","N/A"
"4208",51432,"Diamond Hinged Hoops, Sterling, 1/4 cttw,","IQVC Divisional","Affinity Diamond Jewelry"
"4209",60946,"Big Band Singers","IQVC Divisional","N/A"
"4210",57423,"Selma's Holiday Gift Box","IQVC Divisional","Selma's Cookies"
"4211",53618,"Paula Deen  2-Piece Mixing Set - 1.5 qt & 3 qt-","IQVC Divisional","Paula Deen"
"4212",17323,"Skechers Bobs Chill Slip-on Casual Flats","IQVC Divisional","Skechers"
"4213",3434,"Stone Mountain Leather Double Entry Hobo Bag","Accessories","Stone Mountain"
"4214",29945,"Northern Nights Full 2 Gusset SuperLoft Feathe""","IQVC Divisional","Northern Nights"
"4215",17078,"GOGO Tights with Light Gradient Compression","IQVC Divisional","GOGO"
"4216",11089,"Pure Inventions Flavored Green Tea Extract","Health","Pure Inventions"
"4217",23613,"Motorola L803 Dect 6.0 Answering System w/3 Cor","IQVC Divisional","Motorola"
"4218",36400,"Sterling Saint Michael Police Badge Medal","IQVC Divisional","N/A"
"4219",54127,"Anolon Bronze Collection Bakeware 5-Piece Set","IQVC Divisional","Anolon"
"4220",46793,"Diamond Round Cluster Stud Earrings, 14K, 1cttw","Jewelry","Affinity Diamond Jewelry"
"4221",25086,"Trident AP-IPH5-TGblu iPhone 5 Apollo Case - Gr","IQVC Divisional","Trident"
"4222",35687,"Del Week 12/1 Trinity Tree Multi-Use Fresh Mi x","IQVC Divisional","Trinity Tree"
"4223",60582,"Word Building Dominoes by Educational Insights","IQVC Divisional","Educational Insights"
"4224",12034,"B.Makowsky Glove Leather Convertible Messenger","Accessories","B. Makowsky"
"4225",50680,"Casio Women's Mid-sized Sport Analog Watch with","IQVC Divisional","Casio"
"4226",14563,"A-D Mally's Favorite Things Vol 2 Collection","Health/Beauty","Mally Beauty"
"4227",49799,"Simply Stacks Sterling Prong-Set Created Ruby S","IQVC Divisional","Simply Stacks"
"4228",17770,"Laura Geller Mini Air Whipped Bronzer","IQVC Divisional","Laura Geller"
"4229",3101,"Kenyon PolarSkins Ladies Base Layer","Fun & Leisure","Kenyon Supreme"
"4230",1088,"Dan Post Women's Laredo 11 Burnished Red Boots""","IQVC Divisional","Laredo"
"4231",56820,"Ultra King Kong Dog Toy","IQVC Divisional","Kong"
"4232",25844,"Various Artists A Very Special Christmas 25th""","IQVC Divisional","Universal Studios"
"4233",57107,"Harry London Pretzel & Graham Collection","IQVC Divisional","Harry London"
"4234",21384,"iGo Rechargeable Alkaline AA"" and ""AAA""""","Electronics","iGo"
"4235",32603,"Sealy Posturepedic MaxiLoft Set of 2 Gusset","Textile/Furnit","Sealy"
"4236",33990,"Pinsonic Quilted Cloud Design Waterproof King M","IQVC Divisional","N/A"
"4237",59731,"SHWK 12/17 Harry London (4)8oz. Boxes Milk&Dark","Home Decor","Harry London"
"4238",16107,"Bobbi Brown Illuminating Finish Powder Foundati","IQVC Divisional","Bobbi Brown"
"4239",40605,"Melania Textured & High Polished Hinged Bangle","Costume Jewelry","Melania Trump"
"4240",45886,"Bronzo Italia Polished Cushion Cut","Jewelry","Bronzo Italia"
"4241",35293,"Dyson DC24 Multi-Floor Vacuum with Tool Kit","IQVC Divisional","Dyson"
"4242",36742,"Prerogatives Sterling Scottish TerrierDog Bead","IQVC Divisional","Prerogatives"
"4243",32039,"Northern Nights Providence TW Coverlet","Textile/Furnit","Northern Nights"
"4244",60720,"TubArt - Princess","IQVC Divisional","N/A"
"4246",17349,"Sofft Wyoming Boots","IQVC Divisional","Sofft"
"4247",26868,"The Irish Rovers Home In Ireland"" CD & ""Merry""","Entertainment","N/A"
"4248",27044,"Dodger Stadium Framed with Bronze Coin","IQVC Divisional","MLB"
"4249",27539,"Dodger Stadium Bronze Infield Dirt Keychain","IQVC Divisional","MLB"
"4250",54336,"Messermeister Peeler Trio","IQVC Divisional","Messermeister"
"4251",20749,"Dennis Basso Faux Shearling Toggle Coat w/Faux","Apparel","Dennis Basso"
"4252",54927,"Rachael Ray Porcelain II 11-1/2 Oval Skillet -""","IQVC Divisional","Rachael Ray"
"4253",35981,"Beautyrest Queen Expand-A-Grip Mattress Pad","IQVC Divisional","Simmons"
"4254",37014,"Prerogatives Sterling Gold & Green Italian Mura","IQVC Divisional","Prerogatives"
"4255",41218,"Suspicion Sterling Marcasite 3.80ctsTrillionCut","Jewelry","Suspicion"
"4256",44681,"3.50 ct tw Round Peridot Stud Earrings, 14K","Jewelry","N/A"
"4257",17836,"Crocs Unisex Relief Shoes","IQVC Divisional","Crocs"
"4258",17595,"Mally 24/7 Gel Polish Remover Wraps","IQVC Divisional","Mally Beauty"
"4259",20993,"Year to Remember 1965-2012 Commemorative Coin S","IQVC Divisional","N/A"
"4260",40210,"Dweck Diamonds 1/4 ct tw Sterling Large","Jewelry","Dweck Diamonds"
"4261",54867,"KitchenAid KHB1231WH 2 Speed Hand Blender - Whi","IQVC Divisional","KitchenAid"
"4262",2988,"Isaac Mizrahi Live! Printed Animal Ruana","Apparel","Isaac Mizrahi Live!"
"4263",50251,"1.20 ct tw Oval Aquamarine Stud Earrings, 14K G","IQVC Divisional","N/A"
"4264",25349,"Together: The Hendrick Motorsports Story DVD","IQVC Divisional","NASCAR"
"4265",56494,"Selma's Jumbo Cookie & Coffee Combo","IQVC Divisional","Selma's Cookies"
"4266",34859,"Pacific Accents Set of 3 Melt Top Graduated Fla","IQVC Divisional","Pacific Accents"
"4267",50418,"Sterling Multi-Gemstone & Cultured Freshwater P","IQVC Divisional","N/A"
"4268",28553,"NFL San Francisco 49ers Bean Bag Chair","IQVC Divisional","NFL"
"4269",28424,"Hookless 210D Nylon Shower Curtain","IQVC Divisional","Hookless"
"4270",41611,"David Sigal Sterling Crystal Happy Skull","Jewelry","David Sigal"
"4271",34096,"Veratex Rainbow Leopard Twin Sheet Set","IQVC Divisional","Veratex"
"4272",42444,"Joan Rivers Simulated Drusy Bib  18 Necklace""","Costume Jewelry","Joan Rivers"
"4273",47346,"Judith Ripka Sterling Estate Style Diamonique","Jewelry","Judith Ripka"
"4274",8079,"Bob Mackie's Jewel Neck Printed Top with Split","Apparel","Bob Mackie"
"4275",56499,"Selma's Treatsickles","IQVC Divisional","Selma's Cookies"
"4276",22524,"Jo Totes Betsy Camera Shoulder Bag for SLR/","Electronics","N/A"
"4277",58498,"Lobster Gram 6 lb. Assorted Seafood Sampler","Home Decor","Lobster Gram"
"4278",37549,"Set of 6 Faceted Crystal Lever Back Drop","Costume Jewelry","N/A"
"4279",51907,"Textured with Diamond-Cut Oval Hoop Earrings, 1","IQVC Divisional","N/A"
"4280",57398,"1-800-Baskets.com Taste of Tradition Gift Baske","IQVC Divisional","1800baskets.com"
"4281",15857,"Peugeot Ladies Two-tone Bracelet Watch","IQVC Divisional","Peugeot"
"4282",36133,"Diamonique 4.00 ct tw Pear Lever Back Earrings,","IQVC Divisional","Diamonique"
"4283",14693,"As Is""Tignanello Signature Print Triple Zipper""","Accessories","Tignanello"
"4285",48237,"As Is""Joan Rivers Timeless Elegance CrocoInlay""","Costume Jewelry","Joan Rivers"
"4286",43699,"18K Rose Gold Plated Sterling Cross-over Ring","Jewelry","N/A"
"4287",16530,"IT Cosmetics French Boutique Heavenly Luxe Blus","IQVC Divisional","IT Cosmetics"
"4288",19031,"Bob Mackie's Silk Pull-on Petite Pants","Apparel","Bob Mackie"
"4289",17433,"Aerosoles Waltz Around Sporty Lace-Up Shoes","IQVC Divisional","Aerosoles"
"4290",7202,"RejuvaHealth Knee High Compression Hosiery w/","Health/Beauty","RejuvaHealth"
"4291",2662,"Clarks Men's Unstructured Un.Bend Leather","IQVC Divisional","Clarks Unstructured"
"4292",40159,"Judith Ripka Sterling Diamonique & Cultured","Jewelry","Judith Ripka"
"4293",4274,"Judith Ripka Thompson"" Quilted Nappa Leather""","Accessories","Judith Ripka"
"4294",4478,"Denim & Co. Regular Stretch TwillPants w/Ribbed","Apparel","Denim & Co."
"4295",4389,"Isaac Mizrahi Live! 3/4 Sleeve Origami Pleat","Apparel","Isaac Mizrahi Live!"
"4296",37908,"As Is"" Set of 6 Faceted Crystal Leverback Drop""","Costume Jewelry","N/A"
"4297",42871,"Michael Dawkins Starry Night Sterling Toggle","Jewelry","Michael Dawkins"
"4298",57164,"The Perfect Gourmet (2)1.5 lb Trays of Chocolat","IQVC Divisional","The Perfect Gourmet"
"4299",25059,"Little Rascals: Scary Spooktacular DVD","IQVC Divisional","Mill Creek Entertainment"
"4300",52222,"Sterling 5-Stone Emerald-Cut Gemstone Band Ring","IQVC Divisional","N/A"
"4301",37700,"Isaac Mizrahi Live! Opaque Beaded Floral Cluste","Costume Jewelry","Isaac Mizrahi Live!"
"4302",34493,"Jim Shore Disney Traditions Minnie Mouse with H","IQVC Divisional","Jim Shore"
"4303",55052,"Le Creuset Signature Series 5.5-Qt Round French","IQVC Divisional","Le Creuset"
"4304",7767,"George Simonton Open Front Cardigan w/Pleat","Apparel","George Simonton"
"4305",50615,"Dora the Explorer Star Stud Earrings, 14K Gold","IQVC Divisional","Dora the Explorer"
"4306",846,"baggallini Triple Zip Bagg","IQVC Divisional","Baggallini"
"4307",17929,"Aerosoles Playback Tailored Shoes","IQVC Divisional","Aerosoles"
"4308",17379,"Sofft Selene High-Heeled Booties","IQVC Divisional","Sofft"
"4309",5925,"Susan Graver Liquid Knit Placement Print","Apparel","Susan Graver"
"4310",46446,"As Is"" 24"" Adjustable Square Snake Necklace",",Jewelry""","N/A"
"4311",590,"Nutrisystem Advanced Two-Week Take to Work Lunc","IQVC Divisional","Nutrisystem"
"4312",51112,"Sterling 1-3/8 Polished & Textured HoopEarring""","IQVC Divisional","N/A"
"4313",41659,"Angela by John Hardy Sterling and Hematite Drop","Jewelry","Angela by John Hardy"
"4314",1916,"A-D philosophy baby grace body lotion, 32oz.","Health/Beauty","philosophy"
"4315",51098,"Sterling 18 Cable Chain with ""Bless Me Indeed""""","IQVC Divisional","N/A"
"4316",23577,"Swann Keypad Alarm with Programmable Indoor Sir","IQVC Divisional","Swann"
"4317",11294,"2012 Olympic Men's London Games Union Jack","License Hardgds","Olympic Games"
"4318",2720,"Mally Beauty Multi-Facet Gemlight Shimmering Li","IQVC Divisional","Mally Beauty"
"4319",50479,"Steel by Design Key Pendant w/ 24 Chain""","IQVC Divisional","Steel by Design"
"4320",41608,"American West Sterling Liquid Silver & Gemstone","Jewelry","Southwestern Sterling"
"4321",43042,"American West Sterling 21 Bead Station""","Jewelry","American West"
"4322",50386,"Forza Stainless Steel & Black-Plated Cross Pend","IQVC Divisional","Forza"
"4323",18944,"Susan Graver Tonal Tapestry Design","Apparel","Susan Graver"
"4324",4374,"Isaac Mizrahi Live! Cropped Chiffon Flower Full","Apparel","Isaac Mizrahi Live!"
"4325",10779,"Bob Mackie Split Neck Embroidered Yoke","Apparel","Bob Mackie"
"4326",20989,"St. Francis with Deer Figure by Roman","IQVC Divisional","Roman, Inc."
"4327",37100,"Epiphany Diamonique 2.50 ct Princess Cut","IQVC Divisional","Epiphany"
"4328",54283,"KitchenAid Box Grater","IQVC Divisional","KitchenAid"
"4329",9435,"Quacker Factory Sequin Scroll Knit","Apparel","Quacker Factory"
"4330",42823,"Tacori IV Diamonique Epiphany Flower Halo Bloom","Jewelry","Tacori"
"4331",24958,"Garmin Refurbished 5 GPS Navigator w/US and Ca""","IQVC Divisional","Garmin"
"4332",43232,"EternaGold 18 Polished Rolo Link Necklace""","Jewelry","EternaGold"
"4333",2516,"Isaac Mizrahi Live! Calf Hair Push Lock Flap","Accessories","Isaac Mizrahi Live!"
"4334",42868,"Jacqueline Kennedy Simulated Round Ruby","Jewelry","Jacqueline Kennedy"
"4335",8269,"Liz Claiborne New York Festive Paisley Print","Apparel","Liz Claiborne New York"
"4336",44420,"VicenzaGold 18 Twisted Oval Link Sparkle Chain""","Jewelry","VicenzaGold"
"4337",46687,"As Is"" ISAACMIZRAHILIVE! Oval Link Bracelet""","Costume Jewelry","Isaac Mizrahi Live!"
"4338",17883,"Bodyslimmers by Nancy Ganz Bust Shaping BodySli","IQVC Divisional","Nancy Ganz"
"4339",13980,"As Is"" F by Fortuna Valentino Milano Croco""","Accessories","F by Fortuna Valentino"
"4340",35429,"100 Light Faceted C7 LED Set - Warm White","IQVC Divisional","N/A"
"4341",38479,"Dweck Diamonds Sterling and 14K Clad Caroline","Jewelry","Dweck Diamonds"
"4342",44270,"KJL Goldtone and Enamel Collar Necklace","Costume Jewelry","Kenneth Jay Lane"
"4343",35563,"First Alert Carbon Monoxide Plug-in Alarm with","IQVC Divisional","First Alert"
"4344",30297,"Sealy MaxiLoft Set of 2 Egyptian Cotton Pillows","IQVC Divisional","Sealy"
"4345",61292,"Grampa's Garden Spa Thera-pak w/Therapeutic Mas","IQVC Divisional","Grampa's Garden"
"4346",3897,"Carole Hochman Provence Blooms 100% Cotton","Apparel","Carole Hochman"
"4347",56531,"Stuffin Gourmet (8) 6-oz Low-Carb Breaded Chick","IQVC Divisional","Stuffin Gourmet"
"4348",36222,"EternaGold 32 Solid Box Chain Necklace14K Gold""","IQVC Divisional","EternaGold"
"4349",31421,"Set of 3 Flameless Candle Night Lights","Home Decor","Carlon"
"4350",55216,"Sachi Insulated Fashion Fun Floral Tote","IQVC Divisional","Sachi Fashion"
"4351",61565,"Air Innovations Set of 3 HEPA Filters for Air","Housewares","Air Innovations"
"4352",34480,"Jim Shore Heartwood Creek Poodle Figurine","IQVC Divisional","Jim Shore"
"4353",3846,"Motto Essentials Sweater Shell and Ribbed","Apparel","Motto"
"4354",36559,"Prerogatives Sterling Moonstone Bead","IQVC Divisional","Prerogatives"
"4355",48202,"4.20 ct tw Blue Topaz & Diamond Cut White Topaz","Jewelry","N/A"
"4356",46151,"Orit Schatzman Sterling Nautical Bold","Jewelry","Orit Schatzman"
"4357",37850,"As Is"" Rache Designs Ster. Tiger's-eye Enhan-""","Jewelry","Rache Designs"
"4358",25347,"Tim Tebow: On a Mission DVD","IQVC Divisional","Screen Media Films"
"4359",54788,"Breville The Milk Cafe","IQVC Divisional","Breville"
"4360",42719,"HonoraGold Cultured Pearl 11.5mm Button Band","Jewelry","Honora"
"4361",44087,"As Is"" RLM Studio Brass SpunSugar Cage Pendant""","Jewelry","RLM Studio by Robert Lee Morris"
"4362",34595,"Vintage House Paris Postage Natural/Black Showe","IQVC Divisional","Vintage House"
"4363",2012,"Isaac Mizrahi Live! Faceted Bead Embellished","Apparel","Isaac Mizrahi Live!"
"4364",55521,"KitchenAid Two-Speed Hand Blender","IQVC Divisional","KitchenAid"
"4365",603,"Bobbi Brown Short Handle Ultra Fine Eye Liner B","IQVC Divisional","Bobbi Brown"
"4366",16131,"L'Occitane Angelica Hydration Cream 1.7 oz.","IQVC Divisional","L'Occitane"
"4367",9022,"Ocean Dream Signature New South Pacific Wrap","Accessories","Ocean Dream Signature"
"4368",37143,"Disney Tinker Bell Stud Earrings, 14K Gold","IQVC Divisional","Disney"
"4369",29872,"Conair Luggage Scale","IQVC Divisional","Conair"
"4370",16963,"Nutrisystem Success 7-Day Get On It Plan","IQVC Divisional","Nutrisystem"
"4371",37983,"Forever Flowers Genuine Flower Silvertone","Costume Jewelry","Garold Miller"
"4372",37476,"ElyseRyan Lemonade"" Set of 2 Wrist Band""","Jewelry","ElyseRyan"
"4373",34563,"Honey-Can-Do Large Wood Folding Drying Rack","IQVC Divisional","Honey-Can-Do"
"4374",10152,"Women with Control Tall My Wonder Jean""""","Apparel","Women with Control"
"4375",36453,"Prerogatives Sterling Frog Dangle Bead","IQVC Divisional","Prerogatives"
"4376",3024,"Susan Graver Challis Animal Print Button Front","Apparel","Susan Graver"
"4377",36490,"Prerogatives Sterling Floral Spacer Bead","IQVC Divisional","Prerogatives"
"4378",16182,"Ojon Color Sustain Color Revealing Conditioner","IQVC Divisional","Ojon"
"4379",34832,"13 Burgundy Hydrangea Planter by Valerie""","IQVC Divisional","Valerie Parr Hill"
"4380",25263,"Toshiba 15.6 Laptop Intel Core i3 4GB RAM 640G""","IQVC Divisional","Toshiba"
"4381",30156,"Anatolia 6' Round Beige Handtufted Oriental Woo","IQVC Divisional","N/A"
"4382",19844,"Denim & Co. How Timeless"" Stretch Twill Crop""","Apparel","Denim & Co."
"4383",18900,"Quacker Factory Embroidered Mandarin Collar","Apparel","Quacker Factory"
"4384",6983,"Liz Claiborne New York Leather Hobo with Tassel","Accessories","Liz Claiborne New York"
"4385",23555,"Coby MP828-4G 4GB 2.8 Touchscreen Video MP3 Pl""","IQVC Divisional","Coby"
"4386",26127,"Rocky & Bullwinkle, Complete Season 1 Four-Disc","IQVC Divisional","Classic Media"
"4387",61397,"Contour BackMax Plus Multifunctional Wedge Syst","IQVC Divisional","Contour Living"
"4388",17243,"Sofft Pabla Caged Peep Toe Platform Heels","IQVC Divisional","Sofft"
"4389",13236,"VeraBradley Signature Print Frannie Bag with","Accessories","Vera Bradley"
"4390",37777,"Joan Rivers Shades of Chic 18 Torsade""","Costume Jewelry","Joan Rivers"
"4391",27888,"Home is Where the Heart is"" Table Runner""","Home Decor","Valerie Parr Hill"
