ID	heel	tee	skirt	knit	jacket	jewelry	coat	flat	shorts	blous
633	0	1	1	0	0	1	0	0	0	0
634	0	1	1	0	0	0	0	0	1	1
635	0	1	0	0	0	0	0	0	0	0
636	0	1	1	0	0	0	0	0	0	0
637	0	1	1	0	0	0	0	0	1	0
638	0	1	1	1	1	1	0	0	1	1
639	0	1	0	0	0	0	0	0	0	0
640	1	1	1	0	0	1	0	0	0	0
641	0	0	1	0	0	0	0	0	0	0
642	0	1	0	0	0	0	0	0	0	1
643	0	1	0	0	0	0	0	0	0	0
644	1	0	1	0	0	0	0	0	0	0
645	0	1	1	0	0	0	0	0	0	0
646	0	0	1	0	0	0	0	0	0	0
647	0	0	1	0	0	0	0	0	0	1
648	0	0	1	0	0	0	0	0	1	1
649	0	0	1	0	0	0	0	0	1	0
650	0	1	1	0	0	0	0	1	0	0
651	0	1	0	0	0	0	0	0	0	0
652	0	1	1	0	0	1	0	0	0	1
653	1	1	1	0	0	0	0	0	0	0
654	1	1	1	0	0	0	0	0	1	1
655	0	1	1	0	0	0	0	0	1	0
656	0	1	1	0	1	0	0	0	1	0
657	0	1	1	0	0	0	0	0	1	0
658	0	0	1	0	0	0	0	0	0	0
659	0	1	0	0	0	0	0	0	0	1
660	0	0	1	0	0	0	0	0	0	0
661	0	1	1	0	0	0	0	0	0	1
662	1	1	0	0	0	0	0	0	0	0
663	0	0	1	0	0	0	0	0	0	0
664	0	1	1	0	0	0	0	0	0	1
665	0	0	1	0	0	1	0	0	0	0
666	0	1	1	0	0	1	1	1	1	0
667	1	1	1	0	0	0	0	0	0	0
668	1	0	1	0	0	1	0	0	1	0
669	0	0	1	0	0	1	0	1	1	0
670	0	0	1	0	0	0	0	0	0	0
671	0	1	1	0	0	1	0	1	1	0
672	0	0	1	0	0	0	0	0	0	0
673	0	0	1	0	0	1	0	0	1	0
674	1	1	1	0	0	1	0	0	0	1
675	0	0	1	0	0	0	0	0	0	0
676	0	1	1	0	1	0	0	0	0	0
677	0	0	1	0	0	0	0	0	0	0
678	0	1	1	0	0	1	0	0	1	0
679	0	1	1	0	0	0	0	0	0	0
680	0	1	0	0	0	0	0	0	0	0
681	0	1	1	0	0	0	0	0	0	1
682	0	1	0	0	0	0	0	0	0	0
683	1	1	1	0	0	0	0	0	0	0
684	0	0	1	0	0	0	0	0	0	0
685	0	0	1	0	0	0	0	0	0	0
686	0	1	0	0	0	0	0	0	0	0
687	0	1	0	0	0	0	0	0	0	0
688	0	1	1	0	0	0	0	0	0	0
689	1	1	1	0	0	1	0	0	0	1
690	0	0	1	0	0	1	0	1	1	0
691	0	0	1	0	0	0	0	0	0	0
692	0	1	0	0	0	0	0	0	0	0
693	0	1	1	0	0	0	0	0	1	0
694	1	1	1	0	0	1	0	0	0	1
695	1	1	1	0	0	1	0	0	1	1
696	0	1	0	0	0	0	0	0	1	0
697	0	0	1	0	0	1	0	0	0	0
698	0	0	1	0	0	1	0	0	0	0
699	0	1	0	0	0	0	0	0	1	0
700	0	1	0	0	0	0	0	0	0	0
701	0	1	1	0	0	0	0	1	1	0
702	1	1	1	1	0	1	0	0	0	0
703	1	1	0	0	0	1	0	0	0	0
704	1	0	1	0	0	0	0	0	0	0
705	0	0	1	0	0	0	0	0	0	0
706	0	1	1	0	0	0	0	0	0	0
707	0	1	1	0	0	0	0	1	1	0
708	0	1	0	0	1	1	0	0	1	1
709	0	0	1	0	0	1	0	0	1	0
710	1	0	1	0	0	0	0	0	0	0
711	1	1	0	0	0	1	0	1	1	1
712	0	0	1	0	0	0	0	0	1	0
713	0	1	0	0	0	1	0	0	0	1
714	0	0	1	0	0	0	0	0	0	0
715	0	0	1	0	0	0	0	0	0	0
716	0	1	1	0	0	0	0	0	0	0
717	0	0	1	0	1	0	0	0	1	0
718	0	0	1	0	0	1	0	0	1	0
719	0	0	1	0	0	0	0	0	1	0
720	0	1	0	0	1	1	0	0	1	0
721	0	1	1	1	0	0	0	0	0	1
722	1	1	1	0	0	0	0	0	0	0
723	1	1	1	0	0	0	0	0	1	0
724	1	1	0	0	0	0	0	0	1	0
725	0	1	0	0	0	0	0	0	0	0
726	0	0	1	0	0	0	0	0	0	0
727	0	0	1	0	0	0	0	0	0	0
728	0	1	0	0	0	1	0	0	1	0
729	1	1	0	0	0	0	0	0	0	0
730	1	1	1	0	0	0	0	0	0	0
731	0	1	1	0	0	1	0	0	0	0
732	1	1	1	0	1	1	0	0	1	0
733	0	1	0	0	0	1	0	0	0	0
734	1	0	1	0	1	0	0	0	0	0
735	0	1	0	0	0	0	0	0	0	0
736	1	1	0	0	0	0	0	0	1	0
737	0	0	1	0	0	0	0	0	0	0
738	0	1	1	0	0	0	0	0	1	0
739	1	0	1	0	0	0	0	0	0	0
740	0	1	0	0	0	0	0	0	0	0
741	0	1	0	0	0	1	0	0	0	1
742	0	1	1	0	0	0	0	0	1	0
743	0	1	1	0	0	0	0	0	1	0
744	0	1	1	0	0	0	0	0	1	0
745	1	0	1	0	0	0	0	0	0	0
746	1	0	1	0	0	1	0	0	1	0
747	0	1	0	0	0	0	0	0	1	0
748	0	1	1	0	0	0	0	0	0	0
749	1	1	0	0	1	1	0	0	1	0
750	1	1	1	0	0	0	0	0	0	0
751	0	0	1	0	0	0	0	0	1	0
752	0	0	1	0	0	0	0	0	0	0
753	0	0	1	0	0	0	0	0	0	0
754	0	0	1	0	0	0	0	0	0	0
755	0	1	0	0	0	0	0	1	0	0
756	0	0	1	0	0	0	0	0	1	0
757	1	1	0	0	1	0	0	0	0	1
758	0	1	0	0	0	0	0	0	0	0
759	0	1	0	0	0	0	0	0	1	0
760	0	1	0	0	0	0	0	0	0	0
761	1	1	1	1	0	1	0	0	1	1
762	1	1	1	0	0	0	0	0	1	0
763	1	1	1	0	0	1	0	0	0	0
764	1	1	1	0	0	1	0	0	0	0
765	1	1	0	0	0	1	0	0	0	0
766	0	1	1	0	0	0	0	0	1	0
767	0	1	0	1	0	0	0	0	0	0
768	0	1	1	0	0	0	0	0	0	0
769	1	1	0	0	0	1	0	0	1	0
770	1	1	0	0	0	1	0	0	0	1
771	0	0	1	0	0	0	0	0	1	0
772	1	1	1	0	0	1	0	0	1	1
773	0	0	1	0	0	0	0	0	0	0
774	0	0	1	0	0	0	0	0	0	0
775	0	1	0	0	0	1	0	0	1	0
776	1	1	1	0	1	1	0	0	1	0
777	0	0	1	0	0	0	0	0	1	0
778	0	0	1	0	0	1	0	0	0	0
779	0	1	0	0	0	0	0	0	0	0
780	0	1	1	0	0	0	0	0	0	0
781	0	1	1	0	0	0	0	1	0	1
782	0	0	1	0	0	0	0	0	0	0
783	1	1	0	0	0	1	0	0	1	0
784	0	0	1	0	0	0	0	0	0	0
785	0	1	1	0	0	0	0	0	1	0
786	0	1	0	0	0	0	0	0	0	0
