PRODUCT_ID,PACKING_SLIP_DESC,MERCH_DIV_DESC,BRAND_NAME,,,
4441,Linea by Louis Dell'Olio Three Button Blazer w/,Apparel,Linea by Louis Dell'Olio,,,
18021,Mally Evercolor Shadow Extender,IQVC Divisional,Mally Beauty,,,
38461,16 Polished Solid Box Chain Necklace," 14K Gold""",Jewelry,N/A,,
8316,Susan Graver Crinkled Gauze Pull-on Regular,Apparel,Susan Graver,,,
19042,Dennis Basso Water Repellent Paisley Lined,Apparel,Dennis Basso,,,
35586,La Crosse Technology WS-2813U-IT Professional W,IQVC Divisional,La Crosse,,,
4835,"Sport Savvy T-Shirt, Tank, and Bag Set with",Apparel,Sport Savvy,,,
4357,Dennis Basso Printed Stretch Charmeuse Top with,Apparel,Dennis Basso,,,
23995,"Samsung 51 Class 720p Plasma 3D Ready HDTV w/t""",IQVC Divisional,Samsung,,,
53142,Joan Rivers Glamorous Pave' Rose Ring,Costume Jewelry,Joan Rivers,,,
31418,Home Reflections Floral 4-pc QN Reversible,Textile/Furnit,Home Reflections,,,
16561,Excelled Wool Hooded Fashion Parka,IQVC Divisional,Excelled,,,
31408,Home Reflections Floral Vines 4pc FL Reversible,Textile/Furnit,Home Reflections,,,
19705,Susan Graver Ponte Knit Dress with Neckline,Apparel,Susan Graver,,,
24370,"Samsung Galaxy 2 7 8GB Tablet Kit w/ Wi-Fi & B""",IQVC Divisional,Samsung,,,
9476,Ole Henriksen Walnut Complexion Scrub 1.7oz,Health/Beauty,Ole Henriksen,,,
18111,The Sak Silverlake Wallet,IQVC Divisional,The Sak,,,
18177,Maidenform Beach Aqua Skin Print Caftan Cover-U,IQVC Divisional,Maidenform Beach,,,
16888,Simply Swim Wild at Heart Skirted Halter Two-Pi,IQVC Divisional,Simply Swim,,,
12476,Women with Control Tall Python Print,Apparel,Women with Control,,,
888,L'Occitane Cherry Blossom Body Lotion,IQVC Divisional,L'Occitane,,,
34676,Cottage Farms 6 Piece Stella D'Oro Daylilly Col,IQVC Divisional,Cottage Farms,,,
6556,Joan Rivers Shimmering Metallic Knit  Shell,Apparel,Joan Rivers,,,
45021,Michael Dawkins Sterling & Cultured Pearl,Jewelry,Michael Dawkins,,,
5170,Linea by Louis Dell'Olio Sleeveless Shirt Dress,Apparel,Linea by Louis Dell'Olio,,,
4866,Motto Drawstring Pull-on Washed Linen Crop,Apparel,Motto,,,
18026,Mally Lip Blush & Gloss Long-Wear Lip System,IQVC Divisional,Mally Beauty,,,
29548,DeLonghi PRO300 Professional Ironing System,IQVC Divisional,DeLonghi,,,
9021,Ocean Dream Signature Racerback Tank Dress,Accessories,Ocean Dream Signature,,,
1616,Susan Graver Butterknit Elbow Sleeve U-Neck Top,Apparel,Susan Graver,,,
42728,"Suarti ArtisanCraftedSterling7-1/2Padi Braided""",Jewelry,Suarti,,,
36674,Forza Men's 6mm Steel w/ Enamel Flat BrushedRin,IQVC Divisional,Forza,,,
29508,ChimneyFree Lancaster Roll-Away Elec. AntiquedO,IQVC Divisional,ChimneyFree,,,
15690,"LAVANILA The Healthy Fragrance, 1.7 fl oz",IQVC Divisional,Lavanila,,,
15284,Aerosoles Bengal Rose Dress Pumps,IQVC Divisional,Aerosoles,,,
33870,Dyson Home Cleaning Kit,IQVC Divisional,Dyson,,,
19674,bareMinerals SPF 20 Bisque Concealer,Health/Beauty,bareMinerals,,,
14776,2012 NFC Champions San Francisco 49ers Men's SS,License Hardgds,NFL,,,
8175,"Women with Control My Wonder Jean"" Straight""",Apparel,Women with Control,,,
45008,Erica Courtney Gemstone & Diamonique Hinged Kim,Jewelry,Erica Courtney,,,
550,Olivella 100% Natural Mini Spa Treatment,IQVC Divisional,Olivella,,,
9154,Kelly by Clinton Kelly Ruched Tank with Button,Apparel,Kelly by Clinton Kelly,,,
48199,"Polished Interlocking Status Link Design Ring,",Jewelry,N/A,,,
52649,"Polished Triple Circle Dangle Earrings, 14K Gol",IQVC Divisional,N/A,,,
47395,"7-1/2 Bold Polished Mirror Byzantine Bracelet""",Jewelry,N/A,,,
2708,St. Tropez Self Tan Bronzing Spray,IQVC Divisional,St. Tropez,,,
33266,Sweet Dreams Twin Waterproof Diamond Quilted,Textile/Furnit,Sweet Dreams,,,
45683,"EternaGold 20 Polished Love Knot Necklace""",Jewelry,EternaGold,,,
44343,Large High Polished Ribbed Bangle Bracelet,Jewelry,N/A,,,
15963,Leighton Golf Automatic Open Umbrella,IQVC Divisional,Leighton,,,
6620,LOGO by Lori Goldstein Animal Print Drape Front,Apparel,Logo by Lori Goldstein,,,
5140,Susan Graver Crinkled Chiffon Button Front,Apparel,Susan Graver,,,
24495,Marvel Avengers Four-Port USB Hub,IQVC Divisional,Dane-Elec,,,
54506,RoadPro(R) Portable Saucepan/Popcorn Popper -12,IQVC Divisional,RoadPro,,,
8016,Weil by Orthaheel Mystic II Orthotic Leather,Accessories,Vionic with Orthaheel Technology,,,
15859,Peugeot Ladies Silvertone Swarovski Crystal Pin,IQVC Divisional,Peugeot,,,
54056,"Technique 12 Open Stir-Fry Pan""",IQVC Divisional,Technique,,,
10845,V Couture by Kooba Gillian East/West Tote with,Accessories,V Couture by Kooba,,,
52745,Diamonique Sterling Three-Stone Halo Ring,IQVC Divisional,Diamonique,,,
52753,"Bronzo Italia 16 Graduated Cage Link Necklace""",IQVC Divisional,Bronzo Italia,,,
57371,Westcott KleenEarth Recycled Scissors with Micr,IQVC Divisional,Westcott,,,
5306,Isaac Mizrahi Live! Short Sleeve Striped,Apparel,Isaac Mizrahi Live!,,,
27658,ArtBin Yarn Drum - Pink,IQVC Divisional,ArtBin,,,
39238,"Crystal Owl Pendant on 23-1/2 Chain""",Costume Jewelry,N/A,,,
15712,Dr. Dennis Gross Extra Strength Alpha Beta Face,IQVC Divisional,Dr. Dennis Gross,,,
21859,SquareTrade 3-Year Service Contract with ADH: G,IQVC Divisional,SquareTrade,,,
39151,"Joan Rivers A Budding Romance 17 Necklace""",Costume Jewelry,Joan Rivers,,,
18945,Denim & Co. Set of 2 Wide Rib Short Sleeve,Apparel,Denim & Co.,,,
49921,Simply Stacks Sterling Polished Connecting Fleu,IQVC Divisional,Simply Stacks,,,
48215,Ann King Sterling Passion Pattern Gemstone,Jewelry,Ann King,,,
43510,Labradorite Station Frontal Design Sterling,Jewelry,N/A,,,
54278,Brabantia Fall Front Bread Box - Matte Steel,IQVC Divisional,Brabantia,,,
34668,"Watershed 2-in-1 Cabbage Rose 72 x 72"" Shower""",IQVC Divisional,Watershed,,,
33736,Travelon Security-Friendly Money Belt - Medium,IQVC Divisional,Travelon,,,
9136,Ryka Leather and Mesh Slip-on Skimmers,Accessories,Ryka,,,
51957,"Sterling Silver 6.0mm Round Omega 20 Necklace""",IQVC Divisional,N/A,,,
52821,Judith Ripka Lexington 24 Chain Necklace," Ster""",IQVC Divisional,Judith Ripka,,
10442,G.I.L.I. Sleeveless Dress with Faux Leather,Apparel,G.I.L.I.,,,
33761,Linda Dano Linen Nail Button Notched Full/Queen,IQVC Divisional,Linda Dano,,,
44701,SeidenGang Sterling Green Chalcedony Ring,Jewelry,SeidenGang,,,
54661,Le Creuset 8 Quart Stock Pot,IQVC Divisional,Le Creuset,,,
46486,Joan Rivers Blossoming Brights Button Earrings,Costume Jewelry,Joan Rivers,,,
47488,"As Is"" Hidalgo Diamonique Sterl. Enamel Greek""",Jewelry,Hidalgo,,,
11638,Bob Mackie's Flat Front Ponte Knit Pants w/Side,Apparel,Not Known,,,
3779,George Simonton Crystal Knit Ruched Zip Front,Apparel,George Simonton,,,
57446,Cheryl's Thank You Cookie Box - 24 cookies,IQVC Divisional,Cheryl's,,,
8163,Joan Rivers Color Me  Leopard Scarf,Accessories,Joan Rivers,,,
35863,Roberta's 3-Piece Deluxe Garden Peony Collectio,IQVC Divisional,Roberta's,,,
829,Dr. Denese SPF30 Defense Eye Cream,IQVC Divisional,Dr. Denese,,,
9237,Kelly by Clinton Kelly 3/4 Sleeve Cardigan with,Apparel,Kelly by Clinton Kelly,,,
37109,Epiphany Diamonique 2.00 ct tw Round 100-FacetS,IQVC Divisional,Epiphany,,,
47927,"As Is"" DMQ Sterling 1.55 ct tw Cross Pendant w""",Jewelry,Diamonique,,,
26226,Apple 15.4 Macbook Pro 500GB," 4GB with Apple T""",IQVC Divisional,Apple,,
24319,Canon MG8220 Multifunction Printer with CD/DVDP,IQVC Divisional,Canon,,,
51053,"3.40 ct tw Garnet Stud Earrings, Sterling",IQVC Divisional,N/A,,,
27473,Crescendo Fitness Magnetic Resistance Elliptica,IQVC Divisional,Crescendo,,,
42560,Wildlife by Heidi Klum Open Work Butterfly,Costume Jewelry,Heidi Klum,,,
38034,Sterling 0.90 ct tw Tanzanite & White Opal,Jewelry,N/A,,,
42717,Michael Dawkins Sterling Oval Chain Avg Multi,Jewelry,Michael Dawkins,,,
49116,Carolyn Pollack Harmony Faceted Sterling,Jewelry,Carolyn Pollack,,,
26361,"Dell Inspiron 15 Notebook Core i5, 1TB HD, 6GB",IQVC Divisional,Dell,,,
47392,"24.00 ct tw African Amethyst 8 Sterling Tennis""",Jewelry,N/A,,,
11544,bareMinerals Ready Foundation SPF 20,Health/Beauty,bareMinerals,,,
47214,"VicenzaSilver Sterling 6-3/4 Woven Rolo Link""",Jewelry,VicenzaSilver,,,
18633,Diane Young Miraculously Younger Skin Serum,Health/Beauty,Diane Young,,,
9157,Kelly by Clinton Kelly A-Line Skirt w/Exposed,Apparel,Kelly by Clinton Kelly,,,
39672,Joan Rivers Hammered Disc Necklace & Earrings,Costume Jewelry,Joan Rivers,,,
8124,A-D Perricone MD Acyl-Glutathione 1 oz.,Health/Beauty,Perricone MD,,,
45400,"VicenzaSilver Sterling 18 Bold Diamond Cut""",Jewelry,VicenzaSilver,,,
9200,Denim & Co. Perfect Jersey Short Sleeve Painter,Apparel,Denim & Co.,,,
37366,Sterling Popcorn Box Charm,IQVC Divisional,N/A,,,
39333,Christian Santicioli 12.00 cttw Gemstone Drop,Jewelry,Christian Santicioli,,,
3986,Liz Claiborne New York Coated Chambray Swing,Apparel,Liz Claiborne New York,,,
48702,"As Is"" Affinity Diamond Sterl. 3/4cttw Twisted""",Jewelry,Affinity Diamond Jewelry,,,
52734,"Steel by Design 1 Polished Woven Hoop Earrings""",IQVC Divisional,Steel by Design,,,
57444,Cheryl's Thank You Gift Tower,IQVC Divisional,Cheryl's,,,
40689,Wildlife by Heidi Klum Animal Instinct Hoop,Costume Jewelry,Heidi Klum,,,
26176,Dell 15.6 Notebook Intel Core i3, 6GB RAM," 500""",IQVC Divisional,Dell,
15909,Nomad Yippy Rubber Rain Boots,IQVC Divisional,Nomad,,,
42733,Hagit Sterling Avg. Sculpted & Cultured,Jewelry,Hagit,,,
49890,"Veronese 18K Clad 24 Tubular Chain Necklace""",IQVC Divisional,Veronese,,,
20500,Linea by Louis Dell'Olio Linen Pants,Apparel,Linea by Louis Dell'Olio,,,
48104,Judith Ripka Sterling Onyx Bead Drop Earrings,Jewelry,Judith Ripka,,,
18323,Aerosoles Plush On You Wedge Sandals,IQVC Divisional,Aerosoles,,,
1778,"Isaac Mizrahi Live! 28x72""Rayon Monarch Print""",Apparel,Isaac Mizrahi Live!,,,
23047,Celestron 93606 Spotting Scope Tripod,IQVC Divisional,Celestron,,,
30052,"PedicSolutions 3 EuroTouch Memory Foam King To""",IQVC Divisional,PedicSolutions,,,
31390,"Bombay 7'5 x 10'6"" Floral Scroll Indoor/""",Textile/Furnit,Bombay,,,
8362,Motto Chambray Elastic Waist Relaxed Pants,Apparel,Motto,,,
4140,Denim & Co. Short Slv Button Front Lightweight,Apparel,Denim & Co.,,,
3744,Carole Hochman Stardust 100% Cotton Jersey PJ,Apparel,Carole Hochman,,,
3046,George Simonton Quilted Zip Front Nylon Coat,Apparel,George Simonton,,,
8411,Etienne Aigner Melinda Satchel w/ Convertible,Accessories,Etienne Aigner,,,
36901,"Sterling 10 Polished Heart Anklet""",IQVC Divisional,N/A,,,
40699,Sandra Singh Sterling20.90cts Labradorite&White,Jewelry,Sandra Singh,,,
29853,"20 Peony Hydrangea Wreath by Nearly Natural""",IQVC Divisional,Nearly Natural,,,
1878,Susan Graver Georgette Floral Printed Long,Apparel,Susan Graver,,,
34763,Nurse's Prayer Heartline Vintage 79 by Catherin,IQVC Divisional,Catherine Galasso,,,
38736,"Carolyn Pollack Sterling Sincerely Essential17"",Jewelry""",Carolyn Pollack,,,,
27295,NFL Oakland Raiders Laser Chrome License PlateF,IQVC Divisional,NFL,,,
14283,"As Is"" Effortless Style Princess Twill One""",Apparel,Effortless Style by Citiknits,,,
9044,Hobo Vintage Leather Carson Zip Around Clutch,Accessories,Hobo International,,,
35888,Cottage Farms Yellow Bird Magnolia,IQVC Divisional,Cottage Farms,,,
31704,Home Reflections S/2 King Microfiber Solid &,Textile/Furnit,Home Reflections,,,
35358,Bissell Perfect Sweep Turbo Cordless Rechargeab,IQVC Divisional,Bissell,,,
9084,Bob Mackie's Regular Fly Front Straight Leg,Apparel,Bob Mackie,,,
4628,Bob Mackie's Twill Capri Pants with Back,Apparel,Bob Mackie,,,
4905,Liz Claiborne New York Half Sleeve Cardigan w/,Apparel,Liz Claiborne New York,,,
49575,Honora Cultured Keshi Pearl & Gemstone,Jewelry,Honora,,,
28712,Abstract Leaves Metal Wall Art,IQVC Divisional,N/A,,,
52868,Bronzo Italia Bold Faceted Gemstone & Pave Crys,IQVC Divisional,Bronzo Italia,,,
29816,Reed & Barton Preston 2 Pc. Bridal Set,IQVC Divisional,Reed & Barton,,,
26830,Al Jardine A Postcard From California 13 Track,Entertainment,N/A,,,
54996,KitchenAid 5-Qt Glass Bowl with Handle and Lid,IQVC Divisional,KitchenAid,,,
32520,"As Is"" Luminara 15"" Lantern w/Flameless Candle""",Home Decor,Bethlehem Lights,,,
4590,Tignanello Leather&Elastic Peep Toe Cross Strap,Accessories,Tignanello,,,
4600,Quacker Factory Polka Dot Embroidered Capri,Apparel,Quacker Factory,,,
35116,Mr. Bar-B-Q Black Patio Sofa Cover,IQVC Divisional,Mr. Bar-B-Q,,,
36513,Prerogatives Sterling Dolphin Bead,IQVC Divisional,Prerogatives,,,
22910,"As Is"" Apple 32GB iPod touch with 13-Pc.""",Electronics,Apple,,,
21006,Armed Forces Commemorative Colorized JFK Half D,IQVC Divisional,N/A,,,
18981,bareMinerals Eye Shadow,Health/Beauty,bareMinerals,,,
3004,Twist by Christian Francis Roth Fairisle Print,Apparel,Twist by Christian Francis Roth,,,
43632,Lee Sands Mother-of-Pearl Round Pendant w/,Jewelry,Lee Sands,,,
50993,Kirks Folly Glory Eagle Seaview Moon Cord Neckl,IQVC Divisional,Kirks Folly,,,
5570,Susan Graver Liquid Knit Elbow Slv Top with,Apparel,Susan Graver,,,
13442,LifeStride Rhonda Peep-toe Wedges with,Accessories,LifeStride,,,
4091,B.O.C. by Born Tootsie Leather Quarter Strap,Accessories,B.O.C.,,,
52996,"Sterling 16 Polished Oval Station Drop Necklac""",IQVC Divisional,N/A,,,
52969,Sterling Bead & Flower Dangle Earrings,IQVC Divisional,N/A,,,
52961,"Sterling 1 Polished Open Heart Round Hoop Earr""",IQVC Divisional,N/A,,,
9406,Attitudes by Renee Flutter Sleeve Boatneck,Apparel,Attitudes by Renee,,,
38565,Dominique Dinouart Sterling Elongated Open Oval,Jewelry,Dominique Dinouart,,,
45123,Andrea Brodi Sterling Gemstone Flower Pendant,Jewelry,Andrea Brodi,,,
26217,"Horror Classics, 50-Film DVD Set",IQVC Divisional,Mill Creek Entertainment,,,
26122,Railways 10-DVD Box Set,IQVC Divisional,Image Entertainment,,,
26519,Canon EOS Rebel T3 Digital SLR with Lens and Ac,IQVC Divisional,Canon,,,
1953,Isaac Mizrahi Live! Eyelet Lined Top with,Apparel,Isaac Mizrahi Live!,,,
37270,Sterling Silver High Heel Pump Charm,IQVC Divisional,N/A,,,
51457,Amore La Vita Sterling Dimensional Black & Whit,IQVC Divisional,Amore La Vita,,,
4865,Malini Murjani Graffiti Snake Printed Leather,Accessories,Malini Murjani,,,
16519,"L'Occitane Lavender Hand Cream, 2.6 oz",IQVC Divisional,L'Occitane,,,
26191,Alienware Desktop Intel Core i7 16GB RAM 2TB H,IQVC Divisional,Dell,,,
39925,Lee Sands Red Cultured Pearl & Gemstone Tassel,Jewelry,Lee Sands,,,
54619,"As Is"" Keurig Vue Brewer with Water Filter and""",Home Decor,Keurig,,,
7657,Liz Claiborne New York Short Sleeve Color-block,Apparel,Liz Claiborne New York,,,
9523,Bob Mackie's Zip Front Ric Rac Embroidered,Apparel,Bob Mackie,,,
15059,"As Is"" Denim & Co. Roll Sleeve Button Front""",Apparel,Denim & Co.,,,
13375,Dooney & Bourke iPhone Doodle Signature Case,Accessories,Dooney & Bourke,,,
54338,Anolon Advanced Bronze 11-Piece Set,IQVC Divisional,Anolon,,,
34998,Travelon Safe ID Boarding Pass Case,IQVC Divisional,Travelon,,,
5002,Dennis Basso Crinkle Chiffon Button Front,Apparel,Dennis Basso,,,
25160,"Haier 24 Diagonal 1080p Edge-Lit LED HDTV""",IQVC Divisional,Haier,,,
43233,"EternaGold 20 Polished Rolo Link Necklace""",Jewelry,EternaGold,,,
53342,Tramontina 8-qt Pressure Cooker with Bakelite H,IQVC Divisional,Tramontina,,,
8710,K-DASH by Kardashian Striped Cowl Neck,Apparel,K-Dash by Kardashian,,,
48387,"As Is"" Arte d'Argento Sterling Multi-chain""",Jewelry,Arte d'Argento,,,
14394,"As Is""Tignanello Pebble Leather Lg Tote Bagw/""",Accessories,Tignanello,,,
38243,ArtisanCrafted Sterling Telkari &Gemstone Swirl,Jewelry,Artisan Crafted,,,
54793,Breville Bamboo Cutting Board and Serving Tray,IQVC Divisional,Breville,,,
54664,Le Creuset 4 Qt Covered Rectangular Casserole,IQVC Divisional,Le Creuset,,,
17987,Aerosoles Tapestry Heel Rest Pumps,IQVC Divisional,Aerosoles,,,
16727,Fit 4 U Hips Botanic High-Neck Tankini with Sli,IQVC Divisional,Fit 4 U,,,
50522,Prerogatives 14K Gold-Plated Sterling Born to S,IQVC Divisional,Prerogatives,,,
37505,"Black Hills Open Work Butterfly Ankle Bracelet,",Jewelry,Black Hills,,,
20027,A-D Laura Geller Balance N Brighten Powder,Health/Beauty,Laura Geller,,,
4212,Bob Mackie's Fully Lined Button Front Floral,Apparel,Bob Mackie,,,
57479,Dockside Market 24-oz Key Largo Lemon Cake,IQVC Divisional,Dockside Market,,,
2406,Bob Mackie's Short Sleeve Top with Studded,Apparel,Bob Mackie,,,
26521,Polaroid 300 2x3 Instant Film Camera,IQVC Divisional,Polaroid,,,
59947,SHWK 3/25 Kansas City Choice of (8) 5 oz. Bacon,Home Decor,Kansas City Steak,,,
59674,Authentic Gourmet (48) French Made Butter,Home Decor,Authentic Gourmet,,,
18498,FHI Heat Runway IQ Session Styling Dry Hair Spr,IQVC Divisional,FHI,,,
13878,Dooney & Bourke Florentine Leather Shopper with,Accessories,Dooney & Bourke,,,
15106,"As Is"" Denim & Co. Lng Slve Button Front Dot""",Apparel,Denim & Co.,,,
20943,Jim Shore Heartwood Creek May Angel of the Mont,IQVC Divisional,Jim Shore,,,
24614,Mayline Laptop Computer Caddy - Anthracite,IQVC Divisional,Mayline,,,
57189,Lion and Lamb Garden Figure,IQVC Divisional,N/A,,,
14830,Ojon Rare Blend Protecting Treatment,Health/Beauty,Ojon,,,
13436,M by Marc Bouwer Sleeveless Ruffle Front Blouse,Apparel,M by Marc Bouwer,,,
28457,Sure Fit Stretch Pique Separate-Seat Love SeatS,IQVC Divisional,Sure Fit,,,
48148,"Judith Ripka Sterling Textured 6-3/4 Link""",Jewelry,Judith Ripka,,,
2047,Isaac Mizrahi Live! Stretch Cotton Button Down,Apparel,Isaac Mizrahi Live!,,,
18586,View by Walter Elbow Sleeve Knit Top w/Hip,Apparel,View by Walter Baker,,,
15145,"As Is"" Denim & Co. Long Sleeve Henley w/Lace""",Apparel,Denim & Co.,,,
26094,NFL History of the Minnesota Vikings 2-Disc Set,IQVC Divisional,NFL,,,
9272,Tignanello Pebble Leather Dome Shopper with,Accessories,Tignanello,,,
8358,Belle Gray by Lisa Rinna Animal Print Knit,Apparel,Belle Gray by Lisa Rinna,,,
14107,Skechers Sport Lace-up Sneakers with Memory,Accessories,Skechers,,,
41778,Smithsonian Simulated Hooker Emerald Pin/,Costume Jewelry,Smithsonian,,,
40731,"David English Diamonique Skull or Pig Earrings,",Jewelry,David English,,,
23054,Need for Speed: Hot Pursuit - Limited Edition -,IQVC Divisional,Electronic Arts,,,
55276,BergHOFF Geminis Electric Wine Opener,IQVC Divisional,BergHOFF,,,
51363,"Steel by Design 9.3mm 24 Figaro Chain Necklace""",IQVC Divisional,Steel by Design,,,
21583,Dane-Elec 4GB Capless USB 2.0 Flash Drive,IQVC Divisional,Dane-Elec,,,
26534,Virgin Mobile Samsung Reverb Smartphone with Ac,IQVC Divisional,Samsung,,,
8665,Kris Jenner Kollection Faux Leather Jacket with,Apparel,Kris Jenner Kollection,,,
35937,Home Reflections Round Lantern w/Flameless Cand,IQVC Divisional,Home Reflections,,,
2964,Gypsy Mara Hoffman Printed Wrap Dress with,Apparel,Gypsy Mara Hoffman,,,
49167,Judith Ripka Sterling Silver Lock Charm w/,Jewelry,Judith Ripka,,,
4101,George Simonton Milky Knit Flutter Sleeve Dress,Apparel,George Simonton,,,
38205,KJL Basilica Ring,Costume Jewelry,Kenneth Jay Lane,,,
14236,Vera Bradley Signature Print Little Flap,Accessories,Vera Bradley,,,
8432,RP by Rachel Pally Sleeveless Gathered,Apparel,RP by Rachel Pally,,,
18449,Fit 4 U Hips Separates Flounce Skirt Swim Botto,IQVC Divisional,Fit 4 U,,,
49598,"Joan Rivers Graduated Ring  Pendant on 18Chain""",Costume Jewelry,Joan Rivers,,,
4918,"Sport Savvy Colorblock Jacket, Tank, and",Apparel,Sport Savvy,,,
20385,Susan Graver Soho Ponte Jean Style Slim Leg,Apparel,Susan Graver,,,
36308,Kirks Folly Monarch Majesty Lever Back Earring,IQVC Divisional,Kirks Folly,,,
35949,Bissell Deep Clean Lift-Off Deluxe Pet Upright,IQVC Divisional,Bissell,,,
55556,T-Fal Balanced Living 3-qt Nonstick Saucepan,IQVC Divisional,T-Fal,,,
34806,Hillsdale Furniture Carlyle Queen Bed,IQVC Divisional,Hillsdale Furniture,,,
51511,Personalized Name Plate Necklace - Sterling Sil,IQVC Divisional,N/A,,,
37616,Faceted Kite Shaped Bead and Metal Dangle,Costume Jewelry,N/A,,,
34235,Luigi Bormioli 13-oz Cappuccino Glasses - Set o,IQVC Divisional,Luigi Bormioli,,,
57287,Crab Chips from Utz Snacks - 60 Single-Serve Ba,IQVC Divisional,Utz,,,
50284,Or Paz Sterling Cultured Freshwater Pearl Toggl,IQVC Divisional,Or Paz,,,
19153,Denim & Co. Regular Modern Waist Moleskin,Apparel,Denim & Co.,,,
47703,"Bronzo Italia 7-1/4 Polished & Textured Circle""",Jewelry,Bronzo Italia,,,
26573,"Coby 7 8GB Android Tablet w/ Google Play & Acc""",IQVC Divisional,Coby,,,
22789,Apple iPad 16GB WiFi w/4G 4th Gen. with 3-in-1,Electronics,Apple,,,
1905,Bob Mackie's Fantasy Leopard Print T-shirt,Apparel,Bob Mackie,,,
54497,Tramontina Porterhouse Round Tip Jumbo Steak Kn,IQVC Divisional,Tramontina,,,
26443,"Sharp 70 Class 1080p/120Hz LED HDTV""",IQVC Divisional,Sharp,,,
30791,Linda Dano S/2 Submersible 9' Wire Strand,Home Decor,Linda Dano,,,
44021,KJL Oval Faceted Crystal Collar Necklace,Costume Jewelry,Kenneth Jay Lane,,,
13711,Women with Control Regular Print or Solid Maxi,Apparel,Women with Control,,,
40175,Jacqueline Kennedy Simulated Sapphire Oyster,Jewelry,Jacqueline Kennedy,,,
48346,"As Is"" Diamonique 6.00 cttw Mesh Wrapped Cross""",Jewelry,Diamonique,,,
52206,"Estate Jewelry 1/10 cttw Diamond Poodle Pin, 14",IQVC Divisional,Estate Jewelry Treasures,,,
35758,Stanley J5c09 Jump-Starter - 500 Amp,IQVC Divisional,Stanley Tools,,,
1610,Perricone MD Cold Plasma 4-pc. System A-D,Health/Beauty,Perricone MD,,,
20133,"Perricone MD Neuropeptide Serum, 1oz. A-D",Health/Beauty,Perricone MD,,,
5074,A-D Josie Maran Argan Oil w/ Bonus Color Stick,Health/Beauty,Josie Maran,,,
19223,Nick Chavez Plump'N Thick Hairspray Duo A-D,Health/Beauty,Nick Chavez,,,
19101,philosophy amazing grace body emulsion 32oz A-D,Health/Beauty,philosophy,,,
11007,New Beauty 8-piece Test Tube with Magazine A-D,Health/Beauty,New Beauty Magazine,,,
2163,WEN by Chaz Dean Volumizing Treatment Spray,Health/Beauty,WEN,,,
20017,A-D philosophy supernatural spf15 skinperfector,Health/Beauty,philosophy,,,
19999,A-D Perfect Formula Strengthen&Seal Sheer Pink,Health/Beauty,Perfect Formula,,,
57859,A-D St. Clair (4)2lbTrays FourCheese Mac&Cheese,Home Decor,St. Clair,,,
3036,Living Proof 3Pc Hair Thickening and Volumizing,Health/Beauty,Living Proof,,,
4198,bareMinerals Multi-Tasking SPF 20 Concealer,Health/Beauty,bareMinerals,,,
18772,Dr. Denese Deluxe SPF 30 Defense Day Cream A-D,Health/Beauty,Dr. Denese,,,
61496,Supersmile SuperQuick 2pc Whtning w/Toothbr A-D,Health/Beauty,SuperSmile,,,
58623,My Grandma's (2) 28 oz. Pumpkin Apple&Cranberry,Home Decor,My Grandma's of New England,,,
19306,Diane Young Coneflower Neckline Firmer 1oz A-D,Health/Beauty,Diane Young,,,
19408,philosophy purity made simple cleanser 32oz A-D,Health/Beauty,philosophy,,,
19116,NutriSystem Favorite Foods Age & Gender 4Wk w/,Health,Nutrisystem,,,
19210,Dr. Denese Science of Youth 5pc Skincare  A-D,Health/Beauty,Dr. Denese,,,
3794,StriVectin Intensive Concentrate Duo,Health/Beauty,StriVectin,,,
58240,Mrs. Prindable's (12) Halloween Wacky Witches,Home Decor,Mrs. Prindable,,,
161,philosophy supernatural airbrush foundation A-D,Health/Beauty,philosophy,,,
19936,philosophy falling in love supersize lotion A-D,Health/Beauty,philosophy,,,
57593,Kansas City (16)4.5oz Steakburgers A-D,Home Decor,Kansas City Steak,,,
6792,Ojon Restorative Hair 4-piece Collection w/,Health/Beauty,Ojon,,,
5760,philosophy miracle worker next generation skin,Health/Beauty,philosophy,,,
57664,A-D Stuffin Gourmet(14)4oz Lemon Parm Chicken,Home Decor,Stuffin Gourmet,,,
7059,A-DOjon Volume Advance Volumize&Hold 4pc Cllct.,Health/Beauty,Ojon,,,
19730,Laura Geller Long-Lasting Color Brow Marker A-D,Health/Beauty,Laura Geller,,,
639,philosophy amazing grace 3-in-1 shower gel A-D,Health/Beauty,philosophy,,,
13469,A-D Ojon Damage Reverse Restorative 5-piece Kit,Health/Beauty,Ojon,,,
4168,A-D Olivella S/6 Scented Virgin Olive Oil Bars,Health/Beauty,Olivella,,,
30774,Delivery Week 11/22 Balsam Fir Holiday Wreath,Home Decor,Valerie Parr Hill,,,
21221,Benjamin Harrison Presidential Dollar Coin A-D,Collectibles,N/A,,,
19218,philosophy makeup optional 4pc skincare sys A-D,Health/Beauty,philosophy,,,
58615,Kansas City 4.5-5.5 lb. Sliced Ham & 3.5-4 lb.,Home Decor,Kansas City Steak,,,
10943,Quacker Factory Oh Christmas Treat Cupcake 3/4,Apparel,Quacker Factory,,,
58935,AD Stuffin Gourmet(12)4oz Veggie Chicken Burger,Home Decor,Stuffin Gourmet,,,
120,Nick Chavez Amazon Hair Body Building Spray A-D,Health/Beauty,Nick Chavez,,,
